key_resp1.keys,key_resp1.rt,participant,session,group,date,expName,psychopyVersion,OS,frameRate,key_resp_6.keys,key_resp_6.rt,key_resp_10.keys,key_resp_10.rt,key_ressp2.keys,key_ressp2.rt,key_resp_9.keys,key_resp_9.rt,key_resp_3.keys,key_resp_3.rt,key_resp1_2.keys,key_resp1_2.rt,key_resp1_3.keys,key_resp1_3.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_18.keys,key_resp_18.rt,key_resp_7.keys,key_resp_7.rt,key_resp1_4.keys,key_resp1_4.rt,syllable_catch.keys,key_resp_16.keys,audio1.thisRepN,audio1.thisTrialN,audio1.thisN,audio1.thisIndex,audio1.ran,dirs,timeA,timeB,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,Conj_unsync_online.thisRepN,Conj_unsync_online.thisTrialN,Conj_unsync_online.thisN,Conj_unsync_online.thisIndex,Conj_unsync_online.ran,condA,condB,ord,colour,syllable_catch.rt
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,space,,0,0,0,0,1,Online_conjL1_un//d.ne.ni20.1110.1332.wav,1110,1332,pu,ro,fa,sil,ki,ne,ni,sil1,cho,fo,sil2,,,,,,,,,,1.915
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,Online_conjL1_un//d.ne.ni21.none.none.wav,none,none,lu,ro,ze,sil,ta,fo,cho,sil1,be,zu,sil2,,,,,,,,,,
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,Online_conjL1_un//d.ne.ni22.none.none.wav,none,none,pu,cho,la,sil,ki,ro,ze,sil1,ri,lu,sil2,,,,,,,,,,
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,space,,0,3,3,3,1,Online_conjL1_un//d.ne.ni23.1110.222.wav,1110,222,pu,ni,ro,sil,ki,ne,lu,sil1,zu,fa,sil2,,,,,,,,,,1.986
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,28,1,ne,ni,116:120,orange,
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,space,,0,0,0,0,1,Online_conjL1_un//b.ta.be24.888.1776.wav,888,1776,ze,ne,ri,sil,ta,fa,la,sil1,be,fo,sil2,,,,,,,,,,1.349
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,space,,0,1,1,1,1,Online_conjL1_un//b.ta.be25.0.888.wav,0,888,ta,la,lu,sil,be,cho,zu,sil1,ne,ro,sil2,,,,,,,,,,0.584
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,space,,0,2,2,3,1,Online_conjL1_un//b.ta.be27.888.1776.wav,888,1776,fo,ni,lu,sil,ta,ne,ro,sil1,be,fa,sil2,,,,,,,,,,1.371
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,space,,0,3,3,2,1,Online_conjL1_un//b.ta.be26.888.1776.wav,888,1776,ni,ri,fa,sil,ta,zu,lu,sil1,be,ze,sil2,,,,,,,,,,1.518
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,15,1,ta,be,56:60,blue,
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,1,Online_conjL1_un//d.ne.ni31.none.none.wav,none,none,ta,ro,cho,sil,be,ri,lu,sil1,fo,fa,sil2,,,,,,,,,,
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,Online_conjL1_un//d.ne.ni28.none.none.wav,none,none,pu,ro,ri,sil,ki,la,zu,sil1,lu,cho,sil2,,,,,,,,,,
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,space,,0,2,2,1,1,Online_conjL1_un//d.ne.ni29.0.444.wav,0,444,ne,ro,ni,sil,ta,fa,cho,sil1,be,ri,sil2,,,,,,,,,,0.39
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,1,Online_conjL1_un//d.ne.ni30.none.none.wav,none,none,pu,la,ro,sil,ki,ze,fa,sil1,ri,lu,sil2,,,,,,,,,,
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,10,1,ne,ni,124:128,orange,
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,Online_conjL1_un//a.pu.ki25.none.none.wav,none,none,ta,lu,la,sil,be,cho,ro,sil1,ni,zu,sil2,,,,,,,,,,
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,1,Online_conjL1_un//a.pu.ki27.none.none.wav,none,none,ta,fa,ro,sil,be,ze,ni,sil1,lu,fo,sil2,,,,,,,,,,
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,1,Online_conjL1_un//a.pu.ki24.none.none.wav,none,none,ta,lu,ri,sil,be,la,zu,sil1,fa,ze,sil2,,,,,,,,,,
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,space,,0,3,3,2,1,Online_conjL1_un//a.pu.ki26.888.1776.wav,1776,888,zu,ze,cho,sil,pu,ni,ne,sil1,ki,fo,sil2,,,,,,,,,,2.542
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,21,1,ki,pu,24:28,red,
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,space,,0,0,0,2,1,Online_conjL1_un//c.ro.fo6.none.none.wav,none,none,pu,ne,la,sil,ki,ze,ni,sil1,zu,ri,sil2,,,,,,,,,,1.953
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,space,,0,1,1,3,1,Online_conjL1_un//c.ro.fo7.444.1110.wav,444,1110,ni,lu,ro,sil,ta,fo,fa,sil1,be,la,sil2,,,,,,,,,,1.03
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,space,,0,2,2,0,1,Online_conjL1_un//c.ro.fo4.0.1110.wav,0,1110,ro,lu,fa,sil,ta,fo,ne,sil1,be,ni,sil2,,,,,,,,,,0.631
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,space,,0,3,3,1,1,Online_conjL1_un//c.ro.fo5.1110.222.wav,1110,222,ze,fo,lu,sil,pu,ro,zu,sil1,ki,la,sil2,,,,,,,,,,1.853
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,6,1,ro,fo,68:72,green,
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,1,Online_conjL1_un//d.ne.ni3.none.none.wav,none,none,cho,lu,zu,sil,pu,ro,la,sil1,ki,ri,sil2,,,,,,,,,,
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,space,,0,1,1,1,1,Online_conjL1_un//d.ne.ni1.222.444.wav,222,444,ro,ne,ni,sil,pu,ze,fo,sil1,ki,cho,sil2,,,,,,,,,,0.882
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,Online_conjL1_un//d.ne.ni2.none.none.wav,none,none,pu,ze,fa,sil,ki,ro,cho,sil1,lu,zu,sil2,,,,,,,,,,
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,1,Online_conjL1_un//d.ne.ni0.none.none.wav,none,none,ro,lu,fa,sil,pu,fo,ri,sil1,ki,ze,sil2,,,,,,,,,,
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,11,1,ne,ni,96:100,orange,
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,space,,0,0,0,0,1,Online_conjL1_un//d.ne.ni12.1332.444.wav,1332,444,pu,fo,ni,sil,ki,ri,ne,sil1,fa,zu,sil2,,,,,,,,,,2.305
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,space,,0,1,1,3,1,Online_conjL1_un//d.ne.ni15.222.1110.wav,222,1110,pu,ne,ze,sil,ki,ni,cho,sil1,lu,zu,sil2,,,,,,,,,,1.27
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,Online_conjL1_un//d.ne.ni14.222.1332.wav,222,1332,ta,ne,ri,sil,be,fa,ni,sil1,cho,ro,sil2,,,,,,,,,,
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,1,1,Online_conjL1_un//d.ne.ni13.none.none.wav,none,none,ta,ri,fa,sil,be,fo,ze,sil1,ro,zu,sil2,,,,,,,,,,
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,26,1,ne,ni,108:112,orange,
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,1,Online_conjL1_un//c.ro.fo11.none.none.wav,none,none,ta,lu,la,sil,be,fa,ne,sil1,ze,ni,sil2,,,,,,,,,,
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,1,Online_conjL1_un//c.ro.fo10.none.none.wav,none,none,ta,zu,cho,sil,be,ze,la,sil1,ne,lu,sil2,,,,,,,,,,
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,1,Online_conjL1_un//c.ro.fo8.none.none.wav,none,none,ni,cho,ri,sil,ta,la,ze,sil1,be,zu,sil2,,,,,,,,,,
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,space,,0,3,3,1,1,Online_conjL1_un//c.ro.fo9.1332.444.wav,1332,444,ri,ze,fo,sil,pu,fa,ro,sil1,ki,ne,sil2,,,,,,,,,,2.067
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,23,1,ro,fo,72:76,green,
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,1,Online_conjL1_un//c.ro.fo19.none.none.wav,none,none,cho,ne,zu,sil,ta,fa,lu,sil1,be,ze,sil2,,,,,,,,,,
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,Online_conjL1_un//c.ro.fo17.none.none.wav,none,none,cho,lu,zu,sil,pu,ze,ni,sil1,ki,la,sil2,,,,,,,,,,
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,space,,0,2,2,2,1,Online_conjL1_un//c.ro.fo18.1776.222.wav,1776,222,ta,fo,ni,sil,be,cho,zu,sil1,ro,ne,sil2,,,,,,,,,,2.439
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,1,Online_conjL1_un//c.ro.fo16.none.none.wav,none,none,ta,lu,fa,sil,be,zu,ze,sil1,ne,cho,sil2,,,,,,,,,,
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,18,1,ro,fo,80:84,green,
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,space,,0,0,0,3,1,Online_conjL1_un//a.pu.ki23.0.888.wav,888,0,pu,la,ze,sil,ki,cho,fo,sil1,ne,zu,sil2,,,,,,,,,,1.315
,,540809,001,A,2023-06-20_18h40.42.965,Unsyncopated1,2022.2.5,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,space,,0,1,1,1,1,Online_conjL1_un//a.pu.ki21.888.1776.wav,1776,888,zu,ri,ni,sil,pu,lu,fa,sil1,ki,ro,sil2,,,,,,,,,,2.34
