seq,online_dir,test_dir,audio_offline,cond,ord,colour,dirs,time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Conj_unsync_online.thisRepN,Conj_unsync_online.thisTrialN,Conj_unsync_online.thisN,Conj_unsync_online.thisIndex,audio1.thisRepN,audio1.thisTrialN,audio1.thisN,audio1.thisIndex,text_21.started,key_resp1.started,key_resp1.keys,key_resp1.rt,text_23.started,key_resp_6.started,key_resp_6.keys,key_resp_6.rt,text_26.started,key_resp_10.started,key_resp_10.keys,key_resp_10.rt,volume_set.started,key_ressp2.started,text_27.started,key_ressp2.keys,key_ressp2.rt,text_24.started,key_resp_9.started,key_resp_9.keys,key_resp_9.rt,text_22.started,key_resp1_2.started,key_resp1_2.keys,key_resp1_2.rt,text_25.started,key_resp1_3.started,key_resp1_3.keys,key_resp1_3.rt,text_28.started,key_resp_11.started,key_resp_11.keys,key_resp_11.rt,text_29.started,key_resp_12.started,key_resp_12.keys,key_resp_12.rt,text_36.started,key_resp_18.started,key_resp_18.keys,key_resp_18.rt,learning.started,text_19.started,key_resp_7.started,key_resp_7.keys,key_resp_7.rt,text_31.started,key_resp1_4.started,key_resp1_4.keys,key_resp1_4.rt,text_2.started,text_2.stopped,seqs.started,text_13.started,syllable_catch.started,key_resp_3.started,syllable_catch.keys,syllable_catch.rt,key_resp_3.keys,key_resp_3.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,25.13011749999714,25.13011749999714,space,1.5232457000092836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,025781,001,2023-06-02_17h10.59.672,Pilot_online_tryings,2022.2.5,32.075328266963425,
,,,,,,,,,,,,,,,,,,,,,,,,,26.698478599995724,26.698478599995724,space,0.40356060001067817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,025781,001,2023-06-02_17h10.59.672,Pilot_online_tryings,2022.2.5,32.075328266963425,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.138845199995558,27.138845199995558,space,0.3445468000136316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,025781,001,2023-06-02_17h10.59.672,Pilot_online_tryings,2022.2.5,32.075328266963425,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.60417118999467,27.587318299993058,27.587318299993058,space,0.5575374999898486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,025781,001,2023-06-02_17h10.59.672,Pilot_online_tryings,2022.2.5,32.075328266963425,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.203490899992175,28.203490899992175,space,0.4693440999981249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,025781,001,2023-06-02_17h10.59.672,Pilot_online_tryings,2022.2.5,32.075328266963425,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7312738999899,28.7312738999899,space,0.44669559999601915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,025781,001,2023-06-02_17h10.59.672,Pilot_online_tryings,2022.2.5,32.075328266963425,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.230173299991293,29.230173299991293,space,0.3615477999992436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,025781,001,2023-06-02_17h10.59.672,Pilot_online_tryings,2022.2.5,32.075328266963425,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.638288499991177,29.638288499991177,space,0.35375650000059977,,,,,,,,,,,,,,,,,,,,,,,,,,,,025781,001,2023-06-02_17h10.59.672,Pilot_online_tryings,2022.2.5,32.075328266963425,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.04212529999495,30.04212529999495,space,0.36288810000405647,,,,,,,,,,,,,,,,,,,,,,,,025781,001,2023-06-02_17h10.59.672,Pilot_online_tryings,2022.2.5,32.075328266963425,
ConjL1_uns.csv,dir_Online_conjL1_un.csv,Test_Conj_UnsyncL1.csv,ConjL1_unsync_norm.wav,ta,60:64,blue,Online_conjL1_un//bTA29.none.wav,none,0,0,0,0,0,0,0,25,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.477358199990704,30.477358199990704,space,0.3485573999932967,31.816102459991818,31.921786599996267,31.921786599996267,space,4.158758799996576,36.139012599989655,36.139012599989655,space,1.1888469999976223,37.4892789000005,37.4892789000005,0.07658150000497699,37.4892789000005,37.4892789000005,37.4892789000005,space,0.3813735000003362,y,1.3184650000039255,025781,001,2023-06-02_17h10.59.672,Pilot_online_tryings,2022.2.5,32.075328266963425,
ConjL1_uns.csv,dir_Online_conjL1_un.csv,Test_Conj_UnsyncL1.csv,ConjL1_unsync_norm.wav,ta,60:64,blue,Online_conjL1_un//bTA31.0.wav,0.0,0,0,0,0,0,0,0,25,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03519870000309311,38.86892809999699,38.86892809999699,38.86892809999699,None,,y,0.08556760000647046,025781,001,2023-06-02_17h10.59.672,Pilot_online_tryings,2022.2.5,32.075328266963425,
ConjL1_uns.csv,dir_Online_conjL1_un.csv,Test_Conj_UnsyncL1.csv,ConjL1_unsync_norm.wav,ta,60:64,blue,Online_conjL1_un//bTA28.888.wav,888.0,0,0,0,0,0,0,0,25,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020211700000800192,38.985819900000934,38.985819900000934,38.985819900000934,None,,y,0.11947890000010375,025781,001,2023-06-02_17h10.59.672,Pilot_online_tryings,2022.2.5,32.075328266963425,
ConjL1_uns.csv,dir_Online_conjL1_un.csv,Test_Conj_UnsyncL1.csv,ConjL1_unsync_norm.wav,ta,60:64,blue,Online_conjL1_un//bTA30.none.wav,none,0,0,0,0,0,0,0,25,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020450099997106008,39.142487999997684,39.142487999997684,39.142487999997684,None,,y,0.0959700000094017,025781,001,2023-06-02_17h10.59.672,Pilot_online_tryings,2022.2.5,32.075328266963425,
ConjL1_uns.csv,dir_Online_conjL1_un.csv,Test_Conj_UnsyncL1.csv,ConjL1_unsync_norm.wav,ta,60:64,blue,,,0,0,0,0,0,0,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,025781,001,2023-06-02_17h10.59.672,Pilot_online_tryings,2022.2.5,32.075328266963425,
ConjL1_uns.csv,dir_Online_conjL1_un.csv,Test_Conj_UnsyncL1.csv,ConjL1_unsync_norm.wav,ki,24:28,red,Online_conjL1_un//aKI27.none.wav,none,0,0,0,0,0,1,1,16,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.34680889999436,39.34680889999436,0.05366990000766236,39.34680889999436,39.34680889999436,39.34680889999436,None,,y,0.020624999990104698,025781,001,2023-06-02_17h10.59.672,Pilot_online_tryings,2022.2.5,32.075328266963425,
ConjL1_uns.csv,dir_Online_conjL1_un.csv,Test_Conj_UnsyncL1.csv,ConjL1_unsync_norm.wav,ki,24:28,red,Online_conjL1_un//aKI26.888.wav,888.0,0,0,0,0,0,1,1,16,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01556430000346154,39.42019229999278,39.42019229999278,39.42019229999278,None,,y,0.12134379999770317,025781,001,2023-06-02_17h10.59.672,Pilot_online_tryings,2022.2.5,32.075328266963425,
ConjL1_uns.csv,dir_Online_conjL1_un.csv,Test_Conj_UnsyncL1.csv,ConjL1_unsync_norm.wav,ki,24:28,red,Online_conjL1_un//aKI25.888.wav,888.0,0,0,0,0,0,1,1,16,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031234199996106327,39.61917949999042,39.61917949999042,39.61917949999042,None,,y,0.05809029999363702,025781,001,2023-06-02_17h10.59.672,Pilot_online_tryings,2022.2.5,32.075328266963425,
ConjL1_uns.csv,dir_Online_conjL1_un.csv,Test_Conj_UnsyncL1.csv,ConjL1_unsync_norm.wav,ki,24:28,red,Online_conjL1_un//aKI24.1776.wav,1776.0,0,0,0,0,0,1,1,16,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01713720000407193,39.76070009999967,39.76070009999967,39.76070009999967,None,,y,0.06111729999247473,025781,001,2023-06-02_17h10.59.672,Pilot_online_tryings,2022.2.5,32.075328266963425,
ConjL1_uns.csv,dir_Online_conjL1_un.csv,Test_Conj_UnsyncL1.csv,ConjL1_unsync_norm.wav,ki,24:28,red,,,0,0,0,0,0,1,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,025781,001,2023-06-02_17h10.59.672,Pilot_online_tryings,2022.2.5,32.075328266963425,
ConjL1_uns.csv,dir_Online_conjL1_un.csv,Test_Conj_UnsyncL1.csv,ConjL1_unsync_norm.wav,ta,36:40,blue,Online_conjL1_un//bTA7.0.wav,0.0,0,0,0,0,0,2,2,15,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.932754299996304,39.932754299996304,0.08474160000332631,39.932754299996304,39.932754299996304,39.932754299996304,None,,y,0.02809989999514073,025781,001,2023-06-02_17h10.59.672,Pilot_online_tryings,2022.2.5,32.075328266963425,
