seq,online_dir,test_dir,audio_offline,cond,ord,colour,dirs,time,test,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Conj_unsync_online.thisRepN,Conj_unsync_online.thisTrialN,Conj_unsync_online.thisN,Conj_unsync_online.thisIndex,audio1.thisRepN,audio1.thisTrialN,audio1.thisN,audio1.thisIndex,Conj_unsync_test.thisRepN,Conj_unsync_test.thisTrialN,Conj_unsync_test.thisN,Conj_unsync_test.thisIndex,text_21.started,key_resp1.started,key_resp1.keys,key_resp1.rt,text_23.started,key_resp_6.started,key_resp_6.keys,key_resp_6.rt,text_26.started,key_resp_10.started,key_resp_10.keys,key_resp_10.rt,volume_set.started,key_ressp2.started,text_27.started,key_ressp2.keys,key_ressp2.rt,text_24.started,key_resp_9.started,key_resp_9.keys,key_resp_9.rt,text_37.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,text_22.started,key_resp1_2.started,key_resp1_2.keys,key_resp1_2.rt,text_25.started,key_resp1_3.started,key_resp1_3.keys,key_resp1_3.rt,text_28.started,key_resp_11.started,key_resp_11.keys,key_resp_11.rt,text_29.started,key_resp_12.started,key_resp_12.keys,key_resp_12.rt,text_36.started,key_resp_18.started,key_resp_18.keys,key_resp_18.rt,learning.started,text_19.started,key_resp_7.started,key_resp_7.keys,key_resp_7.rt,text_31.started,key_resp1_4.started,key_resp1_4.keys,key_resp1_4.rt,text_2.started,text_2.stopped,seqs.started,text_13.started,syllable_catch.started,key_resp_16.started,syllable_catch.keys,key_resp_16.keys,key_resp_16.rt,text_12.started,key_resp4.started,key_resp4.keys,key_resp4.rt,text_14.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,text_17.started,key_resp_17.started,test_sounds.started,text_17.stopped,key_resp_17.keys,key_resp_17.rt,text_18.started,Partz_no_partm.started,Partz_no_partm.keys,Partz_no_partm.rt,text_32.started,image_2.started,text_33.started,security_1_7.started,security_1_7.keys,security_1_7.rt,participant,session,date,expName,psychopyVersion,frameRate,
ConjL4_syn.csv,directory_online_conj_L4_syn.csv,Test_Conj_SyncL4.csv,ConjL4_sync_norm.wav,pe,100:104,red,Online_conjL4_syn//dPE4.none.wav,none,,0,0,0,3,0,2,2,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.27140109997708,100.27140109997708,0.028941399999894202,100.27140109997708,100.27140109997708,100.27140109997708,None,y,0.09329170000273734,,,,,,,,,,,,,,,,,,,,,,,,,283836,001,2023-06-06_12h17.49.206,Pilot_online_tryings,2022.2.5,59.919025426301914,
ConjL4_syn.csv,directory_online_conj_L4_syn.csv,Test_Conj_SyncL4.csv,ConjL4_sync_norm.wav,pe,100:104,red,Online_conjL4_syn//dPE5.none.wav,none,,0,0,0,3,0,2,2,9,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008849400037433952,100.38211439998122,100.38211439998122,100.38211439998122,None,y,0.14254580001579598,,,,,,,,,,,,,,,,,,,,,,,,,283836,001,2023-06-06_12h17.49.206,Pilot_online_tryings,2022.2.5,59.919025426301914,
ConjL4_syn.csv,directory_online_conj_L4_syn.csv,Test_Conj_SyncL4.csv,ConjL4_sync_norm.wav,pe,100:104,red,Online_conjL4_syn//dPE7.222.wav,222.0,,0,0,0,3,0,2,2,9,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007186700007878244,100.54875720001291,100.54875720001291,100.54875720001291,None,y,0.13459739997051656,,,,,,,,,,,,,,,,,,,,,,,,,283836,001,2023-06-06_12h17.49.206,Pilot_online_tryings,2022.2.5,59.919025426301914,
ConjL4_syn.csv,directory_online_conj_L4_syn.csv,Test_Conj_SyncL4.csv,ConjL4_sync_norm.wav,pe,100:104,red,Online_conjL4_syn//dPE6.none.wav,none,,0,0,0,3,0,2,2,9,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01052670000353828,100.71570719999727,100.71570719999727,100.71570719999727,None,y,0.12852819997351617,,,,,,,,,,,,,,,,,,,,,,,,,283836,001,2023-06-06_12h17.49.206,Pilot_online_tryings,2022.2.5,59.919025426301914,
ConjL4_syn.csv,directory_online_conj_L4_syn.csv,Test_Conj_SyncL4.csv,ConjL4_sync_norm.wav,pe,100:104,red,,,,0,0,0,3,0,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283836,001,2023-06-06_12h17.49.206,Pilot_online_tryings,2022.2.5,59.919025426301914,
ConjL4_syn.csv,directory_online_conj_L4_syn.csv,Test_Conj_SyncL4.csv,ConjL4_sync_norm.wav,lo,24:28,blue,Online_conjL4_syn//aLO27.1554.wav,1554.0,,0,0,0,3,0,3,3,26,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8811074999976,100.8811074999976,0.021211900049820542,100.8811074999976,100.8811074999976,100.8811074999976,None,y,0.1221959000104107,,,,,,,,,,,,,,,,,,,,,,,,,283836,001,2023-06-06_12h17.49.206,Pilot_online_tryings,2022.2.5,59.919025426301914,
ConjL4_syn.csv,directory_online_conj_L4_syn.csv,Test_Conj_SyncL4.csv,ConjL4_sync_norm.wav,lo,24:28,blue,Online_conjL4_syn//aLO25.666.wav,666.0,,0,0,0,3,0,3,3,26,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010081199987325817,101.03251970000565,101.03251970000565,101.03251970000565,None,y,0.11516639997716993,,,,,,,,,,,,,,,,,,,,,,,,,283836,001,2023-06-06_12h17.49.206,Pilot_online_tryings,2022.2.5,59.919025426301914,
ConjL4_syn.csv,directory_online_conj_L4_syn.csv,Test_Conj_SyncL4.csv,ConjL4_sync_norm.wav,lo,24:28,blue,Online_conjL4_syn//aLO26.none.wav,none,,0,0,0,3,0,3,3,26,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016190299997106194,101.17214159999276,101.17214159999276,101.17214159999276,None,y,0.15256820002105087,,,,,,,,,,,,,,,,,,,,,,,,,283836,001,2023-06-06_12h17.49.206,Pilot_online_tryings,2022.2.5,59.919025426301914,
ConjL4_syn.csv,directory_online_conj_L4_syn.csv,Test_Conj_SyncL4.csv,ConjL4_sync_norm.wav,lo,24:28,blue,Online_conjL4_syn//aLO24.none.wav,none,,0,0,0,3,0,3,3,26,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009316099982243031,101.34983600000851,101.34983600000851,101.34983600000851,None,y,0.13465929997619241,,,,,,,,,,,,,,,,,,,,,,,,,283836,001,2023-06-06_12h17.49.206,Pilot_online_tryings,2022.2.5,59.919025426301914,
ConjL4_syn.csv,directory_online_conj_L4_syn.csv,Test_Conj_SyncL4.csv,ConjL4_sync_norm.wav,lo,24:28,blue,,,,0,0,0,3,0,3,3,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283836,001,2023-06-06_12h17.49.206,Pilot_online_tryings,2022.2.5,59.919025426301914,
