key_resp1.keys,key_resp1.rt,participant,session,group,date,expName,psychopyVersion,OS,frameRate,key_resp_6.keys,key_resp_6.rt,key_resp_10.keys,key_resp_10.rt,key_ressp2.keys,key_ressp2.rt,key_resp_9.keys,key_resp_9.rt,key_resp_3.keys,key_resp_3.rt,key_resp1_2.keys,key_resp1_2.rt,key_resp1_3.keys,key_resp1_3.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_18.keys,key_resp_18.rt,key_resp_7.keys,key_resp_7.rt,key_resp1_4.keys,key_resp1_4.rt,syllable_catch.keys,key_resp_16.keys,audio1.thisRepN,audio1.thisTrialN,audio1.thisN,audio1.thisIndex,audio1.ran,dirs,timeA,timeB,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,syllable_catch.rt,Conj_unsync_online.thisRepN,Conj_unsync_online.thisTrialN,Conj_unsync_online.thisN,Conj_unsync_online.thisIndex,Conj_unsync_online.ran,condA,condB,ord,colour,key_resp_16.rt,key_resp4.keys,key_resp4.rt,key_resp_4.keys,key_resp_4.rt,key_resp_17.keys,key_resp_17.rt,Partz_no_partm.keys,Partz_no_partm.rt,security_1_7.keys,security_1_7.rt,Conj_unsync_test.thisRepN,Conj_unsync_test.thisTrialN,Conj_unsync_test.thisN,Conj_unsync_test.thisIndex,Conj_unsync_test.ran,test,key_resp_13.keys,key_resp_13.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,seq,online_dir,test_dir,audio_offline
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,space,0.5561,space,17.9416,space,2.2333,,,0,0,0,1,1,Online_conjL4_syn//c.bu.da13.none.none.wav,none,none,ci,ñi,ña,zi,sil,ru,re,lo,sil1,po,sil2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,space,,0,1,1,0,1,Online_conjL4_syn//c.bu.da12.1110.1332.wav,1110,1332,zi,ci,ña,lo,sil,bu,da,pe,sil1,po,sil2,1.8562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,space,,0,2,2,3,1,Online_conjL4_syn//c.bu.da15.222.444.wav,222,444,de,bu,da,ja,sil,ci,bo,nu,sil1,re,sil2,0.6882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,1,Online_conjL4_syn//c.bu.da14.none.none.wav,none,none,ci,ñi,pe,ja,sil,ru,re,nu,sil1,ña,sil2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,1,bu,da,76:80,orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Online_conjL4_syn//c.bu.da28.none.none.wav,none,none,ja,ru,ñi,nu,sil,po,ci,de,sil1,bo,sil2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,Online_conjL4_syn//c.bu.da29.none.none.wav,none,none,zi,ñi,pe,lo,sil,re,ci,ru,sil1,ña,sil2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,1,Online_conjL4_syn//c.bu.da31.none.none.wav,none,none,zi,ñi,pe,lo,sil,de,ci,ña,sil1,bo,sil2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,1,Online_conjL4_syn//c.bu.da30.none.none.wav,none,none,po,ci,ña,ja,sil,ru,bo,nu,sil1,ñi,sil2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,11,1,bu,da,92:96,orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,1,Online_conjL4_syn//d.pe.po23.none.none.wav,none,none,zi,bo,da,lo,sil,de,ña,ñi,sil1,ru,sil2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,space,,0,1,1,0,1,Online_conjL4_syn//d.pe.po20.1332.444.wav,1332,444,zi,ru,po,lo,sil,bo,pe,de,sil1,da,sil2,0.9633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,1,Online_conjL4_syn//d.pe.po21.none.none.wav,none,none,ja,bo,bu,nu,sil,ci,ña,de,sil1,ru,sil2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,space,,0,3,3,2,1,Online_conjL4_syn//d.pe.po22.444.1110.wav,444,1110,de,ru,pe,ja,sil,po,re,nu,sil1,bo,sil2,1.5549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,15,1,pe,po,116:120,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Online_conjL4_syn//a.zi.lo20.none.none.wav,none,none,ja,ru,po,nu,sil,ña,re,da,sil1,de,sil2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,1,Online_conjL4_syn//a.zi.lo23.none.none.wav,none,none,da,ci,po,ja,sil,ñi,pe,nu,sil1,bo,sil2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,space,,0,2,2,1,1,Online_conjL4_syn//a.zi.lo21.666.1554.wav,1554,666,ñi,bo,ru,zi,sil,pe,ña,lo,sil1,de,sil2,1.1678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,space,,0,3,3,2,1,Online_conjL4_syn//a.zi.lo22.666.1554.wav,1554,666,po,bo,pe,zi,sil,re,bu,lo,sil1,da,sil2,1.1046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,14,1,lo,zi,20:24,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,space,,0,0,0,0,1,Online_conjL4_syn//c.bu.da20.444.1332.wav,444,1332,ja,pe,bu,nu,sil,ci,da,re,sil1,ru,sil2,1.819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,Online_conjL4_syn//c.bu.da21.none.none.wav,none,none,ña,re,po,ja,sil,de,ñi,nu,sil1,ru,sil2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,space,,0,2,2,2,1,Online_conjL4_syn//c.bu.da22.0.222.wav,0,222,bu,da,bo,zi,sil,re,ru,lo,sil1,ñi,sil2,1.3199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,space,,0,3,3,3,1,Online_conjL4_syn//c.bu.da23.444.1110.wav,444,1110,ña,re,bu,ja,sil,da,de,nu,sil1,ci,sil2,1.8213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,22,1,bu,da,84:88,orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,space,,0,0,0,2,1,Online_conjL4_syn//a.zi.lo14.666.1554.wav,1554,666,ci,bo,pe,zi,sil,re,bu,lo,sil1,da,sil2,1.7726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,space,,0,1,1,3,1,Online_conjL4_syn//a.zi.lo15.0.666.wav,666,0,zi,pe,ci,lo,sil,bo,po,ña,sil1,da,sil2,0.8694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,1,Online_conjL4_syn//a.zi.lo13.none.none.wav,none,none,pe,de,ña,ja,sil,ci,ru,nu,sil1,po,sil2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,1,Online_conjL4_syn//a.zi.lo12.none.none.wav,none,none,ja,ci,ña,nu,sil,bu,bo,de,sil1,re,sil2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,31,1,lo,zi,12:16,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,space,,0,0,0,3,1,Online_conjL4_syn//b.ja.nu15.0.666.wav,0,666,ja,ru,ci,nu,sil,de,da,po,sil1,bo,sil2,1.1837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,1,Online_conjL4_syn//b.ja.nu14.none.none.wav,none,none,pe,ci,da,zi,sil,po,bu,lo,sil1,ña,sil2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,space,,0,2,2,0,1,Online_conjL4_syn//b.ja.nu12.0.666.wav,0,666,ja,ñi,de,nu,sil,pe,po,da,sil1,ru,sil2,1.1553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,1,1,Online_conjL4_syn//b.ja.nu13.none.none.wav,none,none,re,ci,bu,zi,sil,po,bo,lo,sil1,pe,sil2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,24,1,ja,nu,44:48,green,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,space,,0,0,0,1,1,Online_conjL4_syn//a.zi.lo25.0.666.wav,666,0,zi,po,ci,lo,sil,re,da,ru,sil1,pe,sil2,0.5999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,Online_conjL4_syn//a.zi.lo24.none.none.wav,none,none,ñi,po,de,ja,sil,pe,ci,nu,sil1,bo,sil2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,1,Online_conjL4_syn//a.zi.lo27.none.none.wav,none,none,ja,re,bo,nu,sil,bu,pe,ru,sil1,ñi,sil2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,space,,0,3,3,2,1,Online_conjL4_syn//a.zi.lo26.0.666.wav,666,0,zi,bu,po,lo,sil,bo,da,re,sil1,pe,sil2,0.588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,23,1,lo,zi,24:28,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Online_conjL4_syn//d.pe.po0.none.none.wav,none,none,ci,ru,ña,zi,sil,de,bu,lo,sil1,da,sil2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,space,,0,1,1,1,1,Online_conjL4_syn//d.pe.po1.1332.222.wav,1332,222,ñi,po,da,zi,sil,bu,pe,lo,sil1,bo,sil2,0.735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,Online_conjL4_syn//d.pe.po2.none.none.wav,none,none,de,bo,da,zi,sil,ci,ñi,lo,sil1,ña,sil2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,Online_conjL4_syn//d.pe.po3.none.none.wav,none,none,re,ñi,ña,ja,sil,ci,da,nu,sil1,bo,sil2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,27,1,pe,po,96:100,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,space,,0,0,0,3,1,Online_conjL4_syn//c.bu.da3.0.444.wav,0,444,bu,ci,da,ja,sil,pe,po,nu,sil1,bo,sil2,1.4807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,space,,0,1,1,2,1,Online_conjL4_syn//c.bu.da2.0.222.wav,0,222,bu,da,ñi,ja,sil,pe,re,nu,sil1,bo,sil2,0.9003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,1,Online_conjL4_syn//c.bu.da1.none.none.wav,none,none,ja,po,pe,nu,sil,ñi,ru,bo,sil1,ci,sil2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,1,Online_conjL4_syn//c.bu.da0.none.none.wav,none,none,ja,bo,re,nu,sil,ñi,ña,pe,sil1,ci,sil2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,29,1,bu,da,64:68,orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,space,,0,0,0,1,1,Online_conjL4_syn//d.pe.po17.222.444.wav,222,444,bo,pe,po,ja,sil,re,ci,nu,sil1,ru,sil2,0.8983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,Online_conjL4_syn//d.pe.po16.none.none.wav,none,none,ja,bo,ci,nu,sil,da,ru,re,sil1,de,sil2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,1,Online_conjL4_syn//d.pe.po19.none.none.wav,none,none,da,de,ña,zi,sil,bo,ru,lo,sil1,ñi,sil2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,space,,0,3,3,2,1,Online_conjL4_syn//d.pe.po18.1554.1110.wav,1554,1110,zi,ña,da,lo,sil,po,bo,pe,sil1,ru,sil2,1.518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,8,1,pe,po,112:116,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,1,Online_conjL4_syn//a.zi.lo18.none.none.wav,none,none,ja,pe,ru,nu,sil,de,ñi,bu,sil1,re,sil2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,Online_conjL4_syn//a.zi.lo17.none.none.wav,none,none,ja,po,bu,nu,sil,de,ru,ñi,sil1,ci,sil2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,space,,0,2,2,3,1,Online_conjL4_syn//a.zi.lo19.666.1554.wav,1554,666,da,bo,po,zi,sil,ru,ci,lo,sil1,bu,sil2,1.1721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,space,,0,3,3,0,1,Online_conjL4_syn//a.zi.lo16.666.1554.wav,1554,666,ña,po,ci,zi,sil,pe,de,lo,sil1,ru,sil2,1.0675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,4,1,lo,zi,16:20,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,
