key_resp1.keys,key_resp1.rt,participant,session,group,date,expName,psychopyVersion,OS,frameRate,key_resp_6.keys,key_resp_6.rt,key_resp_10.keys,key_resp_10.rt,key_ressp2.keys,key_ressp2.rt,key_resp_9.keys,key_resp_9.rt,key_resp_3.keys,key_resp_3.rt,key_resp1_2.keys,key_resp1_2.rt,key_resp1_3.keys,key_resp1_3.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_18.keys,key_resp_18.rt,key_resp_7.keys,key_resp_7.rt,key_resp1_4.keys,key_resp1_4.rt,syllable_catch.keys,key_resp_16.keys,audio1.thisRepN,audio1.thisTrialN,audio1.thisN,audio1.thisIndex,audio1.ran,dirs,timeA,timeB,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,syllable_catch.rt,Conj_unsync_online.thisRepN,Conj_unsync_online.thisTrialN,Conj_unsync_online.thisN,Conj_unsync_online.thisIndex,Conj_unsync_online.ran,condA,condB,ord,colour,key_resp_16.rt,key_resp4.keys,key_resp4.rt,key_resp_4.keys,key_resp_4.rt,key_resp_17.keys,key_resp_17.rt,Partz_no_partm.keys,Partz_no_partm.rt,security_1_7.keys,security_1_7.rt,Conj_unsync_test.thisRepN,Conj_unsync_test.thisTrialN,Conj_unsync_test.thisN,Conj_unsync_test.thisIndex,Conj_unsync_test.ran,test,key_resp_13.keys,key_resp_13.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,seq,online_dir,test_dir,audio_offline
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,space,,0,0,0,3,1,Online_conjL4_syn//d.pe.po15.222.1110.wav,222,1110,ci,pe,de,ja,sil,po,bo,nu,sil1,da,sil2,1.6233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,1,Online_conjL4_syn//d.pe.po14.1110.1332.wav,1110,1332,ja,bo,bu,nu,sil,pe,po,de,sil1,da,sil2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,space,,0,2,2,0,1,Online_conjL4_syn//d.pe.po12.none.none.wav,none,none,bu,de,re,zi,sil,ña,ci,lo,sil1,ñi,sil2,2.4492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,1,1,Online_conjL4_syn//d.pe.po13.none.none.wav,none,none,ci,ru,da,ja,sil,de,ñi,nu,sil1,bu,sil2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,5,1,pe,po,108:112,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,0,0,2,1,Online_conjL4_syn//d.pe.po30.444.0.wav,444,0,po,ru,pe,zi,sil,bu,ci,lo,sil1,re,sil2,,,,,,,,,,,0.1313,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,1,1,0,1,Online_conjL4_syn//d.pe.po28.none.none.wav,none,none,ja,ru,ña,nu,sil,re,bu,da,sil1,ci,sil2,,,,,,,,,,,0.1535,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,2,2,3,1,Online_conjL4_syn//d.pe.po31.444.1332.wav,444,1332,ja,re,pe,nu,sil,de,po,ci,sil1,bo,sil2,,,,,,,,,,,0.1487,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,3,3,1,1,Online_conjL4_syn//d.pe.po29.none.none.wav,none,none,da,ña,ru,ja,sil,ñi,de,nu,sil1,ci,sil2,,,,,,,,,,,0.1305,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,20,1,pe,po,124:128,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,0,0,2,1,Online_conjL4_syn//c.bu.da18.1110.1332.wav,1110,1332,zi,bo,ñi,lo,sil,bu,da,de,sil1,po,sil2,,,,,,,,,,,0.1346,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,1,1,0,1,Online_conjL4_syn//c.bu.da16.none.none.wav,none,none,po,ci,re,ja,sil,pe,de,nu,sil1,ru,sil2,,,,,,,,,,,0.1337,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,2,2,1,1,Online_conjL4_syn//c.bu.da17.none.none.wav,none,none,zi,bo,de,lo,sil,po,ña,re,sil1,ci,sil2,,,,,,,,,,,0.1173,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,3,3,3,1,Online_conjL4_syn//c.bu.da19.none.none.wav,none,none,po,ña,ru,zi,sil,de,pe,lo,sil1,ci,sil2,,,,,,,,,,,0.1514,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,0,1,bu,da,80:84,orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,0,0,0,1,Online_conjL4_syn//b.ja.nu0.666.1554.wav,666,1554,ña,bu,ci,ja,sil,ñi,re,nu,sil1,po,sil2,,,,,,,,,,,0.1314,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,1,1,3,1,Online_conjL4_syn//b.ja.nu3.0.666.wav,0,666,ja,bu,bo,nu,sil,pe,ru,re,sil1,ñi,sil2,,,,,,,,,,,0.1322,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,2,2,2,1,Online_conjL4_syn//b.ja.nu2.none.none.wav,none,none,zi,da,ru,lo,sil,bo,ci,ñi,sil1,de,sil2,,,,,,,,,,,0.116,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,3,3,1,1,Online_conjL4_syn//b.ja.nu1.none.none.wav,none,none,zi,de,ru,lo,sil,po,ña,bu,sil1,da,sil2,,,,,,,,,,,0.1326,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,12,1,ja,nu,32:36,green,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,0,0,3,1,Online_conjL4_syn//b.ja.nu27.666.1554.wav,666,1554,ña,po,re,ja,sil,de,bo,nu,sil1,ci,sil2,,,,,,,,,,,0.138,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,1,1,2,1,Online_conjL4_syn//b.ja.nu26.666.1554.wav,666,1554,pe,bu,ña,ja,sil,po,ru,nu,sil1,bo,sil2,,,,,,,,,,,0.1183,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,2,2,1,1,Online_conjL4_syn//b.ja.nu25.none.none.wav,none,none,zi,pe,da,lo,sil,re,po,bo,sil1,ci,sil2,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,3,3,0,1,Online_conjL4_syn//b.ja.nu24.none.none.wav,none,none,bo,ñi,re,zi,sil,pe,ci,lo,sil1,de,sil2,,,,,,,,,,,0.1347,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,28,1,ja,nu,56:60,green,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,0,0,0,1,Online_conjL4_syn//b.ja.nu28.none.none.wav,none,none,zi,ña,bu,lo,sil,re,de,ci,sil1,pe,sil2,,,,,,,,,,,0.1319,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,1,1,3,1,Online_conjL4_syn//b.ja.nu31.666.1554.wav,666,1554,po,ru,ña,ja,sil,da,ci,nu,sil1,re,sil2,,,,,,,,,,,0.1507,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,2,2,2,1,Online_conjL4_syn//b.ja.nu30.none.none.wav,none,none,ci,ña,ru,zi,sil,bo,pe,lo,sil1,bu,sil2,,,,,,,,,,,0.1518,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,3,3,1,1,Online_conjL4_syn//b.ja.nu29.none.none.wav,none,none,da,po,ña,zi,sil,pe,re,lo,sil1,bo,sil2,,,,,,,,,,,0.1515,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,13,1,ja,nu,60:64,green,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,0,0,0,1,Online_conjL4_syn//c.bu.da8.222.444.wav,222,444,ja,bu,da,nu,sil,re,ru,ñi,sil1,de,sil2,,,,,,,,,,,0.1196,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,1,1,2,1,Online_conjL4_syn//c.bu.da10.none.none.wav,none,none,ja,de,bo,nu,sil,ñi,ru,po,sil1,pe,sil2,,,,,,,,,,,0.1343,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,2,2,3,1,Online_conjL4_syn//c.bu.da11.1332.222.wav,1332,222,zi,da,po,lo,sil,bo,bu,ci,sil1,pe,sil2,,,,,,,,,,,0.1683,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,3,3,1,1,Online_conjL4_syn//c.bu.da9.444.1110.wav,444,1110,pe,re,bu,zi,sil,da,po,lo,sil1,de,sil2,,,,,,,,,,,0.1336,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,7,1,bu,da,72:76,orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,0,0,1,1,Online_conjL4_syn//b.ja.nu21.none.none.wav,none,none,zi,ñi,ru,lo,sil,da,ci,po,sil1,re,sil2,,,,,,,,,,,0.1424,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,1,1,0,1,Online_conjL4_syn//b.ja.nu20.0.666.wav,0,666,ja,bu,po,nu,sil,da,ña,ru,sil1,ci,sil2,,,,,,,,,,,0.1497,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,2,2,3,1,Online_conjL4_syn//b.ja.nu23.0.666.wav,0,666,ja,bu,da,nu,sil,po,ña,pe,sil1,ru,sil2,,,,,,,,,,,0.1547,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,3,3,2,1,Online_conjL4_syn//b.ja.nu22.none.none.wav,none,none,zi,ñi,re,lo,sil,bu,po,pe,sil1,ña,sil2,,,,,,,,,,,0.1327,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,21,1,ja,nu,52:56,green,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,0,0,1,1,Online_conjL4_syn//a.zi.lo1.none.none.wav,none,none,ja,re,ru,nu,sil,de,da,bu,sil1,ñi,sil2,,,,,,,,,,,0.1406,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,1,1,3,1,Online_conjL4_syn//a.zi.lo3.none.none.wav,none,none,po,ci,pe,ja,sil,re,bo,nu,sil1,ña,sil2,,,,,,,,,,,0.1335,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,2,2,2,1,Online_conjL4_syn//a.zi.lo2.0.666.wav,666,0,zi,ñi,re,lo,sil,bu,ci,bo,sil1,ña,sil2,,,,,,,,,,,0.1684,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,3,3,0,1,Online_conjL4_syn//a.zi.lo0.none.none.wav,none,none,bu,bo,po,ja,sil,de,ñi,nu,sil1,re,sil2,,,,,,,,,,,0.185,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,19,1,lo,zi,0:4,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,0,0,0,1,Online_conjL4_syn//a.zi.lo8.0.666.wav,666,0,zi,pe,re,lo,sil,ña,bo,bu,sil1,de,sil2,,,,,,,,,,,0.1643,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,1,1,1,1,Online_conjL4_syn//a.zi.lo9.666.1554.wav,1554,666,po,ci,bu,zi,sil,de,ña,lo,sil1,ñi,sil2,,,,,,,,,,,0.1597,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,2,2,3,1,Online_conjL4_syn//a.zi.lo11.666.1554.wav,1554,666,bu,ru,ci,zi,sil,po,de,lo,sil1,da,sil2,,,,,,,,,,,0.1611,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,3,3,2,1,Online_conjL4_syn//a.zi.lo10.none.none.wav,none,none,ja,bu,de,nu,sil,re,ci,bo,sil1,ña,sil2,,,,,,,,,,,0.1435,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,18,1,lo,zi,8:12,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,0,0,0,1,Online_conjL4_syn//b.ja.nu16.none.none.wav,none,none,da,ru,bo,zi,sil,re,pe,lo,sil1,bu,sil2,,,,,,,,,,,0.1713,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,1,1,2,1,Online_conjL4_syn//b.ja.nu18.666.1554.wav,666,1554,ru,pe,po,ja,sil,bu,bo,nu,sil1,da,sil2,,,,,,,,,,,0.1512,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,2,2,3,1,Online_conjL4_syn//b.ja.nu19.0.666.wav,0,666,ja,ña,po,nu,sil,ñi,ru,re,sil1,da,sil2,,,,,,,,,,,0.1675,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,3,3,1,1,Online_conjL4_syn//b.ja.nu17.none.none.wav,none,none,ci,ru,de,zi,sil,bo,po,lo,sil1,bu,sil2,,,,,,,,,,,0.1507,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,25,1,ja,nu,48:52,green,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,0,0,3,1,Online_conjL4_syn//d.pe.po11.1332.222.wav,1332,222,ja,po,re,nu,sil,ñi,pe,ña,sil1,ci,sil2,,,,,,,,,,,0.1624,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,1,1,1,1,Online_conjL4_syn//d.pe.po9.1554.1110.wav,1554,1110,zi,bo,ci,lo,sil,po,de,pe,sil1,ru,sil2,,,,,,,,,,,0.1469,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,2,2,2,1,Online_conjL4_syn//d.pe.po10.1332.444.wav,1332,444,bu,ci,po,ja,sil,bo,pe,nu,sil1,de,sil2,,,,,,,,,,,0.1584,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,3,3,0,1,Online_conjL4_syn//d.pe.po8.none.none.wav,none,none,ja,re,de,nu,sil,ci,ru,ñi,sil1,bu,sil2,,,,,,,,,,,0.1625,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,3,1,pe,po,104:108,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,0,0,0,1,Online_conjL4_syn//b.ja.nu4.0.666.wav,0,666,ja,re,ru,nu,sil,po,pe,da,sil1,ñi,sil2,,,,,,,,,,,0.1548,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,1,1,3,1,Online_conjL4_syn//b.ja.nu7.none.none.wav,none,none,zi,po,pe,lo,sil,ci,bu,ñi,sil1,ru,sil2,,,,,,,,,,,0.1712,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,2,2,2,1,Online_conjL4_syn//b.ja.nu6.none.none.wav,none,none,ña,po,ru,zi,sil,ñi,re,lo,sil1,bo,sil2,,,,,,,,,,,0.1487,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,3,3,1,1,Online_conjL4_syn//b.ja.nu5.none.none.wav,none,none,zi,bo,pe,lo,sil,po,re,da,sil1,ñi,sil2,,,,,,,,,,,0.1837,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,9,1,ja,nu,36:40,green,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,0,0,3,1,Online_conjL4_syn//c.bu.da27.222.1110.wav,222,1110,ja,bu,re,nu,sil,da,bo,ru,sil1,ci,sil2,,,,,,,,,,,0.1485,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,1,1,1,1,Online_conjL4_syn//c.bu.da25.1110.222.wav,1110,222,ja,da,re,nu,sil,bu,ru,po,sil1,bo,sil2,,,,,,,,,,,0.1544,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,2,2,0,1,Online_conjL4_syn//c.bu.da24.none.none.wav,none,none,zi,po,pe,lo,sil,ñi,ci,ru,sil1,re,sil2,,,,,,,,,,,0.1661,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,3,3,2,1,Online_conjL4_syn//c.bu.da26.1110.222.wav,1110,222,ñi,da,de,zi,sil,bu,pe,lo,sil1,bo,sil2,,,,,,,,,,,0.1822,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,6,1,bu,da,88:92,orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458221,001,B,2023-06-13_18h32.03.710,Unsyncopated1,2022.2.5,Win32,59.71575302,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,0,0,0,1,Online_conjL4_syn//c.bu.da4.none.none.wav,none,none,pe,re,ru,zi,sil,ci,bo,lo,sil1,po,sil2,,,,,,,,,,,0.1384,,,,,,,,,,,,,,,,,,,,,,,,,,,
