consent1.x,consent1.y,consent1.leftButton,consent1.midButton,consent1.rightButton,consent1.time,consent1.clicked_name,participant,group,date,expName,psychopyVersion,OS,frameRate
"[0.17897727272727273,0.17897727272727273,0.17897727272727273,0.07528409090909091]","[0.4005681818181818,0.4005681818181818,0.4005681818181818,-0.2684659090909091]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[18.942,21.370000000000005,21.554000000000002,27.408]","[""informed_consent_accepted""]",s14,A,2023-07-28_19h29.53.344,Unsyncopated1,2022.2.5,Win32,60.97560976
