text_21.started,key_resp1.started,key_resp1.keys,key_resp1.rt,text_23.started,key_resp_6.started,participant,session,date,expName,psychopyVersion,frameRate,
19.716790100035723,19.716790100035723,space,4.431375999993179,,,383889,001,2023-06-06_12h09.54.908,Pilot_online_tryings,2022.2.5,59.99962800645866,
,,,,24.181752000004053,24.181752000004053,,,,,,,
