key_resp1.keys,key_resp1.rt,participant,session,group,date,expName,psychopyVersion,OS,frameRate,key_resp_6.keys,key_resp_6.rt,key_resp_10.keys,key_resp_10.rt,key_ressp2.keys,key_ressp2.rt,key_resp_9.keys,key_resp_9.rt,key_resp_3.keys,key_resp_3.rt,key_resp1_2.keys,key_resp1_2.rt,key_resp1_3.keys,key_resp1_3.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_18.keys,key_resp_18.rt,key_resp_7.keys,key_resp_7.rt,key_resp1_4.keys,key_resp1_4.rt,syllable_catch.keys,syllable_catch.rt,key_resp_16.keys,audio1.thisRepN,audio1.thisTrialN,audio1.thisN,audio1.thisIndex,audio1.ran,dirs,timeA,timeB,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,Conj_unsync_online.thisRepN,Conj_unsync_online.thisTrialN,Conj_unsync_online.thisN,Conj_unsync_online.thisIndex,Conj_unsync_online.ran,condA,condB,ord,colour,key_resp_16.rt,key_resp4.keys,key_resp4.rt,key_resp_4.keys,key_resp_4.rt,key_resp_17.keys,key_resp_17.rt,Partz_no_partm.keys,Partz_no_partm.rt,security_1_7.keys,security_1_7.rt,Conj_unsync_test.thisRepN,Conj_unsync_test.thisTrialN,Conj_unsync_test.thisN,Conj_unsync_test.thisIndex,Conj_unsync_test.ran,test,key_resp_13.keys,key_resp_13.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,seq,online_dir,test_dir,audio_offline
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,2,2,2,1,Online_conjL1_un//b.ta.be14.none.none.wav,none,none,pu,ri,la,sil,ki,cho,fo,sil1,lu,ze,sil2,,,,,,,,,,0.1675,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,3,3,1,1,Online_conjL1_un//b.ta.be13.none.none.wav,none,none,pu,zu,fo,sil,ki,fa,ri,sil1,ro,ne,sil2,,,,,,,,,,0.1175,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,27,1,ta,be,44:48,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,0,0,0,1,Online_conjL1_un//c.ro.fo4.0.1110.wav,0,1110,ro,lu,fa,sil,ta,fo,ne,sil1,be,ni,sil2,,,,,,,,,,0.1387,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,1,1,2,1,Online_conjL1_un//c.ro.fo6.none.none.wav,none,none,pu,ne,la,sil,ki,ze,ni,sil1,zu,ri,sil2,,,,,,,,,,0.1176,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,2,2,1,1,Online_conjL1_un//c.ro.fo5.1110.222.wav,1110,222,ze,fo,lu,sil,pu,ro,zu,sil1,ki,la,sil2,,,,,,,,,,0.1192,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,3,3,3,1,Online_conjL1_un//c.ro.fo7.444.1110.wav,444,1110,ni,lu,ro,sil,ta,fo,fa,sil1,be,la,sil2,,,,,,,,,,0.1207,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,6,1,ro,fo,68:72,green,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,0,0,2,1,Online_conjL1_un//b.ta.be30.none.none.wav,none,none,pu,fa,lu,sil,ki,ni,ne,sil1,ri,ro,sil2,,,,,,,,,,0.113,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,1,1,3,1,Online_conjL1_un//b.ta.be31.888.1776.wav,888,1776,la,cho,zu,sil,ta,ne,ri,sil1,be,ze,sil2,,,,,,,,,,0.1257,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,2,2,0,1,Online_conjL1_un//b.ta.be28.0.888.wav,0,888,ta,fo,ni,sil,be,ze,ne,sil1,fa,ri,sil2,,,,,,,,,,0.1487,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,3,3,1,1,Online_conjL1_un//b.ta.be29.0.888.wav,0,888,ta,ze,lu,sil,be,la,zu,sil1,fo,fa,sil2,,,,,,,,,,0.1298,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,22,1,ta,be,60:64,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,0,0,0,1,Online_conjL1_un//d.ne.ni24.1110.222.wav,1110,222,ri,ni,fa,sil,pu,ne,ro,sil1,ki,fo,sil2,,,,,,,,,,0.1198,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,1,1,2,1,Online_conjL1_un//d.ne.ni26.none.none.wav,none,none,lu,ri,ro,sil,pu,cho,fa,sil1,ki,ze,sil2,,,,,,,,,,0.1172,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,2,2,3,1,Online_conjL1_un//d.ne.ni27.1110.0.wav,1110,0,ni,fa,ri,sil,ta,ne,zu,sil1,be,la,sil2,,,,,,,,,,0.151,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,3,3,1,1,Online_conjL1_un//d.ne.ni25.none.none.wav,none,none,ta,fa,ze,sil,be,ro,lu,sil1,la,fo,sil2,,,,,,,,,,0.1342,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,9,1,ne,ni,120:124,orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,0,0,0,1,Online_conjL1_un//c.ro.fo24.none.none.wav,none,none,la,lu,cho,sil,pu,fa,ri,sil1,ki,ze,sil2,,,,,,,,,,0.1165,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,1,1,3,1,Online_conjL1_un//c.ro.fo27.1332.222.wav,1332,222,pu,fo,lu,sil,ki,la,ro,sil1,ze,zu,sil2,,,,,,,,,,0.1176,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,2,2,2,1,Online_conjL1_un//c.ro.fo26.1332.0.wav,1332,0,fo,lu,ne,sil,pu,ri,ro,sil1,ki,ze,sil2,,,,,,,,,,0.1346,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,3,3,1,1,Online_conjL1_un//c.ro.fo25.none.none.wav,none,none,ni,cho,fa,sil,ta,zu,la,sil1,be,lu,sil2,,,,,,,,,,0.1675,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,2,1,ro,fo,88:92,green,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,0,0,1,1,Online_conjL1_un//c.ro.fo21.none.none.wav,none,none,zu,lu,cho,sil,pu,la,ne,sil1,ki,fa,sil2,,,,,,,,,,0.1132,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,1,1,3,1,Online_conjL1_un//c.ro.fo23.444.1332.wav,444,1332,pu,ri,ro,sil,ki,ne,fo,sil1,cho,ze,sil2,,,,,,,,,,0.1496,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,2,2,2,1,Online_conjL1_un//c.ro.fo22.444.1332.wav,444,1332,pu,la,ro,sil,ki,ri,fo,sil1,cho,ni,sil2,,,,,,,,,,0.1391,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,3,3,0,1,Online_conjL1_un//c.ro.fo20.none.none.wav,none,none,ta,ri,ni,sil,be,ze,cho,sil1,la,fa,sil2,,,,,,,,,,0.148,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,20,1,ro,fo,84:88,green,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,0,0,2,1,Online_conjL1_un//a.pu.ki2.none.none.wav,none,none,ta,ro,ne,sil,be,lu,fo,sil1,la,ri,sil2,,,,,,,,,,0.1373,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,1,1,0,1,Online_conjL1_un//a.pu.ki0.888.1776.wav,1776,888,ni,zu,ne,sil,pu,fa,ze,sil1,ki,ri,sil2,,,,,,,,,,0.1341,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,2,2,3,1,Online_conjL1_un//a.pu.ki3.none.none.wav,none,none,ta,fo,lu,sil,be,ze,cho,sil1,ri,la,sil2,,,,,,,,,,0.1338,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,3,3,1,1,Online_conjL1_un//a.pu.ki1.888.1776.wav,1776,888,ro,fa,ne,sil,pu,lu,cho,sil1,ki,ri,sil2,,,,,,,,,,0.1519,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,19,1,ki,pu,0:4,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,0,0,2,1,Online_conjL1_un//c.ro.fo2.none.none.wav,none,none,pu,ni,ne,sil,ki,la,ri,sil1,cho,zu,sil2,,,,,,,,,,0.1186,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,1,1,0,1,Online_conjL1_un//c.ro.fo0.0.222.wav,0,222,ro,fo,ri,sil,ta,fa,zu,sil1,be,ze,sil2,,,,,,,,,,0.151,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,2,2,3,1,Online_conjL1_un//c.ro.fo3.222.1110.wav,222,1110,ta,ro,ne,sil,be,fo,fa,sil1,cho,ze,sil2,,,,,,,,,,0.1519,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,3,3,1,1,Online_conjL1_un//c.ro.fo1.none.none.wav,none,none,cho,zu,fa,sil,pu,lu,ni,sil1,ki,ze,sil2,,,,,,,,,,0.1364,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,13,1,ro,fo,64:68,green,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,0,0,1,1,Online_conjL1_un//b.ta.be17.888.1776.wav,888,1776,ro,zu,ne,sil,ta,ze,fo,sil1,be,ri,sil2,,,,,,,,,,0.1531,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,1,1,2,1,Online_conjL1_un//b.ta.be18.none.none.wav,none,none,ne,ze,ro,sil,pu,la,cho,sil1,ki,lu,sil2,,,,,,,,,,0.1344,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,2,2,3,1,Online_conjL1_un//b.ta.be19.888.1776.wav,888,1776,zu,ni,lu,sil,ta,ri,la,sil1,be,ze,sil2,,,,,,,,,,0.1508,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,3,3,0,1,Online_conjL1_un//b.ta.be16.888.1776.wav,888,1776,ze,cho,fo,sil,ta,ne,zu,sil1,be,lu,sil2,,,,,,,,,,0.1517,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,29,1,ta,be,48:52,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,0,0,2,1,Online_conjL1_un//c.ro.fo18.1776.222.wav,1776,222,ta,fo,ni,sil,be,cho,zu,sil1,ro,ne,sil2,,,,,,,,,,0.1433,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,1,1,3,1,Online_conjL1_un//c.ro.fo19.none.none.wav,none,none,cho,ne,zu,sil,ta,fa,lu,sil1,be,ze,sil2,,,,,,,,,,0.1177,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,2,2,1,1,Online_conjL1_un//c.ro.fo17.none.none.wav,none,none,cho,lu,zu,sil,pu,ze,ni,sil1,ki,la,sil2,,,,,,,,,,0.1671,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,3,3,0,1,Online_conjL1_un//c.ro.fo16.none.none.wav,none,none,ta,lu,fa,sil,be,zu,ze,sil1,ne,cho,sil2,,,,,,,,,,0.1486,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,1,ro,fo,80:84,green,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,0,0,2,1,Online_conjL1_un//a.pu.ki30.none.none.wav,none,none,ri,lu,ze,sil,ta,zu,fa,sil1,be,ne,sil2,,,,,,,,,,0.1196,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,1,1,0,1,Online_conjL1_un//a.pu.ki28.none.none.wav,none,none,ne,zu,ze,sil,ta,ni,fa,sil1,be,lu,sil2,,,,,,,,,,0.1513,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,2,2,1,1,Online_conjL1_un//a.pu.ki29.0.888.wav,888,0,pu,fa,ze,sil,ki,la,cho,sil1,ro,ni,sil2,,,,,,,,,,0.1507,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,3,3,3,1,Online_conjL1_un//a.pu.ki31.none.none.wav,none,none,ze,la,ni,sil,ta,ne,lu,sil1,be,cho,sil2,,,,,,,,,,0.118,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,31,1,ki,pu,28:32,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,0,0,0,1,Online_conjL1_un//d.ne.ni12.1332.444.wav,1332,444,pu,fo,ni,sil,ki,ri,ne,sil1,fa,zu,sil2,,,,,,,,,,0.1532,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,1,1,3,1,Online_conjL1_un//d.ne.ni15.222.1110.wav,222,1110,pu,ne,ze,sil,ki,ni,cho,sil1,lu,zu,sil2,,,,,,,,,,0.1512,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,2,2,1,1,Online_conjL1_un//d.ne.ni13.none.none.wav,none,none,ta,ri,fa,sil,be,fo,ze,sil1,ro,zu,sil2,,,,,,,,,,0.1396,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,3,3,2,1,Online_conjL1_un//d.ne.ni14.222.1332.wav,222,1332,ta,ne,ri,sil,be,fa,ni,sil1,cho,ro,sil2,,,,,,,,,,0.1642,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,26,1,ne,ni,108:112,orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,0,0,1,1,Online_conjL1_un//b.ta.be21.0.888.wav,0,888,ta,fo,ri,sil,be,lu,ni,sil1,zu,la,sil2,,,,,,,,,,0.1434,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,1,1,3,1,Online_conjL1_un//b.ta.be23.none.none.wav,none,none,pu,ro,zu,sil,ki,ze,ni,sil1,fo,ri,sil2,,,,,,,,,,0.1343,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,2,2,2,1,Online_conjL1_un//b.ta.be22.none.none.wav,none,none,pu,ze,fa,sil,ki,zu,cho,sil1,ro,la,sil2,,,,,,,,,,0.1513,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,3,3,0,1,Online_conjL1_un//b.ta.be20.none.none.wav,none,none,pu,ri,ro,sil,ki,ze,ne,sil1,zu,fa,sil2,,,,,,,,,,0.1678,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,30,1,ta,be,52:56,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,0,0,1,1,Online_conjL1_un//c.ro.fo13.1332.222.wav,1332,222,ta,fo,fa,sil,be,ri,ro,sil1,ne,cho,sil2,,,,,,,,,,0.1549,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,1,1,0,1,Online_conjL1_un//c.ro.fo12.222.1110.wav,222,1110,lu,ro,cho,sil,pu,fo,ze,sil1,ki,la,sil2,,,,,,,,,,0.1341,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,2,2,2,1,Online_conjL1_un//c.ro.fo14.none.none.wav,none,none,ne,ze,ri,sil,ta,ni,lu,sil1,be,fa,sil2,,,,,,,,,,0.1306,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,3,3,3,1,Online_conjL1_un//c.ro.fo15.none.none.wav,none,none,pu,la,ri,sil,ki,lu,zu,sil1,cho,ni,sil2,,,,,,,,,,0.1499,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,17,1,ro,fo,76:80,green,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,0,0,2,1,Online_conjL1_un//d.ne.ni10.1110.222.wav,1110,222,la,ni,cho,sil,pu,ne,lu,sil1,ki,zu,sil2,,,,,,,,,,0.1539,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,1,1,3,1,Online_conjL1_un//d.ne.ni11.none.none.wav,none,none,ro,zu,la,sil,ta,ze,cho,sil1,be,fa,sil2,,,,,,,,,,0.1344,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,473101,001,B,2023-06-13_18h23.38.172,Unsyncopated1,2022.2.5,Win32,59.94125757,,,,,,,,,,,,,,,,,,,,,,,,,,,y,0,2,2,1,1,Online_conjL1_un//d.ne.ni9.none.none.wav,none,none,ta,ro,fo,sil,be,zu,cho,sil1,lu,ze,sil2,,,,,,,,,,0.1509,,,,,,,,,,,,,,,,,,,,,,,,,,,
