,participant,condition_off,expName,test_offline,block_off,rhythm_off,rule,rule_str_off,rule_norule,conds_offline,language_off,Partz_no_partm.keys,accuracy,Partz_no_partm.rt,security_1_7.keys,n_lang,n_lang_used,partiture,tendence_mix_lan,music_use,bilingual,ability_learn_l2,music_exp,BMRQ_score,age,sex,hand,group,education_level,mus_exp_age,info_index,sec_rate_merged
8417,s19,B,Unsyncopated1,testWhenL3Uns//time_viol.r2.s1.0.wav,1.0,unsyncopated,b,s1,no_rule,time,L3,z,0,0.9553,5.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,1,Uncertain
8418,s19,B,Unsyncopated1,testWhenL3Uns//r1.s1.2.wav,1.0,unsyncopated,a,s1,rule,rule,L3,z,1,0.8685,4.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,1,Uncertain
8419,s19,B,Unsyncopated1,testWhenL3Uns//cat_viol.r2.s2.0.wav,1.0,unsyncopated,b,s2,no_rule,cat,L3,m,1,0.6914,5.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,1,Uncertain
8420,s19,B,Unsyncopated1,testWhenL3Uns//r2.s1.1.wav,1.0,unsyncopated,b,s1,rule,rule,L3,m,0,2.2349,3.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,1,Uncertain
8421,s19,B,Unsyncopated1,testWhenL3Uns//r1.s1.0.wav,1.0,unsyncopated,a,s1,rule,rule,L3,z,1,0.9174,5.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,1,Uncertain
8422,s19,B,Unsyncopated1,testWhenL3Uns//r2.s2.0.wav,1.0,unsyncopated,b,s2,rule,rule,L3,m,0,3.389,3.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,1,Uncertain
8423,s19,B,Unsyncopated1,testWhenL3Uns//time_viol.r1.s2.0.wav,1.0,unsyncopated,a,s2,no_rule,time,L3,z,0,1.1555,4.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,1,Uncertain
8424,s19,RB-,Unsyncopated1,testConjL4Syn//r2.s2.0.wav,2.0,syncopated,b,s2,rule,rule,L4,m,0,9.2228,6.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,3,Secure
8425,s19,RB-,Unsyncopated1,testConjL4Syn//r1.s1.0.wav,2.0,syncopated,a,s1,rule,rule,L4,z,1,10.1175,7.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,3,Secure
8426,s19,RB-,Unsyncopated1,testConjL4Syn//cat_viol.r2.s1.0.wav,2.0,syncopated,b,s1,no_rule,cat,L4,z,0,22.3415,5.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,3,Uncertain
8427,s19,RB-,Unsyncopated1,testConjL4Syn//time_viol.r1.s1.0.wav,2.0,syncopated,a,s1,no_rule,time,L4,m,1,10.8011,5.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,3,Uncertain
8428,s19,RB-,Unsyncopated1,testConjL4Syn//cat_viol.r1.s1.0.wav,2.0,syncopated,a,s1,no_rule,cat,L4,z,0,21.9573,5.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,3,Uncertain
8429,s19,RB-,Unsyncopated1,testConjL4Syn//r1.s2.0.wav,2.0,syncopated,a,s2,rule,rule,L4,z,1,23.8408,4.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,3,Uncertain
8430,s19,RB-,Unsyncopated1,testConjL4Syn//r2.s1.0.wav,2.0,syncopated,b,s1,rule,rule,L4,z,1,9.9934,3.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,3,Uncertain
8431,s19,RB-,Unsyncopated1,testConjL4Syn//r2.s2.2.wav,2.0,syncopated,b,s2,rule,rule,L4,z,1,24.6395,4.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,3,Uncertain
8432,s19,RB-,Unsyncopated1,testConjL4Syn//r2.s1.1.wav,2.0,syncopated,b,s1,rule,rule,L4,z,1,24.1395,5.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,3,Uncertain
8433,s19,RB-,Unsyncopated1,testConjL4Syn//r2.s1.2.wav,2.0,syncopated,b,s1,rule,rule,L4,z,1,21.3757,5.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,3,Uncertain
8434,s19,RB-,Unsyncopated1,testConjL4Syn//r1.s1.2.wav,2.0,syncopated,a,s1,rule,rule,L4,z,1,33.6528,5.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,3,Uncertain
8435,s19,RB-,Unsyncopated1,testConjL4Syn//cat_viol.r2.s2.0.wav,2.0,syncopated,b,s2,no_rule,cat,L4,m,1,28.5377,6.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,3,Secure
8436,s19,RB-,Unsyncopated1,testConjL4Syn//r1.s2.1.wav,2.0,syncopated,a,s2,rule,rule,L4,z,1,22.7072,5.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,3,Uncertain
8437,s19,RB-,Unsyncopated1,testConjL4Syn//r2.s2.1.wav,2.0,syncopated,b,s2,rule,rule,L4,m,0,19.2752,6.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,3,Secure
8438,s19,RB-,Unsyncopated1,testConjL4Syn//r1.s1.1.wav,2.0,syncopated,a,s1,rule,rule,L4,z,1,27.0893,4.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,3,Uncertain
8439,s19,RB-,Unsyncopated1,testConjL4Syn//time_viol.r1.s2.0.wav,2.0,syncopated,a,s2,no_rule,time,L4,m,1,2.969,7.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,3,Secure
8440,s19,RB-,Unsyncopated1,testConjL4Syn//dep_viol.r1.s2.0.wav,2.0,syncopated,a,s2,no_rule,dep,L4,m,1,17.8473,6.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,3,Secure
8441,s19,RB-,Unsyncopated1,testConjL4Syn//time_viol.r2.s2.0.wav,2.0,syncopated,b,s2,no_rule,time,L4,m,1,4.3539,7.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,3,Secure
8442,s19,RB-,Unsyncopated1,testConjL4Syn//r1.s2.2.wav,2.0,syncopated,a,s2,rule,rule,L4,z,1,19.9998,6.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,3,Secure
8443,s19,RB-,Unsyncopated1,testConjL4Syn//time_viol.r2.s1.0.wav,2.0,syncopated,b,s1,no_rule,time,L4,m,1,15.5111,6.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,3,Secure
8444,s19,RB-,Unsyncopated1,testConjL4Syn//cat_viol.r1.s2.0.wav,2.0,syncopated,a,s2,no_rule,cat,L4,m,1,22.3462,5.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,3,Uncertain
8445,s19,RB-,Unsyncopated1,testConjL4Syn//dep_viol.r1.s1.0.wav,2.0,syncopated,a,s1,no_rule,dep,L4,z,0,26.0391,6.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,3,Secure
8446,s19,RB-,Unsyncopated1,testConjL4Syn//dep_viol.r2.s1.0.wav,2.0,syncopated,b,s1,no_rule,dep,L4,m,1,21.546,5.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,3,Uncertain
8447,s19,RB-,Unsyncopated1,testConjL4Syn//dep_viol.r2.s2.0.wav,2.0,syncopated,b,s2,no_rule,dep,L4,m,1,21.1077,5.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,3,Uncertain
8448,s19,R,Unsyncopated1,testWhatL2Uns//dep_viol.r1.s2.0.wav,3.0,unsyncopated,a,s2,no_rule,dep,L2,m,1,4.6653,7.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,2,Secure
8449,s19,R,Unsyncopated1,testWhatL2Uns//r2.s2.0.wav,3.0,unsyncopated,b,s2,rule,rule,L2,m,0,19.6089,6.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,2,Secure
8450,s19,R,Unsyncopated1,testWhatL2Uns//r1.s2.1.wav,3.0,unsyncopated,a,s2,rule,rule,L2,z,1,21.4577,5.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,2,Uncertain
8451,s19,R,Unsyncopated1,testWhatL2Uns//r2.s1.0.wav,3.0,unsyncopated,b,s1,rule,rule,L2,m,0,40.0705,3.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,2,Uncertain
8452,s19,R,Unsyncopated1,testWhatL2Uns//time_viol.r2.s1.0.wav,3.0,unsyncopated,b,s1,no_rule,time,L2,m,1,13.675,7.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,2,Secure
8453,s19,R,Unsyncopated1,testWhatL2Uns//r1.s1.1.wav,3.0,unsyncopated,a,s1,rule,rule,L2,z,1,19.5586,6.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,2,Secure
8454,s19,R,Unsyncopated1,testWhatL2Uns//time_viol.r1.s1.0.wav,3.0,unsyncopated,a,s1,no_rule,time,L2,m,1,15.2439,6.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,2,Secure
8455,s19,R,Unsyncopated1,testWhatL2Uns//r2.s2.2.wav,3.0,unsyncopated,b,s2,rule,rule,L2,m,0,31.7416,4.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,2,Uncertain
8456,s19,R,Unsyncopated1,testWhatL2Uns//cat_viol.r1.s1.0.wav,3.0,unsyncopated,a,s1,no_rule,cat,L2,m,1,36.559,6.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,2,Secure
8457,s19,R,Unsyncopated1,testWhatL2Uns//dep_viol.r2.s1.0.wav,3.0,unsyncopated,b,s1,no_rule,dep,L2,m,1,21.3884,5.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,2,Uncertain
8458,s19,R,Unsyncopated1,testWhatL2Uns//cat_viol.r2.s2.0.wav,3.0,unsyncopated,b,s2,no_rule,cat,L2,m,1,20.6581,7.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,2,Secure
8459,s19,R,Unsyncopated1,testWhatL2Uns//time_viol.r2.s2.0.wav,3.0,unsyncopated,b,s2,no_rule,time,L2,m,1,17.3758,7.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,2,Secure
8460,s19,R,Unsyncopated1,testWhatL2Uns//time_viol.r1.s2.0.wav,3.0,unsyncopated,a,s2,no_rule,time,L2,m,1,11.8594,7.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,2,Secure
8461,s19,R,Unsyncopated1,testWhatL2Uns//dep_viol.r1.s1.0.wav,3.0,unsyncopated,a,s1,no_rule,dep,L2,z,0,22.8082,5.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,2,Uncertain
8462,s19,R,Unsyncopated1,testWhatL2Uns//r1.s2.0.wav,3.0,unsyncopated,a,s2,rule,rule,L2,z,1,17.6071,6.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,2,Secure
8463,s19,R,Unsyncopated1,testWhatL2Uns//r2.s1.1.wav,3.0,unsyncopated,b,s1,rule,rule,L2,z,1,35.8274,5.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,2,Uncertain
8464,s19,R,Unsyncopated1,testWhatL2Uns//dep_viol.r2.s2.0.wav,3.0,unsyncopated,b,s2,no_rule,dep,L2,m,1,24.8945,6.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,2,Secure
8465,s19,R,Unsyncopated1,testWhatL2Uns//cat_viol.r2.s1.0.wav,3.0,unsyncopated,b,s1,no_rule,cat,L2,m,1,23.0072,6.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,2,Secure
8466,s19,R,Unsyncopated1,testWhatL2Uns//r2.s1.2.wav,3.0,unsyncopated,b,s1,rule,rule,L2,m,0,32.7022,5.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,2,Uncertain
8467,s19,R,Unsyncopated1,testWhatL2Uns//cat_viol.r1.s2.0.wav,3.0,unsyncopated,a,s2,no_rule,cat,L2,m,1,6.2809,7.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,2,Secure
8468,s19,R,Unsyncopated1,testWhatL2Uns//r1.s1.2.wav,3.0,unsyncopated,a,s1,rule,rule,L2,z,1,20.708,6.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,2,Secure
8469,s19,R,Unsyncopated1,testWhatL2Uns//r1.s2.2.wav,3.0,unsyncopated,a,s2,rule,rule,L2,z,1,38.2503,4.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,2,Uncertain
8470,s19,R,Unsyncopated1,testWhatL2Uns//r2.s2.1.wav,3.0,unsyncopated,b,s2,rule,rule,L2,m,0,30.9697,4.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,2,Uncertain
8471,s19,R,Unsyncopated1,testWhatL2Uns//r1.s1.0.wav,3.0,unsyncopated,a,s1,rule,rule,L2,z,1,17.587,7.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,2,Secure
8472,s19,RB+,Unsyncopated1,testConjL1Uns//cat_viol.r1.s2.0.wav,4.0,unsyncopated,a,s2,no_rule,cat,L1,z,0,73.0017,6.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,4,Secure
8473,s19,RB+,Unsyncopated1,testConjL1Uns//r2.s2.0.wav,4.0,unsyncopated,b,s2,rule,rule,L1,m,0,13.7167,7.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,4,Secure
8474,s19,RB+,Unsyncopated1,testConjL1Uns//dep_viol.r1.s1.0.wav,4.0,unsyncopated,a,s1,no_rule,dep,L1,m,1,17.692,5.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,4,Uncertain
8475,s19,RB+,Unsyncopated1,testConjL1Uns//dep_viol.r1.s2.0.wav,4.0,unsyncopated,a,s2,no_rule,dep,L1,z,0,15.1609,7.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,4,Secure
8476,s19,RB+,Unsyncopated1,testConjL1Uns//r2.s2.2.wav,4.0,unsyncopated,b,s2,rule,rule,L1,z,1,20.5249,7.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,4,Secure
8477,s19,RB+,Unsyncopated1,testConjL1Uns//time_viol.r2.s1.0.wav,4.0,unsyncopated,b,s1,no_rule,time,L1,m,1,16.9267,7.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,4,Secure
8478,s19,RB+,Unsyncopated1,testConjL1Uns//dep_viol.r2.s2.0.wav,4.0,unsyncopated,b,s2,no_rule,dep,L1,m,1,20.3915,6.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,4,Secure
8479,s19,RB+,Unsyncopated1,testConjL1Uns//r2.s1.2.wav,4.0,unsyncopated,b,s1,rule,rule,L1,m,0,26.8961,7.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,4,Secure
8480,s19,RB+,Unsyncopated1,testConjL1Uns//r1.s2.0.wav,4.0,unsyncopated,a,s2,rule,rule,L1,z,1,54.6432,5.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,4,Uncertain
8481,s19,RB+,Unsyncopated1,testConjL1Uns//cat_viol.r1.s1.0.wav,4.0,unsyncopated,a,s1,no_rule,cat,L1,m,1,19.7419,6.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,4,Secure
8482,s19,RB+,Unsyncopated1,testConjL1Uns//r1.s2.1.wav,4.0,unsyncopated,a,s2,rule,rule,L1,z,1,25.9398,7.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,4,Secure
8483,s19,RB+,Unsyncopated1,testConjL1Uns//r1.s2.2.wav,4.0,unsyncopated,a,s2,rule,rule,L1,m,0,25.8387,5.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,4,Uncertain
8484,s19,RB+,Unsyncopated1,testConjL1Uns//time_viol.r1.s1.0.wav,4.0,unsyncopated,a,s1,no_rule,time,L1,m,1,28.6873,7.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,4,Secure
8485,s19,RB+,Unsyncopated1,testConjL1Uns//time_viol.r1.s2.0.wav,4.0,unsyncopated,a,s2,no_rule,time,L1,m,1,29.171,7.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,4,Secure
8486,s19,RB+,Unsyncopated1,testConjL1Uns//r2.s1.1.wav,4.0,unsyncopated,b,s1,rule,rule,L1,m,0,31.2864,5.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,4,Uncertain
8487,s19,RB+,Unsyncopated1,testConjL1Uns//cat_viol.r2.s1.0.wav,4.0,unsyncopated,b,s1,no_rule,cat,L1,m,1,30.7029,6.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,4,Secure
8488,s19,RB+,Unsyncopated1,testConjL1Uns//cat_viol.r2.s2.0.wav,4.0,unsyncopated,b,s2,no_rule,cat,L1,m,1,21.6071,7.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,4,Secure
8489,s19,RB+,Unsyncopated1,testConjL1Uns//r1.s1.1.wav,4.0,unsyncopated,a,s1,rule,rule,L1,m,0,15.877,7.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,4,Secure
8490,s19,RB+,Unsyncopated1,testConjL1Uns//r1.s1.0.wav,4.0,unsyncopated,a,s1,rule,rule,L1,z,1,30.6363,6.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,4,Secure
8491,s19,RB+,Unsyncopated1,testConjL1Uns//r1.s1.2.wav,4.0,unsyncopated,a,s1,rule,rule,L1,z,1,17.4265,7.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,4,Secure
8492,s19,RB+,Unsyncopated1,testConjL1Uns//r2.s2.1.wav,4.0,unsyncopated,b,s2,rule,rule,L1,m,0,23.9728,6.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,4,Secure
8493,s19,RB+,Unsyncopated1,testConjL1Uns//r2.s1.0.wav,4.0,unsyncopated,b,s1,rule,rule,L1,m,0,45.7542,5.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,4,Uncertain
8494,s19,RB+,Unsyncopated1,testConjL1Uns//dep_viol.r2.s1.0.wav,4.0,unsyncopated,b,s1,no_rule,dep,L1,m,1,16.9603,7.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,4,Secure
8495,s19,RB+,Unsyncopated1,testConjL1Uns//time_viol.r2.s2.0.wav,4.0,unsyncopated,b,s2,no_rule,time,L1,m,1,31.1868,5.0,3.0,2.0,yes,4.0,yes,yes,5.0,yes,62.0,26.0,masculino,right,B,Master degree,9.0,4,Uncertain
8496,s190,RB-,Unsyncopated_study2,testConjL1Syn//dep_viol.r2.s1.0.wav,1.0,syncopated,b,s1,no_rule,dep,L1,m,1,4.8304,4.0,3.0,2.0,no,1.0,no,yes,3.0,no,59.0,19.0,masculino,left,A,Upper secondary,,3,Uncertain
8497,s190,RB-,Unsyncopated_study2,testConjL1Syn//dep_viol.r1.s2.0.wav,1.0,syncopated,a,s2,no_rule,dep,L1,z,0,1.469,6.0,3.0,2.0,no,1.0,no,yes,3.0,no,59.0,19.0,masculino,left,A,Upper secondary,,3,Secure
8498,s190,RB-,Unsyncopated_study2,testConjL1Syn//cat_viol.r1.s1.0.wav,1.0,syncopated,a,s1,no_rule,cat,L1,m,1,1.6521,3.0,3.0,2.0,no,1.0,no,yes,3.0,no,59.0,19.0,masculino,left,A,Upper secondary,,3,Uncertain
8499,s190,RB-,Unsyncopated_study2,testConjL1Syn//r2.s2.1.wav,1.0,syncopated,b,s2,rule,rule,L1,z,1,1.5803,3.0,3.0,2.0,no,1.0,no,yes,3.0,no,59.0,19.0,masculino,left,A,Upper secondary,,3,Uncertain
8500,s190,RB-,Unsyncopated_study2,testConjL1Syn//cat_viol.r2.s1.0.wav,1.0,syncopated,b,s1,no_rule,cat,L1,m,1,0.974,3.0,3.0,2.0,no,1.0,no,yes,3.0,no,59.0,19.0,masculino,left,A,Upper secondary,,3,Uncertain
8501,s190,RB-,Unsyncopated_study2,testConjL1Syn//r1.s2.2.wav,1.0,syncopated,a,s2,rule,rule,L1,z,1,1.1757,5.0,3.0,2.0,no,1.0,no,yes,3.0,no,59.0,19.0,masculino,left,A,Upper secondary,,3,Uncertain
8502,s190,RB-,Unsyncopated_study2,testConjL1Syn//r2.s2.0.wav,1.0,syncopated,b,s2,rule,rule,L1,z,1,3.318,5.0,3.0,2.0,no,1.0,no,yes,3.0,no,59.0,19.0,masculino,left,A,Upper secondary,,3,Uncertain
8503,s190,RB-,Unsyncopated_study2,testConjL1Syn//r1.s1.2.wav,1.0,syncopated,a,s1,rule,rule,L1,m,0,1.3646,3.0,3.0,2.0,no,1.0,no,yes,3.0,no,59.0,19.0,masculino,left,A,Upper secondary,,3,Uncertain
8504,s190,RB-,Unsyncopated_study2,testConjL1Syn//time_viol.r1.s2.0.wav,1.0,syncopated,a,s2,no_rule,time,L1,m,1,1.3217,6.0,3.0,2.0,no,1.0,no,yes,3.0,no,59.0,19.0,masculino,left,A,Upper secondary,,3,Secure
8505,s190,RB-,Unsyncopated_study2,testConjL1Syn//r2.s1.0.wav,1.0,syncopated,b,s1,rule,rule,L1,m,0,2.0036,6.0,3.0,2.0,no,1.0,no,yes,3.0,no,59.0,19.0,masculino,left,A,Upper secondary,,3,Secure
8506,s190,RB-,Unsyncopated_study2,testConjL1Syn//time_viol.r2.s1.0.wav,1.0,syncopated,b,s1,no_rule,time,L1,m,1,0.4777,7.0,3.0,2.0,no,1.0,no,yes,3.0,no,59.0,19.0,masculino,left,A,Upper secondary,,3,Secure
8507,s190,RB-,Unsyncopated_study2,testConjL1Syn//r1.s2.0.wav,1.0,syncopated,a,s2,rule,rule,L1,z,1,0.8302,6.0,3.0,2.0,no,1.0,no,yes,3.0,no,59.0,19.0,masculino,left,A,Upper secondary,,3,Secure
8508,s190,RB-,Unsyncopated_study2,testConjL1Syn//r2.s1.2.wav,1.0,syncopated,b,s1,rule,rule,L1,m,0,0.5716,7.0,3.0,2.0,no,1.0,no,yes,3.0,no,59.0,19.0,masculino,left,A,Upper secondary,,3,Secure
8509,s190,RB-,Unsyncopated_study2,testConjL1Syn//cat_viol.r2.s2.0.wav,1.0,syncopated,b,s2,no_rule,cat,L1,z,0,0.3347,7.0,3.0,2.0,no,1.0,no,yes,3.0,no,59.0,19.0,masculino,left,A,Upper secondary,,3,Secure
8510,s190,RB-,Unsyncopated_study2,testConjL1Syn//r1.s2.1.wav,1.0,syncopated,a,s2,rule,rule,L1,z,1,0.572,4.0,3.0,2.0,no,1.0,no,yes,3.0,no,59.0,19.0,masculino,left,A,Upper secondary,,3,Uncertain
8511,s190,RB-,Unsyncopated_study2,testConjL1Syn//time_viol.r2.s2.0.wav,1.0,syncopated,b,s2,no_rule,time,L1,m,1,2.3521,5.0,3.0,2.0,no,1.0,no,yes,3.0,no,59.0,19.0,masculino,left,A,Upper secondary,,3,Uncertain
8512,s190,RB-,Unsyncopated_study2,testConjL1Syn//dep_viol.r1.s1.0.wav,1.0,syncopated,a,s1,no_rule,dep,L1,m,1,1.3557,6.0,3.0,2.0,no,1.0,no,yes,3.0,no,59.0,19.0,masculino,left,A,Upper secondary,,3,Secure
8513,s190,RB-,Unsyncopated_study2,testConjL1Syn//r1.s1.0.wav,1.0,syncopated,a,s1,rule,rule,L1,z,1,0.7527,6.0,3.0,2.0,no,1.0,no,yes,3.0,no,59.0,19.0,masculino,left,A,Upper secondary,,3,Secure
8514,s190,RB-,Unsyncopated_study2,testConjL1Syn//r1.s1.1.wav,1.0,syncopated,a,s1,rule,rule,L1,m,0,1.6833,4.0,3.0,2.0,no,1.0,no,yes,3.0,no,59.0,19.0,masculino,left,A,Upper secondary,,3,Uncertain
8515,s190,RB-,Unsyncopated_study2,testConjL1Syn//r2.s2.2.wav,1.0,syncopated,b,s2,rule,rule,L1,m,0,0.31,5.0,3.0,2.0,no,1.0,no,yes,3.0,no,59.0,19.0,masculino,left,A,Upper secondary,,3,Uncertain
