,participant,condition_off,expName,test_offline,block_off,rhythm_off,rule,rule_str_off,rule_norule,conds_offline,language_off,Partz_no_partm.keys,accuracy,Partz_no_partm.rt,security_1_7.keys,n_lang,n_lang_used,partiture,tendence_mix_lan,music_use,bilingual,ability_learn_l2,music_exp,BMRQ_score,age,sex,hand,group,education_level,mus_exp_age,info_index,sec_rate_merged
1043,s107,B,Unsyncopated_study2,testWhenL4Uns//r2.s1.0.wav,4.0,unsyncopated,b,s1,rule,rule,L4,z,1,1.869,5.0,4.0,2.0,yes,4.0,no,yes,3.0,yes,45.0,23.0,feminino,right,B,Bachelor degree,6.0,1,Uncertain
1044,s107,B,Unsyncopated_study2,testWhenL4Uns//r1.s1.1.wav,4.0,unsyncopated,a,s1,rule,rule,L4,m,0,0.618,3.0,4.0,2.0,yes,4.0,no,yes,3.0,yes,45.0,23.0,feminino,right,B,Bachelor degree,6.0,1,Uncertain
1045,s107,B,Unsyncopated_study2,testWhenL4Uns//cat_viol.r1.s1.0.wav,4.0,unsyncopated,a,s1,no_rule,cat,L4,z,0,0.735,4.0,4.0,2.0,yes,4.0,no,yes,3.0,yes,45.0,23.0,feminino,right,B,Bachelor degree,6.0,1,Uncertain
1046,s107,B,Unsyncopated_study2,testWhenL4Uns//dep_viol.r2.s1.0.wav,4.0,unsyncopated,b,s1,no_rule,dep,L4,z,0,0.917,5.0,4.0,2.0,yes,4.0,no,yes,3.0,yes,45.0,23.0,feminino,right,B,Bachelor degree,6.0,1,Uncertain
1047,s107,B,Unsyncopated_study2,testWhenL4Uns//dep_viol.r2.s2.0.wav,4.0,unsyncopated,b,s2,no_rule,dep,L4,z,0,0.167,4.0,4.0,2.0,yes,4.0,no,yes,3.0,yes,45.0,23.0,feminino,right,B,Bachelor degree,6.0,1,Uncertain
1048,s107,B,Unsyncopated_study2,testWhenL4Uns//r1.s1.2.wav,4.0,unsyncopated,a,s1,rule,rule,L4,z,1,0.517,6.0,4.0,2.0,yes,4.0,no,yes,3.0,yes,45.0,23.0,feminino,right,B,Bachelor degree,6.0,1,Secure
1049,s107,B,Unsyncopated_study2,testWhenL4Uns//r1.s1.0.wav,4.0,unsyncopated,a,s1,rule,rule,L4,z,1,0.286,6.0,4.0,2.0,yes,4.0,no,yes,3.0,yes,45.0,23.0,feminino,right,B,Bachelor degree,6.0,1,Secure
1050,s107,B,Unsyncopated_study2,testWhenL4Uns//r2.s2.0.wav,4.0,unsyncopated,b,s2,rule,rule,L4,m,0,0.418,3.0,4.0,2.0,yes,4.0,no,yes,3.0,yes,45.0,23.0,feminino,right,B,Bachelor degree,6.0,1,Uncertain
1051,s107,B,Unsyncopated_study2,testWhenL4Uns//r1.s2.1.wav,4.0,unsyncopated,a,s2,rule,rule,L4,m,0,0.173,4.0,4.0,2.0,yes,4.0,no,yes,3.0,yes,45.0,23.0,feminino,right,B,Bachelor degree,6.0,1,Uncertain
1052,s107,B,Unsyncopated_study2,testWhenL4Uns//time_viol.r2.s2.0.wav,4.0,unsyncopated,b,s2,no_rule,time,L4,m,1,0.1,2.0,4.0,2.0,yes,4.0,no,yes,3.0,yes,45.0,23.0,feminino,right,B,Bachelor degree,6.0,1,Unsecure
1053,s107,B,Unsyncopated_study2,testWhenL4Uns//r1.s2.0.wav,4.0,unsyncopated,a,s2,rule,rule,L4,z,1,0.284,4.0,4.0,2.0,yes,4.0,no,yes,3.0,yes,45.0,23.0,feminino,right,B,Bachelor degree,6.0,1,Uncertain
1054,s107,B,Unsyncopated_study2,testWhenL4Uns//cat_viol.r2.s1.0.wav,4.0,unsyncopated,b,s1,no_rule,cat,L4,m,1,0.469,4.0,4.0,2.0,yes,4.0,no,yes,3.0,yes,45.0,23.0,feminino,right,B,Bachelor degree,6.0,1,Uncertain
1055,s107,B,Unsyncopated_study2,testWhenL4Uns//cat_viol.r2.s2.0.wav,4.0,unsyncopated,b,s2,no_rule,cat,L4,m,1,0.969,5.0,4.0,2.0,yes,4.0,no,yes,3.0,yes,45.0,23.0,feminino,right,B,Bachelor degree,6.0,1,Uncertain
1056,s108,RB-,Unsyncopated_study2,testConjL1Syn//cat_viol.r1.s2.0.wav,1.0,syncopated,a,s2,no_rule,cat,L1,z,0,1.2337,7.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,3,Secure
1057,s108,RB-,Unsyncopated_study2,testConjL1Syn//r2.s2.0.wav,1.0,syncopated,b,s2,rule,rule,L1,z,1,0.8274,7.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,3,Secure
1058,s108,RB-,Unsyncopated_study2,testConjL1Syn//time_viol.r2.s2.0.wav,1.0,syncopated,b,s2,no_rule,time,L1,m,1,4.2522,2.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,3,Unsecure
1059,s108,RB-,Unsyncopated_study2,testConjL1Syn//dep_viol.r1.s1.0.wav,1.0,syncopated,a,s1,no_rule,dep,L1,z,0,1.0531,6.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,3,Secure
1060,s108,RB-,Unsyncopated_study2,testConjL1Syn//cat_viol.r1.s1.0.wav,1.0,syncopated,a,s1,no_rule,cat,L1,z,0,0.4899,6.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,3,Secure
1061,s108,RB-,Unsyncopated_study2,testConjL1Syn//r2.s1.0.wav,1.0,syncopated,b,s1,rule,rule,L1,z,1,1.5847,6.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,3,Secure
1062,s108,RB-,Unsyncopated_study2,testConjL1Syn//dep_viol.r2.s1.0.wav,1.0,syncopated,b,s1,no_rule,dep,L1,m,1,1.0442,6.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,3,Secure
1063,s108,RB-,Unsyncopated_study2,testConjL1Syn//r1.s1.0.wav,1.0,syncopated,a,s1,rule,rule,L1,z,1,0.4923,6.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,3,Secure
1064,s108,RB-,Unsyncopated_study2,testConjL1Syn//time_viol.r2.s1.0.wav,1.0,syncopated,b,s1,no_rule,time,L1,m,1,0.7571,6.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,3,Secure
1065,s108,RB-,Unsyncopated_study2,testConjL1Syn//r2.s2.2.wav,1.0,syncopated,b,s2,rule,rule,L1,z,1,0.9438,6.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,3,Secure
1066,s108,RB-,Unsyncopated_study2,testConjL1Syn//r2.s1.2.wav,1.0,syncopated,b,s1,rule,rule,L1,m,0,1.4711,5.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,3,Uncertain
1067,s108,RB-,Unsyncopated_study2,testConjL1Syn//dep_viol.r2.s2.0.wav,1.0,syncopated,b,s2,no_rule,dep,L1,m,1,1.7535,6.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,3,Secure
1068,s108,RB-,Unsyncopated_study2,testConjL1Syn//r2.s2.1.wav,1.0,syncopated,b,s2,rule,rule,L1,z,1,0.9119,7.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,3,Secure
1069,s108,RB-,Unsyncopated_study2,testConjL1Syn//r1.s1.2.wav,1.0,syncopated,a,s1,rule,rule,L1,z,1,0.9676,7.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,3,Secure
1070,s108,RB-,Unsyncopated_study2,testConjL1Syn//r2.s1.1.wav,1.0,syncopated,b,s1,rule,rule,L1,z,1,4.2829,6.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,3,Secure
1071,s108,RB-,Unsyncopated_study2,testConjL1Syn//r1.s2.1.wav,1.0,syncopated,a,s2,rule,rule,L1,z,1,3.4999,7.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,3,Secure
1072,s108,RB-,Unsyncopated_study2,testConjL1Syn//cat_viol.r2.s1.0.wav,1.0,syncopated,b,s1,no_rule,cat,L1,m,1,2.0739,6.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,3,Secure
1073,s108,RB-,Unsyncopated_study2,testConjL1Syn//r1.s1.1.wav,1.0,syncopated,a,s1,rule,rule,L1,m,0,0.9829,6.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,3,Secure
1074,s108,RB-,Unsyncopated_study2,testConjL1Syn//r1.s2.2.wav,1.0,syncopated,a,s2,rule,rule,L1,m,0,0.8441,6.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,3,Secure
1075,s108,RB-,Unsyncopated_study2,testConjL1Syn//r1.s2.0.wav,1.0,syncopated,a,s2,rule,rule,L1,z,1,0.3713,7.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,3,Secure
1076,s108,RB-,Unsyncopated_study2,testConjL1Syn//dep_viol.r1.s2.0.wav,1.0,syncopated,a,s2,no_rule,dep,L1,m,1,0.7686,6.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,3,Secure
1077,s108,RB-,Unsyncopated_study2,testConjL1Syn//time_viol.r1.s1.0.wav,1.0,syncopated,a,s1,no_rule,time,L1,m,1,4.4709,6.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,3,Secure
1078,s108,RB-,Unsyncopated_study2,testConjL1Syn//time_viol.r1.s2.0.wav,1.0,syncopated,a,s2,no_rule,time,L1,m,1,1.5688,7.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,3,Secure
1079,s108,RB-,Unsyncopated_study2,testConjL1Syn//cat_viol.r2.s2.0.wav,1.0,syncopated,b,s2,no_rule,cat,L1,m,1,0.9196,6.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,3,Secure
1080,s108,B,Unsyncopated_study2,testWhenL4Uns//dep_viol.r1.s1.0.wav,2.0,unsyncopated,a,s1,no_rule,dep,L4,z,0,1.5505,7.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,1,Secure
1081,s108,B,Unsyncopated_study2,testWhenL4Uns//time_viol.r2.s1.0.wav,2.0,unsyncopated,b,s1,no_rule,time,L4,z,0,0.3899,7.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,1,Secure
1082,s108,B,Unsyncopated_study2,testWhenL4Uns//dep_viol.r2.s2.0.wav,2.0,unsyncopated,b,s2,no_rule,dep,L4,m,1,0.7502,6.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,1,Secure
1083,s108,B,Unsyncopated_study2,testWhenL4Uns//r2.s1.0.wav,2.0,unsyncopated,b,s1,rule,rule,L4,z,1,0.5349,6.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,1,Secure
1084,s108,B,Unsyncopated_study2,testWhenL4Uns//time_viol.r1.s1.0.wav,2.0,unsyncopated,a,s1,no_rule,time,L4,m,1,0.5689,6.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,1,Secure
1085,s108,B,Unsyncopated_study2,testWhenL4Uns//r2.s2.2.wav,2.0,unsyncopated,b,s2,rule,rule,L4,m,0,0.4237,7.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,1,Secure
1086,s108,B,Unsyncopated_study2,testWhenL4Uns//r1.s2.0.wav,2.0,unsyncopated,a,s2,rule,rule,L4,z,1,0.3515,7.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,1,Secure
1087,s108,B,Unsyncopated_study2,testWhenL4Uns//r1.s1.0.wav,2.0,unsyncopated,a,s1,rule,rule,L4,m,0,0.4869,5.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,1,Uncertain
1088,s108,B,Unsyncopated_study2,testWhenL4Uns//r2.s1.1.wav,2.0,unsyncopated,b,s1,rule,rule,L4,z,1,0.6421,7.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,1,Secure
1089,s108,B,Unsyncopated_study2,testWhenL4Uns//cat_viol.r2.s2.0.wav,2.0,unsyncopated,b,s2,no_rule,cat,L4,m,1,0.9018,5.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,1,Uncertain
1090,s108,B,Unsyncopated_study2,testWhenL4Uns//r1.s1.2.wav,2.0,unsyncopated,a,s1,rule,rule,L4,m,0,1.0846,7.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,1,Secure
1091,s108,B,Unsyncopated_study2,testWhenL4Uns//time_viol.r1.s2.0.wav,2.0,unsyncopated,a,s2,no_rule,time,L4,z,0,0.645,6.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,1,Secure
1092,s108,B,Unsyncopated_study2,testWhenL4Uns//r2.s2.1.wav,2.0,unsyncopated,b,s2,rule,rule,L4,m,0,0.3687,7.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,1,Secure
1093,s108,B,Unsyncopated_study2,testWhenL4Uns//r1.s1.1.wav,2.0,unsyncopated,a,s1,rule,rule,L4,m,0,0.4774,7.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,1,Secure
1094,s108,B,Unsyncopated_study2,testWhenL4Uns//cat_viol.r1.s1.0.wav,2.0,unsyncopated,a,s1,no_rule,cat,L4,z,0,0.5688,6.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,1,Secure
1095,s108,B,Unsyncopated_study2,testWhenL4Uns//dep_viol.r2.s1.0.wav,2.0,unsyncopated,b,s1,no_rule,dep,L4,m,1,0.5198,6.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,1,Secure
1096,s108,B,Unsyncopated_study2,testWhenL4Uns//cat_viol.r2.s1.0.wav,2.0,unsyncopated,b,s1,no_rule,cat,L4,z,0,0.2881,7.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,1,Secure
1097,s108,B,Unsyncopated_study2,testWhenL4Uns//r2.s1.2.wav,2.0,unsyncopated,b,s1,rule,rule,L4,z,1,0.3834,6.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,1,Secure
1098,s108,B,Unsyncopated_study2,testWhenL4Uns//r1.s2.2.wav,2.0,unsyncopated,a,s2,rule,rule,L4,m,0,0.7862,7.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,1,Secure
1099,s108,B,Unsyncopated_study2,testWhenL4Uns//dep_viol.r1.s2.0.wav,2.0,unsyncopated,a,s2,no_rule,dep,L4,z,0,1.0819,6.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,1,Secure
1100,s108,B,Unsyncopated_study2,testWhenL4Uns//r2.s2.0.wav,2.0,unsyncopated,b,s2,rule,rule,L4,m,0,0.8193,7.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,1,Secure
1101,s108,B,Unsyncopated_study2,testWhenL4Uns//time_viol.r2.s2.0.wav,2.0,unsyncopated,b,s2,no_rule,time,L4,m,1,0.5675,6.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,1,Secure
1102,s108,B,Unsyncopated_study2,testWhenL4Uns//r1.s2.1.wav,2.0,unsyncopated,a,s2,rule,rule,L4,m,0,0.7834,6.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,1,Secure
1103,s108,B,Unsyncopated_study2,testWhenL4Uns//cat_viol.r1.s2.0.wav,2.0,unsyncopated,a,s2,no_rule,cat,L4,z,0,0.5199,7.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,1,Secure
1104,s108,RB+,Unsyncopated_study2,testConjL2Uns//time_viol.r2.s1.0.wav,3.0,unsyncopated,b,s1,no_rule,time,L2,z,0,0.7872,7.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,4,Secure
1105,s108,RB+,Unsyncopated_study2,testConjL2Uns//dep_viol.r2.s2.0.wav,3.0,unsyncopated,b,s2,no_rule,dep,L2,m,1,0.3347,6.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,4,Secure
1106,s108,RB+,Unsyncopated_study2,testConjL2Uns//dep_viol.r1.s2.0.wav,3.0,unsyncopated,a,s2,no_rule,dep,L2,m,1,1.0529,5.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,4,Uncertain
1107,s108,RB+,Unsyncopated_study2,testConjL2Uns//r2.s1.0.wav,3.0,unsyncopated,b,s1,rule,rule,L2,z,1,0.3093,7.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,4,Secure
1108,s108,RB+,Unsyncopated_study2,testConjL2Uns//r1.s2.1.wav,3.0,unsyncopated,a,s2,rule,rule,L2,z,1,0.3004,7.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,4,Secure
1109,s108,RB+,Unsyncopated_study2,testConjL2Uns//dep_viol.r2.s1.0.wav,3.0,unsyncopated,b,s1,no_rule,dep,L2,z,0,0.5695,6.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,4,Secure
1110,s108,RB+,Unsyncopated_study2,testConjL2Uns//r2.s2.2.wav,3.0,unsyncopated,b,s2,rule,rule,L2,m,0,0.2563,6.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,4,Secure
1111,s108,RB+,Unsyncopated_study2,testConjL2Uns//r1.s2.0.wav,3.0,unsyncopated,a,s2,rule,rule,L2,m,0,1.4083,6.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,4,Secure
1112,s108,RB+,Unsyncopated_study2,testConjL2Uns//r2.s2.0.wav,3.0,unsyncopated,b,s2,rule,rule,L2,z,1,0.9746,7.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,4,Secure
1113,s108,RB+,Unsyncopated_study2,testConjL2Uns//r2.s1.2.wav,3.0,unsyncopated,b,s1,rule,rule,L2,z,1,0.301,7.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,4,Secure
1114,s108,RB+,Unsyncopated_study2,testConjL2Uns//cat_viol.r2.s1.0.wav,3.0,unsyncopated,b,s1,no_rule,cat,L2,z,0,0.2993,7.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,4,Secure
1115,s108,RB+,Unsyncopated_study2,testConjL2Uns//cat_viol.r1.s1.0.wav,3.0,unsyncopated,a,s1,no_rule,cat,L2,z,0,0.6279,7.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,4,Secure
1116,s108,RB+,Unsyncopated_study2,testConjL2Uns//time_viol.r1.s1.0.wav,3.0,unsyncopated,a,s1,no_rule,time,L2,m,1,0.126,5.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,4,Uncertain
1117,s108,RB+,Unsyncopated_study2,testConjL2Uns//r2.s2.1.wav,3.0,unsyncopated,b,s2,rule,rule,L2,z,1,0.1015,7.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,4,Secure
1118,s108,RB+,Unsyncopated_study2,testConjL2Uns//cat_viol.r1.s2.0.wav,3.0,unsyncopated,a,s2,no_rule,cat,L2,m,1,0.6846,5.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,4,Uncertain
1119,s108,RB+,Unsyncopated_study2,testConjL2Uns//cat_viol.r2.s2.0.wav,3.0,unsyncopated,b,s2,no_rule,cat,L2,z,0,0.9194,6.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,4,Secure
1120,s108,RB+,Unsyncopated_study2,testConjL2Uns//r1.s1.2.wav,3.0,unsyncopated,a,s1,rule,rule,L2,m,0,0.235,5.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,4,Uncertain
1121,s108,RB+,Unsyncopated_study2,testConjL2Uns//r2.s1.1.wav,3.0,unsyncopated,b,s1,rule,rule,L2,z,1,0.1322,7.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,4,Secure
1122,s108,RB+,Unsyncopated_study2,testConjL2Uns//time_viol.r1.s2.0.wav,3.0,unsyncopated,a,s2,no_rule,time,L2,m,1,0.7865,5.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,4,Uncertain
1123,s108,RB+,Unsyncopated_study2,testConjL2Uns//time_viol.r2.s2.0.wav,3.0,unsyncopated,b,s2,no_rule,time,L2,m,1,1.8396,6.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,4,Secure
1124,s108,RB+,Unsyncopated_study2,testConjL2Uns//r1.s1.1.wav,3.0,unsyncopated,a,s1,rule,rule,L2,m,0,0.5529,6.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,4,Secure
1125,s108,RB+,Unsyncopated_study2,testConjL2Uns//r1.s1.0.wav,3.0,unsyncopated,a,s1,rule,rule,L2,m,0,2.1547,6.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,4,Secure
1126,s108,RB+,Unsyncopated_study2,testConjL2Uns//r1.s2.2.wav,3.0,unsyncopated,a,s2,rule,rule,L2,m,0,1.1695,6.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,4,Secure
1127,s108,RB+,Unsyncopated_study2,testConjL2Uns//dep_viol.r1.s1.0.wav,3.0,unsyncopated,a,s1,no_rule,dep,L2,z,0,2.9349,7.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,4,Secure
1128,s108,R,Unsyncopated_study2,testWhatL3Uns//r1.s2.2.wav,4.0,unsyncopated,a,s2,rule,rule,L3,z,1,0.2923,7.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,2,Secure
1129,s108,R,Unsyncopated_study2,testWhatL3Uns//dep_viol.r2.s1.0.wav,4.0,unsyncopated,b,s1,no_rule,dep,L3,m,1,0.1013,6.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,2,Secure
1130,s108,R,Unsyncopated_study2,testWhatL3Uns//r1.s2.0.wav,4.0,unsyncopated,a,s2,rule,rule,L3,z,1,0.2534,7.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,2,Secure
1131,s108,R,Unsyncopated_study2,testWhatL3Uns//dep_viol.r2.s2.0.wav,4.0,unsyncopated,b,s2,no_rule,dep,L3,z,0,0.3723,7.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,2,Secure
1132,s108,R,Unsyncopated_study2,testWhatL3Uns//time_viol.r2.s1.0.wav,4.0,unsyncopated,b,s1,no_rule,time,L3,m,1,0.3848,5.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,2,Uncertain
1133,s108,R,Unsyncopated_study2,testWhatL3Uns//r1.s1.2.wav,4.0,unsyncopated,a,s1,rule,rule,L3,m,0,0.5035,6.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,2,Secure
1134,s108,R,Unsyncopated_study2,testWhatL3Uns//r1.s1.1.wav,4.0,unsyncopated,a,s1,rule,rule,L3,m,0,0.4023,6.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,2,Secure
1135,s108,R,Unsyncopated_study2,testWhatL3Uns//cat_viol.r2.s2.0.wav,4.0,unsyncopated,b,s2,no_rule,cat,L3,m,1,0.4368,6.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,2,Secure
1136,s108,R,Unsyncopated_study2,testWhatL3Uns//r2.s1.2.wav,4.0,unsyncopated,b,s1,rule,rule,L3,m,0,0.4548,6.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,2,Secure
1137,s108,R,Unsyncopated_study2,testWhatL3Uns//cat_viol.r1.s2.0.wav,4.0,unsyncopated,a,s2,no_rule,cat,L3,z,0,0.1339,7.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,2,Secure
1138,s108,R,Unsyncopated_study2,testWhatL3Uns//r2.s2.1.wav,4.0,unsyncopated,b,s2,rule,rule,L3,z,1,0.3941,6.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,2,Secure
1139,s108,R,Unsyncopated_study2,testWhatL3Uns//dep_viol.r1.s2.0.wav,4.0,unsyncopated,a,s2,no_rule,dep,L3,m,1,0.538,6.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,2,Secure
1140,s108,R,Unsyncopated_study2,testWhatL3Uns//r2.s1.0.wav,4.0,unsyncopated,b,s1,rule,rule,L3,z,1,0.3331,7.0,3.0,3.0,no,4.0,yes,yes,5.0,yes,58.0,26.0,masculino,right,B,Master degree,6.0,2,Secure
