,participant,condition,expName,group,age,sex,hand,education_level,block,language,BMRQ_score,music_exp,n_lang,n_lang_used,ability_learn_l2,tendence_mix_lan,partiture,music_use,meanRTs,syllable,info_index
671,s169,RB-,Experiment4_uns,B,21.0,feminino,left,Bachelor degree,4,L3,72.0,yes,4.0,2.0,4.0,5.0,yes,no,0.04804588235875984,A,3
672,s17,RB-,Unsyncopated1,B,27.0,masculino,right,Master degree,4,L4,66.0,yes,3.0,2.0,5.0,4.0,no,no,-0.0027784848770231463,A,3
673,s17,RB-,Unsyncopated1,B,27.0,masculino,right,Master degree,4,L4,66.0,yes,3.0,2.0,5.0,4.0,no,no,0.03298961033137815,C,3
674,s170,RB-,Experiment4_uns,B,22.0,feminino,right,Upper secondary,4,L3,63.0,yes,3.0,2.0,3.0,3.0,no,no,0.010993636360584924,A,3
675,s170,RB-,Experiment4_uns,B,22.0,feminino,right,Upper secondary,4,L3,63.0,yes,3.0,2.0,3.0,3.0,no,no,0.12696363636240904,C,3
676,s171,RB-,Experiment4_uns,B,18.0,masculino,both,Upper secondary,1,L3,65.0,yes,3.0,2.0,4.0,3.0,yes,no,-0.04767663043469561,A,3
677,s171,RB-,Experiment4_uns,B,18.0,masculino,both,Upper secondary,1,L3,65.0,yes,3.0,2.0,4.0,3.0,yes,no,0.08327905138338376,C,3
678,s172,RB-,Experiment4_uns,B,23.0,feminino,right,Master degree,4,L3,73.0,yes,3.0,2.0,4.0,5.0,yes,no,0.05194345238091713,A,3
679,s172,RB-,Experiment4_uns,B,23.0,feminino,right,Master degree,4,L3,73.0,yes,3.0,2.0,4.0,5.0,yes,no,0.08051428571413166,C,3
680,s173,RB-,Experiment4_uns,B,29.0,feminino,right,Bachelor degree,1,L3,68.0,yes,3.0,2.0,4.0,4.0,yes,yes,0.005756250000083063,A,3
681,s173,RB-,Experiment4_uns,B,29.0,feminino,right,Bachelor degree,1,L3,68.0,yes,3.0,2.0,4.0,4.0,yes,yes,0.20011250000008773,C,3
682,s174,RB-,Experiment4_uns,B,24.0,feminino,right,Bachelor degree,4,L3,53.0,no,5.0,3.0,3.0,3.0,no,no,0.026818181816405717,C,3
683,s174,RB-,Experiment4_uns,B,24.0,feminino,right,Bachelor degree,4,L3,53.0,no,5.0,3.0,3.0,3.0,no,no,0.10532500000032485,A,3
684,s175,RB-,Experiment4_uns,B,33.0,masculino,right,Master degree,2,L3,67.0,no,3.0,2.0,3.0,2.0,no,no,-0.03393733333606619,A,3
685,s175,RB-,Experiment4_uns,B,33.0,masculino,right,Master degree,2,L3,67.0,no,3.0,2.0,3.0,2.0,no,no,0.008762666668878372,C,3
686,s176,RB-,Experiment4_uns,B,27.0,feminino,right,Master degree,3,L3,63.0,yes,3.0,3.0,3.0,1.0,no,no,-0.029550226244138833,A,3
687,s176,RB-,Experiment4_uns,B,27.0,feminino,right,Master degree,3,L3,63.0,yes,3.0,3.0,3.0,1.0,no,no,0.08222394957989376,C,3
688,s177,RB-,Experiment4_uns,B,22.0,masculino,left,Bachelor degree,3,L3,36.0,yes,4.0,3.0,5.0,4.0,no,no,0.0018942857103252386,A,3
689,s177,RB-,Experiment4_uns,B,22.0,masculino,left,Bachelor degree,3,L3,36.0,yes,4.0,3.0,5.0,4.0,no,no,0.10314155843821748,C,3
690,s178,RB-,Experiment4_uns,B,18.0,masculino,right,Upper secondary,1,L3,64.0,yes,4.0,3.0,4.0,2.0,no,no,0.11649824561402511,A,3
691,s178,RB-,Experiment4_uns,B,18.0,masculino,right,Upper secondary,1,L3,64.0,yes,4.0,3.0,4.0,2.0,no,no,0.15681907894736447,C,3
692,s18,RB-,Unsyncopated1,B,30.0,masculino,right,Bachelor degree,2,L4,78.0,yes,3.0,3.0,4.0,4.0,no,yes,0.004859999999967779,C,3
693,s18,RB-,Unsyncopated1,B,30.0,masculino,right,Bachelor degree,2,L4,78.0,yes,3.0,3.0,4.0,4.0,no,yes,0.037641538461590573,A,3
694,s180,RB-,Experiment4_uns,B,24.0,masculino,right,Bachelor degree,4,L3,72.0,yes,2.0,2.0,2.0,3.0,no,no,0.06843846153840238,C,3
695,s180,RB-,Experiment4_uns,B,24.0,masculino,right,Bachelor degree,4,L3,72.0,yes,2.0,2.0,2.0,3.0,no,no,0.07970512820509568,A,3
696,s181,RB-,Experiment4_uns,B,18.0,feminino,left,Upper secondary,3,L3,69.0,yes,4.0,3.0,5.0,1.0,yes,no,-0.07195000000008589,A,3
697,s181,RB-,Experiment4_uns,B,18.0,feminino,left,Upper secondary,3,L3,69.0,yes,4.0,3.0,5.0,1.0,yes,no,0.053550000000000875,C,3
698,s182,RB-,Experiment4_uns,A,24.0,feminino,right,Bachelor degree,4,L3,51.0,no,3.0,2.0,4.0,3.0,yes,no,-0.026911153918108166,A,3
699,s182,RB-,Experiment4_uns,A,24.0,feminino,right,Bachelor degree,4,L3,51.0,no,3.0,2.0,4.0,3.0,yes,no,0.05531192297555143,C,3
700,s184,RB-,Experiment4_uns,B,22.0,feminino,right,Bachelor degree,3,L3,68.0,no,3.0,3.0,4.0,6.0,yes,no,0.04064583333390215,C,3
701,s184,RB-,Experiment4_uns,B,22.0,feminino,right,Bachelor degree,3,L3,68.0,no,3.0,3.0,4.0,6.0,yes,no,0.066797500000637,A,3
702,s185,RB-,Experiment4_uns,B,22.0,masculino,left,Bachelor degree,3,L3,68.0,yes,3.0,3.0,4.0,2.0,yes,no,0.0520155461847005,A,3
703,s185,RB-,Experiment4_uns,B,22.0,masculino,left,Bachelor degree,3,L3,68.0,yes,3.0,3.0,4.0,2.0,yes,no,0.08866078430890578,C,3
704,s19,RB-,Unsyncopated1,B,26.0,masculino,right,Master degree,2,L4,62.0,yes,3.0,2.0,5.0,4.0,yes,yes,-0.048766428586570876,A,3
705,s19,RB-,Unsyncopated1,B,26.0,masculino,right,Master degree,2,L4,62.0,yes,3.0,2.0,5.0,4.0,yes,yes,-0.01521642856175287,C,3
706,s190,RB-,Unsyncopated_study2,A,19.0,masculino,left,Upper secondary,1,L1,59.0,no,3.0,2.0,3.0,1.0,no,no,0.0383531100447605,A,3
707,s190,RB-,Unsyncopated_study2,A,19.0,masculino,left,Upper secondary,1,L1,59.0,no,3.0,2.0,3.0,1.0,no,no,0.08112024291576081,C,3
708,s192,RB-,Unsyncopated_study2,A,24.0,feminino,right,Bachelor degree,3,L1,63.0,no,3.0,2.0,4.0,5.0,yes,no,-0.09121978021989796,A,3
709,s192,RB-,Unsyncopated_study2,A,24.0,feminino,right,Bachelor degree,3,L1,63.0,no,3.0,2.0,4.0,5.0,yes,no,0.10548557692304122,C,3
710,s194,RB-,Unsyncopated_study2,B,30.0,feminino,right,Doctorate,1,L1,72.0,no,4.0,3.0,5.0,6.0,no,no,0.14250416666719468,C,3
711,s194,RB-,Unsyncopated_study2,B,30.0,feminino,right,Doctorate,1,L1,72.0,no,4.0,3.0,5.0,6.0,no,no,0.14515238095273275,A,3
712,s195,RB-,Unsyncopated_study2,B,22.0,feminino,right,Bachelor degree,3,L1,60.0,no,5.0,3.0,5.0,4.0,no,no,0.02635274686923894,A,3
713,s195,RB-,Unsyncopated_study2,B,22.0,feminino,right,Bachelor degree,3,L1,60.0,no,5.0,3.0,5.0,4.0,no,no,0.06202197762379136,C,3
714,s196,RB-,Experiment4_uns,A,34.0,feminino,right,Master degree,3,L3,28.0,no,4.0,2.0,4.0,2.0,no,no,-0.09409636363226836,A,3
715,s196,RB-,Experiment4_uns,A,34.0,feminino,right,Master degree,3,L3,28.0,no,4.0,2.0,4.0,2.0,no,no,-0.04112303029925002,C,3
716,s197,RB-,Experiment4_uns,B,36.0,masculino,right,Master degree,3,L3,72.0,yes,2.0,2.0,3.0,4.0,yes,yes,0.0755098039215839,A,3
717,s197,RB-,Experiment4_uns,B,36.0,masculino,right,Master degree,3,L3,72.0,yes,2.0,2.0,3.0,4.0,yes,yes,0.17042647058823046,C,3
718,s2,RB-,Unsyncopated1,A,34.0,masculino,right,Doctorate,4,L4,58.0,yes,3.0,3.0,5.0,4.0,yes,no,0.021532017543819282,A,3
719,s2,RB-,Unsyncopated1,A,34.0,masculino,right,Doctorate,4,L4,58.0,yes,3.0,3.0,5.0,4.0,yes,no,0.12589511278167842,C,3
720,s20,RB-,Unsyncopated1,B,26.0,feminino,right,Master degree,2,L4,65.0,yes,4.0,3.0,3.0,3.0,no,no,0.09550500017405128,A,3
721,s20,RB-,Unsyncopated1,B,26.0,feminino,right,Master degree,2,L4,65.0,yes,4.0,3.0,3.0,3.0,no,no,0.10468653846247111,C,3
722,s21,RB-,Unsyncopated1,B,26.0,feminino,right,Master degree,2,L4,70.0,no,3.0,3.0,3.0,4.0,no,no,-0.01499374999999492,A,3
723,s21,RB-,Unsyncopated1,B,26.0,feminino,right,Master degree,2,L4,70.0,no,3.0,3.0,3.0,4.0,no,no,0.050478571427480246,C,3
724,s22,RB-,Unsyncopated1,B,21.0,masculino,right,Upper secondary,4,L4,69.0,yes,4.0,2.0,5.0,4.0,no,no,-0.031392857147004016,A,3
725,s22,RB-,Unsyncopated1,B,21.0,masculino,right,Upper secondary,4,L4,69.0,yes,4.0,2.0,5.0,4.0,no,no,0.02497987013538472,C,3
726,s23,RB-,Unsyncopated1,B,21.0,feminino,right,Upper secondary,3,L4,54.0,yes,4.0,2.0,4.0,4.0,yes,no,-0.10125627705850893,C,3
727,s23,RB-,Unsyncopated1,B,21.0,feminino,right,Upper secondary,3,L4,54.0,yes,4.0,2.0,4.0,4.0,yes,no,0.050138827827406196,A,3
728,s24,RB-,Unsyncopated1,B,30.0,masculino,right,Doctorate,3,L4,68.0,yes,2.0,2.0,2.0,3.0,no,yes,-0.02948888888883905,C,3
729,s24,RB-,Unsyncopated1,B,30.0,masculino,right,Doctorate,3,L4,68.0,yes,2.0,2.0,2.0,3.0,no,yes,0.04583111111128135,A,3
730,s25,RB-,Unsyncopated1,B,26.0,masculino,right,Master degree,3,L4,72.0,yes,4.0,2.0,4.0,3.0,no,no,0.015203977263773871,A,3
731,s25,RB-,Unsyncopated1,B,26.0,masculino,right,Master degree,3,L4,72.0,yes,4.0,2.0,4.0,3.0,no,no,0.038658441548210076,C,3
732,s26,RB-,Unsyncopated1,B,27.0,feminino,right,Bachelor degree,4,L4,67.0,yes,2.0,3.0,3.0,4.0,no,no,-0.008238666673326178,A,3
733,s26,RB-,Unsyncopated1,B,27.0,feminino,right,Bachelor degree,4,L4,67.0,yes,2.0,3.0,3.0,4.0,no,no,-0.003955333336967737,C,3
734,s27,RB-,Unsyncopated1,B,20.0,feminino,right,Bachelor degree,3,L4,82.0,yes,3.0,2.0,3.0,2.0,no,no,-0.04236166667334407,C,3
735,s27,RB-,Unsyncopated1,B,20.0,feminino,right,Bachelor degree,3,L4,82.0,yes,3.0,2.0,3.0,2.0,no,no,0.05941071428146749,A,3
736,s28,RB-,Unsyncopated1,B,33.0,masculino,right,Doctorate,4,L4,82.0,yes,2.0,2.0,5.0,5.0,yes,yes,-0.08123968254490721,A,3
737,s28,RB-,Unsyncopated1,B,33.0,masculino,right,Doctorate,4,L4,82.0,yes,2.0,2.0,5.0,5.0,yes,yes,-0.03765357143601966,C,3
738,s3,RB-,Unsyncopated1,A,27.0,feminino,right,Bachelor degree,4,L4,80.0,yes,3.0,2.0,1.0,2.0,no,no,0.07291666669640018,C,3
739,s3,RB-,Unsyncopated1,A,27.0,feminino,right,Bachelor degree,4,L4,80.0,yes,3.0,2.0,1.0,2.0,no,no,0.15102499999607877,A,3
740,s30,RB-,Unsyncopated1,B,23.0,feminino,right,Bachelor degree,2,L4,67.0,yes,3.0,2.0,3.0,2.0,no,no,0.01957666666110247,A,3
741,s30,RB-,Unsyncopated1,B,23.0,feminino,right,Bachelor degree,2,L4,67.0,yes,3.0,2.0,3.0,2.0,no,no,0.01996999998604687,C,3
742,s5,RB-,Unsyncopated1,A,36.0,masculino,both,Master degree,1,L4,71.0,yes,4.0,3.0,5.0,2.0,no,no,0.05862983193241156,C,3
743,s5,RB-,Unsyncopated1,A,36.0,masculino,both,Master degree,1,L4,71.0,yes,4.0,3.0,5.0,2.0,no,no,0.10255411764673483,A,3
744,s6,RB-,Unsyncopated1,A,26.0,feminino,right,Master degree,2,L4,56.0,yes,3.0,3.0,3.0,4.0,yes,no,0.09825634921047433,A,3
745,s6,RB-,Unsyncopated1,A,26.0,feminino,right,Master degree,2,L4,56.0,yes,3.0,3.0,3.0,4.0,yes,no,0.1307027777825578,C,3
746,s7,RB-,Unsyncopated1,A,28.0,feminino,right,Bachelor degree,2,L4,60.0,yes,4.0,2.0,5.0,3.0,yes,yes,0.0578895833333225,C,3
747,s7,RB-,Unsyncopated1,A,28.0,feminino,right,Bachelor degree,2,L4,60.0,yes,4.0,2.0,5.0,3.0,yes,yes,0.14887458333335435,A,3
748,s72,RB-,Unsyncopated1,A,18.0,feminino,right,Upper secondary,1,L4,68.0,no,3.0,2.0,4.0,2.0,no,no,0.06757380951554048,C,3
749,s72,RB-,Unsyncopated1,A,18.0,feminino,right,Upper secondary,1,L4,68.0,no,3.0,2.0,4.0,2.0,no,no,0.08786666666221388,A,3
750,s73,RB-,Unsyncopated1,A,31.0,masculino,right,Bachelor degree,4,L4,76.0,yes,1.0,1.0,3.0,2.0,yes,yes,-0.025136666666931373,A,3
751,s73,RB-,Unsyncopated1,A,31.0,masculino,right,Bachelor degree,4,L4,76.0,yes,1.0,1.0,3.0,2.0,yes,yes,-0.008823809524254989,C,3
752,s74,RB-,Unsyncopated1,A,23.0,masculino,right,Bachelor degree,4,L4,49.0,no,5.0,3.0,4.0,2.0,yes,no,0.017333076933036207,A,3
753,s74,RB-,Unsyncopated1,A,23.0,masculino,right,Bachelor degree,4,L4,49.0,no,5.0,3.0,4.0,2.0,yes,no,0.08968974358848147,C,3
754,s75,RB-,Unsyncopated1,A,23.0,masculino,right,Upper secondary,2,L4,68.0,yes,3.0,3.0,4.0,4.0,yes,yes,0.05010329670291047,C,3
755,s75,RB-,Unsyncopated1,A,23.0,masculino,right,Upper secondary,2,L4,68.0,yes,3.0,3.0,4.0,4.0,yes,yes,0.12248214285499959,A,3
756,s76,RB-,Unsyncopated1,A,23.0,masculino,left,Bachelor degree,4,L4,64.0,no,6.0,3.0,5.0,4.0,yes,no,-0.11638571437202772,C,3
757,s76,RB-,Unsyncopated1,A,23.0,masculino,left,Bachelor degree,4,L4,64.0,no,6.0,3.0,5.0,4.0,yes,no,-0.11214375003188426,A,3
758,s77,RB-,Unsyncopated1,B,22.0,feminino,right,Upper secondary,1,L4,73.0,yes,2.0,3.0,3.0,2.0,no,no,-0.05452474747468461,A,3
759,s77,RB-,Unsyncopated1,B,22.0,feminino,right,Upper secondary,1,L4,73.0,yes,2.0,3.0,3.0,2.0,no,no,-0.0024711111111747064,C,3
760,s78,RB-,Unsyncopated1,B,22.0,masculino,left,Upper secondary,3,L4,74.0,yes,3.0,2.0,4.0,4.0,yes,yes,0.040850952380816485,A,3
761,s78,RB-,Unsyncopated1,B,22.0,masculino,left,Upper secondary,3,L4,74.0,yes,3.0,2.0,4.0,4.0,yes,yes,0.04525595237850899,C,3
762,s79,RB-,Unsyncopated1,B,21.0,masculino,right,Upper secondary,4,L4,55.0,yes,3.0,2.0,4.0,3.0,yes,yes,0.01889135338855974,C,3
763,s79,RB-,Unsyncopated1,B,21.0,masculino,right,Upper secondary,4,L4,55.0,yes,3.0,2.0,4.0,3.0,yes,yes,0.03903421053783784,A,3
764,s8,RB-,Unsyncopated1,A,18.0,masculino,left,Upper secondary,2,L4,47.0,yes,4.0,3.0,3.0,2.0,yes,no,0.03854786327406634,A,3
765,s8,RB-,Unsyncopated1,A,18.0,masculino,left,Upper secondary,2,L4,47.0,yes,4.0,3.0,3.0,2.0,yes,no,0.056586324803375554,C,3
766,s80,RB-,Unsyncopated1,B,21.0,feminino,right,Bachelor degree,3,L4,57.0,yes,4.0,2.0,3.0,5.0,yes,no,-0.08569722222179499,A,3
767,s80,RB-,Unsyncopated1,B,21.0,feminino,right,Bachelor degree,3,L4,57.0,yes,4.0,2.0,3.0,5.0,yes,no,-0.020116666667186367,C,3
768,s82,RB-,Unsyncopated_study2,A,19.0,feminino,right,Upper secondary,4,L1,68.0,no,3.0,2.0,3.0,5.0,no,no,0.06054166666670502,C,3
769,s82,RB-,Unsyncopated_study2,A,19.0,feminino,right,Upper secondary,4,L1,68.0,no,3.0,2.0,3.0,5.0,no,no,0.09400000000007269,A,3
770,s83,RB-,Unsyncopated_study2,A,28.0,feminino,right,Bachelor degree,2,L1,67.0,no,2.0,2.0,5.0,5.0,no,no,0.10263690467677578,A,3
771,s83,RB-,Unsyncopated_study2,A,28.0,feminino,right,Bachelor degree,2,L1,67.0,no,2.0,2.0,5.0,5.0,no,no,0.12200208323204498,C,3
772,s84,RB-,Unsyncopated_study2,A,28.0,feminino,right,Master degree,1,L1,65.0,no,3.0,2.0,5.0,5.0,no,no,0.019329323323128922,C,3
773,s84,RB-,Unsyncopated_study2,A,28.0,feminino,right,Master degree,1,L1,65.0,no,3.0,2.0,5.0,5.0,no,no,0.044239144744042946,A,3
774,s85,RB-,Unsyncopated_study2,A,20.0,feminino,right,Upper secondary,4,L1,66.0,no,4.0,3.0,5.0,3.0,no,no,0.20926960783528592,C,3
775,s85,RB-,Unsyncopated_study2,A,20.0,feminino,right,Upper secondary,4,L1,66.0,no,4.0,3.0,5.0,3.0,no,no,0.25296063348011033,A,3
776,s87,RB-,Unsyncopated_study2,A,18.0,feminino,right,Upper secondary,2,L1,55.0,no,3.0,3.0,4.0,3.0,no,no,0.131323913050862,A,3
777,s87,RB-,Unsyncopated_study2,A,18.0,feminino,right,Upper secondary,2,L1,55.0,no,3.0,3.0,4.0,3.0,no,no,0.1340339130509801,C,3
778,s88,RB-,Unsyncopated_study2,A,23.0,feminino,right,Master degree,3,L1,67.0,no,5.0,4.0,5.0,5.0,no,no,0.010085858585834773,A,3
779,s88,RB-,Unsyncopated_study2,A,23.0,feminino,right,Master degree,3,L1,67.0,no,5.0,4.0,5.0,5.0,no,no,0.13685555555551043,C,3
780,s89,RB-,Unsyncopated_study2,A,21.0,feminino,right,Upper secondary,2,L1,74.0,no,3.0,3.0,4.0,1.0,no,no,0.1322506211277965,A,3
781,s89,RB-,Unsyncopated_study2,A,21.0,feminino,right,Upper secondary,2,L1,74.0,no,3.0,3.0,4.0,1.0,no,no,0.18473681159329913,C,3
782,s90,RB-,Unsyncopated_study2,A,20.0,feminino,right,Bachelor degree,3,L1,60.0,yes,2.0,2.0,1.0,1.0,no,no,-0.049413942307533265,A,3
783,s90,RB-,Unsyncopated_study2,A,20.0,feminino,right,Bachelor degree,3,L1,60.0,yes,2.0,2.0,1.0,1.0,no,no,0.015324519231099731,C,3
784,s91,RB-,Unsyncopated_study2,A,21.0,feminino,right,Bachelor degree,3,L1,55.0,yes,4.0,2.0,4.0,3.0,yes,no,0.06711826087335915,C,3
785,s91,RB-,Unsyncopated_study2,A,21.0,feminino,right,Bachelor degree,3,L1,55.0,yes,4.0,2.0,4.0,3.0,yes,no,0.10893540372622867,A,3
786,s92,RB-,Unsyncopated_study2,A,20.0,feminino,right,Upper secondary,1,L1,49.0,no,3.0,2.0,4.0,2.0,no,no,0.05347967030975598,A,3
787,s92,RB-,Unsyncopated_study2,A,20.0,feminino,right,Upper secondary,1,L1,49.0,no,3.0,2.0,4.0,2.0,no,no,0.09139505494165462,C,3
788,s93,RB-,Unsyncopated_study2,A,24.0,feminino,right,Bachelor degree,4,L1,66.0,yes,4.0,2.0,4.0,1.0,yes,no,0.13992499999968788,A,3
789,s93,RB-,Unsyncopated_study2,A,24.0,feminino,right,Bachelor degree,4,L1,66.0,yes,4.0,2.0,4.0,1.0,yes,no,0.24005238095224601,C,3
790,s94,RB-,Unsyncopated_study2,A,28.0,feminino,right,Master degree,1,L1,80.0,no,3.0,2.0,5.0,2.0,no,no,0.0036267857147230798,A,3
791,s94,RB-,Unsyncopated_study2,A,28.0,feminino,right,Master degree,1,L1,80.0,no,3.0,2.0,5.0,2.0,no,no,0.17150249999859818,C,3
792,s95,RB-,Unsyncopated_study2,A,18.0,feminino,right,Upper secondary,4,L1,40.0,yes,4.0,3.0,4.0,3.0,yes,no,-0.06851500000887778,C,3
793,s95,RB-,Unsyncopated_study2,A,18.0,feminino,right,Upper secondary,4,L1,40.0,yes,4.0,3.0,4.0,3.0,yes,no,0.09202499999847125,A,3
794,s96,RB-,Unsyncopated_study2,A,27.0,masculino,right,Master degree,1,L1,61.0,yes,2.0,2.0,2.0,3.0,yes,yes,0.09313000000316574,A,3
795,s96,RB-,Unsyncopated_study2,A,27.0,masculino,right,Master degree,1,L1,61.0,yes,2.0,2.0,2.0,3.0,yes,yes,0.20700999999640246,C,3
796, s154,RB+,Experiment4_uns,A,25.0,masculino,right,Bachelor degree,2,L4,68.0,no,2.0,2.0,3.0,4.0,yes,no,-0.012719457013548818,C,4
797, s154,RB+,Experiment4_uns,A,25.0,masculino,right,Bachelor degree,2,L4,68.0,no,2.0,2.0,3.0,4.0,yes,no,0.01965966386560647,A,4
798,102,RB+,Unsyncopated_study2,B,23.0,feminino,right,Master degree,2,L2,58.0,no,2.0,2.0,3.0,4.0,no,no,-0.04096666666662041,C,4
799,102,RB+,Unsyncopated_study2,B,23.0,feminino,right,Master degree,2,L2,58.0,no,2.0,2.0,3.0,4.0,no,no,-0.018062499999954795,A,4
800,157,RB+,Experiment4_uns,A,24.0,feminino,right,Master degree,4,L4,72.0,yes,3.0,2.0,3.0,4.0,yes,yes,0.16389818181244875,C,4
801,157,RB+,Experiment4_uns,A,24.0,feminino,right,Master degree,4,L4,72.0,yes,3.0,2.0,3.0,4.0,yes,yes,0.2141324675203502,A,4
802,S133,RB+,Unsyncopated_study3,B,18.0,feminino,right,Upper secondary,2,L3,72.0,yes,3.0,2.0,3.0,5.0,yes,yes,-0.05851038464037528,A,4
803,S133,RB+,Unsyncopated_study3,B,18.0,feminino,right,Upper secondary,2,L3,72.0,yes,3.0,2.0,3.0,5.0,yes,yes,-0.046882500019682194,C,4
804,s10,RB+,Unsyncopated1,A,26.0,masculino,right,Bachelor degree,4,L1,75.0,yes,4.0,2.0,4.0,3.0,no,no,0.10524222222356927,A,4
805,s10,RB+,Unsyncopated1,A,26.0,masculino,right,Bachelor degree,4,L1,75.0,yes,4.0,2.0,4.0,3.0,no,no,0.14843055555600115,C,4
806,s100,RB+,Unsyncopated_study2,B,23.0,feminino,right,Master degree,3,L2,53.0,no,2.0,2.0,3.0,2.0,no,no,-0.0022203296675123996,C,4
807,s100,RB+,Unsyncopated_study2,B,23.0,feminino,right,Master degree,3,L2,53.0,no,2.0,2.0,3.0,2.0,no,no,0.09873928572727664,A,4
808,s101,RB+,Unsyncopated_study2,B,23.0,feminino,right,Master degree,1,L2,61.0,yes,2.0,2.0,2.0,2.0,yes,no,0.027078550722291927,A,4
809,s101,RB+,Unsyncopated_study2,B,23.0,feminino,right,Master degree,1,L2,61.0,yes,2.0,2.0,2.0,2.0,yes,no,0.029615217433483387,C,4
810,s103,RB+,Unsyncopated_study2,B,24.0,feminino,right,Master degree,2,L2,60.0,no,4.0,2.0,5.0,5.0,no,no,-0.0796590909091125,A,4
811,s103,RB+,Unsyncopated_study2,B,24.0,feminino,right,Master degree,2,L2,60.0,no,4.0,2.0,5.0,5.0,no,no,0.11703571428572157,C,4
812,s104,RB+,Unsyncopated_study2,B,23.0,masculino,right,Master degree,3,L2,72.0,no,4.0,2.0,4.0,4.0,no,no,0.08147556821454627,A,4
813,s104,RB+,Unsyncopated_study2,B,23.0,masculino,right,Master degree,3,L2,72.0,no,4.0,2.0,4.0,4.0,no,no,0.12110681822349234,C,4
814,s105,RB+,Unsyncopated_study2,B,33.0,feminino,right,Bachelor degree,1,L2,55.0,yes,3.0,2.0,5.0,4.0,no,no,0.017916666666642378,A,4
815,s105,RB+,Unsyncopated_study2,B,33.0,feminino,right,Bachelor degree,1,L2,55.0,yes,3.0,2.0,5.0,4.0,no,no,0.03842499999997362,C,4
816,s106,RB+,Unsyncopated_study2,B,18.0,feminino,right,Upper secondary,2,L2,68.0,yes,3.0,2.0,4.0,4.0,yes,yes,-0.11161041665082427,A,4
817,s106,RB+,Unsyncopated_study2,B,18.0,feminino,right,Upper secondary,2,L2,68.0,yes,3.0,2.0,4.0,4.0,yes,yes,0.02111000003616159,C,4
818,s107,RB+,Unsyncopated_study2,B,23.0,feminino,right,Bachelor degree,2,L2,45.0,yes,4.0,2.0,3.0,4.0,yes,no,0.07239999999999647,A,4
819,s107,RB+,Unsyncopated_study2,B,23.0,feminino,right,Bachelor degree,2,L2,45.0,yes,4.0,2.0,3.0,4.0,yes,no,0.17109999999991743,C,4
820,s108,RB+,Unsyncopated_study2,B,26.0,masculino,right,Master degree,3,L2,58.0,yes,3.0,3.0,5.0,4.0,no,yes,-0.04674666666528626,A,4
821,s108,RB+,Unsyncopated_study2,B,26.0,masculino,right,Master degree,3,L2,58.0,yes,3.0,3.0,5.0,4.0,no,yes,-0.016446666661353415,C,4
822,s109,RB+,Unsyncopated_study2,B,21.0,masculino,right,Bachelor degree,4,L2,17.0,yes,4.0,3.0,4.0,1.0,no,no,-0.07026818180094252,A,4
823,s109,RB+,Unsyncopated_study2,B,21.0,masculino,right,Bachelor degree,4,L2,17.0,yes,4.0,3.0,4.0,1.0,no,no,0.01348181822899952,C,4
824,s11,RB+,Unsyncopated1,A,25.0,feminino,right,Bachelor degree,3,L1,45.0,yes,3.0,3.0,3.0,3.0,yes,no,0.11534000000009004,A,4
825,s11,RB+,Unsyncopated1,A,25.0,feminino,right,Bachelor degree,3,L1,45.0,yes,3.0,3.0,3.0,3.0,yes,no,0.24080666666665895,C,4
826,s110,RB+,Unsyncopated_study2,B,25.0,feminino,right,Bachelor degree,2,L2,68.0,no,2.0,1.0,4.0,3.0,yes,no,-0.055375000000067676,A,4
827,s110,RB+,Unsyncopated_study2,B,25.0,feminino,right,Bachelor degree,2,L2,68.0,no,2.0,1.0,4.0,3.0,yes,no,0.08049761904745689,C,4
828,s112,RB+,Unsyncopated_study2,A,22.0,feminino,right,Bachelor degree,2,L2,49.0,yes,4.0,2.0,5.0,3.0,yes,no,-0.08626458333320763,A,4
829,s112,RB+,Unsyncopated_study2,A,22.0,feminino,right,Bachelor degree,2,L2,49.0,yes,4.0,2.0,5.0,3.0,yes,no,0.025468750000052,C,4
830,s113,RB+,Unsyncopated_study2,A,29.0,feminino,right,Bachelor degree,3,L2,62.0,yes,2.0,2.0,4.0,1.0,yes,no,0.015392361114410114,A,4
831,s113,RB+,Unsyncopated_study2,A,29.0,feminino,right,Bachelor degree,3,L2,62.0,yes,2.0,2.0,4.0,1.0,yes,no,0.04092539683134411,C,4
832,s114,RB+,Unsyncopated_study2,A,18.0,feminino,right,Upper secondary,1,L2,75.0,yes,3.0,3.0,4.0,3.0,no,no,-0.05256874999953198,C,4
833,s114,RB+,Unsyncopated_study2,A,18.0,feminino,right,Upper secondary,1,L2,75.0,yes,3.0,3.0,4.0,3.0,no,no,-0.04080357142833735,A,4
834,s115,RB+,Unsyncopated_study2,B,19.0,feminino,right,Upper secondary,3,L2,58.0,yes,3.0,1.0,3.0,2.0,no,no,0.1116140468224468,A,4
835,s115,RB+,Unsyncopated_study2,B,19.0,feminino,right,Upper secondary,3,L2,58.0,yes,3.0,1.0,3.0,2.0,no,no,0.17802888198735012,C,4
836,s116,RB+,Unsyncopated_study2,B,21.0,feminino,right,Upper secondary,2,L2,62.0,yes,5.0,2.0,4.0,4.0,yes,yes,0.08255000004674762,A,4
837,s116,RB+,Unsyncopated_study2,B,21.0,feminino,right,Upper secondary,2,L2,62.0,yes,5.0,2.0,4.0,4.0,yes,yes,0.17640999998644935,C,4
