Unnamed: 0,date,expName,participant,age,sex,hand,residence,native_lang,education_level,lang_deficit,aud_deficit,group,block,condition,language,rhythm,rule structure online,rule type online,order_trial_on,trial_online,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,catch_syll_resp,rts_syll_catch,clean_rts,time_syll,beat_no_beat,catch_rtsTR,catch_rts,syllable_catch.keys,cond_syll,syll_to_catch,test_offline,block_off,condition_off,rhythm_off,rule,rule_str_off,rule_norule,conds_offline,language_off,Partz_no_partm.keys,Partz_no_partm.rt,security_1_7.keys,accuracy,security_1_7.rt,n_lang,n_lang_used,lang_1,age_l1,lang_2,age_l2,lang_3,age_l3,ability_learn_l2,tendence_mix_lan,music_experience,muisc_use,partiture,instr_1,age_M1,preguntas_musica1,BMRQ_answer.response,final comment,BMRQ_Score,bilingual
0,2024-05-21_21h20.45.786,Unsyncopated_study2,s190,19.0,masculino,left,ESPAÑA,CatalánCastellano,Upper secondary,no,no,A,1,conjunction_syn,L1,syncopated,s2,r1,0,Online_conjL1_syn//b.ta.be7.none.none.wav,fa,ne,lu,pu,sil,zu,fo,ki,sil1,cho,sil2,['-'],,,none,none,,,,be,1,testConjL1Syn//dep_viol.r2.s1.0.wav,1.0,conjunction_syn,syncopated,b,s1,no_rule,dep,L1,m,4.8304,4.0,1.0,4.2509,3.0,2.0,Catalán,0.0,Castellano,0.0,Inglés,4.0,3.0,1.0,no,no,no,nada,,1. Cuando comparto música con alguien siento una complicidad especial con aquella persona.,3.0,nada,59.0,yes
1,2024-05-21_21h20.45.786,Unsyncopated_study2,s190,19.0,masculino,left,ESPAÑA,CatalánCastellano,Upper secondary,no,no,A,1,conjunction_syn,L1,syncopated,s2,r1,1,Online_conjL1_syn//b.ta.be5.none.none.wav,la,ro,cho,pu,sil,fa,ne,ki,sil1,ze,sil2,['-'],,,none,none,,,,be,1,testConjL1Syn//dep_viol.r1.s2.0.wav,1.0,conjunction_syn,syncopated,a,s2,no_rule,dep,L1,z,1.469,6.0,0.0,2.8747,3.0,2.0,Catalán,0.0,Castellano,0.0,Inglés,4.0,3.0,1.0,no,no,no,nada,,2. En mi tiempo libre apenas escucho música.,4.0,nada,59.0,yes
2,2024-05-21_21h20.45.786,Unsyncopated_study2,s190,19.0,masculino,left,ESPAÑA,CatalánCastellano,Upper secondary,no,no,A,1,conjunction_syn,L1,syncopated,s1,r1,2,Online_conjL1_syn//b.ta.be6.none.none.wav,pu,cho,fo,ki,sil,ni,ro,ri,sil1,lu,sil2,['-'],,,none,none,,,,be,1,testConjL1Syn//cat_viol.r1.s1.0.wav,1.0,conjunction_syn,syncopated,a,s1,no_rule,cat,L1,m,1.6521,3.0,1.0,3.2992,3.0,2.0,Catalán,0.0,Castellano,0.0,Inglés,4.0,3.0,1.0,no,no,no,nada,,3. Algunas canciones me ponen los pelos de punta,3.0,nada,59.0,yes
3,2024-05-21_21h20.45.786,Unsyncopated_study2,s190,19.0,masculino,left,ESPAÑA,CatalánCastellano,Upper secondary,no,no,A,1,conjunction_syn,L1,syncopated,s1,r1,3,Online_conjL1_syn//b.ta.be4.none.none.wav,pu,la,fo,ki,sil,cho,ze,lu,sil1,ri,sil2,['-'],,,none,none,,,,be,1,testConjL1Syn//r2.s2.1.wav,1.0,conjunction_syn,syncopated,b,s2,rule,rule,L1,z,1.5803,3.0,1.0,0.9399,3.0,2.0,Catalán,0.0,Castellano,0.0,Inglés,4.0,3.0,1.0,no,no,no,nada,,4. La música me hace compañía cuando estoy solo,2.0,nada,59.0,yes
4,2024-05-21_21h20.45.786,Unsyncopated_study2,s190,19.0,masculino,left,ESPAÑA,CatalánCastellano,Upper secondary,no,no,A,1,conjunction_syn,L1,syncopated,s1,r2,4,Online_conjL1_syn//c.ro.fo1.none.none.wav,ta,ni,lu,be,sil,zu,ze,fa,sil1,la,sil2,['-'],,,none,none,,,,fo,3,testConjL1Syn//cat_viol.r2.s1.0.wav,1.0,conjunction_syn,syncopated,b,s1,no_rule,cat,L1,m,0.974,3.0,1.0,1.1869,3.0,2.0,Catalán,0.0,Castellano,0.0,Inglés,4.0,3.0,1.0,no,no,no,nada,,5. No me apetece bailar ni con la música que más me gusta,4.0,nada,59.0,yes
5,2024-05-21_21h20.45.786,Unsyncopated_study2,s190,19.0,masculino,left,ESPAÑA,CatalánCastellano,Upper secondary,no,no,A,1,conjunction_syn,L1,syncopated,s2,r1,5,Online_conjL1_syn//c.ro.fo3.none.none.wav,lu,ni,ze,pu,sil,ne,ri,ki,sil1,cho,sil2,['-'],,,none,none,,,,fo,3,testConjL1Syn//r1.s2.2.wav,1.0,conjunction_syn,syncopated,a,s2,rule,rule,L1,z,1.1757,5.0,1.0,1.2593,3.0,2.0,Catalán,0.0,Castellano,0.0,Inglés,4.0,3.0,1.0,no,no,no,nada,,6. La música me hace conectar con la gente,3.0,nada,59.0,yes
6,2024-05-21_21h20.45.786,Unsyncopated_study2,s190,19.0,masculino,left,ESPAÑA,CatalánCastellano,Upper secondary,no,no,A,1,conjunction_syn,L1,syncopated,s2,r1,6,Online_conjL1_syn//c.ro.fo0.444.1110.wav,fa,la,ro,pu,sil,fo,lu,ki,sil1,ze,sil2,['false alarm'],[0.008700000003045716],[0.008700000003045716],0.444,no_beat,,,"[""space""]",fo,3,testConjL1Syn//r2.s2.0.wav,1.0,conjunction_syn,syncopated,b,s2,rule,rule,L1,z,3.318,5.0,1.0,2.1768,3.0,2.0,Catalán,0.0,Castellano,0.0,Inglés,4.0,3.0,1.0,no,no,no,nada,,7. Me informo sobre la música que me gusta.,3.0,nada,59.0,yes
7,2024-05-21_21h20.45.786,Unsyncopated_study2,s190,19.0,masculino,left,ESPAÑA,CatalánCastellano,Upper secondary,no,no,A,1,conjunction_syn,L1,syncopated,s1,r2,7,Online_conjL1_syn//c.ro.fo2.none.none.wav,ta,ze,ni,be,sil,zu,cho,lu,sil1,la,sil2,['-'],,,none,none,,,,fo,3,testConjL1Syn//r1.s1.2.wav,1.0,conjunction_syn,syncopated,a,s1,rule,rule,L1,m,1.3646,3.0,0.0,1.5944,3.0,2.0,Catalán,0.0,Castellano,0.0,Inglés,4.0,3.0,1.0,no,no,no,nada,,8.Me emociono escuchando ciertas canciones.,3.0,nada,59.0,yes
8,2024-05-21_21h20.45.786,Unsyncopated_study2,s190,19.0,masculino,left,ESPAÑA,CatalánCastellano,Upper secondary,no,no,A,1,conjunction_syn,L1,syncopated,s2,r2,8,Online_conjL1_syn//c.ro.fo10.222.444.wav,zu,ro,fo,ta,sil,ni,cho,be,sil1,ze,sil2,['catch'],[0.8105000000000473],[0.8105000000000473],0.222,no_beat,0.5885000000000473,0.5885000000000473,"[""space""]",fo,3,testConjL1Syn//time_viol.r1.s2.0.wav,1.0,conjunction_syn,syncopated,a,s2,no_rule,time,L1,m,1.3217,6.0,1.0,1.5794,3.0,2.0,Catalán,0.0,Castellano,0.0,Inglés,4.0,3.0,1.0,no,no,no,nada,,9.La música me tranquiliza y me relaja.,3.0,nada,59.0,yes
9,2024-05-21_21h20.45.786,Unsyncopated_study2,s190,19.0,masculino,left,ESPAÑA,CatalánCastellano,Upper secondary,no,no,A,1,conjunction_syn,L1,syncopated,s1,r2,9,Online_conjL1_syn//c.ro.fo8.444.1332.wav,ta,lu,ro,be,sil,ni,fo,zu,sil1,fa,sil2,['catch'],[1.5870999999940523],[1.5870999999940523],0.444,no_beat,1.1430999999940523,1.1430999999940523,"[""space""]",fo,3,testConjL1Syn//r2.s1.0.wav,1.0,conjunction_syn,syncopated,b,s1,rule,rule,L1,m,2.0036,6.0,0.0,1.1291,3.0,2.0,Catalán,0.0,Castellano,0.0,Inglés,4.0,3.0,1.0,no,no,no,nada,,10.La música me hace bailar,3.0,nada,59.0,yes
