Unnamed: 0,date,expName,participant,age,sex,hand,residence,native_lang,education_level,lang_deficit,aud_deficit,group,block,condition,language,rhythm,rule structure online,rule type online,order_trial_on,trial_online,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,catch_syll_resp,rts_syll_catch,clean_rts,time_syll,beat_no_beat,catch_rtsTR,catch_rts,syllable_catch.keys,cond_syll,syll_to_catch,test_offline,block_off,condition_off,rhythm_off,rule,rule_str_off,rule_norule,conds_offline,language_off,Partz_no_partm.keys,Partz_no_partm.rt,security_1_7.keys,accuracy,security_1_7.rt,n_lang,n_lang_used,lang_1,age_l1,lang_2,age_l2,lang_3,age_l3,lang_4,age_l4,ability_learn_l2,tendence_mix_lan,music_experience,muisc_use,partiture,instr_1,age_M1,instr_2,age_M2,instr_3,age_M3,instr_4,age_M4,preguntas_musica1,BMRQ_answer.response,BMRQ_Score,bilingual
0,2024-02-24_12h25.56.080,Unsyncopated_study3,s122,19.0,feminino,right,españa,castellano,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,0,Online_whenL1//a.ki11.none.wav,cho,la,pu,sil,zu,ta,ro,sil1,ni,ri,sil2,['-'],,,none,none,,,,ki,2,testWhenL1Uns//r1.s2.0.wav,1.0,when,unsyncopated,a,s2,rule,rule,L1,z,1.456,6.0,1.0,4.4695,4.0,2.0,castellano,0.0,inglés,6.0,catalán,15.0,alemán,18.0,4.0,2.0,yes,no,yes,flauta,8,guitarra,8,piano,8,ukelele,15.0,1. Cuando comparto música con alguien siento una complicidad especial con aquella persona.,3.0,80.0,yes
1,2024-02-24_12h25.56.080,Unsyncopated_study3,s122,19.0,feminino,right,españa,castellano,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,1,Online_whenL1//a.ki9.none.wav,la,ro,ze,sil,cho,fa,pu,sil1,ne,ta,sil2,['-'],,,none,none,,,,ki,2,testWhenL1Uns//r2.s2.2.wav,1.0,when,unsyncopated,b,s2,rule,rule,L1,z,1.6059,6.0,1.0,3.5425,4.0,2.0,castellano,0.0,inglés,6.0,catalán,15.0,alemán,18.0,4.0,2.0,yes,no,yes,flauta,8,guitarra,8,piano,8,ukelele,15.0,2. En mi tiempo libre apenas escucho música.,5.0,80.0,yes
2,2024-02-24_12h25.56.080,Unsyncopated_study3,s122,19.0,feminino,right,españa,castellano,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,2,Online_whenL1//a.ki10.222.wav,ro,ki,be,sil,la,ri,lu,sil1,fo,fa,sil2,['catch'],[0.8239000000058923],[0.8239000000058923],0.222,no_beat,0.6019000000058923,0.6019000000058923,"[""space""]",ki,2,testWhenL1Uns//r2.s1.1.wav,1.0,when,unsyncopated,b,s1,rule,rule,L1,z,0.9086,6.0,1.0,2.1717,4.0,2.0,castellano,0.0,inglés,6.0,catalán,15.0,alemán,18.0,4.0,2.0,yes,no,yes,flauta,8,guitarra,8,piano,8,ukelele,15.0,3. Algunas canciones me ponen los pelos de punta,4.0,80.0,yes
3,2024-02-24_12h25.56.080,Unsyncopated_study3,s122,19.0,feminino,right,españa,castellano,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,3,Online_whenL1//a.ki8.none.wav,ne,fo,zu,sil,pu,be,ni,sil1,ze,la,sil2,['-'],,,none,none,,,,ki,2,testWhenL1Uns//dep_viol.r1.s2.0.wav,1.0,when,unsyncopated,a,s2,no_rule,dep,L1,m,4.5549,2.0,0.0,2.7939,4.0,2.0,castellano,0.0,inglés,6.0,catalán,15.0,alemán,18.0,4.0,2.0,yes,no,yes,flauta,8,guitarra,8,piano,8,ukelele,15.0,4. La música me hace compañía cuando estoy solo,4.0,80.0,yes
4,2024-02-24_12h25.56.080,Unsyncopated_study3,s122,19.0,feminino,right,españa,castellano,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,4,Online_whenL1//a.ki28.1998.wav,la,fa,ze,sil,zu,ta,ri,sil1,ni,ki,sil2,['catch'],[2.491199999988112],[2.491199999988112],1.998,no_beat,0.4931999999881118,0.4931999999881118,"[""space""]",ki,2,testWhenL1Uns//time_viol.r2.s1.0.wav,1.0,when,unsyncopated,b,s1,no_rule,time,L1,z,0.7997,5.0,1.0,2.9606,4.0,2.0,castellano,0.0,inglés,6.0,catalán,15.0,alemán,18.0,4.0,2.0,yes,no,yes,flauta,8,guitarra,8,piano,8,ukelele,15.0,5. No me apetece bailar ni con la música que más me gusta,5.0,80.0,yes
5,2024-02-24_12h25.56.080,Unsyncopated_study3,s122,19.0,feminino,right,españa,castellano,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,5,Online_whenL1//a.ki29.none.wav,be,fa,ta,sil,zu,lu,ze,sil1,ri,ro,sil2,['-'],,,none,none,,,,ki,2,testWhenL1Uns//r2.s2.0.wav,1.0,when,unsyncopated,b,s2,rule,rule,L1,m,0.5748,2.0,0.0,2.4007,4.0,2.0,castellano,0.0,inglés,6.0,catalán,15.0,alemán,18.0,4.0,2.0,yes,no,yes,flauta,8,guitarra,8,piano,8,ukelele,15.0,6. La música me hace conectar con la gente,4.0,80.0,yes
6,2024-02-24_12h25.56.080,Unsyncopated_study3,s122,19.0,feminino,right,españa,castellano,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,6,Online_whenL1//a.ki30.none.wav,ta,fa,ze,sil,pu,ne,fo,sil1,ni,zu,sil2,['-'],,,none,none,,,,ki,2,testWhenL1Uns//r1.s1.2.wav,1.0,when,unsyncopated,a,s1,rule,rule,L1,m,1.0176,2.0,0.0,1.4562,4.0,2.0,castellano,0.0,inglés,6.0,catalán,15.0,alemán,18.0,4.0,2.0,yes,no,yes,flauta,8,guitarra,8,piano,8,ukelele,15.0,7. Me informo sobre la música que me gusta.,4.0,80.0,yes
7,2024-02-24_12h25.56.080,Unsyncopated_study3,s122,19.0,feminino,right,españa,castellano,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,7,Online_whenL1//a.ki31.0.wav,ki,ze,cho,sil,ri,lu,ta,sil1,ro,fa,sil2,['catch'],[0.5506999999880691],[0.5506999999880691],0.0,beat,0.5506999999880691,0.5506999999880691,"[""space""]",ki,2,testWhenL1Uns//cat_viol.r1.s1.0.wav,1.0,when,unsyncopated,a,s1,no_rule,cat,L1,m,1.8187,2.0,0.0,1.3508,4.0,2.0,castellano,0.0,inglés,6.0,catalán,15.0,alemán,18.0,4.0,2.0,yes,no,yes,flauta,8,guitarra,8,piano,8,ukelele,15.0,8.Me emociono escuchando ciertas canciones.,4.0,80.0,yes
8,2024-02-24_12h25.56.080,Unsyncopated_study3,s122,19.0,feminino,right,españa,castellano,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,8,Online_whenL1//a.ki2.none.wav,zu,ne,ta,sil,ri,be,ni,sil1,fo,lu,sil2,['-'],,,none,none,,,,ki,2,testWhenL1Uns//r2.s1.0.wav,1.0,when,unsyncopated,b,s1,rule,rule,L1,z,1.492,4.0,1.0,2.8157,4.0,2.0,castellano,0.0,inglés,6.0,catalán,15.0,alemán,18.0,4.0,2.0,yes,no,yes,flauta,8,guitarra,8,piano,8,ukelele,15.0,9.La música me tranquiliza y me relaja.,4.0,80.0,yes
9,2024-02-24_12h25.56.080,Unsyncopated_study3,s122,19.0,feminino,right,españa,castellano,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,9,Online_whenL1//a.ki3.1110.wav,ri,ni,fa,sil,cho,ki,ze,sil1,fo,ta,sil2,['catch'],[1.5483000000119773],[1.5483000000119773],1.11,no_beat,0.4383000000119772,0.4383000000119772,"[""space""]",ki,2,testWhenL1Uns//time_viol.r2.s2.0.wav,1.0,when,unsyncopated,b,s2,no_rule,time,L1,z,1.5128,3.0,1.0,0.4021,4.0,2.0,castellano,0.0,inglés,6.0,catalán,15.0,alemán,18.0,4.0,2.0,yes,no,yes,flauta,8,guitarra,8,piano,8,ukelele,15.0,10.La música me hace bailar,4.0,80.0,yes
10,2024-02-24_12h25.56.080,Unsyncopated_study3,s122,19.0,feminino,right,españa,castellano,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,10,Online_whenL1//a.ki1.1776.wav,zu,ri,ni,sil,ne,be,ro,sil1,ki,fa,sil2,['catch'],[2.1489000000059377],[2.1489000000059377],1.776,beat,0.3729000000059377,0.3729000000059377,"[""space""]",ki,2,testWhenL1Uns//r1.s1.1.wav,1.0,when,unsyncopated,a,s1,rule,rule,L1,m,0.8702,2.0,0.0,0.5587,4.0,2.0,castellano,0.0,inglés,6.0,catalán,15.0,alemán,18.0,4.0,2.0,yes,no,yes,flauta,8,guitarra,8,piano,8,ukelele,15.0,11.Busco novedades musicales continuamente,3.0,80.0,yes
11,2024-02-24_12h25.56.080,Unsyncopated_study3,s122,19.0,feminino,right,españa,castellano,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,11,Online_whenL1//a.ki0.none.wav,zu,ta,ri,sil,ro,ne,cho,sil1,pu,la,sil2,['-'],,,none,none,,,,ki,2,testWhenL1Uns//r2.s1.2.wav,1.0,when,unsyncopated,b,s1,rule,rule,L1,z,2.65,4.0,1.0,2.5566,4.0,2.0,castellano,0.0,inglés,6.0,catalán,15.0,alemán,18.0,4.0,2.0,yes,no,yes,flauta,8,guitarra,8,piano,8,ukelele,15.0,12. Puedo llorar cuando escucho algunas melodías que me gustan mucho.,4.0,80.0,yes
12,2024-02-24_12h25.56.080,Unsyncopated_study3,s122,19.0,feminino,right,españa,castellano,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,12,Online_whenL1//a.ki21.0.wav,ki,ni,cho,sil,fo,ri,lu,sil1,ze,be,sil2,['catch'],[0.5813999999761563],[0.5813999999761563],0.0,beat,0.5813999999761563,0.5813999999761563,"[""space""]",ki,2,testWhenL1Uns//r1.s2.1.wav,1.0,when,unsyncopated,a,s2,rule,rule,L1,z,0.8861,4.0,1.0,0.8006,4.0,2.0,castellano,0.0,inglés,6.0,catalán,15.0,alemán,18.0,4.0,2.0,yes,no,yes,flauta,8,guitarra,8,piano,8,ukelele,15.0,13. Me gusta cantar o tocar un instrumento con más gente,4.0,80.0,yes
13,2024-02-24_12h25.56.080,Unsyncopated_study3,s122,19.0,feminino,right,españa,castellano,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,13,Online_whenL1//a.ki22.444.wav,zu,pu,ki,sil,ze,cho,ne,sil1,ni,ro,sil2,['miss'],,,0.444,no_beat,,,,ki,2,testWhenL1Uns//r1.s2.2.wav,1.0,when,unsyncopated,a,s2,rule,rule,L1,m,1.583,3.0,0.0,0.7293,4.0,2.0,castellano,0.0,inglés,6.0,catalán,15.0,alemán,18.0,4.0,2.0,yes,no,yes,flauta,8,guitarra,8,piano,8,ukelele,15.0,14. La música me ayuda a desconectar.,4.0,80.0,yes
14,2024-02-24_12h25.56.080,Unsyncopated_study3,s122,19.0,feminino,right,españa,castellano,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,14,Online_whenL1//a.ki23.1110.wav,be,ri,zu,sil,ro,ki,ni,sil1,la,ne,sil2,['catch'],[1.5810999999940805],[1.5810999999940805],1.11,no_beat,0.4710999999940803,0.4710999999940803,"[""space""]",ki,2,testWhenL1Uns//dep_viol.r1.s1.0.wav,1.0,when,unsyncopated,a,s1,no_rule,dep,L1,m,1.4005,3.0,0.0,0.6258,4.0,2.0,castellano,0.0,inglés,6.0,catalán,15.0,alemán,18.0,4.0,2.0,yes,no,yes,flauta,8,guitarra,8,piano,8,ukelele,15.0,15. No puedo evitar tararear las canciones que me gustan cuando las escucho.,4.0,80.0,yes
15,2024-02-24_12h25.56.080,Unsyncopated_study3,s122,19.0,feminino,right,españa,castellano,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,15,Online_whenL1//a.ki20.0.wav,ki,ne,zu,sil,ri,ni,cho,sil1,lu,pu,sil2,['catch'],[0.7677000000178396],[0.7677000000178396],0.0,beat,0.7677000000178396,0.7677000000178396,"[""space""]",ki,2,testWhenL1Uns//dep_viol.r2.s1.0.wav,1.0,when,unsyncopated,b,s1,no_rule,dep,L1,z,1.9038,6.0,1.0,1.0954,4.0,2.0,castellano,0.0,inglés,6.0,catalán,15.0,alemán,18.0,4.0,2.0,yes,no,yes,flauta,8,guitarra,8,piano,8,ukelele,15.0,16. En los conciertos me siento en sintonía con los artistas y el público.,4.0,80.0,yes
16,2024-02-24_12h25.56.080,Unsyncopated_study3,s122,19.0,feminino,right,españa,castellano,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,16,Online_whenL1//d.ne11.0.wav,ne,cho,la,sil,lu,ta,pu,sil1,fa,ze,sil2,['miss'],,,0.0,beat,,,,ne,4,testWhenL1Uns//cat_viol.r1.s2.0.wav,1.0,when,unsyncopated,a,s2,no_rule,cat,L1,m,0.9842,4.0,0.0,1.4501,4.0,2.0,castellano,0.0,inglés,6.0,catalán,15.0,alemán,18.0,4.0,2.0,yes,no,yes,flauta,8,guitarra,8,piano,8,ukelele,15.0,17. Me gasto bastante dinero en música y cosas relacionadas con la música.,4.0,80.0,yes
17,2024-02-24_12h25.56.080,Unsyncopated_study3,s122,19.0,feminino,right,españa,castellano,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,17,Online_whenL1//d.ne10.222.wav,ki,ne,fa,sil,be,zu,lu,sil1,la,cho,sil2,['catch'],[0.7538000000118927],[0.7538000000118927],0.222,no_beat,0.5318000000118928,0.5318000000118928,"[""space""]",ne,4,testWhenL1Uns//cat_viol.r2.s1.0.wav,1.0,when,unsyncopated,b,s1,no_rule,cat,L1,m,2.4501,3.0,0.0,0.4268,4.0,2.0,castellano,0.0,inglés,6.0,catalán,15.0,alemán,18.0,4.0,2.0,yes,no,yes,flauta,8,guitarra,8,piano,8,ukelele,15.0,18. Siento escalofríos cuando escucho una melodía que me gusta.,4.0,80.0,yes
18,2024-02-24_12h25.56.080,Unsyncopated_study3,s122,19.0,feminino,right,españa,castellano,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,18,Online_whenL1//d.ne8.none.wav,lu,ni,la,sil,ro,ri,fa,sil1,ta,pu,sil2,['-'],,,none,none,,,,ne,4,testWhenL1Uns//time_viol.r1.s2.0.wav,1.0,when,unsyncopated,a,s2,no_rule,time,L1,m,0.7742,3.0,0.0,0.7756,4.0,2.0,castellano,0.0,inglés,6.0,catalán,15.0,alemán,18.0,4.0,2.0,yes,no,yes,flauta,8,guitarra,8,piano,8,ukelele,15.0,19. Con la música me puedo desahogar.,4.0,80.0,yes
19,2024-02-24_12h25.56.080,Unsyncopated_study3,s122,19.0,feminino,right,españa,castellano,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,19,Online_whenL1//d.ne9.none.wav,lu,be,pu,sil,fa,cho,zu,sil1,la,fo,sil2,['-'],,,none,none,,,,ne,4,testWhenL1Uns//r2.s2.1.wav,1.0,when,unsyncopated,b,s2,rule,rule,L1,m,0.657,4.0,0.0,0.5338,4.0,2.0,castellano,0.0,inglés,6.0,catalán,15.0,alemán,18.0,4.0,2.0,yes,no,yes,flauta,8,guitarra,8,piano,8,ukelele,15.0,20. Cuando escucho una melodía que me gusta mucho no puedo evitar mover el cuerpo.,4.0,80.0,yes
20,2024-02-24_12h25.56.080,Unsyncopated_study3,s122,19.0,feminino,right,españa,castellano,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,20,Online_whenL1//c.ro25.none.wav,la,pu,cho,sil,ki,fo,ze,sil1,ne,ni,sil2,['-'],,,none,none,,,,ro,3,testWhenL1Uns//time_viol.r1.s1.0.wav,1.0,when,unsyncopated,a,s1,no_rule,time,L1,m,1.0512,4.0,0.0,1.2501,4.0,2.0,castellano,0.0,inglés,6.0,catalán,15.0,alemán,18.0,4.0,2.0,yes,no,yes,flauta,8,guitarra,8,piano,8,ukelele,15.0,,,80.0,yes
21,2024-02-24_12h25.56.080,Unsyncopated_study3,s122,19.0,feminino,right,españa,castellano,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,21,Online_whenL1//c.ro24.222.wav,fo,ro,ta,sil,fa,ne,cho,sil1,be,ze,sil2,['catch'],[0.6985999999940304],[0.6985999999940304],0.222,no_beat,0.4765999999940304,0.4765999999940304,"[""space""]",ro,3,testWhenL1Uns//r1.s1.0.wav,1.0,when,unsyncopated,a,s1,rule,rule,L1,m,0.3358,4.0,0.0,0.5361,4.0,2.0,castellano,0.0,inglés,6.0,catalán,15.0,alemán,18.0,4.0,2.0,yes,no,yes,flauta,8,guitarra,8,piano,8,ukelele,15.0,,,80.0,yes
22,2024-02-24_12h25.56.080,Unsyncopated_study3,s122,19.0,feminino,right,españa,castellano,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,22,Online_whenL1//c.ro26.444.wav,ki,zu,ro,sil,cho,ta,ne,sil1,ri,fa,sil2,['catch'],[1.2990999999940414],[1.2990999999940414],0.444,no_beat,0.8550999999940414,0.8550999999940414,"[""space""]",ro,3,testWhenL1Uns//dep_viol.r2.s2.0.wav,1.0,when,unsyncopated,b,s2,no_rule,dep,L1,m,0.3448,4.0,0.0,0.7749,4.0,2.0,castellano,0.0,inglés,6.0,catalán,15.0,alemán,18.0,4.0,2.0,yes,no,yes,flauta,8,guitarra,8,piano,8,ukelele,15.0,,,80.0,yes
23,2024-02-24_12h25.56.080,Unsyncopated_study3,s122,19.0,feminino,right,españa,castellano,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,23,Online_whenL1//c.ro27.none.wav,ni,be,la,sil,lu,zu,ri,sil1,pu,ze,sil2,['-'],,,none,none,,,,ro,3,testWhenL1Uns//cat_viol.r2.s2.0.wav,1.0,when,unsyncopated,b,s2,no_rule,cat,L1,m,0.4626,5.0,0.0,0.6102,4.0,2.0,castellano,0.0,inglés,6.0,catalán,15.0,alemán,18.0,4.0,2.0,yes,no,yes,flauta,8,guitarra,8,piano,8,ukelele,15.0,,,80.0,yes
24,2024-02-24_12h25.56.080,Unsyncopated_study3,s122,19.0,feminino,right,españa,castellano,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,24,Online_whenL1//d.ne0.1110.wav,ze,fa,fo,sil,pu,ne,ta,sil1,la,ni,sil2,['false alarm'],[0.35939999997606265],[0.35939999997606265],1.11,no_beat,,,"[""space""]",ne,4,testConjL3Uns//cat_viol.r1.s2.0.wav,2.0,conjunction_un,unsyncopated,a,s2,no_rule,cat,L3,z,2.0151,6.0,0.0,2.6424,4.0,2.0,castellano,0.0,inglés,6.0,catalán,15.0,alemán,18.0,4.0,2.0,yes,no,yes,flauta,8,guitarra,8,piano,8,ukelele,15.0,,,80.0,yes
25,2024-02-24_12h25.56.080,Unsyncopated_study3,s122,19.0,feminino,right,españa,castellano,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,25,Online_whenL1//d.ne3.none.wav,fo,la,be,sil,pu,fa,ni,sil1,lu,cho,sil2,['-'],,,none,none,,,,ne,4,testConjL3Uns//time_viol.r1.s1.0.wav,2.0,conjunction_un,unsyncopated,a,s1,no_rule,time,L3,m,0.8341,3.0,1.0,1.7163,4.0,2.0,castellano,0.0,inglés,6.0,catalán,15.0,alemán,18.0,4.0,2.0,yes,no,yes,flauta,8,guitarra,8,piano,8,ukelele,15.0,,,80.0,yes
26,2024-02-24_12h25.56.080,Unsyncopated_study3,s122,19.0,feminino,right,españa,castellano,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,26,Online_whenL1//d.ne2.none.wav,lu,ze,ni,sil,pu,la,ri,sil1,ki,zu,sil2,['-'],,,none,none,,,,ne,4,testConjL3Uns//time_viol.r2.s1.0.wav,2.0,conjunction_un,unsyncopated,b,s1,no_rule,time,L3,m,0.5848,3.0,1.0,1.1495,4.0,2.0,castellano,0.0,inglés,6.0,catalán,15.0,alemán,18.0,4.0,2.0,yes,no,yes,flauta,8,guitarra,8,piano,8,ukelele,15.0,,,80.0,yes
27,2024-02-24_12h25.56.080,Unsyncopated_study3,s122,19.0,feminino,right,españa,castellano,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,27,Online_whenL1//d.ne1.none.wav,pu,zu,fo,sil,ze,fa,ni,sil1,ta,lu,sil2,['-'],,,none,none,,,,ne,4,testConjL3Uns//dep_viol.r1.s2.0.wav,2.0,conjunction_un,unsyncopated,a,s2,no_rule,dep,L3,m,0.8881,3.0,1.0,0.4774,4.0,2.0,castellano,0.0,inglés,6.0,catalán,15.0,alemán,18.0,4.0,2.0,yes,no,yes,flauta,8,guitarra,8,piano,8,ukelele,15.0,,,80.0,yes
28,2024-02-24_12h25.56.080,Unsyncopated_study3,s122,19.0,feminino,right,españa,castellano,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,28,Online_whenL1//c.ro10.1110.wav,ne,ta,ni,sil,ri,ro,lu,sil1,ki,cho,sil2,['catch'],[1.6647000000178878],[1.6647000000178878],1.11,no_beat,0.5547000000178877,0.5547000000178877,"[""space""]",ro,3,testConjL3Uns//r2.s1.2.wav,2.0,conjunction_un,unsyncopated,b,s1,rule,rule,L3,z,0.8674,3.0,1.0,1.2391,4.0,2.0,castellano,0.0,inglés,6.0,catalán,15.0,alemán,18.0,4.0,2.0,yes,no,yes,flauta,8,guitarra,8,piano,8,ukelele,15.0,,,80.0,yes
29,2024-02-24_12h25.56.080,Unsyncopated_study3,s122,19.0,feminino,right,españa,castellano,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,29,Online_whenL1//c.ro8.222.wav,ne,ro,ze,sil,ki,fo,zu,sil1,cho,pu,sil2,['catch'],[0.8989000000060514],[0.8989000000060514],0.222,no_beat,0.6769000000060514,0.6769000000060514,"[""space""]",ro,3,testConjL3Uns//r1.s2.1.wav,2.0,conjunction_un,unsyncopated,a,s2,rule,rule,L3,m,0.4564,3.0,0.0,0.3677,4.0,2.0,castellano,0.0,inglés,6.0,catalán,15.0,alemán,18.0,4.0,2.0,yes,no,yes,flauta,8,guitarra,8,piano,8,ukelele,15.0,,,80.0,yes
30,2024-02-24_12h25.56.080,Unsyncopated_study3,s122,19.0,feminino,right,españa,castellano,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,30,Online_whenL1//c.ro9.none.wav,ze,zu,ta,sil,la,lu,fo,sil1,pu,ri,sil2,['-'],,,none,none,,,,ro,3,testConjL3Uns//dep_viol.r2.s1.0.wav,2.0,conjunction_un,unsyncopated,b,s1,no_rule,dep,L3,m,0.5538,4.0,1.0,1.503,4.0,2.0,castellano,0.0,inglés,6.0,catalán,15.0,alemán,18.0,4.0,2.0,yes,no,yes,flauta,8,guitarra,8,piano,8,ukelele,15.0,,,80.0,yes
31,2024-02-24_12h25.56.080,Unsyncopated_study3,s122,19.0,feminino,right,españa,castellano,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,31,Online_whenL1//c.ro11.888.wav,ni,fa,ze,sil,ro,ta,ri,sil1,la,be,sil2,['catch'],[1.4539000000060014],[1.4539000000060014],0.888,beat,0.5659000000060014,0.5659000000060014,"[""space""]",ro,3,testConjL3Uns//r2.s1.1.wav,2.0,conjunction_un,unsyncopated,b,s1,rule,rule,L3,m,1.067,4.0,0.0,1.1268,4.0,2.0,castellano,0.0,inglés,6.0,catalán,15.0,alemán,18.0,4.0,2.0,yes,no,yes,flauta,8,guitarra,8,piano,8,ukelele,15.0,,,80.0,yes
32,2024-02-24_12h25.56.080,Unsyncopated_study3,s122,19.0,feminino,right,españa,castellano,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,32,Online_whenL1//b.ta2.1332.wav,zu,ni,pu,sil,ri,ne,ta,sil1,ze,fa,sil2,['catch'],[1.9119000000059714],[1.9119000000059714],1.332,no_beat,0.5799000000059713,0.5799000000059713,"[""space""]",ta,1,testConjL3Uns//dep_viol.r2.s2.0.wav,2.0,conjunction_un,unsyncopated,b,s2,no_rule,dep,L3,z,0.5011,5.0,0.0,1.2172,4.0,2.0,castellano,0.0,inglés,6.0,catalán,15.0,alemán,18.0,4.0,2.0,yes,no,yes,flauta,8,guitarra,8,piano,8,ukelele,15.0,,,80.0,yes
33,2024-02-24_12h25.56.080,Unsyncopated_study3,s122,19.0,feminino,right,españa,castellano,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,33,Online_whenL1//b.ta0.none.wav,ri,lu,ze,sil,zu,la,pu,sil1,cho,be,sil2,['-'],,,none,none,,,,ta,1,testConjL3Uns//time_viol.r2.s2.0.wav,2.0,conjunction_un,unsyncopated,b,s2,no_rule,time,L3,m,0.6008,5.0,1.0,1.5114,4.0,2.0,castellano,0.0,inglés,6.0,catalán,15.0,alemán,18.0,4.0,2.0,yes,no,yes,flauta,8,guitarra,8,piano,8,ukelele,15.0,,,80.0,yes
34,2024-02-24_12h25.56.080,Unsyncopated_study3,s122,19.0,feminino,right,españa,castellano,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,34,Online_whenL1//b.ta3.222.wav,ri,ta,fo,sil,ro,ni,pu,sil1,zu,ne,sil2,['miss'],,,0.222,no_beat,,,,ta,1,testConjL3Uns//r2.s2.2.wav,2.0,conjunction_un,unsyncopated,b,s2,rule,rule,L3,m,1.4832,5.0,0.0,0.6993,4.0,2.0,castellano,0.0,inglés,6.0,catalán,15.0,alemán,18.0,4.0,2.0,yes,no,yes,flauta,8,guitarra,8,piano,8,ukelele,15.0,,,80.0,yes
35,2024-02-24_12h25.56.080,Unsyncopated_study3,s122,19.0,feminino,right,españa,castellano,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,35,Online_whenL1//b.ta1.none.wav,ki,cho,fa,sil,ne,ze,ri,sil1,be,la,sil2,['-'],,,none,none,,,,ta,1,testConjL3Uns//cat_viol.r1.s1.0.wav,2.0,conjunction_un,unsyncopated,a,s1,no_rule,cat,L3,m,0.5075,5.0,1.0,0.8886,4.0,2.0,castellano,0.0,inglés,6.0,catalán,15.0,alemán,18.0,4.0,2.0,yes,no,yes,flauta,8,guitarra,8,piano,8,ukelele,15.0,,,80.0,yes
36,2024-02-24_12h25.56.080,Unsyncopated_study3,s122,19.0,feminino,right,españa,castellano,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,36,Online_whenL1//b.ta11.none.wav,cho,pu,ri,sil,ro,zu,lu,sil1,ki,fa,sil2,['false alarm'],[2.4961999999881073],[2.4961999999881073],none,none,,,"[""space""]",ta,1,testConjL3Uns//cat_viol.r2.s2.0.wav,2.0,conjunction_un,unsyncopated,b,s2,no_rule,cat,L3,z,0.4493,3.0,0.0,0.8804,4.0,2.0,castellano,0.0,inglés,6.0,catalán,15.0,alemán,18.0,4.0,2.0,yes,no,yes,flauta,8,guitarra,8,piano,8,ukelele,15.0,,,80.0,yes
37,2024-02-24_12h25.56.080,Unsyncopated_study3,s122,19.0,feminino,right,españa,castellano,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,37,Online_whenL1//b.ta10.none.wav,lu,ro,la,sil,be,ze,ki,sil1,fo,ne,sil2,['-'],,,none,none,,,,ta,1,testConjL3Uns//r1.s2.0.wav,2.0,conjunction_un,unsyncopated,a,s2,rule,rule,L3,m,0.2573,3.0,0.0,0.9016,4.0,2.0,castellano,0.0,inglés,6.0,catalán,15.0,alemán,18.0,4.0,2.0,yes,no,yes,flauta,8,guitarra,8,piano,8,ukelele,15.0,,,80.0,yes
