Unnamed: 0,date,expName,participant,age,sex,hand,residence,native_lang,education_level,lang_deficit,aud_deficit,group,block,condition,language,rhythm,rule structure online,rule type online,order_trial_on,trial_online,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,catch_syll_resp,rts_syll_catch,clean_rts,time_syll,beat_no_beat,catch_rtsTR,catch_rts,syllable_catch.keys,cond_syll,syll_to_catch,test_offline,block_off,condition_off,rhythm_off,rule,rule_str_off,rule_norule,conds_offline,language_off,Partz_no_partm.keys,Partz_no_partm.rt,security_1_7.keys,accuracy,security_1_7.rt,n_lang,n_lang_used,lang_1,age_l1,lang_2,age_l2,lang_3,age_l3,lang_4,age_l4,ability_learn_l2,tendence_mix_lan,music_experience,muisc_use,partiture,instr_1,age_M1,preguntas_musica1,BMRQ_answer.response,final comment,BMRQ_Score,bilingual
0,2023-11-27_10h56.05.724,Unsyncopated1,s80,21.0,feminino,right,España,EspañolCatalà,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s2,r2,0,Online_whatL2//b.fe.ra26.1110.1998.wav,si,me,bi,sil2,fe,cha,te,sil,ra,to,sil1,['catch_delay'],[0.8023999999985028],[0.8023999999985028],1.998,no_beat,0.8023999999985028,0.8023999999985028,,ra,2,testWhatL2Uns//r2.s2.0.wav,1.0,what,unsyncopated,b,s2,rule,rule,L2,m,8.4969,3.0,0.0,10.7045,4.0,2.0,Español,0.0,Català,5.0,Inglés,7.0,Francés,13.0,3.0,5.0,yes,no,yes,Flauta,12,1. Cuando comparto música con alguien siento una complicidad especial con aquella persona.,3.0,nada,57.0,yes
1,2023-11-27_10h56.05.724,Unsyncopated1,s80,21.0,feminino,right,España,EspañolCatalà,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s1,r2,1,Online_whatL2//b.fe.ra25.0.888.wav,fe,to,si,sil,ra,mi,su,sil2,cha,ño,sil1,['catch'],"[0.1363999999985026, 2.058999999999969]",[2.058999999999969],0.888,beat,1.1709999999999692,1.1709999999999692,"[""space"",""space""]",ra,2,testWhatL2Uns//r2.s1.0.wav,1.0,what,unsyncopated,b,s1,rule,rule,L2,m,7.8596,3.0,0.0,2.3818,4.0,2.0,Español,0.0,Català,5.0,Inglés,7.0,Francés,13.0,3.0,5.0,yes,no,yes,Flauta,12,2. En mi tiempo libre apenas escucho música.,5.0,nada,57.0,yes
2,2023-11-27_10h56.05.724,Unsyncopated1,s80,21.0,feminino,right,España,EspañolCatalà,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s2,r1,2,Online_whatL2//b.fe.ra24.none.none.wav,si,cha,su,sil2,go,mi,me,sil,du,bi,sil1,['-'],,,none,none,,,,ra,2,testWhatL2Uns//r1.s1.1.wav,1.0,what,unsyncopated,a,s1,rule,rule,L2,z,4.1451,4.0,1.0,4.2299,4.0,2.0,Español,0.0,Català,5.0,Inglés,7.0,Francés,13.0,3.0,5.0,yes,no,yes,Flauta,12,3. Algunas canciones me ponen los pelos de punta,2.0,nada,57.0,yes
3,2023-11-27_10h56.05.724,Unsyncopated1,s80,21.0,feminino,right,España,EspañolCatalà,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s2,r1,3,Online_whatL2//b.fe.ra27.none.none.wav,mi,me,su,sil,go,cha,ño,sil2,du,te,sil1,['false alarm'],[2.0616999999955397],[2.0616999999955397],none,none,,,"[""space""]",ra,2,testWhatL2Uns//r2.s1.1.wav,1.0,what,unsyncopated,b,s1,rule,rule,L2,z,1.1321,4.0,1.0,4.8006,4.0,2.0,Español,0.0,Català,5.0,Inglés,7.0,Francés,13.0,3.0,5.0,yes,no,yes,Flauta,12,4. La música me hace compañía cuando estoy solo,3.0,nada,57.0,yes
4,2023-11-27_10h56.05.724,Unsyncopated1,s80,21.0,feminino,right,España,EspañolCatalà,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s1,r2,4,Online_whatL2//d.si.ñu4.1776.1110.wav,fe,su,to,sil,ra,ñu,cha,sil1,si,me,sil2,['catch'],[2.058499999999981],[2.058499999999981],1.11,no_beat,0.9484999999999808,0.9484999999999808,"[""space""]",ñu,4,testWhatL2Uns//dep_viol.r1.s1.0.wav,1.0,what,unsyncopated,a,s1,no_rule,dep,L2,m,10.8433,3.0,1.0,2.9228,4.0,2.0,Español,0.0,Català,5.0,Inglés,7.0,Francés,13.0,3.0,5.0,yes,no,yes,Flauta,12,5. No me apetece bailar ni con la música que más me gusta,5.0,nada,57.0,yes
5,2023-11-27_10h56.05.724,Unsyncopated1,s80,21.0,feminino,right,España,EspañolCatalà,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s1,r1,5,Online_whatL2//d.si.ñu5.none.none.wav,go,to,me,sil2,du,mi,ño,sil,ba,su,sil1,['false alarm'],[2.6344000000059395],[2.6344000000059395],none,none,,,"[""space""]",ñu,4,testWhatL2Uns//r1.s2.2.wav,1.0,what,unsyncopated,a,s2,rule,rule,L2,z,3.0324,4.0,1.0,2.0591,4.0,2.0,Español,0.0,Català,5.0,Inglés,7.0,Francés,13.0,3.0,5.0,yes,no,yes,Flauta,12,6. La música me hace conectar con la gente,3.0,nada,57.0,yes
6,2023-11-27_10h56.05.724,Unsyncopated1,s80,21.0,feminino,right,España,EspañolCatalà,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s2,r1,6,Online_whatL2//d.si.ñu6.none.none.wav,te,me,mi,sil2,go,su,to,sil,du,bi,sil1,['-'],,,none,none,,,,ñu,4,testWhatL2Uns//time_viol.r2.s1.0.wav,1.0,what,unsyncopated,b,s1,no_rule,time,L2,m,5.1381,4.0,1.0,2.5152,4.0,2.0,Español,0.0,Català,5.0,Inglés,7.0,Francés,13.0,3.0,5.0,yes,no,yes,Flauta,12,7. Me informo sobre la música que me gusta.,2.0,nada,57.0,yes
7,2023-11-27_10h56.05.724,Unsyncopated1,s80,21.0,feminino,right,España,EspañolCatalà,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s2,r2,7,Online_whatL2//d.si.ñu7.1332.0.wav,ñu,to,me,sil,fe,su,si,sil1,ra,bi,sil2,['catch'],[0.9526000000014392],[0.9526000000014392],0.0,beat,0.9526000000014392,0.9526000000014392,"[""space""]",ñu,4,testWhatL2Uns//time_viol.r1.s2.0.wav,1.0,what,unsyncopated,a,s2,no_rule,time,L2,m,1.931,4.0,1.0,0.9895,4.0,2.0,Español,0.0,Català,5.0,Inglés,7.0,Francés,13.0,3.0,5.0,yes,no,yes,Flauta,12,8.Me emociono escuchando ciertas canciones.,3.0,nada,57.0,yes
8,2023-11-27_10h56.05.724,Unsyncopated1,s80,21.0,feminino,right,España,EspañolCatalà,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s1,r2,8,Online_whatL2//c.cha.me0.1998.222.wav,fe,me,ño,sil,ra,su,si,sil2,cha,mi,sil1,['catch'],[2.4046000000014374],[2.4046000000014374],0.222,no_beat,,2.1826000000014374,"[""space""]",me,3,testWhatL2Uns//time_viol.r1.s1.0.wav,1.0,what,unsyncopated,a,s1,no_rule,time,L2,z,2.9422,3.0,0.0,1.4829,4.0,2.0,Español,0.0,Català,5.0,Inglés,7.0,Francés,13.0,3.0,5.0,yes,no,yes,Flauta,12,9.La música me tranquiliza y me relaja.,3.0,nada,57.0,yes
9,2023-11-27_10h56.05.724,Unsyncopated1,s80,21.0,feminino,right,España,EspañolCatalà,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s1,r1,9,Online_whatL2//c.cha.me3.1332.444.wav,go,to,me,sil,du,si,cha,sil2,ño,te,sil1,['miss'],,,0.444,no_beat,,,,me,3,testWhatL2Uns//r1.s1.0.wav,1.0,what,unsyncopated,a,s1,rule,rule,L2,z,1.2495,5.0,1.0,1.5332,4.0,2.0,Español,0.0,Català,5.0,Inglés,7.0,Francés,13.0,3.0,5.0,yes,no,yes,Flauta,12,10.La música me hace bailar,3.0,nada,57.0,yes
