Unnamed: 0,date,expName,participant,age,sex,hand,residence,native_lang,education_level,lang_deficit,aud_deficit,group,block,condition,language,rhythm,rule structure online,rule type online,order_trial_on,trial_online,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,catch_syll_resp,rts_syll_catch,clean_rts,time_syll,beat_no_beat,catch_rtsTR,catch_rts,syllable_catch.keys,cond_syll,syll_to_catch,test_offline,block_off,condition_off,rhythm_off,rule,rule_str_off,rule_norule,conds_offline,language_off,Partz_no_partm.keys,Partz_no_partm.rt,security_1_7.keys,accuracy,security_1_7.rt,n_lang,n_lang_used,lang_1,age_l1,lang_2,age_l2,ability_learn_l2,tendence_mix_lan,music_experience,muisc_use,partiture,instr_1,age_M1,preguntas_musica1,BMRQ_answer.response,final comment,BMRQ_Score,bilingual
0,2023-12-11_10h53.29.951,Unsyncopated_study2,s83,28.0,feminino,right,España,Español,Bachelor degree,no,no,A,1,conjunction_un,L2,unsyncopated,s1,r1,0,Online_conjL2_un//a.go.du10.0.888.wav,go,bi,ñi,sil,du,si,te,sil1,ñu,su,sil2,['catch'],[1.3489999999999327],[1.3489999999999327],0.888,beat,0.4609999999999327,0.4609999999999327,"[""space""]",du,2,testConjL2Uns//r1.s2.2.wav,1.0,conjunction_un,unsyncopated,a,s2,rule,rule,L2,z,4.7857,6.0,1.0,23.3301,2.0,2.0,Español,0.0,Inglés,6.0,5.0,5.0,no,no,no,nada,,1. Cuando comparto música con alguien siento una complicidad especial con aquella persona.,4.0,nada ,67.0,yes
1,2023-12-11_10h53.29.951,Unsyncopated_study2,s83,28.0,feminino,right,España,Español,Bachelor degree,no,no,A,1,conjunction_un,L2,unsyncopated,s1,r2,1,Online_conjL2_un//a.go.du8.none.none.wav,fe,to,ñi,sil,ra,ba,cha,sil1,ñu,bi,sil2,['-'],,,none,none,,,,du,2,testConjL2Uns//r1.s1.1.wav,1.0,conjunction_un,unsyncopated,a,s1,rule,rule,L2,m,2.3207,2.0,0.0,3.9065,2.0,2.0,Español,0.0,Inglés,6.0,5.0,5.0,no,no,no,nada,,2. En mi tiempo libre apenas escucho música.,3.0,nada ,67.0,yes
2,2023-12-11_10h53.29.951,Unsyncopated_study2,s83,28.0,feminino,right,España,Español,Bachelor degree,no,no,A,1,conjunction_un,L2,unsyncopated,s2,r1,2,Online_conjL2_un//a.go.du11.888.1776.wav,si,ba,ñu,sil,go,ñi,mi,sil1,du,te,sil2,['catch'],[2.227200000286075],[2.227200000286075],1.776,beat,0.451200000286075,0.451200000286075,"[""space""]",du,2,testConjL2Uns//cat_viol.r2.s2.0.wav,1.0,conjunction_un,unsyncopated,b,s2,no_rule,cat,L2,m,2.3201,3.0,1.0,2.6306,2.0,2.0,Español,0.0,Inglés,6.0,5.0,5.0,no,no,no,nada,,3. Algunas canciones me ponen los pelos de punta,4.0,nada ,67.0,yes
3,2023-12-11_10h53.29.951,Unsyncopated_study2,s83,28.0,feminino,right,España,Español,Bachelor degree,no,no,A,1,conjunction_un,L2,unsyncopated,s2,r1,3,Online_conjL2_un//a.go.du9.888.1776.wav,mi,bi,cha,sil,go,ñu,si,sil1,du,to,sil2,['catch'],[2.2868000001907376],[2.2868000001907376],1.776,beat,0.5108000001907376,0.5108000001907376,"[""space""]",du,2,testConjL2Uns//time_viol.r2.s1.0.wav,1.0,conjunction_un,unsyncopated,b,s1,no_rule,time,L2,m,3.0681,3.0,1.0,4.3348,2.0,2.0,Español,0.0,Inglés,6.0,5.0,5.0,no,no,no,nada,,4. La música me hace compañía cuando estoy solo,4.0,nada ,67.0,yes
4,2023-12-11_10h53.29.951,Unsyncopated_study2,s83,28.0,feminino,right,España,Español,Bachelor degree,no,no,A,1,conjunction_un,L2,unsyncopated,s1,r1,4,Online_conjL2_un//b.fe.ra22.none.none.wav,go,te,to,sil,du,me,ñu,sil1,ñi,si,sil2,['-'],,,none,none,,,,fe,1,testConjL2Uns//r2.s1.2.wav,1.0,conjunction_un,unsyncopated,b,s1,rule,rule,L2,z,1.0503,6.0,1.0,2.1653,2.0,2.0,Español,0.0,Inglés,6.0,5.0,5.0,no,no,no,nada,,5. No me apetece bailar ni con la música que más me gusta,5.0,nada ,67.0,yes
5,2023-12-11_10h53.29.951,Unsyncopated_study2,s83,28.0,feminino,right,España,Español,Bachelor degree,no,no,A,1,conjunction_un,L2,unsyncopated,s2,r1,5,Online_conjL2_un//b.fe.ra21.none.none.wav,bi,ba,to,sil,go,te,si,sil1,du,me,sil2,['-'],,,none,none,,,,fe,1,testConjL2Uns//r1.s1.0.wav,1.0,conjunction_un,unsyncopated,a,s1,rule,rule,L2,z,0.6063,6.0,1.0,5.2676,2.0,2.0,Español,0.0,Inglés,6.0,5.0,5.0,no,no,no,nada,,6. La música me hace conectar con la gente,4.0,nada ,67.0,yes
6,2023-12-11_10h53.29.951,Unsyncopated_study2,s83,28.0,feminino,right,España,Español,Bachelor degree,no,no,A,1,conjunction_un,L2,unsyncopated,s2,r2,6,Online_conjL2_un//b.fe.ra20.888.1776.wav,bi,ñi,me,sil,fe,cha,si,sil1,ra,su,sil2,['catch'],[1.373700000286135],[1.373700000286135],0.888,beat,0.485700000286135,0.485700000286135,"[""space""]",fe,1,testConjL2Uns//r1.s2.1.wav,1.0,conjunction_un,unsyncopated,a,s2,rule,rule,L2,z,1.1948,5.0,1.0,2.7952,2.0,2.0,Español,0.0,Inglés,6.0,5.0,5.0,no,no,no,nada,,7. Me informo sobre la música que me gusta.,3.0,nada ,67.0,yes
7,2023-12-11_10h53.29.951,Unsyncopated_study2,s83,28.0,feminino,right,España,Español,Bachelor degree,no,no,A,1,conjunction_un,L2,unsyncopated,s2,r1,7,Online_conjL2_un//b.fe.ra23.none.none.wav,ñu,ba,mi,sil,go,to,ñi,sil1,du,bi,sil2,['-'],,,none,none,,,,fe,1,testConjL2Uns//r2.s2.1.wav,1.0,conjunction_un,unsyncopated,b,s2,rule,rule,L2,z,2.5457,5.0,1.0,2.2177,2.0,2.0,Español,0.0,Inglés,6.0,5.0,5.0,no,no,no,nada,,8.Me emociono escuchando ciertas canciones.,3.0,nada ,67.0,yes
8,2023-12-11_10h53.29.951,Unsyncopated_study2,s83,28.0,feminino,right,España,Español,Bachelor degree,no,no,A,1,conjunction_un,L2,unsyncopated,s2,r2,8,Online_conjL2_un//b.fe.ra26.888.1776.wav,ba,su,si,sil,fe,ñu,mi,sil1,ra,ñi,sil2,['catch'],[1.4143000001907922],[1.4143000001907922],0.888,beat,0.5263000001907921,0.5263000001907921,"[""space""]",fe,1,testConjL2Uns//time_viol.r2.s2.0.wav,1.0,conjunction_un,unsyncopated,b,s2,no_rule,time,L2,m,7.7493,2.0,1.0,5.363,2.0,2.0,Español,0.0,Inglés,6.0,5.0,5.0,no,no,no,nada,,9.La música me tranquiliza y me relaja.,4.0,nada ,67.0,yes
9,2023-12-11_10h53.29.951,Unsyncopated_study2,s83,28.0,feminino,right,España,Español,Bachelor degree,no,no,A,1,conjunction_un,L2,unsyncopated,s2,r1,9,Online_conjL2_un//b.fe.ra27.none.none.wav,mi,si,me,sil,go,ñu,to,sil1,du,te,sil2,['-'],,,none,none,,,,fe,1,testConjL2Uns//dep_viol.r1.s2.0.wav,1.0,conjunction_un,unsyncopated,a,s2,no_rule,dep,L2,m,1.0846,3.0,1.0,1.4676,2.0,2.0,Español,0.0,Inglés,6.0,5.0,5.0,no,no,no,nada,,10.La música me hace bailar,3.0,nada ,67.0,yes
