Unnamed: 0,date,expName,participant,age,sex,hand,residence,native_lang,education_level,lang_deficit,aud_deficit,group,block,condition,language,rhythm,rule structure online,rule type online,order_trial_on,trial_online,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,catch_syll_resp,rts_syll_catch,clean_rts,time_syll,beat_no_beat,catch_rtsTR,catch_rts,syllable_catch.keys,cond_syll,syll_to_catch,test_offline,block_off,condition_off,rhythm_off,rule,rule_str_off,rule_norule,conds_offline,language_off,Partz_no_partm.keys,Partz_no_partm.rt,security_1_7.keys,accuracy,security_1_7.rt,n_lang,n_lang_used,lang_1,age_l1,lang_2,age_l2,lang_3,age_l3,lang_4,age_l4,ability_learn_l2,tendence_mix_lan,music_experience,muisc_use,partiture,instr_1,age_M1,preguntas_musica1,BMRQ_answer.response,final comment,BMRQ_Score,bilingual
0,2024-03-20_08h36.53.506,Unsyncopated_study3,s125,18.0,feminino,right,España,Catalan y Español,Upper secondary,no,no,A,1,what,L4,unsyncopated,s2,r1,0,Online_whatL4//b.ja.nu13.none.none.wav,da,po,bu,sil,zi,ña,ru,sil2,lo,de,sil1,['-'],,,none,none,,,,ja,1,testWhatL4Uns//r2.s1.1.wav,1.0,what,unsyncopated,b,s1,rule,rule,L4,z,1.449,4.0,1.0,3.718,3.0,2.0,Español,0.0,Catalan,0.0,Ingles,5.0,Gallego,8.0,1.0,6.0,yes,no,yes,Flauta,7,1. Cuando comparto música con alguien siento una complicidad especial con aquella persona.,4.0,nada ,69.0,yes
1,2024-03-20_08h36.53.506,Unsyncopated_study3,s125,18.0,feminino,right,España,Catalan y Español,Upper secondary,no,no,A,1,what,L4,unsyncopated,s1,r1,1,Online_whatL4//b.ja.nu14.none.none.wav,zi,bo,re,sil2,lo,ña,po,sil,ru,ñi,sil1,['-'],,,none,none,,,,ja,1,testWhatL4Uns//dep_viol.r1.s1.0.wav,1.0,what,unsyncopated,a,s1,no_rule,dep,L4,m,1.126,3.0,1.0,1.62,3.0,2.0,Español,0.0,Catalan,0.0,Ingles,5.0,Gallego,8.0,1.0,6.0,yes,no,yes,Flauta,7,2. En mi tiempo libre apenas escucho música.,5.0,nada ,69.0,yes
2,2024-03-20_08h36.53.506,Unsyncopated_study3,s125,18.0,feminino,right,España,Catalan y Español,Upper secondary,no,no,A,1,what,L4,unsyncopated,s1,r1,2,Online_whatL4//b.ja.nu12.none.none.wav,zi,re,de,sil,lo,bu,pe,sil2,ru,ña,sil1,['-'],,,none,none,,,,ja,1,testWhatL4Uns//dep_viol.r2.s1.0.wav,1.0,what,unsyncopated,b,s1,no_rule,dep,L4,m,0.527,5.0,1.0,2.42,3.0,2.0,Español,0.0,Catalan,0.0,Ingles,5.0,Gallego,8.0,1.0,6.0,yes,no,yes,Flauta,7,3. Algunas canciones me ponen los pelos de punta,4.0,nada ,69.0,yes
3,2024-03-20_08h36.53.506,Unsyncopated_study3,s125,18.0,feminino,right,España,Catalan y Español,Upper secondary,no,no,A,1,what,L4,unsyncopated,s1,r2,3,Online_whatL4//b.ja.nu15.0.1110.wav,ja,bu,bo,sil2,nu,pe,re,sil,ci,po,sil1,"['catch', 'false alarm']","[0.5030000000000427, 1.4840000000000373]",[0.5030000000000427],0.0,beat,0.5030000000000427,0.5030000000000427,"[""space"",""space""]",ja,1,testWhatL4Uns//cat_viol.r2.s1.0.wav,1.0,what,unsyncopated,b,s1,no_rule,cat,L4,m,2.415,7.0,1.0,0.983,3.0,2.0,Español,0.0,Catalan,0.0,Ingles,5.0,Gallego,8.0,1.0,6.0,yes,no,yes,Flauta,7,4. La música me hace compañía cuando estoy solo,4.0,nada ,69.0,yes
4,2024-03-20_08h36.53.506,Unsyncopated_study3,s125,18.0,feminino,right,España,Catalan y Español,Upper secondary,no,no,A,1,what,L4,unsyncopated,s2,r1,4,Online_whatL4//a.zi.lo6.1110.1998.wav,pe,de,ñi,sil2,zi,ru,bu,sil,lo,ci,sil1,['miss'],,,1.998,no_beat,,,,lo,2,testWhatL4Uns//r2.s2.2.wav,1.0,what,unsyncopated,b,s2,rule,rule,L4,z,0.776,5.0,1.0,0.634,3.0,2.0,Español,0.0,Catalan,0.0,Ingles,5.0,Gallego,8.0,1.0,6.0,yes,no,yes,Flauta,7,5. No me apetece bailar ni con la música que más me gusta,5.0,nada ,69.0,yes
5,2024-03-20_08h36.53.506,Unsyncopated_study3,s125,18.0,feminino,right,España,Catalan y Español,Upper secondary,no,no,A,1,what,L4,unsyncopated,s2,r2,5,Online_whatL4//a.zi.lo7.none.none.wav,po,ci,ñi,sil2,ja,bo,de,sil,nu,ña,sil1,"['false alarm', 'false alarm']","[1.0839999999999463, 1.76299999999992]",1.76299999999992,none,none,,,"[""space"",""space""]",lo,2,testWhatL4Uns//time_viol.r1.s2.0.wav,1.0,what,unsyncopated,a,s2,no_rule,time,L4,z,1.213,4.0,0.0,0.704,3.0,2.0,Español,0.0,Catalan,0.0,Ingles,5.0,Gallego,8.0,1.0,6.0,yes,no,yes,Flauta,7,6. La música me hace conectar con la gente,4.0,nada ,69.0,yes
6,2024-03-20_08h36.53.506,Unsyncopated_study3,s125,18.0,feminino,right,España,Catalan y Español,Upper secondary,no,no,A,1,what,L4,unsyncopated,s1,r2,6,Online_whatL4//a.zi.lo5.none.none.wav,ja,ci,bo,sil,nu,da,bu,sil1,ña,ru,sil2,['-'],,,none,none,,,,lo,2,testWhatL4Uns//r2.s1.2.wav,1.0,what,unsyncopated,b,s1,rule,rule,L4,m,0.495,6.0,0.0,0.759,3.0,2.0,Español,0.0,Catalan,0.0,Ingles,5.0,Gallego,8.0,1.0,6.0,yes,no,yes,Flauta,7,7. Me informo sobre la música que me gusta.,2.0,nada ,69.0,yes
7,2024-03-20_08h36.53.506,Unsyncopated_study3,s125,18.0,feminino,right,España,Catalan y Español,Upper secondary,no,no,A,1,what,L4,unsyncopated,s2,r1,7,Online_whatL4//a.zi.lo4.1110.1998.wav,ci,ñi,po,sil2,zi,bo,re,sil,lo,pe,sil1,['false alarm'],[1.183999999999969],[1.183999999999969],1.998,no_beat,,,"[""space""]",lo,2,testWhatL4Uns//r1.s2.1.wav,1.0,what,unsyncopated,a,s2,rule,rule,L4,z,0.509,3.0,1.0,0.332,3.0,2.0,Español,0.0,Catalan,0.0,Ingles,5.0,Gallego,8.0,1.0,6.0,yes,no,yes,Flauta,7,8.Me emociono escuchando ciertas canciones.,3.0,nada ,69.0,yes
8,2024-03-20_08h36.53.506,Unsyncopated_study3,s125,18.0,feminino,right,España,Catalan y Español,Upper secondary,no,no,A,1,what,L4,unsyncopated,s2,r2,8,Online_whatL4//d.pe.po16.none.none.wav,ci,bo,ña,sil2,ja,bu,da,sil,nu,ru,sil1,['false alarm'],[1.9249999999999545],[1.9249999999999545],none,none,,,"[""space""]",pe,4,testWhatL4Uns//time_viol.r1.s1.0.wav,1.0,what,unsyncopated,a,s1,no_rule,time,L4,m,2.544,5.0,1.0,0.606,3.0,2.0,Español,0.0,Catalan,0.0,Ingles,5.0,Gallego,8.0,1.0,6.0,yes,no,yes,Flauta,7,9.La música me tranquiliza y me relaja.,3.0,nada ,69.0,yes
9,2024-03-20_08h36.53.506,Unsyncopated_study3,s125,18.0,feminino,right,España,Catalan y Español,Upper secondary,no,no,A,1,what,L4,unsyncopated,s1,r2,9,Online_whatL4//d.pe.po17.none.none.wav,ja,re,bo,sil,nu,ci,ru,sil1,ñi,da,sil2,['-'],,,none,none,,,,pe,4,testWhatL4Uns//cat_viol.r1.s1.0.wav,1.0,what,unsyncopated,a,s1,no_rule,cat,L4,z,0.44,4.0,0.0,0.369,3.0,2.0,Español,0.0,Catalan,0.0,Ingles,5.0,Gallego,8.0,1.0,6.0,yes,no,yes,Flauta,7,10.La música me hace bailar,3.0,nada ,69.0,yes
