Unnamed: 0,date,expName,participant,age,sex,hand,residence,native_lang,education_level,lang_deficit,aud_deficit,group,block,condition,language,rhythm,rule structure online,rule type online,order_trial_on,trial_online,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,catch_syll_resp,rts_syll_catch,clean_rts,time_syll,beat_no_beat,catch_rtsTR,catch_rts,syllable_catch.keys,cond_syll,syll_to_catch,test_offline,block_off,condition_off,rhythm_off,rule,rule_str_off,rule_norule,conds_offline,language_off,Partz_no_partm.keys,Partz_no_partm.rt,security_1_7.keys,accuracy,security_1_7.rt,n_lang,n_lang_used,lang_1,age_l1,lang_2,age_l2,lang_3,age_l3,lang_4,age_l4,lang_5,ability_learn_l2,tendence_mix_lan,music_experience,muisc_use,partiture,instr_1,age_M1,preguntas_musica1,BMRQ_answer.response,final comment,BMRQ_Score,bilingual
116,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,1,conjunction_un,L4,unsyncopated,s2,r2,116,Online_conjL4_un//c.bu.da13.none.none.wav,pe,ru,de,sil,ja,re,bo,sil1,nu,ña,sil2,['-'],,,none,none,,,,da,3,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
117,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,1,conjunction_un,L4,unsyncopated,s2,r1,117,Online_conjL4_un//c.bu.da14.none.none.wav,po,ru,pe,sil,zi,ñi,de,sil1,lo,ña,sil2,['-'],,,none,none,,,,da,3,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
118,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,1,conjunction_un,L4,unsyncopated,s2,r2,118,Online_conjL4_un//c.bu.da15.222.1110.wav,ñi,bu,po,sil,ja,da,re,sil1,nu,pe,sil2,['false alarm'],[0.9871000000014192],[0.9871000000014192],1.11,no_beat,,,"[""space""]",da,3,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
119,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,1,conjunction_un,L4,unsyncopated,s1,r2,119,Online_conjL4_un//c.bu.da12.1776.444.wav,ja,po,da,sil,nu,ñi,re,sil1,bu,de,sil2,['miss'],,,0.444,no_beat,,,,da,3,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
120,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,1,conjunction_un,L4,unsyncopated,s2,r1,120,Online_conjL4_un//d.pe.po22.none.none.wav,ñi,bu,de,sil,zi,bo,ña,sil1,lo,ci,sil2,['-'],,,none,none,,,,po,4,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
121,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,1,conjunction_un,L4,unsyncopated,s2,r1,121,Online_conjL4_un//d.pe.po21.1110.0.wav,po,da,ña,sil,zi,pe,ci,sil1,lo,bu,sil2,['miss'],,,0.0,beat,,,,po,4,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
122,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,1,conjunction_un,L4,unsyncopated,s2,r2,122,Online_conjL4_un//d.pe.po23.none.none.wav,ru,ñi,re,sil,ja,de,bu,sil1,nu,ci,sil2,['-'],,,none,none,,,,po,4,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
123,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,1,conjunction_un,L4,unsyncopated,s2,r2,123,Online_conjL4_un//d.pe.po20.444.0.wav,po,bu,pe,sil,ja,ñi,ru,sil1,nu,bo,sil2,['catch'],[0.7538999999984526],[0.7538999999984526],0.0,beat,0.7538999999984526,0.7538999999984526,"[""space""]",po,4,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
124,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,1,conjunction_un,L4,unsyncopated,s2,r1,124,Online_conjL4_un//a.zi.lo25.888.1776.wav,bu,ña,de,sil,zi,ci,pe,sil1,lo,po,sil2,['catch'],[2.5978999999985035],[2.5978999999985035],0.888,beat,,1.7098999999985036,"[""space""]",zi,1,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
125,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,1,conjunction_un,L4,unsyncopated,s1,r2,125,Online_conjL4_un//a.zi.lo27.none.none.wav,ja,ña,bu,sil,nu,ñi,re,sil1,pe,po,sil2,['false alarm'],[0.2386000000014974],[0.2386000000014974],none,none,,,"[""space""]",zi,1,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
126,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,1,conjunction_un,L4,unsyncopated,s2,r1,126,Online_conjL4_un//a.zi.lo26.888.1776.wav,pe,bu,de,sil,zi,da,ñi,sil1,lo,bo,sil2,['miss'],,,0.888,beat,,,,zi,1,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
127,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,1,conjunction_un,L4,unsyncopated,s2,r1,127,Online_conjL4_un//a.zi.lo24.888.1776.wav,re,bo,po,sil,zi,da,ñi,sil1,lo,pe,sil2,['miss'],,,0.888,beat,,,,zi,1,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
128,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,2,when,L2,unsyncopated,when,when,0,Online_whenL2//a.du11.1998.wav,me,te,go,sil,mi,ñu,si,sil1,bi,du,sil2,['miss'],,,1.998,no_beat,,,,du,1,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
129,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,2,when,L2,unsyncopated,when,when,1,Online_whenL2//a.du9.1332.wav,bi,cha,su,sil,ñu,ba,du,sil1,ra,me,sil2,['false alarm'],[0.8587000000029548],[0.8587000000029548],1.332,no_beat,,,"[""space""]",du,1,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
130,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,2,when,L2,unsyncopated,when,when,2,Online_whenL2//a.du10.none.wav,cha,ño,to,sil,ra,bi,fe,sil1,ba,mi,sil2,['-'],,,none,none,,,,du,1,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
131,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,2,when,L2,unsyncopated,when,when,3,Online_whenL2//a.du8.none.wav,ño,su,to,sil,go,te,bi,sil1,ra,si,sil2,['false alarm'],[1.4368000000044958],[1.4368000000044958],none,none,,,"[""space""]",du,1,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
132,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,2,when,L2,unsyncopated,when,when,4,Online_whenL2//c.cha28.0.wav,cha,fe,to,sil,ba,ñu,me,sil1,go,te,sil2,['catch'],[0.9512000000029275],[0.9512000000029275],0.0,beat,0.9512000000029276,0.9512000000029276,"[""space""]",cha,3,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
133,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,2,when,L2,unsyncopated,when,when,5,Online_whenL2//c.cha31.none.wav,to,te,ñu,sil,bi,du,su,sil1,fe,me,sil2,['-'],,,none,none,,,,cha,3,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
134,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,2,when,L2,unsyncopated,when,when,6,Online_whenL2//c.cha29.444.wav,go,du,cha,sil,me,ba,su,sil1,ñu,bi,sil2,['catch'],[1.589299999997138],[1.589299999997138],0.444,no_beat,1.145299999997138,1.145299999997138,"[""space""]",cha,3,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
135,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,2,when,L2,unsyncopated,when,when,7,Online_whenL2//c.cha30.none.wav,te,mi,to,sil,me,go,si,sil1,ño,du,sil2,['-'],,,none,none,,,,cha,3,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
136,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,2,when,L2,unsyncopated,when,when,8,Online_whenL2//b.fe1.none.wav,du,te,ba,sil,ra,mi,cha,sil1,ñu,to,sil2,['-'],,,none,none,,,,fe,2,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
137,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,2,when,L2,unsyncopated,when,when,9,Online_whenL2//b.fe0.none.wav,te,go,to,sil,si,ra,ño,sil1,cha,su,sil2,['false alarm'],[0.6742000000031112],[0.6742000000031112],none,none,,,"[""space""]",fe,2,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
138,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,2,when,L2,unsyncopated,when,when,10,Online_whenL2//b.fe2.1332.wav,ñu,bi,mi,sil,ra,cha,fe,sil1,ba,si,sil2,['catch'],[2.255800000004456],[2.255800000004456],1.332,no_beat,0.9238000000044556,0.9238000000044556,"[""space""]",fe,2,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
139,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,2,when,L2,unsyncopated,when,when,11,Online_whenL2//b.fe3.1110.wav,me,mi,ñu,sil,bi,fe,si,sil1,to,go,sil2,['miss'],,,1.11,no_beat,,,,fe,2,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
140,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,2,when,L2,unsyncopated,when,when,12,Online_whenL2//a.du7.0.wav,du,ño,te,sil,ñu,to,mi,sil1,su,fe,sil2,['catch'],[0.6784999999999854],[0.6784999999999854],0.0,beat,0.6784999999999854,0.6784999999999854,"[""space""]",du,1,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
141,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,2,when,L2,unsyncopated,when,when,13,Online_whenL2//a.du4.1998.wav,cha,si,go,sil,mi,ñu,me,sil1,su,du,sil2,['miss'],,,1.998,no_beat,,,,du,1,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
142,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,2,when,L2,unsyncopated,when,when,14,Online_whenL2//a.du5.1110.wav,bi,ño,ra,sil,ba,du,mi,sil1,to,ñu,sil2,['miss'],,,1.11,no_beat,,,,du,1,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
143,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,2,when,L2,unsyncopated,when,when,15,Online_whenL2//a.du6.888.wav,me,si,bi,sil,du,mi,cha,sil1,te,fe,sil2,['catch'],[1.8553999999985535],[1.8553999999985535],0.888,beat,0.9673999999985536,0.9673999999985536,"[""space""]",du,1,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
144,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,2,when,L2,unsyncopated,when,when,16,Online_whenL2//c.cha11.1998.wav,bi,te,ra,sil,si,su,ñu,sil1,go,cha,sil2,['catch_delay'],[0.7137999999970963],[0.7137999999970963],1.998,no_beat,0.7137999999970963,0.7137999999970963,,cha,3,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
145,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,2,when,L2,unsyncopated,when,when,17,Online_whenL2//c.cha10.444.wav,mi,su,cha,sil,si,me,go,sil1,ra,ñu,sil2,['catch'],"[0.047799999997096165, 1.2465999999940323]",[1.2465999999940323],0.444,no_beat,0.8025999999940323,0.8025999999940323,"[""space"",""space""]",cha,3,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
146,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,2,when,L2,unsyncopated,when,when,18,Online_whenL2//c.cha8.none.wav,mi,si,to,sil,ra,ba,ño,sil1,du,su,sil2,['-'],,,none,none,,,,cha,3,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
147,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,2,when,L2,unsyncopated,when,when,19,Online_whenL2//c.cha9.none.wav,go,ba,ñu,sil,bi,fe,to,sil1,mi,ño,sil2,['-'],,,none,none,,,,cha,3,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
148,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,2,when,L2,unsyncopated,when,when,20,Online_whenL2//a.du26.none.wav,bi,ra,te,sil,ba,si,ño,sil1,go,to,sil2,['false alarm'],[1.017699999995557],[1.017699999995557],none,none,,,"[""space""]",du,1,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
149,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,2,when,L2,unsyncopated,when,when,21,Online_whenL2//a.du24.222.wav,me,du,to,sil,su,te,ra,sil1,bi,ñu,sil2,['miss'],,,0.222,no_beat,,,,du,1,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
150,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,2,when,L2,unsyncopated,when,when,22,Online_whenL2//a.du25.444.wav,ñu,cha,du,sil,mi,su,si,sil1,go,me,sil2,['catch'],[1.309800000004543],[1.309800000004543],0.444,no_beat,0.8658000000045432,0.8658000000045432,"[""space""]",du,1,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
151,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,2,when,L2,unsyncopated,when,when,23,Online_whenL2//a.du27.none.wav,su,go,bi,sil,fe,to,ño,sil1,si,te,sil2,['-'],,,none,none,,,,du,1,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
152,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,2,when,L2,unsyncopated,when,when,24,Online_whenL2//b.fe23.none.wav,me,ba,du,sil,ra,to,bi,sil1,si,ñu,sil2,['-'],,,none,none,,,,fe,2,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
153,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,2,when,L2,unsyncopated,when,when,25,Online_whenL2//b.fe22.none.wav,ño,ra,go,sil,ñu,bi,su,sil1,to,te,sil2,['-'],,,none,none,,,,fe,2,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
154,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,2,when,L2,unsyncopated,when,when,26,Online_whenL2//b.fe21.1332.wav,ñu,mi,go,sil,te,su,fe,sil1,me,cha,sil2,['catch'],[1.9483999999984007],[1.9483999999984007],1.332,no_beat,0.6163999999984007,0.6163999999984007,"[""space""]",fe,2,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
155,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,2,when,L2,unsyncopated,when,when,27,Online_whenL2//b.fe20.1332.wav,cha,ño,du,sil,si,me,fe,sil1,te,mi,sil2,['catch'],[2.261200000002873],[2.261200000002873],1.332,no_beat,0.9292000000028728,0.9292000000028728,"[""space""]",fe,2,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
156,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,2,when,L2,unsyncopated,when,when,28,Online_whenL2//d.si10.none.wav,to,bi,fe,sil,me,mi,ra,sil1,ba,cha,sil2,['-'],,,none,none,,,,si,4,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
157,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,2,when,L2,unsyncopated,when,when,29,Online_whenL2//d.si11.none.wav,to,mi,me,sil,ra,ñu,cha,sil1,su,du,sil2,['-'],,,none,none,,,,si,4,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
158,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,2,when,L2,unsyncopated,when,when,30,Online_whenL2//d.si9.none.wav,du,su,to,sil,ba,ra,mi,sil1,te,ño,sil2,['false alarm'],[0.9393999999986136],[0.9393999999986136],none,none,,,"[""space""]",si,4,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
159,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,2,when,L2,unsyncopated,when,when,31,Online_whenL2//d.si8.none.wav,ñu,su,fe,sil,ra,ño,me,sil1,cha,mi,sil2,['false alarm'],[1.0733999999986281],[1.0733999999986281],none,none,,,"[""space""]",si,4,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
160,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,2,when,L2,unsyncopated,when,when,32,Online_whenL2//b.fe11.1332.wav,ba,bi,go,sil,su,mi,fe,sil1,si,me,sil2,['catch'],[2.086100000001352],[2.086100000001352],1.332,no_beat,0.7541000000013518,0.7541000000013518,"[""space""]",fe,2,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
161,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,2,when,L2,unsyncopated,when,when,33,Online_whenL2//b.fe10.none.wav,to,du,su,sil,mi,ño,ba,sil1,bi,ra,sil2,['-'],,,none,none,,,,fe,2,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
162,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,2,when,L2,unsyncopated,when,when,34,Online_whenL2//b.fe8.none.wav,su,to,go,sil,mi,ra,si,sil1,ba,ñu,sil2,['-'],,,none,none,,,,fe,2,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
163,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,2,when,L2,unsyncopated,when,when,35,Online_whenL2//b.fe9.none.wav,du,ñu,su,sil,te,to,go,sil1,ño,me,sil2,['-'],,,none,none,,,,fe,2,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
164,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,2,when,L2,unsyncopated,when,when,36,Online_whenL2//d.si7.none.wav,go,cha,te,sil,fe,ñu,ba,sil1,mi,to,sil2,['-'],,,none,none,,,,si,4,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
165,2024-04-28_14h48.04.519,Experiment4_uns,s174,24 ,feminino,right,españa,"catalan,español, ",Bachelor degree,no,no,B,2,when,L2,unsyncopated,when,when,37,Online_whenL2//d.si6.1776.wav,te,cha,du,sil,fe,ño,me,sil1,si,bi,sil2,['catch'],[2.5025000000000546],[2.5025000000000546],1.776,beat,0.7265000000000545,0.7265000000000545,"[""space""]",si,4,,,,,,,,,,,,,,,5.0,2 o 3,español,2.0,catalan,2.0,urdu,4.0,punjabi,4.0,ingles,3.0,3.0,no,no,no,no,,,, ha estabo bien ,53.0,yes
