Unnamed: 0,date,expName,participant,age,sex,hand,residence,native_lang,education_level,lang_deficit,aud_deficit,group,block,condition,language,rhythm,rule structure online,rule type online,order_trial_on,trial_online,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,catch_syll_resp,rts_syll_catch,clean_rts,time_syll,beat_no_beat,catch_rtsTR,catch_rts,syllable_catch.keys,cond_syll,syll_to_catch,test_offline,block_off,condition_off,rhythm_off,rule,rule_str_off,rule_norule,conds_offline,language_off,Partz_no_partm.keys,Partz_no_partm.rt,security_1_7.keys,accuracy,security_1_7.rt,n_lang,n_lang_used,lang_1,age_l1,lang_2,age_l2,ability_learn_l2,tendence_mix_lan,music_experience,muisc_use,partiture,instr_1,age_M1,preguntas_musica1,BMRQ_answer.response,BMRQ_Score,bilingual
0,2023-07-30_17h24.25.873,Unsyncopated1,s4,30 ,feminino,right, España,CatalánCastellano,Upper secondary,no,yes,A,1,conjunction_un,L1,unsyncopated,s2,r2,0,Online_conjL1_un//b.ta.be17.888.1776.wav,ro,zu,ne,sil,ta,ze,fo,sil1,be,ri,sil2,['catch'],"[0.8410000000000082, 1.551499999999976]",[1.551499999999976],0.888,beat,0.6634999999999759,0.6634999999999759,"[""space"",""space""]",ta,1,testConjL1Uns//r2.s1.1.wav,1.0,conjunction_un,unsyncopated,b,s1,rule,rule,L1,z,1.419,7.0,1.0,10.3575,2 ,2.0,catalan,6.0,castellano,0.0,3.0,4.0,yes,no,yes,piano,10,1. Cuando comparto música con alguien siento una complicidad especial con aquella persona.,0.0,59.0,yes
1,2023-07-30_17h24.25.873,Unsyncopated1,s4,30 ,feminino,right, España,CatalánCastellano,Upper secondary,no,yes,A,1,conjunction_un,L1,unsyncopated,s2,r1,1,Online_conjL1_un//b.ta.be18.none.none.wav,ne,ze,ro,sil,pu,la,cho,sil1,ki,lu,sil2,['false alarm'],[0.5728999999761868],[0.5728999999761868],none,none,,,"[""space""]",ta,1,testConjL1Uns//r1.s2.1.wav,1.0,conjunction_un,unsyncopated,a,s2,rule,rule,L1,z,1.1844,7.0,1.0,1.9529,2 ,2.0,catalan,6.0,castellano,0.0,3.0,4.0,yes,no,yes,piano,10,2. En mi tiempo libre apenas escucho música.,5.0,59.0,yes
2,2023-07-30_17h24.25.873,Unsyncopated1,s4,30 ,feminino,right, España,CatalánCastellano,Upper secondary,no,yes,A,1,conjunction_un,L1,unsyncopated,s2,r2,2,Online_conjL1_un//b.ta.be19.888.1776.wav,zu,ni,lu,sil,ta,ri,la,sil1,be,ze,sil2,['catch'],[1.2571999999880745],[1.2571999999880745],0.888,beat,0.3691999999880745,0.3691999999880745,"[""space""]",ta,1,testConjL1Uns//time_viol.r1.s2.0.wav,1.0,conjunction_un,unsyncopated,a,s2,no_rule,time,L1,z,1.6044,5.0,0.0,1.6474,2 ,2.0,catalan,6.0,castellano,0.0,3.0,4.0,yes,no,yes,piano,10,3. Algunas canciones me ponen los pelos de punta,4.0,59.0,yes
3,2023-07-30_17h24.25.873,Unsyncopated1,s4,30 ,feminino,right, España,CatalánCastellano,Upper secondary,no,yes,A,1,conjunction_un,L1,unsyncopated,s2,r2,3,Online_conjL1_un//b.ta.be16.888.1776.wav,ze,cho,fo,sil,ta,ne,zu,sil1,be,lu,sil2,['catch'],[1.2241000000238387],[1.2241000000238387],0.888,beat,0.3361000000238386,0.3361000000238386,"[""space""]",ta,1,testConjL1Uns//r1.s1.2.wav,1.0,conjunction_un,unsyncopated,a,s1,rule,rule,L1,m,3.379,5.0,0.0,2.6739,2 ,2.0,catalan,6.0,castellano,0.0,3.0,4.0,yes,no,yes,piano,10,4. La música me hace compañía cuando estoy solo,4.0,59.0,yes
4,2023-07-30_17h24.25.873,Unsyncopated1,s4,30 ,feminino,right, España,CatalánCastellano,Upper secondary,no,yes,A,1,conjunction_un,L1,unsyncopated,s2,r1,4,Online_conjL1_un//a.pu.ki21.888.1776.wav,zu,ri,ni,sil,pu,lu,fa,sil1,ki,ro,sil2,"['false alarm', 'catch']","[0.3341000000238523, 2.168400000035774]",[2.168400000035774],1.776,beat,0.3924000000357741,0.3924000000357741,"[""space"",""space""]",ki,2,testConjL1Uns//r1.s2.0.wav,1.0,conjunction_un,unsyncopated,a,s2,rule,rule,L1,z,0.587,7.0,1.0,1.9195,2 ,2.0,catalan,6.0,castellano,0.0,3.0,4.0,yes,no,yes,piano,10,5. No me apetece bailar ni con la música que más me gusta,5.0,59.0,yes
5,2023-07-30_17h24.25.873,Unsyncopated1,s4,30 ,feminino,right, España,CatalánCastellano,Upper secondary,no,yes,A,1,conjunction_un,L1,unsyncopated,s1,r1,5,Online_conjL1_un//a.pu.ki23.0.888.wav,pu,la,ze,sil,ki,cho,fo,sil1,ne,zu,sil2,['catch'],[1.3778000000119164],[1.3778000000119164],0.888,beat,0.4898000000119163,0.4898000000119163,"[""space""]",ki,2,testConjL1Uns//time_viol.r1.s1.0.wav,1.0,conjunction_un,unsyncopated,a,s1,no_rule,time,L1,m,2.6551,4.0,1.0,1.9181,2 ,2.0,catalan,6.0,castellano,0.0,3.0,4.0,yes,no,yes,piano,10,6. La música me hace conectar con la gente,0.0,59.0,yes
6,2023-07-30_17h24.25.873,Unsyncopated1,s4,30 ,feminino,right, España,CatalánCastellano,Upper secondary,no,yes,A,1,conjunction_un,L1,unsyncopated,s2,r1,6,Online_conjL1_un//a.pu.ki22.888.1776.wav,la,ze,zu,sil,pu,ne,cho,sil1,ki,ri,sil2,['catch'],[2.1055000000000064],[2.1055000000000064],1.776,beat,0.3295000000000063,0.3295000000000063,"[""space""]",ki,2,testConjL1Uns//time_viol.r2.s2.0.wav,1.0,conjunction_un,unsyncopated,b,s2,no_rule,time,L1,m,1.0197,6.0,1.0,2.8185,2 ,2.0,catalan,6.0,castellano,0.0,3.0,4.0,yes,no,yes,piano,10,7. Me informo sobre la música que me gusta.,3.0,59.0,yes
7,2023-07-30_17h24.25.873,Unsyncopated1,s4,30 ,feminino,right, España,CatalánCastellano,Upper secondary,no,yes,A,1,conjunction_un,L1,unsyncopated,s1,r2,7,Online_conjL1_un//a.pu.ki20.none.none.wav,ta,ni,ze,sil,be,ri,ne,sil1,cho,fo,sil2,['-'],,,none,none,,,,ki,2,testConjL1Uns//dep_viol.r2.s2.0.wav,1.0,conjunction_un,unsyncopated,b,s2,no_rule,dep,L1,z,0.4546,7.0,0.0,1.6684,2 ,2.0,catalan,6.0,castellano,0.0,3.0,4.0,yes,no,yes,piano,10,8.Me emociono escuchando ciertas canciones.,4.0,59.0,yes
8,2023-07-30_17h24.25.873,Unsyncopated1,s4,30 ,feminino,right, España,CatalánCastellano,Upper secondary,no,yes,A,1,conjunction_un,L1,unsyncopated,s1,r1,8,Online_conjL1_un//b.ta.be20.none.none.wav,pu,ri,ro,sil,ki,ze,ne,sil1,zu,fa,sil2,['-'],,,none,none,,,,ta,1,testConjL1Uns//dep_viol.r1.s1.0.wav,1.0,conjunction_un,unsyncopated,a,s1,no_rule,dep,L1,z,0.571,5.0,0.0,1.4695,2 ,2.0,catalan,6.0,castellano,0.0,3.0,4.0,yes,no,yes,piano,10,9.La música me tranquiliza y me relaja.,4.0,59.0,yes
9,2023-07-30_17h24.25.873,Unsyncopated1,s4,30 ,feminino,right, España,CatalánCastellano,Upper secondary,no,yes,A,1,conjunction_un,L1,unsyncopated,s1,r1,9,Online_conjL1_un//b.ta.be22.none.none.wav,pu,ze,fa,sil,ki,zu,cho,sil1,ro,la,sil2,['-'],,,none,none,,,,ta,1,testConjL1Uns//dep_viol.r2.s1.0.wav,1.0,conjunction_un,unsyncopated,b,s1,no_rule,dep,L1,m,1.3057,7.0,1.0,1.9087,2 ,2.0,catalan,6.0,castellano,0.0,3.0,4.0,yes,no,yes,piano,10,10.La música me hace bailar,4.0,59.0,yes
10,2023-07-30_17h24.25.873,Unsyncopated1,s4,30 ,feminino,right, España,CatalánCastellano,Upper secondary,no,yes,A,1,conjunction_un,L1,unsyncopated,s1,r2,10,Online_conjL1_un//b.ta.be21.0.888.wav,ta,fo,ri,sil,be,lu,ni,sil1,zu,la,sil2,['catch'],[0.5458000000119227],[0.5458000000119227],0.0,beat,0.5458000000119227,0.5458000000119227,"[""space""]",ta,1,testConjL1Uns//dep_viol.r1.s2.0.wav,1.0,conjunction_un,unsyncopated,a,s2,no_rule,dep,L1,z,0.4872,6.0,0.0,1.6405,2 ,2.0,catalan,6.0,castellano,0.0,3.0,4.0,yes,no,yes,piano,10,11.Busco novedades musicales continuamente,0.0,59.0,yes
11,2023-07-30_17h24.25.873,Unsyncopated1,s4,30 ,feminino,right, España,CatalánCastellano,Upper secondary,no,yes,A,1,conjunction_un,L1,unsyncopated,s1,r1,11,Online_conjL1_un//b.ta.be23.none.none.wav,pu,ro,zu,sil,ki,ze,ni,sil1,fo,ri,sil2,['-'],,,none,none,,,,ta,1,testConjL1Uns//r1.s1.0.wav,1.0,conjunction_un,unsyncopated,a,s1,rule,rule,L1,z,1.6396,7.0,1.0,1.2197,2 ,2.0,catalan,6.0,castellano,0.0,3.0,4.0,yes,no,yes,piano,10,12. Puedo llorar cuando escucho algunas melodías que me gustan mucho.,4.0,59.0,yes
12,2023-07-30_17h24.25.873,Unsyncopated1,s4,30 ,feminino,right, España,CatalánCastellano,Upper secondary,no,yes,A,1,conjunction_un,L1,unsyncopated,s1,r2,12,Online_conjL1_un//b.ta.be25.0.888.wav,ta,la,lu,sil,be,cho,zu,sil1,ne,ro,sil2,['catch'],[0.5269000000357664],[0.5269000000357664],0.0,beat,0.5269000000357664,0.5269000000357664,"[""space""]",ta,1,testConjL1Uns//r1.s1.1.wav,1.0,conjunction_un,unsyncopated,a,s1,rule,rule,L1,m,1.1542,6.0,0.0,0.8858,2 ,2.0,catalan,6.0,castellano,0.0,3.0,4.0,yes,no,yes,piano,10,13. Me gusta cantar o tocar un instrumento con más gente,2.0,59.0,yes
13,2023-07-30_17h24.25.873,Unsyncopated1,s4,30 ,feminino,right, España,CatalánCastellano,Upper secondary,no,yes,A,1,conjunction_un,L1,unsyncopated,s2,r2,13,Online_conjL1_un//b.ta.be24.888.1776.wav,ze,ne,ri,sil,ta,fa,la,sil1,be,fo,sil2,['catch'],[1.5798000000119146],[1.5798000000119146],0.888,beat,0.6918000000119146,0.6918000000119146,"[""space""]",ta,1,testConjL1Uns//r2.s1.2.wav,1.0,conjunction_un,unsyncopated,b,s1,rule,rule,L1,m,1.2897,6.0,0.0,1.8363,2 ,2.0,catalan,6.0,castellano,0.0,3.0,4.0,yes,no,yes,piano,10,14. La música me ayuda a desconectar.,4.0,59.0,yes
14,2023-07-30_17h24.25.873,Unsyncopated1,s4,30 ,feminino,right, España,CatalánCastellano,Upper secondary,no,yes,A,1,conjunction_un,L1,unsyncopated,s2,r2,14,Online_conjL1_un//b.ta.be27.888.1776.wav,fo,ni,lu,sil,ta,ne,ro,sil1,be,fa,sil2,['catch'],[1.3138000000119519],[1.3138000000119519],0.888,beat,0.4258000000119518,0.4258000000119518,"[""space""]",ta,1,testConjL1Uns//r2.s2.2.wav,1.0,conjunction_un,unsyncopated,b,s2,rule,rule,L1,z,0.5697,7.0,1.0,1.4874,2 ,2.0,catalan,6.0,castellano,0.0,3.0,4.0,yes,no,yes,piano,10,15. No puedo evitar tararear las canciones que me gustan cuando las escucho.,4.0,59.0,yes
15,2023-07-30_17h24.25.873,Unsyncopated1,s4,30 ,feminino,right, España,CatalánCastellano,Upper secondary,no,yes,A,1,conjunction_un,L1,unsyncopated,s2,r2,15,Online_conjL1_un//b.ta.be26.888.1776.wav,ni,ri,fa,sil,ta,zu,lu,sil1,be,ze,sil2,['catch'],[1.3317999999523522],[1.3317999999523522],0.888,beat,0.4437999999523522,0.4437999999523522,"[""space""]",ta,1,testConjL1Uns//r1.s2.2.wav,1.0,conjunction_un,unsyncopated,a,s2,rule,rule,L1,z,0.5687,7.0,1.0,1.1571,2 ,2.0,catalan,6.0,castellano,0.0,3.0,4.0,yes,no,yes,piano,10,16. En los conciertos me siento en sintonía con los artistas y el público.,0.0,59.0,yes
16,2023-07-30_17h24.25.873,Unsyncopated1,s4,30 ,feminino,right, España,CatalánCastellano,Upper secondary,no,yes,A,1,conjunction_un,L1,unsyncopated,s1,r2,16,Online_conjL1_un//b.ta.be12.0.888.wav,ta,lu,fa,sil,be,ri,la,sil1,fo,zu,sil2,"['catch', 'false alarm']","[0.39749999999997954, 1.5810000000000173]",[0.39749999999997954],0.0,beat,0.3974999999999795,0.3974999999999795,"[""space"",""space""]",ta,1,testConjL1Uns//time_viol.r2.s1.0.wav,1.0,conjunction_un,unsyncopated,b,s1,no_rule,time,L1,m,0.4534,6.0,1.0,1.603,2 ,2.0,catalan,6.0,castellano,0.0,3.0,4.0,yes,no,yes,piano,10,17. Me gasto bastante dinero en música y cosas relacionadas con la música.,0.0,59.0,yes
17,2023-07-30_17h24.25.873,Unsyncopated1,s4,30 ,feminino,right, España,CatalánCastellano,Upper secondary,no,yes,A,1,conjunction_un,L1,unsyncopated,s1,r1,17,Online_conjL1_un//b.ta.be14.none.none.wav,pu,ri,la,sil,ki,cho,fo,sil1,lu,ze,sil2,['false alarm'],[0.5808000000119478],[0.5808000000119478],none,none,,,"[""space""]",ta,1,testConjL1Uns//cat_viol.r2.s1.0.wav,1.0,conjunction_un,unsyncopated,b,s1,no_rule,cat,L1,m,1.1871,6.0,1.0,1.2234,2 ,2.0,catalan,6.0,castellano,0.0,3.0,4.0,yes,no,yes,piano,10,18. Siento escalofríos cuando escucho una melodía que me gusta.,4.0,59.0,yes
18,2023-07-30_17h24.25.873,Unsyncopated1,s4,30 ,feminino,right, España,CatalánCastellano,Upper secondary,no,yes,A,1,conjunction_un,L1,unsyncopated,s1,r1,18,Online_conjL1_un//b.ta.be13.none.none.wav,pu,zu,fo,sil,ki,fa,ri,sil1,ro,ne,sil2,['-'],,,none,none,,,,ta,1,testConjL1Uns//r2.s2.0.wav,1.0,conjunction_un,unsyncopated,b,s2,rule,rule,L1,z,2.6964,4.0,1.0,1.1165,2 ,2.0,catalan,6.0,castellano,0.0,3.0,4.0,yes,no,yes,piano,10,19. Con la música me puedo desahogar.,4.0,59.0,yes
19,2023-07-30_17h24.25.873,Unsyncopated1,s4,30 ,feminino,right, España,CatalánCastellano,Upper secondary,no,yes,A,1,conjunction_un,L1,unsyncopated,s2,r1,19,Online_conjL1_un//b.ta.be15.none.none.wav,fa,ri,cho,sil,pu,ne,la,sil1,ki,zu,sil2,['-'],,,none,none,,,,ta,1,testConjL1Uns//cat_viol.r1.s2.0.wav,1.0,conjunction_un,unsyncopated,a,s2,no_rule,cat,L1,m,1.371,5.0,1.0,0.8253,2 ,2.0,catalan,6.0,castellano,0.0,3.0,4.0,yes,no,yes,piano,10,20. Cuando escucho una melodía que me gusta mucho no puedo evitar mover el cuerpo.,4.0,59.0,yes
20,2023-07-30_17h24.25.873,Unsyncopated1,s4,30 ,feminino,right, España,CatalánCastellano,Upper secondary,no,yes,A,1,conjunction_un,L1,unsyncopated,s1,r2,20,Online_conjL1_un//d.ne.ni25.none.none.wav,ta,fa,ze,sil,be,ro,lu,sil1,la,fo,sil2,['false alarm'],[0.5133999999761727],[0.5133999999761727],none,none,,,"[""space""]",ne,4,testConjL1Uns//r2.s2.1.wav,1.0,conjunction_un,unsyncopated,b,s2,rule,rule,L1,m,1.6038,5.0,0.0,1.4118,2 ,2.0,catalan,6.0,castellano,0.0,3.0,4.0,yes,no,yes,piano,10,,,59.0,yes
21,2023-07-30_17h24.25.873,Unsyncopated1,s4,30 ,feminino,right, España,CatalánCastellano,Upper secondary,no,yes,A,1,conjunction_un,L1,unsyncopated,s2,r1,21,Online_conjL1_un//d.ne.ni26.none.none.wav,lu,ri,ro,sil,pu,cho,fa,sil1,ki,ze,sil2,['-'],,,none,none,,,,ne,4,testConjL1Uns//cat_viol.r2.s2.0.wav,1.0,conjunction_un,unsyncopated,b,s2,no_rule,cat,L1,m,0.7721,5.0,1.0,1.1192,2 ,2.0,catalan,6.0,castellano,0.0,3.0,4.0,yes,no,yes,piano,10,,,59.0,yes
22,2023-07-30_17h24.25.873,Unsyncopated1,s4,30 ,feminino,right, España,CatalánCastellano,Upper secondary,no,yes,A,1,conjunction_un,L1,unsyncopated,s2,r2,22,Online_conjL1_un//d.ne.ni27.1110.0.wav,ni,fa,ri,sil,ta,ne,zu,sil1,be,la,sil2,['miss'],,,1.11,no_beat,,,,ne,4,testConjL1Uns//r2.s1.0.wav,1.0,conjunction_un,unsyncopated,b,s1,rule,rule,L1,m,0.3589,5.0,0.0,0.7032,2 ,2.0,catalan,6.0,castellano,0.0,3.0,4.0,yes,no,yes,piano,10,,,59.0,yes
23,2023-07-30_17h24.25.873,Unsyncopated1,s4,30 ,feminino,right, España,CatalánCastellano,Upper secondary,no,yes,A,1,conjunction_un,L1,unsyncopated,s2,r1,23,Online_conjL1_un//d.ne.ni24.1110.222.wav,ri,ni,fa,sil,pu,ne,ro,sil1,ki,fo,sil2,['miss'],,,1.11,no_beat,,,,ne,4,testConjL1Uns//cat_viol.r1.s1.0.wav,1.0,conjunction_un,unsyncopated,a,s1,no_rule,cat,L1,m,0.3913,5.0,1.0,1.6062,2 ,2.0,catalan,6.0,castellano,0.0,3.0,4.0,yes,no,yes,piano,10,,,59.0,yes
24,2023-07-30_17h24.25.873,Unsyncopated1,s4,30 ,feminino,right, España,CatalánCastellano,Upper secondary,no,yes,A,1,conjunction_un,L1,unsyncopated,s1,r2,24,Online_conjL1_un//c.ro.fo3.222.1110.wav,ta,ro,ne,sil,be,fo,fa,sil1,cho,ze,sil2,['catch'],[1.0903999999761709],[1.0903999999761709],0.222,no_beat,0.8683999999761709,0.8683999999761709,"[""space""]",ro,3,testConjL4Syn//cat_viol.r1.s1.0.wav,2.0,conjunction_syn,syncopated,a,s1,no_rule,cat,L4,z,1.487,7.0,0.0,1.711,2 ,2.0,catalan,6.0,castellano,0.0,3.0,4.0,yes,no,yes,piano,10,,,59.0,yes
25,2023-07-30_17h24.25.873,Unsyncopated1,s4,30 ,feminino,right, España,CatalánCastellano,Upper secondary,no,yes,A,1,conjunction_un,L1,unsyncopated,s2,r1,25,Online_conjL1_un//c.ro.fo1.none.none.wav,cho,zu,fa,sil,pu,lu,ni,sil1,ki,ze,sil2,['-'],,,none,none,,,,ro,3,testConjL4Syn//r1.s2.0.wav,2.0,conjunction_syn,syncopated,a,s2,rule,rule,L4,z,1.2871,7.0,1.0,0.8189,2 ,2.0,catalan,6.0,castellano,0.0,3.0,4.0,yes,no,yes,piano,10,,,59.0,yes
26,2023-07-30_17h24.25.873,Unsyncopated1,s4,30 ,feminino,right, España,CatalánCastellano,Upper secondary,no,yes,A,1,conjunction_un,L1,unsyncopated,s2,r2,26,Online_conjL1_un//c.ro.fo0.0.222.wav,ro,fo,ri,sil,ta,fa,zu,sil1,be,ze,sil2,['catch'],[0.47160000002384095],[0.47160000002384095],0.0,beat,0.4716000000238409,0.4716000000238409,"[""space""]",ro,3,testConjL4Syn//r2.s1.2.wav,2.0,conjunction_syn,syncopated,b,s1,rule,rule,L4,z,0.5351,7.0,1.0,0.3534,2 ,2.0,catalan,6.0,castellano,0.0,3.0,4.0,yes,no,yes,piano,10,,,59.0,yes
27,2023-07-30_17h24.25.873,Unsyncopated1,s4,30 ,feminino,right, España,CatalánCastellano,Upper secondary,no,yes,A,1,conjunction_un,L1,unsyncopated,s1,r1,27,Online_conjL1_un//c.ro.fo2.none.none.wav,pu,ni,ne,sil,ki,la,ri,sil1,cho,zu,sil2,['-'],,,none,none,,,,ro,3,testConjL4Syn//r1.s1.0.wav,2.0,conjunction_syn,syncopated,a,s1,rule,rule,L4,z,0.6687,7.0,1.0,0.6606,2 ,2.0,catalan,6.0,castellano,0.0,3.0,4.0,yes,no,yes,piano,10,,,59.0,yes
28,2023-07-30_17h24.25.873,Unsyncopated1,s4,30 ,feminino,right, España,CatalánCastellano,Upper secondary,no,yes,A,1,conjunction_un,L1,unsyncopated,s2,r1,28,Online_conjL1_un//c.ro.fo24.none.none.wav,la,lu,cho,sil,pu,fa,ri,sil1,ki,ze,sil2,['-'],,,none,none,,,,ro,3,testConjL4Syn//time_viol.r2.s2.0.wav,2.0,conjunction_syn,syncopated,b,s2,no_rule,time,L4,z,0.9084,7.0,0.0,0.3525,2 ,2.0,catalan,6.0,castellano,0.0,3.0,4.0,yes,no,yes,piano,10,,,59.0,yes
29,2023-07-30_17h24.25.873,Unsyncopated1,s4,30 ,feminino,right, España,CatalánCastellano,Upper secondary,no,yes,A,1,conjunction_un,L1,unsyncopated,s1,r1,29,Online_conjL1_un//c.ro.fo27.1332.222.wav,pu,fo,lu,sil,ki,la,ro,sil1,ze,zu,sil2,['catch'],[1.8899999999999864],[1.8899999999999864],1.332,no_beat,0.5579999999999863,0.5579999999999863,"[""space""]",ro,3,testConjL4Syn//time_viol.r2.s1.0.wav,2.0,conjunction_syn,syncopated,b,s1,no_rule,time,L4,z,0.3878,7.0,0.0,0.3195,2 ,2.0,catalan,6.0,castellano,0.0,3.0,4.0,yes,no,yes,piano,10,,,59.0,yes
30,2023-07-30_17h24.25.873,Unsyncopated1,s4,30 ,feminino,right, España,CatalánCastellano,Upper secondary,no,yes,A,1,conjunction_un,L1,unsyncopated,s2,r1,30,Online_conjL1_un//c.ro.fo26.1332.0.wav,fo,lu,ne,sil,pu,ri,ro,sil1,ki,ze,sil2,['catch'],[2.090199999988158],[2.090199999988158],1.332,no_beat,0.7581999999881581,0.7581999999881581,"[""space""]",ro,3,testConjL4Syn//r2.s2.2.wav,2.0,conjunction_syn,syncopated,b,s2,rule,rule,L4,z,0.0613,7.0,1.0,0.5003,2 ,2.0,catalan,6.0,castellano,0.0,3.0,4.0,yes,no,yes,piano,10,,,59.0,yes
31,2023-07-30_17h24.25.873,Unsyncopated1,s4,30 ,feminino,right, España,CatalánCastellano,Upper secondary,no,yes,A,1,conjunction_un,L1,unsyncopated,s2,r2,31,Online_conjL1_un//c.ro.fo25.none.none.wav,ni,cho,fa,sil,ta,zu,la,sil1,be,lu,sil2,['-'],,,none,none,,,,ro,3,testConjL4Syn//r1.s1.2.wav,2.0,conjunction_syn,syncopated,a,s1,rule,rule,L4,z,1.3021,7.0,1.0,0.4241,2 ,2.0,catalan,6.0,castellano,0.0,3.0,4.0,yes,no,yes,piano,10,,,59.0,yes
32,2023-07-30_17h24.25.873,Unsyncopated1,s4,30 ,feminino,right, España,CatalánCastellano,Upper secondary,no,yes,A,1,conjunction_un,L1,unsyncopated,s2,r1,32,Online_conjL1_un//c.ro.fo5.1110.222.wav,ze,fo,lu,sil,pu,ro,zu,sil1,ki,la,sil2,['catch'],[1.87889999997617],[1.87889999997617],1.11,no_beat,0.7688999999761699,0.7688999999761699,"[""space""]",ro,3,testConjL4Syn//cat_viol.r2.s1.0.wav,2.0,conjunction_syn,syncopated,b,s1,no_rule,cat,L4,z,0.3525,7.0,0.0,0.4029,2 ,2.0,catalan,6.0,castellano,0.0,3.0,4.0,yes,no,yes,piano,10,,,59.0,yes
33,2023-07-30_17h24.25.873,Unsyncopated1,s4,30 ,feminino,right, España,CatalánCastellano,Upper secondary,no,yes,A,1,conjunction_un,L1,unsyncopated,s1,r1,33,Online_conjL1_un//c.ro.fo6.none.none.wav,pu,ne,la,sil,ki,ze,ni,sil1,zu,ri,sil2,['-'],,,none,none,,,,ro,3,testConjL4Syn//cat_viol.r1.s2.0.wav,2.0,conjunction_syn,syncopated,a,s2,no_rule,cat,L4,m,1.2889,5.0,1.0,0.736,2 ,2.0,catalan,6.0,castellano,0.0,3.0,4.0,yes,no,yes,piano,10,,,59.0,yes
34,2023-07-30_17h24.25.873,Unsyncopated1,s4,30 ,feminino,right, España,CatalánCastellano,Upper secondary,no,yes,A,1,conjunction_un,L1,unsyncopated,s2,r2,34,Online_conjL1_un//c.ro.fo7.444.1110.wav,ni,lu,ro,sil,ta,fo,fa,sil1,be,la,sil2,['catch'],[1.0283000000118818],[1.0283000000118818],0.444,no_beat,0.5843000000118819,0.5843000000118819,"[""space""]",ro,3,testConjL4Syn//r2.s2.0.wav,2.0,conjunction_syn,syncopated,b,s2,rule,rule,L4,z,0.0713,7.0,1.0,0.3705,2 ,2.0,catalan,6.0,castellano,0.0,3.0,4.0,yes,no,yes,piano,10,,,59.0,yes
35,2023-07-30_17h24.25.873,Unsyncopated1,s4,30 ,feminino,right, España,CatalánCastellano,Upper secondary,no,yes,A,1,conjunction_un,L1,unsyncopated,s2,r2,35,Online_conjL1_un//c.ro.fo4.0.1110.wav,ro,lu,fa,sil,ta,fo,ne,sil1,be,ni,sil2,['catch'],[0.6438000000118791],[0.6438000000118791],0.0,beat,0.6438000000118791,0.6438000000118791,"[""space""]",ro,3,testConjL4Syn//time_viol.r1.s2.0.wav,2.0,conjunction_syn,syncopated,a,s2,no_rule,time,L4,z,0.2048,7.0,0.0,0.2526,2 ,2.0,catalan,6.0,castellano,0.0,3.0,4.0,yes,no,yes,piano,10,,,59.0,yes
36,2023-07-30_17h24.25.873,Unsyncopated1,s4,30 ,feminino,right, España,CatalánCastellano,Upper secondary,no,yes,A,1,conjunction_un,L1,unsyncopated,s1,r1,36,Online_conjL1_un//a.pu.ki5.0.888.wav,pu,lu,zu,sil,ki,fo,la,sil1,cho,ze,sil2,"['false alarm', 'catch']","[0.44710000002385186, 2.076999999999998]",[2.076999999999998],0.888,beat,1.1889999999999985,1.1889999999999985,"[""space"",""space""]",ki,2,testConjL4Syn//cat_viol.r2.s2.0.wav,2.0,conjunction_syn,syncopated,b,s2,no_rule,cat,L4,m,2.5026,3.0,1.0,0.8853,2 ,2.0,catalan,6.0,castellano,0.0,3.0,4.0,yes,no,yes,piano,10,,,59.0,yes
37,2023-07-30_17h24.25.873,Unsyncopated1,s4,30 ,feminino,right, España,CatalánCastellano,Upper secondary,no,yes,A,1,conjunction_un,L1,unsyncopated,s1,r1,37,Online_conjL1_un//a.pu.ki7.0.888.wav,pu,la,fa,sil,ki,ri,ze,sil1,lu,ro,sil2,['catch'],[1.2573000000119237],[1.2573000000119237],0.888,beat,0.3693000000119236,0.3693000000119236,"[""space""]",ki,2,testConjL4Syn//dep_viol.r1.s1.0.wav,2.0,conjunction_syn,syncopated,a,s1,no_rule,dep,L4,m,0.319,7.0,1.0,2.5853,2 ,2.0,catalan,6.0,castellano,0.0,3.0,4.0,yes,no,yes,piano,10,,,59.0,yes
38,2023-07-30_17h24.25.873,Unsyncopated1,s4,30 ,feminino,right, España,CatalánCastellano,Upper secondary,no,yes,A,1,conjunction_un,L1,unsyncopated,s2,r1,38,Online_conjL1_un//a.pu.ki4.888.1776.wav,ni,cho,fa,sil,pu,fo,ne,sil1,ki,la,sil2,['catch'],[2.13459999996428],[2.13459999996428],1.776,beat,0.3585999999642799,0.3585999999642799,"[""space""]",ki,2,testConjL4Syn//r1.s2.1.wav,2.0,conjunction_syn,syncopated,a,s2,rule,rule,L4,m,0.3848,7.0,0.0,0.5029,2 ,2.0,catalan,6.0,castellano,0.0,3.0,4.0,yes,no,yes,piano,10,,,59.0,yes
39,2023-07-30_17h24.25.873,Unsyncopated1,s4,30 ,feminino,right, España,CatalánCastellano,Upper secondary,no,yes,A,1,conjunction_un,L1,unsyncopated,s1,r1,39,Online_conjL1_un//a.pu.ki6.0.888.wav,pu,cho,fa,sil,ki,zu,ni,sil1,ne,ro,sil2,['catch'],[1.4470000000000027],[1.4470000000000027],0.888,beat,0.5590000000000027,0.5590000000000027,"[""space""]",ki,2,testConjL4Syn//r1.s1.1.wav,2.0,conjunction_syn,syncopated,a,s1,rule,rule,L4,m,0.3674,7.0,0.0,0.6278,2 ,2.0,catalan,6.0,castellano,0.0,3.0,4.0,yes,no,yes,piano,10,,,59.0,yes
