Unnamed: 0,date,expName,participant,age,sex,hand,residence,native_lang,education_level,lang_deficit,aud_deficit,group,block,condition,language,rhythm,rule structure online,rule type online,order_trial_on,trial_online,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,catch_syll_resp,rts_syll_catch,clean_rts,time_syll,beat_no_beat,catch_rtsTR,catch_rts,syllable_catch.keys,cond_syll,syll_to_catch,test_offline,block_off,condition_off,rhythm_off,rule,rule_str_off,rule_norule,conds_offline,language_off,Partz_no_partm.keys,Partz_no_partm.rt,security_1_7.keys,accuracy,security_1_7.rt,n_lang,n_lang_used,lang_1,age_l1,lang_2,age_l2,lang_3,age_l3,ability_learn_l2,tendence_mix_lan,music_experience,muisc_use,partiture,instr_1,age_M1,instr_2,age_M2,instr_3,age_M3,preguntas_musica1,BMRQ_answer.response,final comment,BMRQ_Score,bilingual
0,2024-04-13_18h18.46.940,Experiment4_uns,s162,21.0,feminino,right,España,CatalánEspañol,Bachelor degree,no,no,A,1,conjunction_syn,L3,syncopated,s1,r2,0,Online_conjL3_syn//d.ji.li5.1332.222.wav,ñe,li,do,sa,sil,le,ji,di,sil1,ko,sil2,['catch'],[2.0215999999940095],[2.0215999999940095],1.332,no_beat,0.6895999999940094,0.6895999999940094,"[""space""]",ji,4,testConjL3Syn//r2.s2.2.wav,1.0,conjunction_syn,syncopated,b,s2,rule,rule,L3,z,3.6133,7.0,1.0,2.284,3.0,2.0,Catalán,0.0,Español,3.0,Inglés,6.0,4.0,3.0,yes,no,yes,Piano,5,Clarinete,5,Canto,5,1. Cuando comparto música con alguien siento una complicidad especial con aquella persona.,4.0,Durante el último lenguaje mi cabeza ya estaba muy cansada y he empezado a tener un dolor de cabeza muy leve. ,61.0,yes
1,2024-04-13_18h18.46.940,Experiment4_uns,s162,21.0,feminino,right,España,CatalánEspañol,Bachelor degree,no,no,A,1,conjunction_syn,L3,syncopated,s1,r1,1,Online_conjL3_syn//d.ji.li6.none.none.wav,chu,je,fu,mo,sil,ka,ga,le,sil1,do,sil2,['-'],,,none,none,,,,ji,4,testConjL3Syn//r1.s1.1.wav,1.0,conjunction_syn,syncopated,a,s1,rule,rule,L3,z,0.5342,7.0,1.0,1.3176,3.0,2.0,Catalán,0.0,Español,3.0,Inglés,6.0,4.0,3.0,yes,no,yes,Piano,5,Clarinete,5,Canto,5,2. En mi tiempo libre apenas escucho música.,3.0,Durante el último lenguaje mi cabeza ya estaba muy cansada y he empezado a tener un dolor de cabeza muy leve. ,61.0,yes
2,2024-04-13_18h18.46.940,Experiment4_uns,s162,21.0,feminino,right,España,CatalánEspañol,Bachelor degree,no,no,A,1,conjunction_syn,L3,syncopated,s2,r1,2,Online_conjL3_syn//d.ji.li4.0.222.wav,ji,li,ka,chu,sil,le,di,mo,sil1,gu,sil2,['catch'],[0.6222999999970398],[0.6222999999970398],0.0,beat,0.6222999999970398,0.6222999999970398,"[""space""]",ji,4,testConjL3Syn//r1.s2.2.wav,1.0,conjunction_syn,syncopated,a,s2,rule,rule,L3,z,0.9321,7.0,1.0,1.4,3.0,2.0,Catalán,0.0,Español,3.0,Inglés,6.0,4.0,3.0,yes,no,yes,Piano,5,Clarinete,5,Canto,5,3. Algunas canciones me ponen los pelos de punta,3.0,Durante el último lenguaje mi cabeza ya estaba muy cansada y he empezado a tener un dolor de cabeza muy leve. ,61.0,yes
3,2024-04-13_18h18.46.940,Experiment4_uns,s162,21.0,feminino,right,España,CatalánEspañol,Bachelor degree,no,no,A,1,conjunction_syn,L3,syncopated,s2,r1,3,Online_conjL3_syn//d.ji.li7.1332.0.wav,li,ko,di,chu,sil,le,ji,mo,sil1,do,sil2,['catch'],[1.8106000000090035],[1.8106000000090035],1.332,no_beat,0.4786000000090034,0.4786000000090034,"[""space""]",ji,4,testConjL3Syn//dep_viol.r1.s2.0.wav,1.0,conjunction_syn,syncopated,a,s2,no_rule,dep,L3,z,1.1415,7.0,0.0,1.3674,3.0,2.0,Catalán,0.0,Español,3.0,Inglés,6.0,4.0,3.0,yes,no,yes,Piano,5,Clarinete,5,Canto,5,4. La música me hace compañía cuando estoy solo,3.0,Durante el último lenguaje mi cabeza ya estaba muy cansada y he empezado a tener un dolor de cabeza muy leve. ,61.0,yes
4,2024-04-13_18h18.46.940,Experiment4_uns,s162,21.0,feminino,right,España,CatalánEspañol,Bachelor degree,no,no,A,1,conjunction_syn,L3,syncopated,s1,r1,4,Online_conjL3_syn//b.ñe.sa28.none.none.wav,chu,ji,ga,mo,sil,fu,ka,di,sil1,gu,sil2,['-'],,,none,none,,,,ñe,1,testConjL3Syn//cat_viol.r2.s1.0.wav,1.0,conjunction_syn,syncopated,b,s1,no_rule,cat,L3,z,1.4177,7.0,0.0,1.2233,3.0,2.0,Catalán,0.0,Español,3.0,Inglés,6.0,4.0,3.0,yes,no,yes,Piano,5,Clarinete,5,Canto,5,5. No me apetece bailar ni con la música que más me gusta,4.0,Durante el último lenguaje mi cabeza ya estaba muy cansada y he empezado a tener un dolor de cabeza muy leve. ,61.0,yes
5,2024-04-13_18h18.46.940,Experiment4_uns,s162,21.0,feminino,right,España,CatalánEspañol,Bachelor degree,no,no,A,1,conjunction_syn,L3,syncopated,s1,r1,5,Online_conjL3_syn//b.ñe.sa30.none.none.wav,chu,ka,ji,mo,sil,je,gu,do,sil1,li,sil2,['false alarm'],[1.831200000002923],[1.831200000002923],none,none,,,"[""space""]",ñe,1,testConjL3Syn//cat_viol.r2.s2.0.wav,1.0,conjunction_syn,syncopated,b,s2,no_rule,cat,L3,z,0.8065,6.0,0.0,1.6344,3.0,2.0,Catalán,0.0,Español,3.0,Inglés,6.0,4.0,3.0,yes,no,yes,Piano,5,Clarinete,5,Canto,5,6. La música me hace conectar con la gente,3.0,Durante el último lenguaje mi cabeza ya estaba muy cansada y he empezado a tener un dolor de cabeza muy leve. ,61.0,yes
6,2024-04-13_18h18.46.940,Experiment4_uns,s162,21.0,feminino,right,España,CatalánEspañol,Bachelor degree,no,no,A,1,conjunction_syn,L3,syncopated,s1,r1,6,Online_conjL3_syn//b.ñe.sa31.none.none.wav,chu,fu,gu,mo,sil,le,ji,di,sil1,ka,sil2,['-'],,,none,none,,,,ñe,1,testConjL3Syn//dep_viol.r2.s1.0.wav,1.0,conjunction_syn,syncopated,b,s1,no_rule,dep,L3,z,0.7221,6.0,0.0,1.3747,3.0,2.0,Catalán,0.0,Español,3.0,Inglés,6.0,4.0,3.0,yes,no,yes,Piano,5,Clarinete,5,Canto,5,7. Me informo sobre la música que me gusta.,2.0,Durante el último lenguaje mi cabeza ya estaba muy cansada y he empezado a tener un dolor de cabeza muy leve. ,61.0,yes
7,2024-04-13_18h18.46.940,Experiment4_uns,s162,21.0,feminino,right,España,CatalánEspañol,Bachelor degree,no,no,A,1,conjunction_syn,L3,syncopated,s2,r2,7,Online_conjL3_syn//b.ñe.sa29.666.1554.wav,je,do,ga,ñe,sil,li,ka,sa,sil1,gu,sil2,['miss'],,,0.666,no_beat,,,,ñe,1,testConjL3Syn//r2.s2.1.wav,1.0,conjunction_syn,syncopated,b,s2,rule,rule,L3,z,1.2497,6.0,1.0,1.9221,3.0,2.0,Catalán,0.0,Español,3.0,Inglés,6.0,4.0,3.0,yes,no,yes,Piano,5,Clarinete,5,Canto,5,8.Me emociono escuchando ciertas canciones.,4.0,Durante el último lenguaje mi cabeza ya estaba muy cansada y he empezado a tener un dolor de cabeza muy leve. ,61.0,yes
8,2024-04-13_18h18.46.940,Experiment4_uns,s162,21.0,feminino,right,España,CatalánEspañol,Bachelor degree,no,no,A,1,conjunction_syn,L3,syncopated,s2,r1,8,Online_conjL3_syn//b.ñe.sa5.none.none.wav,le,fu,do,chu,sil,li,ga,mo,sil1,ka,sil2,['-'],,,none,none,,,,ñe,1,testConjL3Syn//time_viol.r2.s1.0.wav,1.0,conjunction_syn,syncopated,b,s1,no_rule,time,L3,z,0.9891,7.0,0.0,0.9895,3.0,2.0,Catalán,0.0,Español,3.0,Inglés,6.0,4.0,3.0,yes,no,yes,Piano,5,Clarinete,5,Canto,5,9.La música me tranquiliza y me relaja.,4.0,Durante el último lenguaje mi cabeza ya estaba muy cansada y he empezado a tener un dolor de cabeza muy leve. ,61.0,yes
9,2024-04-13_18h18.46.940,Experiment4_uns,s162,21.0,feminino,right,España,CatalánEspañol,Bachelor degree,no,no,A,1,conjunction_syn,L3,syncopated,s2,r1,9,Online_conjL3_syn//b.ñe.sa6.none.none.wav,le,ka,ko,chu,sil,do,li,mo,sil1,gu,sil2,['-'],,,none,none,,,,ñe,1,testConjL3Syn//time_viol.r2.s2.0.wav,1.0,conjunction_syn,syncopated,b,s2,no_rule,time,L3,z,1.3502,6.0,0.0,1.9084,3.0,2.0,Catalán,0.0,Español,3.0,Inglés,6.0,4.0,3.0,yes,no,yes,Piano,5,Clarinete,5,Canto,5,10.La música me hace bailar,3.0,Durante el último lenguaje mi cabeza ya estaba muy cansada y he empezado a tener un dolor de cabeza muy leve. ,61.0,yes
10,2024-04-13_18h18.46.940,Experiment4_uns,s162,21.0,feminino,right,España,CatalánEspañol,Bachelor degree,no,no,A,1,conjunction_syn,L3,syncopated,s2,r2,10,Online_conjL3_syn//b.ñe.sa7.666.1554.wav,ji,je,ko,ñe,sil,gu,ga,sa,sil1,do,sil2,['miss'],,,0.666,no_beat,,,,ñe,1,testConjL3Syn//r1.s1.2.wav,1.0,conjunction_syn,syncopated,a,s1,rule,rule,L3,z,0.9178,4.0,1.0,1.8667,3.0,2.0,Catalán,0.0,Español,3.0,Inglés,6.0,4.0,3.0,yes,no,yes,Piano,5,Clarinete,5,Canto,5,11.Busco novedades musicales continuamente,1.0,Durante el último lenguaje mi cabeza ya estaba muy cansada y he empezado a tener un dolor de cabeza muy leve. ,61.0,yes
11,2024-04-13_18h18.46.940,Experiment4_uns,s162,21.0,feminino,right,España,CatalánEspañol,Bachelor degree,no,no,A,1,conjunction_syn,L3,syncopated,s2,r2,11,Online_conjL3_syn//b.ñe.sa4.666.1554.wav,li,di,ka,ñe,sil,do,gu,sa,sil1,ji,sil2,['miss'],,,0.666,no_beat,,,,ñe,1,testConjL3Syn//r1.s2.1.wav,1.0,conjunction_syn,syncopated,a,s2,rule,rule,L3,z,1.1012,4.0,1.0,0.8052,3.0,2.0,Catalán,0.0,Español,3.0,Inglés,6.0,4.0,3.0,yes,no,yes,Piano,5,Clarinete,5,Canto,5,12. Puedo llorar cuando escucho algunas melodías que me gustan mucho.,4.0,Durante el último lenguaje mi cabeza ya estaba muy cansada y he empezado a tener un dolor de cabeza muy leve. ,61.0,yes
12,2024-04-13_18h18.46.940,Experiment4_uns,s162,21.0,feminino,right,España,CatalánEspañol,Bachelor degree,no,no,A,1,conjunction_syn,L3,syncopated,s1,r2,12,Online_conjL3_syn//c.gu.je27.none.none.wav,ñe,li,fu,sa,sil,di,le,ko,sil1,ji,sil2,['false alarm'],[0.05259999999407228],[0.05259999999407228],none,none,,,"[""space""]",gu,3,testConjL3Syn//r1.s1.0.wav,1.0,conjunction_syn,syncopated,a,s1,rule,rule,L3,z,1.8507,4.0,1.0,0.8844,3.0,2.0,Catalán,0.0,Español,3.0,Inglés,6.0,4.0,3.0,yes,no,yes,Piano,5,Clarinete,5,Canto,5,13. Me gusta cantar o tocar un instrumento con más gente,4.0,Durante el último lenguaje mi cabeza ya estaba muy cansada y he empezado a tener un dolor de cabeza muy leve. ,61.0,yes
13,2024-04-13_18h18.46.940,Experiment4_uns,s162,21.0,feminino,right,España,CatalánEspañol,Bachelor degree,no,no,A,1,conjunction_syn,L3,syncopated,s1,r1,13,Online_conjL3_syn//c.gu.je24.1554.1110.wav,chu,ji,ko,mo,sil,je,li,gu,sil1,ka,sil2,['catch'],[2.407799999996996],[2.407799999996996],1.554,no_beat,0.8537999999969961,0.8537999999969961,"[""space""]",gu,3,testConjL3Syn//dep_viol.r2.s2.0.wav,1.0,conjunction_syn,syncopated,b,s2,no_rule,dep,L3,z,1.8175,4.0,0.0,1.0008,3.0,2.0,Catalán,0.0,Español,3.0,Inglés,6.0,4.0,3.0,yes,no,yes,Piano,5,Clarinete,5,Canto,5,14. La música me ayuda a desconectar.,4.0,Durante el último lenguaje mi cabeza ya estaba muy cansada y he empezado a tener un dolor de cabeza muy leve. ,61.0,yes
14,2024-04-13_18h18.46.940,Experiment4_uns,s162,21.0,feminino,right,España,CatalánEspañol,Bachelor degree,no,no,A,1,conjunction_syn,L3,syncopated,s1,r1,14,Online_conjL3_syn//c.gu.je26.none.none.wav,chu,ji,do,mo,sil,ga,le,ko,sil1,ka,sil2,['-'],,,none,none,,,,gu,3,testConjL3Syn//r2.s1.0.wav,1.0,conjunction_syn,syncopated,b,s1,rule,rule,L3,m,2.3685,2.0,0.0,2.1335,3.0,2.0,Catalán,0.0,Español,3.0,Inglés,6.0,4.0,3.0,yes,no,yes,Piano,5,Clarinete,5,Canto,5,15. No puedo evitar tararear las canciones que me gustan cuando las escucho.,4.0,Durante el último lenguaje mi cabeza ya estaba muy cansada y he empezado a tener un dolor de cabeza muy leve. ,61.0,yes
15,2024-04-13_18h18.46.940,Experiment4_uns,s162,21.0,feminino,right,España,CatalánEspañol,Bachelor degree,no,no,A,1,conjunction_syn,L3,syncopated,s2,r2,15,Online_conjL3_syn//c.gu.je25.none.none.wav,fu,ka,di,ñe,sil,do,le,sa,sil1,ji,sil2,['-'],,,none,none,,,,gu,3,testConjL3Syn//time_viol.r1.s2.0.wav,1.0,conjunction_syn,syncopated,a,s2,no_rule,time,L3,z,0.3531,6.0,0.0,0.486,3.0,2.0,Catalán,0.0,Español,3.0,Inglés,6.0,4.0,3.0,yes,no,yes,Piano,5,Clarinete,5,Canto,5,16. En los conciertos me siento en sintonía con los artistas y el público.,3.0,Durante el último lenguaje mi cabeza ya estaba muy cansada y he empezado a tener un dolor de cabeza muy leve. ,61.0,yes
16,2024-04-13_18h18.46.940,Experiment4_uns,s162,21.0,feminino,right,España,CatalánEspañol,Bachelor degree,no,no,A,1,conjunction_syn,L3,syncopated,s1,r2,16,Online_conjL3_syn//b.ñe.sa1.0.666.wav,ñe,di,li,sa,sil,ga,ko,je,sil1,ji,sil2,['miss'],,,0.0,beat,,,,ñe,1,testConjL3Syn//cat_viol.r1.s1.0.wav,1.0,conjunction_syn,syncopated,a,s1,no_rule,cat,L3,m,0.7054,3.0,1.0,1.2166,3.0,2.0,Catalán,0.0,Español,3.0,Inglés,6.0,4.0,3.0,yes,no,yes,Piano,5,Clarinete,5,Canto,5,17. Me gasto bastante dinero en música y cosas relacionadas con la música.,1.0,Durante el último lenguaje mi cabeza ya estaba muy cansada y he empezado a tener un dolor de cabeza muy leve. ,61.0,yes
17,2024-04-13_18h18.46.940,Experiment4_uns,s162,21.0,feminino,right,España,CatalánEspañol,Bachelor degree,no,no,A,1,conjunction_syn,L3,syncopated,s1,r2,17,Online_conjL3_syn//b.ñe.sa0.0.666.wav,ñe,ji,fu,sa,sil,li,do,je,sil1,gu,sil2,['catch'],[0.8389999999999418],[0.8389999999999418],0.0,beat,0.8389999999999418,0.8389999999999418,"[""space""]",ñe,1,testConjL3Syn//r2.s1.1.wav,1.0,conjunction_syn,syncopated,b,s1,rule,rule,L3,m,0.5244,5.0,0.0,0.8005,3.0,2.0,Catalán,0.0,Español,3.0,Inglés,6.0,4.0,3.0,yes,no,yes,Piano,5,Clarinete,5,Canto,5,18. Siento escalofríos cuando escucho una melodía que me gusta.,1.0,Durante el último lenguaje mi cabeza ya estaba muy cansada y he empezado a tener un dolor de cabeza muy leve. ,61.0,yes
18,2024-04-13_18h18.46.940,Experiment4_uns,s162,21.0,feminino,right,España,CatalánEspañol,Bachelor degree,no,no,A,1,conjunction_syn,L3,syncopated,s1,r1,18,Online_conjL3_syn//b.ñe.sa2.none.none.wav,chu,fu,di,mo,sil,do,ga,li,sil1,ko,sil2,['-'],,,none,none,,,,ñe,1,testConjL3Syn//dep_viol.r1.s1.0.wav,1.0,conjunction_syn,syncopated,a,s1,no_rule,dep,L3,z,0.3735,4.0,0.0,0.9383,3.0,2.0,Catalán,0.0,Español,3.0,Inglés,6.0,4.0,3.0,yes,no,yes,Piano,5,Clarinete,5,Canto,5,19. Con la música me puedo desahogar.,3.0,Durante el último lenguaje mi cabeza ya estaba muy cansada y he empezado a tener un dolor de cabeza muy leve. ,61.0,yes
19,2024-04-13_18h18.46.940,Experiment4_uns,s162,21.0,feminino,right,España,CatalánEspañol,Bachelor degree,no,no,A,1,conjunction_syn,L3,syncopated,s1,r2,19,Online_conjL3_syn//b.ñe.sa3.0.666.wav,ñe,li,do,sa,sil,gu,ka,fu,sil1,ko,sil2,['catch'],[0.8232000000029984],[0.8232000000029984],0.0,beat,0.8232000000029984,0.8232000000029984,"[""space""]",ñe,1,testConjL3Syn//time_viol.r1.s1.0.wav,1.0,conjunction_syn,syncopated,a,s1,no_rule,time,L3,z,1.0833,5.0,0.0,0.4339,3.0,2.0,Catalán,0.0,Español,3.0,Inglés,6.0,4.0,3.0,yes,no,yes,Piano,5,Clarinete,5,Canto,5,20. Cuando escucho una melodía que me gusta mucho no puedo evitar mover el cuerpo.,3.0,Durante el último lenguaje mi cabeza ya estaba muy cansada y he empezado a tener un dolor de cabeza muy leve. ,61.0,yes
20,2024-04-13_18h18.46.940,Experiment4_uns,s162,21.0,feminino,right,España,CatalánEspañol,Bachelor degree,no,no,A,1,conjunction_syn,L3,syncopated,s2,r2,20,Online_conjL3_syn//a.chu.mo5.none.none.wav,fu,do,le,ñe,sil,di,ga,sa,sil1,ji,sil2,['-'],,,none,none,,,,mo,2,testConjL3Syn//r1.s2.0.wav,1.0,conjunction_syn,syncopated,a,s2,rule,rule,L3,z,0.4323,5.0,1.0,0.7172,3.0,2.0,Catalán,0.0,Español,3.0,Inglés,6.0,4.0,3.0,yes,no,yes,Piano,5,Clarinete,5,Canto,5,,,Durante el último lenguaje mi cabeza ya estaba muy cansada y he empezado a tener un dolor de cabeza muy leve. ,61.0,yes
21,2024-04-13_18h18.46.940,Experiment4_uns,s162,21.0,feminino,right,España,CatalánEspañol,Bachelor degree,no,no,A,1,conjunction_syn,L3,syncopated,s2,r2,21,Online_conjL3_syn//a.chu.mo4.none.none.wav,le,ji,gu,ñe,sil,li,ga,sa,sil1,ka,sil2,['-'],,,none,none,,,,mo,2,testConjL3Syn//cat_viol.r1.s2.0.wav,1.0,conjunction_syn,syncopated,a,s2,no_rule,cat,L3,z,0.4491,4.0,0.0,0.6335,3.0,2.0,Catalán,0.0,Español,3.0,Inglés,6.0,4.0,3.0,yes,no,yes,Piano,5,Clarinete,5,Canto,5,,,Durante el último lenguaje mi cabeza ya estaba muy cansada y he empezado a tener un dolor de cabeza muy leve. ,61.0,yes
22,2024-04-13_18h18.46.940,Experiment4_uns,s162,21.0,feminino,right,España,CatalánEspañol,Bachelor degree,no,no,A,1,conjunction_syn,L3,syncopated,s2,r1,22,Online_conjL3_syn//a.chu.mo6.666.1554.wav,ko,di,ga,chu,sil,li,gu,mo,sil1,do,sil2,['catch'],[2.305900000005977],[2.305900000005977],1.554,no_beat,0.7519000000059768,0.7519000000059768,"[""space""]",mo,2,testConjL3Syn//r2.s1.2.wav,1.0,conjunction_syn,syncopated,b,s1,rule,rule,L3,m,1.3705,3.0,0.0,0.5166,3.0,2.0,Catalán,0.0,Español,3.0,Inglés,6.0,4.0,3.0,yes,no,yes,Piano,5,Clarinete,5,Canto,5,,,Durante el último lenguaje mi cabeza ya estaba muy cansada y he empezado a tener un dolor de cabeza muy leve. ,61.0,yes
23,2024-04-13_18h18.46.940,Experiment4_uns,s162,21.0,feminino,right,España,CatalánEspañol,Bachelor degree,no,no,A,1,conjunction_syn,L3,syncopated,s2,r2,23,Online_conjL3_syn//a.chu.mo7.none.none.wav,ko,le,fu,ñe,sil,ka,gu,sa,sil1,do,sil2,['-'],,,none,none,,,,mo,2,testConjL3Syn//r2.s2.0.wav,1.0,conjunction_syn,syncopated,b,s2,rule,rule,L3,m,0.3673,3.0,0.0,0.3887,3.0,2.0,Catalán,0.0,Español,3.0,Inglés,6.0,4.0,3.0,yes,no,yes,Piano,5,Clarinete,5,Canto,5,,,Durante el último lenguaje mi cabeza ya estaba muy cansada y he empezado a tener un dolor de cabeza muy leve. ,61.0,yes
24,2024-04-13_18h18.46.940,Experiment4_uns,s162,21.0,feminino,right,España,CatalánEspañol,Bachelor degree,no,no,A,1,conjunction_syn,L3,syncopated,s1,r2,24,Online_conjL3_syn//d.ji.li26.1554.222.wav,ñe,li,je,sa,sil,fu,ga,ji,sil1,ka,sil2,['catch'],[2.2685000000000173],[2.2685000000000173],1.554,no_beat,0.7145000000000172,0.7145000000000172,"[""space""]",ji,4,testConjL4Uns//r2.s1.0.wav,2.0,conjunction_un,unsyncopated,b,s1,rule,rule,L4,z,1.2229,7.0,1.0,0.5677,3.0,2.0,Catalán,0.0,Español,3.0,Inglés,6.0,4.0,3.0,yes,no,yes,Piano,5,Clarinete,5,Canto,5,,,Durante el último lenguaje mi cabeza ya estaba muy cansada y he empezado a tener un dolor de cabeza muy leve. ,61.0,yes
25,2024-04-13_18h18.46.940,Experiment4_uns,s162,21.0,feminino,right,España,CatalánEspañol,Bachelor degree,no,no,A,1,conjunction_syn,L3,syncopated,s2,r1,25,Online_conjL3_syn//d.ji.li25.none.none.wav,le,fu,ka,chu,sil,ga,je,mo,sil1,gu,sil2,['-'],,,none,none,,,,ji,4,testConjL4Uns//cat_viol.r2.s1.0.wav,2.0,conjunction_un,unsyncopated,b,s1,no_rule,cat,L4,z,0.6412,7.0,0.0,0.5042,3.0,2.0,Catalán,0.0,Español,3.0,Inglés,6.0,4.0,3.0,yes,no,yes,Piano,5,Clarinete,5,Canto,5,,,Durante el último lenguaje mi cabeza ya estaba muy cansada y he empezado a tener un dolor de cabeza muy leve. ,61.0,yes
26,2024-04-13_18h18.46.940,Experiment4_uns,s162,21.0,feminino,right,España,CatalánEspañol,Bachelor degree,no,no,A,1,conjunction_syn,L3,syncopated,s1,r2,26,Online_conjL3_syn//d.ji.li24.222.1110.wav,ñe,ji,ga,sa,sil,li,fu,ka,sil1,di,sil2,['catch'],[0.9560999999939668],[0.9560999999939668],0.222,no_beat,0.7340999999939668,0.7340999999939668,"[""space""]",ji,4,testConjL4Uns//r1.s1.0.wav,2.0,conjunction_un,unsyncopated,a,s1,rule,rule,L4,m,0.701,4.0,0.0,0.5503,3.0,2.0,Catalán,0.0,Español,3.0,Inglés,6.0,4.0,3.0,yes,no,yes,Piano,5,Clarinete,5,Canto,5,,,Durante el último lenguaje mi cabeza ya estaba muy cansada y he empezado a tener un dolor de cabeza muy leve. ,61.0,yes
27,2024-04-13_18h18.46.940,Experiment4_uns,s162,21.0,feminino,right,España,CatalánEspañol,Bachelor degree,no,no,A,1,conjunction_syn,L3,syncopated,s1,r1,27,Online_conjL3_syn//d.ji.li27.none.none.wav,chu,je,ga,mo,sil,gu,do,le,sil1,ka,sil2,['-'],,,none,none,,,,ji,4,testConjL4Uns//r2.s2.2.wav,2.0,conjunction_un,unsyncopated,b,s2,rule,rule,L4,z,0.639,7.0,1.0,0.4517,3.0,2.0,Catalán,0.0,Español,3.0,Inglés,6.0,4.0,3.0,yes,no,yes,Piano,5,Clarinete,5,Canto,5,,,Durante el último lenguaje mi cabeza ya estaba muy cansada y he empezado a tener un dolor de cabeza muy leve. ,61.0,yes
28,2024-04-13_18h18.46.940,Experiment4_uns,s162,21.0,feminino,right,España,CatalánEspañol,Bachelor degree,no,no,A,1,conjunction_syn,L3,syncopated,s1,r2,28,Online_conjL3_syn//c.gu.je4.none.none.wav,ñe,ga,do,sa,sil,ji,ka,fu,sil1,li,sil2,['-'],,,none,none,,,,gu,3,testConjL4Uns//cat_viol.r2.s2.0.wav,2.0,conjunction_un,unsyncopated,b,s2,no_rule,cat,L4,m,0.6684,4.0,1.0,0.6834,3.0,2.0,Catalán,0.0,Español,3.0,Inglés,6.0,4.0,3.0,yes,no,yes,Piano,5,Clarinete,5,Canto,5,,,Durante el último lenguaje mi cabeza ya estaba muy cansada y he empezado a tener un dolor de cabeza muy leve. ,61.0,yes
29,2024-04-13_18h18.46.940,Experiment4_uns,s162,21.0,feminino,right,España,CatalánEspañol,Bachelor degree,no,no,A,1,conjunction_syn,L3,syncopated,s1,r2,29,Online_conjL3_syn//c.gu.je6.none.none.wav,ñe,di,ka,sa,sil,le,ko,do,sil1,ji,sil2,['-'],,,none,none,,,,gu,3,testConjL4Uns//r2.s2.1.wav,2.0,conjunction_un,unsyncopated,b,s2,rule,rule,L4,m,0.7342,4.0,0.0,0.4515,3.0,2.0,Catalán,0.0,Español,3.0,Inglés,6.0,4.0,3.0,yes,no,yes,Piano,5,Clarinete,5,Canto,5,,,Durante el último lenguaje mi cabeza ya estaba muy cansada y he empezado a tener un dolor de cabeza muy leve. ,61.0,yes
30,2024-04-13_18h18.46.940,Experiment4_uns,s162,21.0,feminino,right,España,CatalánEspañol,Bachelor degree,no,no,A,1,conjunction_syn,L3,syncopated,s2,r2,30,Online_conjL3_syn//c.gu.je7.222.444.wav,ko,gu,je,ñe,sil,ji,fu,sa,sil1,ka,sil2,['catch'],[1.0914999999999964],[1.0914999999999964],0.222,no_beat,0.8694999999999964,0.8694999999999964,"[""space""]",gu,3,testConjL4Uns//time_viol.r2.s1.0.wav,2.0,conjunction_un,unsyncopated,b,s1,no_rule,time,L4,z,0.3161,7.0,0.0,0.517,3.0,2.0,Catalán,0.0,Español,3.0,Inglés,6.0,4.0,3.0,yes,no,yes,Piano,5,Clarinete,5,Canto,5,,,Durante el último lenguaje mi cabeza ya estaba muy cansada y he empezado a tener un dolor de cabeza muy leve. ,61.0,yes
31,2024-04-13_18h18.46.940,Experiment4_uns,s162,21.0,feminino,right,España,CatalánEspañol,Bachelor degree,no,no,A,1,conjunction_syn,L3,syncopated,s2,r2,31,Online_conjL3_syn//c.gu.je5.1332.222.wav,li,je,ko,ñe,sil,di,gu,sa,sil1,do,sil2,['catch'],[2.243900000005965],[2.243900000005965],1.332,no_beat,0.9119000000059648,0.9119000000059648,"[""space""]",gu,3,testConjL4Uns//time_viol.r1.s1.0.wav,2.0,conjunction_un,unsyncopated,a,s1,no_rule,time,L4,z,0.355,6.0,0.0,0.383,3.0,2.0,Catalán,0.0,Español,3.0,Inglés,6.0,4.0,3.0,yes,no,yes,Piano,5,Clarinete,5,Canto,5,,,Durante el último lenguaje mi cabeza ya estaba muy cansada y he empezado a tener un dolor de cabeza muy leve. ,61.0,yes
32,2024-04-13_18h18.46.940,Experiment4_uns,s162,21.0,feminino,right,España,CatalánEspañol,Bachelor degree,no,no,A,1,conjunction_syn,L3,syncopated,s2,r2,32,Online_conjL3_syn//d.ji.li29.none.none.wav,ka,gu,di,ñe,sil,ko,ga,sa,sil1,le,sil2,['-'],,,none,none,,,,ji,4,testConjL4Uns//r1.s2.1.wav,2.0,conjunction_un,unsyncopated,a,s2,rule,rule,L4,m,0.2756,3.0,0.0,0.523,3.0,2.0,Catalán,0.0,Español,3.0,Inglés,6.0,4.0,3.0,yes,no,yes,Piano,5,Clarinete,5,Canto,5,,,Durante el último lenguaje mi cabeza ya estaba muy cansada y he empezado a tener un dolor de cabeza muy leve. ,61.0,yes
