Unnamed: 0,date,expName,participant,age,sex,hand,residence,native_lang,education_level,lang_deficit,aud_deficit,group,block,condition,language,rhythm,rule structure online,rule type online,order_trial_on,trial_online,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,catch_syll_resp,rts_syll_catch,clean_rts,time_syll,beat_no_beat,catch_rtsTR,catch_rts,syllable_catch.keys,cond_syll,syll_to_catch,test_offline,block_off,condition_off,rhythm_off,rule,rule_str_off,rule_norule,conds_offline,language_off,Partz_no_partm.keys,Partz_no_partm.rt,security_1_7.keys,accuracy,security_1_7.rt,n_lang,n_lang_used,lang_1,age_l1,lang_2,age_l2,lang_3,age_l3,lang_4,age_l4,ability_learn_l2,tendence_mix_lan,music_experience,muisc_use,partiture,instr_1,age_M1,preguntas_musica1,BMRQ_answer.response,final comment,BMRQ_Score,bilingual
0,2024-04-11_19h25.21.561,Experiment4_uns,s166,26.0,feminino,right,España,Catalán,Doctorate,no,no,A,1,conjunction_syn,L3,syncopated,s2,r1,0,Online_conjL3_syn//c.gu.je14.none.none.wav,ka,ko,ga,chu,sil,fu,do,mo,sil1,ji,sil2,['-'],,,none,none,,,,gu,3,testConjL3Syn//r1.s1.2.wav,1.0,conjunction_syn,syncopated,a,s1,rule,rule,L3,z,2.5594,6.0,1.0,4.2238,4.0,3.0,Catalán,0.0,Castellano,0.0,Inglés,6.0,Alemán,17.0,4.0,5.0,no,no,yes,nada,,1. Cuando comparto música con alguien siento una complicidad especial con aquella persona.,4.0,nada,61.0,yes
1,2024-04-11_19h25.21.561,Experiment4_uns,s166,26.0,feminino,right,España,Catalán,Doctorate,no,no,A,1,conjunction_syn,L3,syncopated,s1,r1,1,Online_conjL3_syn//c.gu.je13.none.none.wav,chu,le,ka,mo,sil,fu,ko,do,sil1,ji,sil2,['-'],,,none,none,,,,gu,3,testConjL3Syn//r2.s2.2.wav,1.0,conjunction_syn,syncopated,b,s2,rule,rule,L3,z,1.355,5.0,1.0,6.0637,4.0,3.0,Catalán,0.0,Castellano,0.0,Inglés,6.0,Alemán,17.0,4.0,5.0,no,no,yes,nada,,2. En mi tiempo libre apenas escucho música.,5.0,nada,61.0,yes
2,2024-04-11_19h25.21.561,Experiment4_uns,s166,26.0,feminino,right,España,Catalán,Doctorate,no,no,A,1,conjunction_syn,L3,syncopated,s2,r2,2,Online_conjL3_syn//c.gu.je12.none.none.wav,ka,ji,li,ñe,sil,do,ga,sa,sil1,fu,sil2,['-'],,,none,none,,,,gu,3,testConjL3Syn//r2.s1.0.wav,1.0,conjunction_syn,syncopated,b,s1,rule,rule,L3,z,2.8633,4.0,1.0,3.9136,4.0,3.0,Catalán,0.0,Castellano,0.0,Inglés,6.0,Alemán,17.0,4.0,5.0,no,no,yes,nada,,3. Algunas canciones me ponen los pelos de punta,4.0,nada,61.0,yes
3,2024-04-11_19h25.21.561,Experiment4_uns,s166,26.0,feminino,right,España,Catalán,Doctorate,no,no,A,1,conjunction_syn,L3,syncopated,s1,r2,3,Online_conjL3_syn//c.gu.je15.1554.444.wav,ñe,le,je,sa,sil,fu,do,gu,sil1,ga,sil2,['catch'],[2.38900000000001],[2.38900000000001],1.554,no_beat,0.83500000000001,0.83500000000001,"[""space""]",gu,3,testConjL3Syn//time_viol.r1.s2.0.wav,1.0,conjunction_syn,syncopated,a,s2,no_rule,time,L3,z,1.1214,6.0,0.0,1.3669,4.0,3.0,Catalán,0.0,Castellano,0.0,Inglés,6.0,Alemán,17.0,4.0,5.0,no,no,yes,nada,,4. La música me hace compañía cuando estoy solo,2.0,nada,61.0,yes
4,2024-04-11_19h25.21.561,Experiment4_uns,s166,26.0,feminino,right,España,Catalán,Doctorate,no,no,A,1,conjunction_syn,L3,syncopated,s1,r2,4,Online_conjL3_syn//c.gu.je22.1554.444.wav,ñe,li,je,sa,sil,ji,ka,gu,sil1,di,sil2,['catch'],[2.3172000000477055],[2.3172000000477055],1.554,no_beat,0.7632000000477055,0.7632000000477055,"[""space""]",gu,3,testConjL3Syn//cat_viol.r2.s2.0.wav,1.0,conjunction_syn,syncopated,b,s2,no_rule,cat,L3,m,1.4856,4.0,1.0,3.5205,4.0,3.0,Catalán,0.0,Castellano,0.0,Inglés,6.0,Alemán,17.0,4.0,5.0,no,no,yes,nada,,5. No me apetece bailar ni con la música que más me gusta,5.0,nada,61.0,yes
5,2024-04-11_19h25.21.561,Experiment4_uns,s166,26.0,feminino,right,España,Catalán,Doctorate,no,no,A,1,conjunction_syn,L3,syncopated,s1,r2,5,Online_conjL3_syn//c.gu.je20.1554.1110.wav,ñe,fu,di,sa,sil,je,ka,gu,sil1,le,sil2,['catch'],[2.348799999952348],[2.348799999952348],1.554,no_beat,0.7947999999523481,0.7947999999523481,"[""space""]",gu,3,testConjL3Syn//r1.s2.0.wav,1.0,conjunction_syn,syncopated,a,s2,rule,rule,L3,z,3.1992,2.0,1.0,1.3846,4.0,3.0,Catalán,0.0,Castellano,0.0,Inglés,6.0,Alemán,17.0,4.0,5.0,no,no,yes,nada,,6. La música me hace conectar con la gente,3.0,nada,61.0,yes
6,2024-04-11_19h25.21.561,Experiment4_uns,s166,26.0,feminino,right,España,Catalán,Doctorate,no,no,A,1,conjunction_syn,L3,syncopated,s2,r2,6,Online_conjL3_syn//c.gu.je23.222.444.wav,li,gu,je,ñe,sil,ko,ga,sa,sil1,le,sil2,['catch'],[0.9846000000238746],[0.9846000000238746],0.222,no_beat,0.7626000000238746,0.7626000000238746,"[""space""]",gu,3,testConjL3Syn//time_viol.r2.s1.0.wav,1.0,conjunction_syn,syncopated,b,s1,no_rule,time,L3,m,2.0326,4.0,1.0,1.5202,4.0,3.0,Catalán,0.0,Castellano,0.0,Inglés,6.0,Alemán,17.0,4.0,5.0,no,no,yes,nada,,7. Me informo sobre la música que me gusta.,3.0,nada,61.0,yes
7,2024-04-11_19h25.21.561,Experiment4_uns,s166,26.0,feminino,right,España,Catalán,Doctorate,no,no,A,1,conjunction_syn,L3,syncopated,s2,r2,7,Online_conjL3_syn//c.gu.je21.none.none.wav,fu,ko,le,ñe,sil,li,do,sa,sil1,ji,sil2,['-'],,,none,none,,,,gu,3,testConjL3Syn//cat_viol.r1.s1.0.wav,1.0,conjunction_syn,syncopated,a,s1,no_rule,cat,L3,z,2.5841,3.0,0.0,2.2347,4.0,3.0,Catalán,0.0,Castellano,0.0,Inglés,6.0,Alemán,17.0,4.0,5.0,no,no,yes,nada,,8.Me emociono escuchando ciertas canciones.,4.0,nada,61.0,yes
8,2024-04-11_19h25.21.561,Experiment4_uns,s166,26.0,feminino,right,España,Catalán,Doctorate,no,no,A,1,conjunction_syn,L3,syncopated,s1,r1,8,Online_conjL3_syn//b.ñe.sa28.none.none.wav,chu,ji,ga,mo,sil,fu,ka,di,sil1,gu,sil2,['-'],,,none,none,,,,ñe,1,testConjL3Syn//r1.s1.1.wav,1.0,conjunction_syn,syncopated,a,s1,rule,rule,L3,m,3.117,3.0,0.0,3.2485,4.0,3.0,Catalán,0.0,Castellano,0.0,Inglés,6.0,Alemán,17.0,4.0,5.0,no,no,yes,nada,,9.La música me tranquiliza y me relaja.,2.0,nada,61.0,yes
9,2024-04-11_19h25.21.561,Experiment4_uns,s166,26.0,feminino,right,España,Catalán,Doctorate,no,no,A,1,conjunction_syn,L3,syncopated,s2,r2,9,Online_conjL3_syn//b.ñe.sa29.666.1554.wav,je,do,ga,ñe,sil,li,ka,sa,sil1,gu,sil2,['catch'],[1.4484999999999673],[1.4484999999999673],0.666,no_beat,0.7824999999999672,0.7824999999999672,"[""space""]",ñe,1,testConjL3Syn//cat_viol.r2.s1.0.wav,1.0,conjunction_syn,syncopated,b,s1,no_rule,cat,L3,m,2.9304,3.0,1.0,0.9343,4.0,3.0,Catalán,0.0,Castellano,0.0,Inglés,6.0,Alemán,17.0,4.0,5.0,no,no,yes,nada,,10.La música me hace bailar,4.0,nada,61.0,yes
10,2024-04-11_19h25.21.561,Experiment4_uns,s166,26.0,feminino,right,España,Catalán,Doctorate,no,no,A,1,conjunction_syn,L3,syncopated,s1,r1,10,Online_conjL3_syn//b.ñe.sa30.none.none.wav,chu,ka,ji,mo,sil,je,gu,do,sil1,li,sil2,['-'],,,none,none,,,,ñe,1,testConjL3Syn//r2.s2.1.wav,1.0,conjunction_syn,syncopated,b,s2,rule,rule,L3,m,2.9355,4.0,0.0,2.2083,4.0,3.0,Catalán,0.0,Castellano,0.0,Inglés,6.0,Alemán,17.0,4.0,5.0,no,no,yes,nada,,11.Busco novedades musicales continuamente,2.0,nada,61.0,yes
11,2024-04-11_19h25.21.561,Experiment4_uns,s166,26.0,feminino,right,España,Catalán,Doctorate,no,no,A,1,conjunction_syn,L3,syncopated,s1,r1,11,Online_conjL3_syn//b.ñe.sa31.none.none.wav,chu,fu,gu,mo,sil,le,ji,di,sil1,ka,sil2,['-'],,,none,none,,,,ñe,1,testConjL3Syn//r2.s2.0.wav,1.0,conjunction_syn,syncopated,b,s2,rule,rule,L3,z,1.8016,3.0,1.0,1.1667,4.0,3.0,Catalán,0.0,Castellano,0.0,Inglés,6.0,Alemán,17.0,4.0,5.0,no,no,yes,nada,,12. Puedo llorar cuando escucho algunas melodías que me gustan mucho.,3.0,nada,61.0,yes
12,2024-04-11_19h25.21.561,Experiment4_uns,s166,26.0,feminino,right,España,Catalán,Doctorate,no,no,A,1,conjunction_syn,L3,syncopated,s2,r2,12,Online_conjL3_syn//a.chu.mo30.none.none.wav,fu,gu,ji,ñe,sil,li,do,sa,sil1,je,sil2,['-'],,,none,none,,,,mo,2,testConjL3Syn//time_viol.r1.s1.0.wav,1.0,conjunction_syn,syncopated,a,s1,no_rule,time,L3,z,4.0882,2.0,0.0,2.3497,4.0,3.0,Catalán,0.0,Castellano,0.0,Inglés,6.0,Alemán,17.0,4.0,5.0,no,no,yes,nada,,13. Me gusta cantar o tocar un instrumento con más gente,3.0,nada,61.0,yes
13,2024-04-11_19h25.21.561,Experiment4_uns,s166,26.0,feminino,right,España,Catalán,Doctorate,no,no,A,1,conjunction_syn,L3,syncopated,s1,r1,13,Online_conjL3_syn//a.chu.mo31.0.666.wav,chu,ka,je,mo,sil,ga,di,gu,sil1,ko,sil2,['catch'],[1.3198999999760872],[1.3198999999760872],0.666,no_beat,0.6538999999760872,0.6538999999760872,"[""space""]",mo,2,testConjL3Syn//r2.s1.1.wav,1.0,conjunction_syn,syncopated,b,s1,rule,rule,L3,z,3.0999,3.0,1.0,1.0035,4.0,3.0,Catalán,0.0,Castellano,0.0,Inglés,6.0,Alemán,17.0,4.0,5.0,no,no,yes,nada,,14. La música me ayuda a desconectar.,2.0,nada,61.0,yes
14,2024-04-11_19h25.21.561,Experiment4_uns,s166,26.0,feminino,right,España,Catalán,Doctorate,no,no,A,1,conjunction_syn,L3,syncopated,s1,r2,14,Online_conjL3_syn//a.chu.mo28.none.none.wav,ñe,ga,li,sa,sil,je,do,ko,sil1,ka,sil2,['-'],,,none,none,,,,mo,2,testConjL3Syn//cat_viol.r1.s2.0.wav,1.0,conjunction_syn,syncopated,a,s2,no_rule,cat,L3,z,0.9334,3.0,0.0,2.7988,4.0,3.0,Catalán,0.0,Castellano,0.0,Inglés,6.0,Alemán,17.0,4.0,5.0,no,no,yes,nada,,15. No puedo evitar tararear las canciones que me gustan cuando las escucho.,2.0,nada,61.0,yes
15,2024-04-11_19h25.21.561,Experiment4_uns,s166,26.0,feminino,right,España,Catalán,Doctorate,no,no,A,1,conjunction_syn,L3,syncopated,s2,r2,15,Online_conjL3_syn//a.chu.mo29.none.none.wav,ji,ka,do,ñe,sil,gu,di,sa,sil1,ko,sil2,['-'],,,none,none,,,,mo,2,testConjL3Syn//dep_viol.r2.s2.0.wav,1.0,conjunction_syn,syncopated,b,s2,no_rule,dep,L3,m,1.6512,2.0,1.0,1.6892,4.0,3.0,Catalán,0.0,Castellano,0.0,Inglés,6.0,Alemán,17.0,4.0,5.0,no,no,yes,nada,,16. En los conciertos me siento en sintonía con los artistas y el público.,3.0,nada,61.0,yes
