Unnamed: 0,date,expName,participant,age,sex,hand,residence,native_lang,education_level,lang_deficit,aud_deficit,group,block,condition,language,rhythm,rule structure online,rule type online,order_trial_on,trial_online,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,catch_syll_resp,rts_syll_catch,clean_rts,time_syll,beat_no_beat,catch_rtsTR,catch_rts,syllable_catch.keys,cond_syll,syll_to_catch,test_offline,block_off,condition_off,rhythm_off,rule,rule_str_off,rule_norule,conds_offline,language_off,Partz_no_partm.keys,Partz_no_partm.rt,security_1_7.keys,accuracy,security_1_7.rt,n_lang,n_lang_used,lang_1,age_l1,lang_2,age_l2,lang_3,age_l3,lang_4,age_l4,lang_5,age_l5,ability_learn_l2,tendence_mix_lan,music_experience,muisc_use,partiture,instr_1,age_M1,instr_2,age_M2,preguntas_musica1,BMRQ_answer.response,final comment,BMRQ_Score,bilingual
245,2023-07-13_11h41.22.030,Unsyncopated1,s5,36.0,masculino,both,España,Español,Master degree,no,no,A,2,when,L3,unsyncopated,when,when,117,Online_whenL3//d.ji18.none.wav,gu,do,ko,sil,di,chu,mo,sil1,ga,le,sil2,['-'],,,none,none,,,,ji,4,,,,,,,,,,,,,,,4.0,3.0,Español,0.0,Húngaro,1.0,Inglés,6.0,Alemán,15.0,Italiano,14.0,5.0,2.0,yes,no,no,Guitarra,10,Tambor,10,,,"En el ultimo test la silaba FE es muy dificil de identificar, no se si es por que lo dice la maquina, pero casi no se aprecia.Algunos de los idiomas, tienen similitudes con las lenguages indigenas o Japonesas ya que usan silabas.",71.0,yes
246,2023-07-13_11h41.22.030,Unsyncopated1,s5,36.0,masculino,both,España,Español,Master degree,no,no,A,2,when,L3,unsyncopated,when,when,118,Online_whenL3//d.ji17.none.wav,ñe,ga,di,sil,sa,ka,li,sil1,le,fu,sil2,['-'],,,none,none,,,,ji,4,,,,,,,,,,,,,,,4.0,3.0,Español,0.0,Húngaro,1.0,Inglés,6.0,Alemán,15.0,Italiano,14.0,5.0,2.0,yes,no,no,Guitarra,10,Tambor,10,,,"En el ultimo test la silaba FE es muy dificil de identificar, no se si es por que lo dice la maquina, pero casi no se aprecia.Algunos de los idiomas, tienen similitudes con las lenguages indigenas o Japonesas ya que usan silabas.",71.0,yes
247,2023-07-13_11h41.22.030,Unsyncopated1,s5,36.0,masculino,both,España,Español,Master degree,no,no,A,2,when,L3,unsyncopated,when,when,119,Online_whenL3//d.ji19.1776.wav,gu,ñe,chu,sil,li,di,le,sil1,ji,fu,sil2,['miss'],,,1.776,beat,,,,ji,4,,,,,,,,,,,,,,,4.0,3.0,Español,0.0,Húngaro,1.0,Inglés,6.0,Alemán,15.0,Italiano,14.0,5.0,2.0,yes,no,no,Guitarra,10,Tambor,10,,,"En el ultimo test la silaba FE es muy dificil de identificar, no se si es por que lo dice la maquina, pero casi no se aprecia.Algunos de los idiomas, tienen similitudes con las lenguages indigenas o Japonesas ya que usan silabas.",71.0,yes
248,2023-07-13_11h41.22.030,Unsyncopated1,s5,36.0,masculino,both,España,Español,Master degree,no,no,A,2,when,L3,unsyncopated,when,when,120,Online_whenL3//d.ji0.1332.wav,je,ko,gu,sil,do,ñe,ji,sil1,mo,le,sil2,['miss'],,,1.332,no_beat,,,,ji,4,,,,,,,,,,,,,,,4.0,3.0,Español,0.0,Húngaro,1.0,Inglés,6.0,Alemán,15.0,Italiano,14.0,5.0,2.0,yes,no,no,Guitarra,10,Tambor,10,,,"En el ultimo test la silaba FE es muy dificil de identificar, no se si es por que lo dice la maquina, pero casi no se aprecia.Algunos de los idiomas, tienen similitudes con las lenguages indigenas o Japonesas ya que usan silabas.",71.0,yes
249,2023-07-13_11h41.22.030,Unsyncopated1,s5,36.0,masculino,both,España,Español,Master degree,no,no,A,2,when,L3,unsyncopated,when,when,121,Online_whenL3//d.ji2.none.wav,je,ko,sa,sil,le,do,ga,sil1,ñe,di,sil2,['false alarm'],[2.5285000000003492],[2.5285000000003492],none,none,,,"[""space""]",ji,4,,,,,,,,,,,,,,,4.0,3.0,Español,0.0,Húngaro,1.0,Inglés,6.0,Alemán,15.0,Italiano,14.0,5.0,2.0,yes,no,no,Guitarra,10,Tambor,10,,,"En el ultimo test la silaba FE es muy dificil de identificar, no se si es por que lo dice la maquina, pero casi no se aprecia.Algunos de los idiomas, tienen similitudes con las lenguages indigenas o Japonesas ya que usan silabas.",71.0,yes
250,2023-07-13_11h41.22.030,Unsyncopated1,s5,36.0,masculino,both,España,Español,Master degree,no,no,A,2,when,L3,unsyncopated,when,when,122,Online_whenL3//d.ji3.none.wav,je,le,do,sil,sa,ka,ga,sil1,gu,mo,sil2,['-'],,,none,none,,,,ji,4,,,,,,,,,,,,,,,4.0,3.0,Español,0.0,Húngaro,1.0,Inglés,6.0,Alemán,15.0,Italiano,14.0,5.0,2.0,yes,no,no,Guitarra,10,Tambor,10,,,"En el ultimo test la silaba FE es muy dificil de identificar, no se si es por que lo dice la maquina, pero casi no se aprecia.Algunos de los idiomas, tienen similitudes con las lenguages indigenas o Japonesas ya que usan silabas.",71.0,yes
251,2023-07-13_11h41.22.030,Unsyncopated1,s5,36.0,masculino,both,España,Español,Master degree,no,no,A,2,when,L3,unsyncopated,when,when,123,Online_whenL3//d.ji1.888.wav,sa,je,le,sil,ji,ko,ñe,sil1,di,gu,sil2,['catch'],[2.5236999999992804],[2.5236999999992804],0.888,beat,,1.6356999999992805,"[""space""]",ji,4,,,,,,,,,,,,,,,4.0,3.0,Español,0.0,Húngaro,1.0,Inglés,6.0,Alemán,15.0,Italiano,14.0,5.0,2.0,yes,no,no,Guitarra,10,Tambor,10,,,"En el ultimo test la silaba FE es muy dificil de identificar, no se si es por que lo dice la maquina, pero casi no se aprecia.Algunos de los idiomas, tienen similitudes con las lenguages indigenas o Japonesas ya que usan silabas.",71.0,yes
252,2023-07-13_11h41.22.030,Unsyncopated1,s5,36.0,masculino,both,España,Español,Master degree,no,no,A,2,when,L3,unsyncopated,when,when,124,Online_whenL3//b.ñe23.1776.wav,je,ka,ji,sil,mo,gu,do,sil1,ñe,le,sil2,['catch'],[2.621400000000449],[2.621400000000449],1.776,beat,0.8454000000004489,0.8454000000004489,"[""space""]",ñe,1,,,,,,,,,,,,,,,4.0,3.0,Español,0.0,Húngaro,1.0,Inglés,6.0,Alemán,15.0,Italiano,14.0,5.0,2.0,yes,no,no,Guitarra,10,Tambor,10,,,"En el ultimo test la silaba FE es muy dificil de identificar, no se si es por que lo dice la maquina, pero casi no se aprecia.Algunos de los idiomas, tienen similitudes con las lenguages indigenas o Japonesas ya que usan silabas.",71.0,yes
253,2023-07-13_11h41.22.030,Unsyncopated1,s5,36.0,masculino,both,España,Español,Master degree,no,no,A,2,when,L3,unsyncopated,when,when,125,Online_whenL3//b.ñe22.none.wav,fu,li,ko,sil,mo,je,le,sil1,sa,ka,sil2,['-'],,,none,none,,,,ñe,1,,,,,,,,,,,,,,,4.0,3.0,Español,0.0,Húngaro,1.0,Inglés,6.0,Alemán,15.0,Italiano,14.0,5.0,2.0,yes,no,no,Guitarra,10,Tambor,10,,,"En el ultimo test la silaba FE es muy dificil de identificar, no se si es por que lo dice la maquina, pero casi no se aprecia.Algunos de los idiomas, tienen similitudes con las lenguages indigenas o Japonesas ya que usan silabas.",71.0,yes
254,2023-07-13_11h41.22.030,Unsyncopated1,s5,36.0,masculino,both,España,Español,Master degree,no,no,A,2,when,L3,unsyncopated,when,when,126,Online_whenL3//b.ñe20.none.wav,li,gu,di,sil,ko,ka,ga,sil1,sa,chu,sil2,['false alarm'],[0.15680000000065775],[0.15680000000065775],none,none,,,"[""space""]",ñe,1,,,,,,,,,,,,,,,4.0,3.0,Español,0.0,Húngaro,1.0,Inglés,6.0,Alemán,15.0,Italiano,14.0,5.0,2.0,yes,no,no,Guitarra,10,Tambor,10,,,"En el ultimo test la silaba FE es muy dificil de identificar, no se si es por que lo dice la maquina, pero casi no se aprecia.Algunos de los idiomas, tienen similitudes con las lenguages indigenas o Japonesas ya que usan silabas.",71.0,yes
255,2023-07-13_11h41.22.030,Unsyncopated1,s5,36.0,masculino,both,España,Español,Master degree,no,no,A,2,when,L3,unsyncopated,when,when,127,Online_whenL3//b.ñe21.1998.wav,gu,li,le,sil,fu,do,di,sil1,sa,ñe,sil2,['catch'],[2.170199999999568],[2.170199999999568],1.998,no_beat,0.1721999999995678,0.1721999999995678,"[""space""]",ñe,1,,,,,,,,,,,,,,,4.0,3.0,Español,0.0,Húngaro,1.0,Inglés,6.0,Alemán,15.0,Italiano,14.0,5.0,2.0,yes,no,no,Guitarra,10,Tambor,10,,,"En el ultimo test la silaba FE es muy dificil de identificar, no se si es por que lo dice la maquina, pero casi no se aprecia.Algunos de los idiomas, tienen similitudes con las lenguages indigenas o Japonesas ya que usan silabas.",71.0,yes
256,2023-07-13_11h41.22.030,Unsyncopated1,s5,36.0,masculino,both,España,Español,Master degree,no,no,A,2,when,L3,unsyncopated,when,when,128,Online_whenL3//b.ñe29.0.wav,ñe,gu,ga,sil,ko,li,le,sil1,ka,sa,sil2,"['catch', 'false alarm']","[0.1334999999999127, 0.4970999999995911]",[0.1334999999999127],0.0,beat,0.1334999999999127,0.1334999999999127,"[""space"",""space""]",ñe,1,,,,,,,,,,,,,,,4.0,3.0,Español,0.0,Húngaro,1.0,Inglés,6.0,Alemán,15.0,Italiano,14.0,5.0,2.0,yes,no,no,Guitarra,10,Tambor,10,,,"En el ultimo test la silaba FE es muy dificil de identificar, no se si es por que lo dice la maquina, pero casi no se aprecia.Algunos de los idiomas, tienen similitudes con las lenguages indigenas o Japonesas ya que usan silabas.",71.0,yes
257,2023-07-13_11h41.22.030,Unsyncopated1,s5,36.0,masculino,both,España,Español,Master degree,no,no,A,2,when,L3,unsyncopated,when,when,129,Online_whenL3//b.ñe30.none.wav,ka,di,mo,sil,ko,chu,je,sil1,fu,gu,sil2,['-'],,,none,none,,,,ñe,1,,,,,,,,,,,,,,,4.0,3.0,Español,0.0,Húngaro,1.0,Inglés,6.0,Alemán,15.0,Italiano,14.0,5.0,2.0,yes,no,no,Guitarra,10,Tambor,10,,,"En el ultimo test la silaba FE es muy dificil de identificar, no se si es por que lo dice la maquina, pero casi no se aprecia.Algunos de los idiomas, tienen similitudes con las lenguages indigenas o Japonesas ya que usan silabas.",71.0,yes
258,2023-07-13_11h41.22.030,Unsyncopated1,s5,36.0,masculino,both,España,Español,Master degree,no,no,A,2,when,L3,unsyncopated,when,when,130,Online_whenL3//b.ñe31.none.wav,chu,je,do,sil,le,ka,sa,sil1,li,ga,sil2,['-'],,,none,none,,,,ñe,1,,,,,,,,,,,,,,,4.0,3.0,Español,0.0,Húngaro,1.0,Inglés,6.0,Alemán,15.0,Italiano,14.0,5.0,2.0,yes,no,no,Guitarra,10,Tambor,10,,,"En el ultimo test la silaba FE es muy dificil de identificar, no se si es por que lo dice la maquina, pero casi no se aprecia.Algunos de los idiomas, tienen similitudes con las lenguages indigenas o Japonesas ya que usan silabas.",71.0,yes
259,2023-07-13_11h41.22.030,Unsyncopated1,s5,36.0,masculino,both,España,Español,Master degree,no,no,A,2,when,L3,unsyncopated,when,when,131,Online_whenL3//b.ñe28.none.wav,fu,je,chu,sil,sa,le,ga,sil1,li,ka,sil2,['false alarm'],[1.2561000000014246],[1.2561000000014246],none,none,,,"[""space""]",ñe,1,,,,,,,,,,,,,,,4.0,3.0,Español,0.0,Húngaro,1.0,Inglés,6.0,Alemán,15.0,Italiano,14.0,5.0,2.0,yes,no,no,Guitarra,10,Tambor,10,,,"En el ultimo test la silaba FE es muy dificil de identificar, no se si es por que lo dice la maquina, pero casi no se aprecia.Algunos de los idiomas, tienen similitudes con las lenguages indigenas o Japonesas ya que usan silabas.",71.0,yes
260,2023-07-13_11h41.22.030,Unsyncopated1,s5,36.0,masculino,both,España,Español,Master degree,no,no,A,2,when,L3,unsyncopated,when,when,132,Online_whenL3//c.gu15.none.wav,je,chu,li,sil,mo,ko,di,sil1,ji,do,sil2,['-'],,,none,none,,,,gu,3,,,,,,,,,,,,,,,4.0,3.0,Español,0.0,Húngaro,1.0,Inglés,6.0,Alemán,15.0,Italiano,14.0,5.0,2.0,yes,no,no,Guitarra,10,Tambor,10,,,"En el ultimo test la silaba FE es muy dificil de identificar, no se si es por que lo dice la maquina, pero casi no se aprecia.Algunos de los idiomas, tienen similitudes con las lenguages indigenas o Japonesas ya que usan silabas.",71.0,yes
261,2023-07-13_11h41.22.030,Unsyncopated1,s5,36.0,masculino,both,España,Español,Master degree,no,no,A,2,when,L3,unsyncopated,when,when,133,Online_whenL3//c.gu12.0.wav,gu,sa,ji,sil,je,ko,do,sil1,le,chu,sil2,['catch'],[0.606499999999869],[0.606499999999869],0.0,beat,0.606499999999869,0.606499999999869,"[""space""]",gu,3,,,,,,,,,,,,,,,4.0,3.0,Español,0.0,Húngaro,1.0,Inglés,6.0,Alemán,15.0,Italiano,14.0,5.0,2.0,yes,no,no,Guitarra,10,Tambor,10,,,"En el ultimo test la silaba FE es muy dificil de identificar, no se si es por que lo dice la maquina, pero casi no se aprecia.Algunos de los idiomas, tienen similitudes con las lenguages indigenas o Japonesas ya que usan silabas.",71.0,yes
262,2023-07-13_11h41.22.030,Unsyncopated1,s5,36.0,masculino,both,España,Español,Master degree,no,no,A,2,when,L3,unsyncopated,when,when,134,Online_whenL3//c.gu14.444.wav,ka,le,gu,sil,chu,mo,do,sil1,fu,ji,sil2,['miss'],,,0.444,no_beat,,,,gu,3,,,,,,,,,,,,,,,4.0,3.0,Español,0.0,Húngaro,1.0,Inglés,6.0,Alemán,15.0,Italiano,14.0,5.0,2.0,yes,no,no,Guitarra,10,Tambor,10,,,"En el ultimo test la silaba FE es muy dificil de identificar, no se si es por que lo dice la maquina, pero casi no se aprecia.Algunos de los idiomas, tienen similitudes con las lenguages indigenas o Japonesas ya que usan silabas.",71.0,yes
263,2023-07-13_11h41.22.030,Unsyncopated1,s5,36.0,masculino,both,España,Español,Master degree,no,no,A,2,when,L3,unsyncopated,when,when,135,Online_whenL3//c.gu13.none.wav,ñe,ko,chu,sil,di,je,fu,sil1,do,le,sil2,['false alarm'],[1.9458000000008724],[1.9458000000008724],none,none,,,"[""space""]",gu,3,,,,,,,,,,,,,,,4.0,3.0,Español,0.0,Húngaro,1.0,Inglés,6.0,Alemán,15.0,Italiano,14.0,5.0,2.0,yes,no,no,Guitarra,10,Tambor,10,,,"En el ultimo test la silaba FE es muy dificil de identificar, no se si es por que lo dice la maquina, pero casi no se aprecia.Algunos de los idiomas, tienen similitudes con las lenguages indigenas o Japonesas ya que usan silabas.",71.0,yes
264,2023-07-13_11h41.22.030,Unsyncopated1,s5,36.0,masculino,both,España,Español,Master degree,no,no,A,3,conjunction_un,L1,unsyncopated,s1,r2,0,Online_conjL1_un//c.ro.fo3.222.1110.wav,ta,ro,ne,sil,be,fo,fa,sil1,cho,ze,sil2,['catch'],[1.6768000000006396],[1.6768000000006396],0.222,no_beat,,1.4548000000006396,"[""space""]",ro,3,,,,,,,,,,,,,,,4.0,3.0,Español,0.0,Húngaro,1.0,Inglés,6.0,Alemán,15.0,Italiano,14.0,5.0,2.0,yes,no,no,Guitarra,10,Tambor,10,,,"En el ultimo test la silaba FE es muy dificil de identificar, no se si es por que lo dice la maquina, pero casi no se aprecia.Algunos de los idiomas, tienen similitudes con las lenguages indigenas o Japonesas ya que usan silabas.",71.0,yes
265,2023-07-13_11h41.22.030,Unsyncopated1,s5,36.0,masculino,both,España,Español,Master degree,no,no,A,3,conjunction_un,L1,unsyncopated,s1,r1,1,Online_conjL1_un//c.ro.fo2.none.none.wav,pu,ni,ne,sil,ki,la,ri,sil1,cho,zu,sil2,['-'],,,none,none,,,,ro,3,,,,,,,,,,,,,,,4.0,3.0,Español,0.0,Húngaro,1.0,Inglés,6.0,Alemán,15.0,Italiano,14.0,5.0,2.0,yes,no,no,Guitarra,10,Tambor,10,,,"En el ultimo test la silaba FE es muy dificil de identificar, no se si es por que lo dice la maquina, pero casi no se aprecia.Algunos de los idiomas, tienen similitudes con las lenguages indigenas o Japonesas ya que usan silabas.",71.0,yes
266,2023-07-13_11h41.22.030,Unsyncopated1,s5,36.0,masculino,both,España,Español,Master degree,no,no,A,3,conjunction_un,L1,unsyncopated,s2,r1,2,Online_conjL1_un//c.ro.fo1.none.none.wav,cho,zu,fa,sil,pu,lu,ni,sil1,ki,ze,sil2,['-'],,,none,none,,,,ro,3,,,,,,,,,,,,,,,4.0,3.0,Español,0.0,Húngaro,1.0,Inglés,6.0,Alemán,15.0,Italiano,14.0,5.0,2.0,yes,no,no,Guitarra,10,Tambor,10,,,"En el ultimo test la silaba FE es muy dificil de identificar, no se si es por que lo dice la maquina, pero casi no se aprecia.Algunos de los idiomas, tienen similitudes con las lenguages indigenas o Japonesas ya que usan silabas.",71.0,yes
267,2023-07-13_11h41.22.030,Unsyncopated1,s5,36.0,masculino,both,España,Español,Master degree,no,no,A,3,conjunction_un,L1,unsyncopated,s2,r2,3,Online_conjL1_un//c.ro.fo0.0.222.wav,ro,fo,ri,sil,ta,fa,zu,sil1,be,ze,sil2,['catch'],[0.35240000000067084],[0.35240000000067084],0.0,beat,0.3524000000006708,0.3524000000006708,"[""space""]",ro,3,,,,,,,,,,,,,,,4.0,3.0,Español,0.0,Húngaro,1.0,Inglés,6.0,Alemán,15.0,Italiano,14.0,5.0,2.0,yes,no,no,Guitarra,10,Tambor,10,,,"En el ultimo test la silaba FE es muy dificil de identificar, no se si es por que lo dice la maquina, pero casi no se aprecia.Algunos de los idiomas, tienen similitudes con las lenguages indigenas o Japonesas ya que usan silabas.",71.0,yes
268,2023-07-13_11h41.22.030,Unsyncopated1,s5,36.0,masculino,both,España,Español,Master degree,no,no,A,3,conjunction_un,L1,unsyncopated,s1,r1,4,Online_conjL1_un//d.ne.ni30.none.none.wav,pu,la,ro,sil,ki,ze,fa,sil1,ri,lu,sil2,['false alarm'],[0.8301000000014938],[0.8301000000014938],none,none,,,"[""space""]",ne,4,,,,,,,,,,,,,,,4.0,3.0,Español,0.0,Húngaro,1.0,Inglés,6.0,Alemán,15.0,Italiano,14.0,5.0,2.0,yes,no,no,Guitarra,10,Tambor,10,,,"En el ultimo test la silaba FE es muy dificil de identificar, no se si es por que lo dice la maquina, pero casi no se aprecia.Algunos de los idiomas, tienen similitudes con las lenguages indigenas o Japonesas ya que usan silabas.",71.0,yes
269,2023-07-13_11h41.22.030,Unsyncopated1,s5,36.0,masculino,both,España,Español,Master degree,no,no,A,3,conjunction_un,L1,unsyncopated,s2,r2,5,Online_conjL1_un//d.ne.ni29.0.444.wav,ne,ro,ni,sil,ta,fa,cho,sil1,be,ri,sil2,['catch'],[1.571400000000267],[1.571400000000267],0.0,beat,,1.571400000000267,"[""space""]",ne,4,,,,,,,,,,,,,,,4.0,3.0,Español,0.0,Húngaro,1.0,Inglés,6.0,Alemán,15.0,Italiano,14.0,5.0,2.0,yes,no,no,Guitarra,10,Tambor,10,,,"En el ultimo test la silaba FE es muy dificil de identificar, no se si es por que lo dice la maquina, pero casi no se aprecia.Algunos de los idiomas, tienen similitudes con las lenguages indigenas o Japonesas ya que usan silabas.",71.0,yes
270,2023-07-13_11h41.22.030,Unsyncopated1,s5,36.0,masculino,both,España,Español,Master degree,no,no,A,3,conjunction_un,L1,unsyncopated,s1,r2,6,Online_conjL1_un//d.ne.ni31.none.none.wav,ta,ro,cho,sil,be,ri,lu,sil1,fo,fa,sil2,['-'],,,none,none,,,,ne,4,,,,,,,,,,,,,,,4.0,3.0,Español,0.0,Húngaro,1.0,Inglés,6.0,Alemán,15.0,Italiano,14.0,5.0,2.0,yes,no,no,Guitarra,10,Tambor,10,,,"En el ultimo test la silaba FE es muy dificil de identificar, no se si es por que lo dice la maquina, pero casi no se aprecia.Algunos de los idiomas, tienen similitudes con las lenguages indigenas o Japonesas ya que usan silabas.",71.0,yes
271,2023-07-13_11h41.22.030,Unsyncopated1,s5,36.0,masculino,both,España,Español,Master degree,no,no,A,3,conjunction_un,L1,unsyncopated,s1,r1,7,Online_conjL1_un//d.ne.ni28.none.none.wav,pu,ro,ri,sil,ki,la,zu,sil1,lu,cho,sil2,['-'],,,none,none,,,,ne,4,,,,,,,,,,,,,,,4.0,3.0,Español,0.0,Húngaro,1.0,Inglés,6.0,Alemán,15.0,Italiano,14.0,5.0,2.0,yes,no,no,Guitarra,10,Tambor,10,,,"En el ultimo test la silaba FE es muy dificil de identificar, no se si es por que lo dice la maquina, pero casi no se aprecia.Algunos de los idiomas, tienen similitudes con las lenguages indigenas o Japonesas ya que usan silabas.",71.0,yes
272,2023-07-13_11h41.22.030,Unsyncopated1,s5,36.0,masculino,both,España,Español,Master degree,no,no,A,3,conjunction_un,L1,unsyncopated,s1,r1,8,Online_conjL1_un//a.pu.ki7.0.888.wav,pu,la,fa,sil,ki,ri,ze,sil1,lu,ro,sil2,['catch'],[1.278600000001461],[1.278600000001461],0.888,beat,0.390600000001461,0.390600000001461,"[""space""]",ki,2,,,,,,,,,,,,,,,4.0,3.0,Español,0.0,Húngaro,1.0,Inglés,6.0,Alemán,15.0,Italiano,14.0,5.0,2.0,yes,no,no,Guitarra,10,Tambor,10,,,"En el ultimo test la silaba FE es muy dificil de identificar, no se si es por que lo dice la maquina, pero casi no se aprecia.Algunos de los idiomas, tienen similitudes con las lenguages indigenas o Japonesas ya que usan silabas.",71.0,yes
273,2023-07-13_11h41.22.030,Unsyncopated1,s5,36.0,masculino,both,España,Español,Master degree,no,no,A,3,conjunction_un,L1,unsyncopated,s1,r1,9,Online_conjL1_un//a.pu.ki6.0.888.wav,pu,cho,fa,sil,ki,zu,ni,sil1,ne,ro,sil2,['catch'],[1.2014000000003762],[1.2014000000003762],0.888,beat,0.3134000000003761,0.3134000000003761,"[""space""]",ki,2,,,,,,,,,,,,,,,4.0,3.0,Español,0.0,Húngaro,1.0,Inglés,6.0,Alemán,15.0,Italiano,14.0,5.0,2.0,yes,no,no,Guitarra,10,Tambor,10,,,"En el ultimo test la silaba FE es muy dificil de identificar, no se si es por que lo dice la maquina, pero casi no se aprecia.Algunos de los idiomas, tienen similitudes con las lenguages indigenas o Japonesas ya que usan silabas.",71.0,yes
274,2023-07-13_11h41.22.030,Unsyncopated1,s5,36.0,masculino,both,España,Español,Master degree,no,no,A,3,conjunction_un,L1,unsyncopated,s1,r1,10,Online_conjL1_un//a.pu.ki5.0.888.wav,pu,lu,zu,sil,ki,fo,la,sil1,cho,ze,sil2,['catch'],[1.2381000000018503],[1.2381000000018503],0.888,beat,0.3501000000018502,0.3501000000018502,"[""space""]",ki,2,,,,,,,,,,,,,,,4.0,3.0,Español,0.0,Húngaro,1.0,Inglés,6.0,Alemán,15.0,Italiano,14.0,5.0,2.0,yes,no,no,Guitarra,10,Tambor,10,,,"En el ultimo test la silaba FE es muy dificil de identificar, no se si es por que lo dice la maquina, pero casi no se aprecia.Algunos de los idiomas, tienen similitudes con las lenguages indigenas o Japonesas ya que usan silabas.",71.0,yes
275,2023-07-13_11h41.22.030,Unsyncopated1,s5,36.0,masculino,both,España,Español,Master degree,no,no,A,3,conjunction_un,L1,unsyncopated,s2,r1,11,Online_conjL1_un//a.pu.ki4.888.1776.wav,ni,cho,fa,sil,pu,fo,ne,sil1,ki,la,sil2,['catch'],[2.053300000000945],[2.053300000000945],1.776,beat,0.2773000000009451,0.2773000000009451,"[""space""]",ki,2,,,,,,,,,,,,,,,4.0,3.0,Español,0.0,Húngaro,1.0,Inglés,6.0,Alemán,15.0,Italiano,14.0,5.0,2.0,yes,no,no,Guitarra,10,Tambor,10,,,"En el ultimo test la silaba FE es muy dificil de identificar, no se si es por que lo dice la maquina, pero casi no se aprecia.Algunos de los idiomas, tienen similitudes con las lenguages indigenas o Japonesas ya que usan silabas.",71.0,yes
276,2023-07-13_11h41.22.030,Unsyncopated1,s5,36.0,masculino,both,España,Español,Master degree,no,no,A,3,conjunction_un,L1,unsyncopated,s1,r1,12,Online_conjL1_un//c.ro.fo15.none.none.wav,pu,la,ri,sil,ki,lu,zu,sil1,cho,ni,sil2,['-'],,,none,none,,,,ro,3,,,,,,,,,,,,,,,4.0,3.0,Español,0.0,Húngaro,1.0,Inglés,6.0,Alemán,15.0,Italiano,14.0,5.0,2.0,yes,no,no,Guitarra,10,Tambor,10,,,"En el ultimo test la silaba FE es muy dificil de identificar, no se si es por que lo dice la maquina, pero casi no se aprecia.Algunos de los idiomas, tienen similitudes con las lenguages indigenas o Japonesas ya que usan silabas.",71.0,yes
277,2023-07-13_11h41.22.030,Unsyncopated1,s5,36.0,masculino,both,España,Español,Master degree,no,no,A,3,conjunction_un,L1,unsyncopated,s2,r2,13,Online_conjL1_un//c.ro.fo14.none.none.wav,ne,ze,ri,sil,ta,ni,lu,sil1,be,fa,sil2,['-'],,,none,none,,,,ro,3,,,,,,,,,,,,,,,4.0,3.0,Español,0.0,Húngaro,1.0,Inglés,6.0,Alemán,15.0,Italiano,14.0,5.0,2.0,yes,no,no,Guitarra,10,Tambor,10,,,"En el ultimo test la silaba FE es muy dificil de identificar, no se si es por que lo dice la maquina, pero casi no se aprecia.Algunos de los idiomas, tienen similitudes con las lenguages indigenas o Japonesas ya que usan silabas.",71.0,yes
278,2023-07-13_11h41.22.030,Unsyncopated1,s5,36.0,masculino,both,España,Español,Master degree,no,no,A,3,conjunction_un,L1,unsyncopated,s2,r1,14,Online_conjL1_un//c.ro.fo12.222.1110.wav,lu,ro,cho,sil,pu,fo,ze,sil1,ki,la,sil2,['catch'],[0.9029999999997926],[0.9029999999997926],0.222,no_beat,0.6809999999997927,0.6809999999997927,"[""space""]",ro,3,,,,,,,,,,,,,,,4.0,3.0,Español,0.0,Húngaro,1.0,Inglés,6.0,Alemán,15.0,Italiano,14.0,5.0,2.0,yes,no,no,Guitarra,10,Tambor,10,,,"En el ultimo test la silaba FE es muy dificil de identificar, no se si es por que lo dice la maquina, pero casi no se aprecia.Algunos de los idiomas, tienen similitudes con las lenguages indigenas o Japonesas ya que usan silabas.",71.0,yes
279,2023-07-13_11h41.22.030,Unsyncopated1,s5,36.0,masculino,both,España,Español,Master degree,no,no,A,3,conjunction_un,L1,unsyncopated,s1,r2,15,Online_conjL1_un//c.ro.fo13.1332.222.wav,ta,fo,fa,sil,be,ri,ro,sil1,ne,cho,sil2,['catch'],[1.7453000000004977],[1.7453000000004977],1.332,no_beat,0.4133000000004976,0.4133000000004976,"[""space""]",ro,3,,,,,,,,,,,,,,,4.0,3.0,Español,0.0,Húngaro,1.0,Inglés,6.0,Alemán,15.0,Italiano,14.0,5.0,2.0,yes,no,no,Guitarra,10,Tambor,10,,,"En el ultimo test la silaba FE es muy dificil de identificar, no se si es por que lo dice la maquina, pero casi no se aprecia.Algunos de los idiomas, tienen similitudes con las lenguages indigenas o Japonesas ya que usan silabas.",71.0,yes
280,2023-07-13_11h41.22.030,Unsyncopated1,s5,36.0,masculino,both,España,Español,Master degree,no,no,A,3,conjunction_un,L1,unsyncopated,s2,r2,16,Online_conjL1_un//a.pu.ki19.none.none.wav,ze,fo,cho,sil,ta,fa,lu,sil1,be,ne,sil2,['-'],,,none,none,,,,ki,2,,,,,,,,,,,,,,,4.0,3.0,Español,0.0,Húngaro,1.0,Inglés,6.0,Alemán,15.0,Italiano,14.0,5.0,2.0,yes,no,no,Guitarra,10,Tambor,10,,,"En el ultimo test la silaba FE es muy dificil de identificar, no se si es por que lo dice la maquina, pero casi no se aprecia.Algunos de los idiomas, tienen similitudes con las lenguages indigenas o Japonesas ya que usan silabas.",71.0,yes
