Unnamed: 0,date,expName,participant,age,sex,hand,residence,native_lang,education_level,lang_deficit,aud_deficit,group,block,condition,language,rhythm,rule structure online,rule type online,order_trial_on,trial_online,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,catch_syll_resp,rts_syll_catch,clean_rts,time_syll,beat_no_beat,catch_rtsTR,catch_rts,syllable_catch.keys,cond_syll,syll_to_catch,test_offline,block_off,condition_off,rhythm_off,rule,rule_str_off,rule_norule,conds_offline,language_off,Partz_no_partm.keys,Partz_no_partm.rt,security_1_7.keys,accuracy,security_1_7.rt,n_lang,n_lang_used,lang_1,age_l1,lang_2,age_l2,ability_learn_l2,tendence_mix_lan,music_experience,muisc_use,partiture,instr_1,age_M1,age_M5,preguntas_musica1,BMRQ_answer.response,final comment,BMRQ_Score,bilingual
0,2024-04-24_10h51.51.516,Experiment4_uns,s168,30.0,masculino,right,España,Español,Other,no,no,B,1,what,L1,unsyncopated,s1,r2,0,Online_whatL1//b.ta.be12.0.888.wav,ta,fo,lu,sil,be,zu,fa,sil2,cho,ne,sil1,['catch'],[1.38069999998811],[1.38069999998811],0.888,beat,0.49269999998811,0.49269999998811,"[""space""]",be,2,testWhatL1Uns//r2.s2.0.wav,1.0,what,unsyncopated,b,s2,rule,rule,L1,z,5.7565,4.0,1.0,8.4396,2.0,1.0,Catalán,7.0,Inglés,11.0,4.0,2.0,no,no,no,nada,, ,1. Cuando comparto música con alguien siento una complicidad especial con aquella persona.,3.0,nada,65.0,yes
1,2024-04-24_10h51.51.516,Experiment4_uns,s168,30.0,masculino,right,España,Español,Other,no,no,B,1,what,L1,unsyncopated,s2,r1,1,Online_whatL1//b.ta.be14.none.none.wav,cho,zu,fo,sil2,pu,ne,ri,sil,ki,ni,sil1,['-'],,,none,none,,,,be,2,testWhatL1Uns//r1.s1.1.wav,1.0,what,unsyncopated,a,s1,rule,rule,L1,z,2.6711,4.0,1.0,1.0508,2.0,1.0,Catalán,7.0,Inglés,11.0,4.0,2.0,no,no,no,nada,, ,2. En mi tiempo libre apenas escucho música.,5.0,nada,65.0,yes
2,2024-04-24_10h51.51.516,Experiment4_uns,s168,30.0,masculino,right,España,Español,Other,no,no,B,1,what,L1,unsyncopated,s1,r1,2,Online_whatL1//b.ta.be15.none.none.wav,pu,ne,lu,sil2,ki,fo,la,sil,fa,ze,sil1,['-'],,,none,none,,,,be,2,testWhatL1Uns//dep_viol.r1.s1.0.wav,1.0,what,unsyncopated,a,s1,no_rule,dep,L1,z,1.9091,7.0,0.0,3.2936,2.0,1.0,Catalán,7.0,Inglés,11.0,4.0,2.0,no,no,no,nada,, ,3. Algunas canciones me ponen los pelos de punta,3.0,nada,65.0,yes
3,2024-04-24_10h51.51.516,Experiment4_uns,s168,30.0,masculino,right,España,Español,Other,no,no,B,1,what,L1,unsyncopated,s2,r2,3,Online_whatL1//b.ta.be13.888.1998.wav,cho,fa,ro,sil,ta,lu,zu,sil2,be,fo,sil1,['catch_delay'],[0.6978000000119129],[0.6978000000119129],1.998,no_beat,0.6978000000119129,0.6978000000119129,,be,2,testWhatL1Uns//dep_viol.r1.s2.0.wav,1.0,what,unsyncopated,a,s2,no_rule,dep,L1,z,1.1332,7.0,0.0,0.5335,2.0,1.0,Catalán,7.0,Inglés,11.0,4.0,2.0,no,no,no,nada,, ,4. La música me hace compañía cuando estoy solo,4.0,nada,65.0,yes
4,2024-04-24_10h51.51.516,Experiment4_uns,s168,30.0,masculino,right,España,Español,Other,no,no,B,1,what,L1,unsyncopated,s2,r1,4,Online_whatL1//a.pu.ki10.888.1776.wav,ni,la,lu,sil,pu,zu,ze,sil1,ki,ne,sil2,['catch'],"[0.031800000011912744, 1.8159999999999172]",[1.8159999999999172],0.888,beat,0.9279999999999172,0.9279999999999172,"[""space"",""space""]",pu,1,testWhatL1Uns//r1.s2.2.wav,1.0,what,unsyncopated,a,s2,rule,rule,L1,m,6.466,2.0,0.0,2.6011,2.0,1.0,Catalán,7.0,Inglés,11.0,4.0,2.0,no,no,no,nada,, ,5. No me apetece bailar ni con la música que más me gusta,5.0,nada,65.0,yes
5,2024-04-24_10h51.51.516,Experiment4_uns,s168,30.0,masculino,right,España,Español,Other,no,no,B,1,what,L1,unsyncopated,s1,r2,5,Online_whatL1//a.pu.ki11.none.none.wav,ta,lu,ri,sil,be,la,fa,sil1,ne,ze,sil2,['-'],,,none,none,,,,pu,1,testWhatL1Uns//cat_viol.r1.s1.0.wav,1.0,what,unsyncopated,a,s1,no_rule,cat,L1,m,5.0506,2.0,1.0,0.4254,2.0,1.0,Catalán,7.0,Inglés,11.0,4.0,2.0,no,no,no,nada,, ,6. La música me hace conectar con la gente,4.0,nada,65.0,yes
6,2024-04-24_10h51.51.516,Experiment4_uns,s168,30.0,masculino,right,España,Español,Other,no,no,B,1,what,L1,unsyncopated,s1,r2,6,Online_whatL1//a.pu.ki9.none.none.wav,ta,ne,la,sil2,be,zu,ze,sil,fo,lu,sil1,['-'],,,none,none,,,,pu,1,testWhatL1Uns//r1.s1.2.wav,1.0,what,unsyncopated,a,s1,rule,rule,L1,z,1.0345,7.0,1.0,0.8842,2.0,1.0,Catalán,7.0,Inglés,11.0,4.0,2.0,no,no,no,nada,, ,7. Me informo sobre la música que me gusta.,4.0,nada,65.0,yes
7,2024-04-24_10h51.51.516,Experiment4_uns,s168,30.0,masculino,right,España,Español,Other,no,no,B,1,what,L1,unsyncopated,s2,r1,7,Online_whatL1//a.pu.ki8.1110.1998.wav,ri,ro,cho,sil2,pu,zu,ne,sil,ki,lu,sil1,['catch'],[1.687100000023861],[1.687100000023861],1.11,no_beat,0.5771000000238609,0.5771000000238609,"[""space""]",pu,1,testWhatL1Uns//cat_viol.r2.s1.0.wav,1.0,what,unsyncopated,b,s1,no_rule,cat,L1,z,1.3207,5.0,0.0,4.1496,2.0,1.0,Catalán,7.0,Inglés,11.0,4.0,2.0,no,no,no,nada,, ,8.Me emociono escuchando ciertas canciones.,4.0,nada,65.0,yes
8,2024-04-24_10h51.51.516,Experiment4_uns,s168,30.0,masculino,right,España,Español,Other,no,no,B,1,what,L1,unsyncopated,s2,r2,8,Online_whatL1//a.pu.ki18.none.none.wav,zu,ne,cho,sil,ta,fo,ri,sil1,be,fa,sil2,['-'],,,none,none,,,,pu,1,testWhatL1Uns//r1.s2.0.wav,1.0,what,unsyncopated,a,s2,rule,rule,L1,m,5.5995,2.0,0.0,1.8673,2.0,1.0,Catalán,7.0,Inglés,11.0,4.0,2.0,no,no,no,nada,, ,9.La música me tranquiliza y me relaja.,4.0,nada,65.0,yes
9,2024-04-24_10h51.51.516,Experiment4_uns,s168,30.0,masculino,right,España,Español,Other,no,no,B,1,what,L1,unsyncopated,s1,r1,9,Online_whatL1//a.pu.ki16.0.888.wav,pu,cho,ze,sil,ki,ri,ni,sil1,lu,fa,sil2,['catch'],[0.7323000000119464],[0.7323000000119464],0.0,beat,0.7323000000119464,0.7323000000119464,"[""space""]",pu,1,testWhatL1Uns//time_viol.r1.s2.0.wav,1.0,what,unsyncopated,a,s2,no_rule,time,L1,m,1.8504,2.0,1.0,1.1261,2.0,1.0,Catalán,7.0,Inglés,11.0,4.0,2.0,no,no,no,nada,, ,10.La música me hace bailar,4.0,nada,65.0,yes
10,2024-04-24_10h51.51.516,Experiment4_uns,s168,30.0,masculino,right,España,Español,Other,no,no,B,1,what,L1,unsyncopated,s2,r1,10,Online_whatL1//a.pu.ki19.1110.1998.wav,ne,ze,la,sil2,pu,fo,zu,sil,ki,cho,sil1,['catch'],[1.8971999999880609],[1.8971999999880609],1.11,no_beat,0.7871999999880608,0.7871999999880608,"[""space""]",pu,1,testWhatL1Uns//dep_viol.r2.s1.0.wav,1.0,what,unsyncopated,b,s1,no_rule,dep,L1,z,0.7676,6.0,0.0,2.0091,2.0,1.0,Catalán,7.0,Inglés,11.0,4.0,2.0,no,no,no,nada,, ,11.Busco novedades musicales continuamente,2.0,nada,65.0,yes
11,2024-04-24_10h51.51.516,Experiment4_uns,s168,30.0,masculino,right,España,Español,Other,no,no,B,1,what,L1,unsyncopated,s1,r1,11,Online_whatL1//a.pu.ki17.0.1110.wav,pu,ro,ni,sil2,ki,zu,la,sil,cho,ri,sil1,['miss'],,,0.0,beat,,,,pu,1,testWhatL1Uns//cat_viol.r1.s2.0.wav,1.0,what,unsyncopated,a,s2,no_rule,cat,L1,m,3.5658,2.0,1.0,1.1326,2.0,1.0,Catalán,7.0,Inglés,11.0,4.0,2.0,no,no,no,nada,, ,12. Puedo llorar cuando escucho algunas melodías que me gustan mucho.,1.0,nada,65.0,yes
12,2024-04-24_10h51.51.516,Experiment4_uns,s168,30.0,masculino,right,España,Español,Other,no,no,B,1,what,L1,unsyncopated,s1,r2,12,Online_whatL1//d.ne.ni25.1332.222.wav,ta,ni,ri,sil2,be,ne,cho,sil,lu,zu,sil1,['catch'],[1.4521000000238473],[1.4521000000238473],0.222,no_beat,,1.2301000000238471,"[""space""]",ni,4,testWhatL1Uns//r2.s1.0.wav,1.0,what,unsyncopated,b,s1,rule,rule,L1,m,3.6833,3.0,0.0,1.9893,2.0,1.0,Catalán,7.0,Inglés,11.0,4.0,2.0,no,no,no,nada,, ,13. Me gusta cantar o tocar un instrumento con más gente,2.0,nada,65.0,yes
13,2024-04-24_10h51.51.516,Experiment4_uns,s168,30.0,masculino,right,España,Español,Other,no,no,B,1,what,L1,unsyncopated,s2,r1,13,Online_whatL1//d.ne.ni26.0.444.wav,ne,lu,ni,sil,pu,ze,fa,sil1,ki,ro,sil2,['catch'],[1.10450000000003],[1.10450000000003],0.444,no_beat,0.6605000000000301,0.6605000000000301,"[""space""]",ni,4,testWhatL1Uns//r2.s1.2.wav,1.0,what,unsyncopated,b,s1,rule,rule,L1,z,0.9511,2.0,1.0,2.3678,2.0,1.0,Catalán,7.0,Inglés,11.0,4.0,2.0,no,no,no,nada,, ,14. La música me ayuda a desconectar.,4.0,nada,65.0,yes
14,2024-04-24_10h51.51.516,Experiment4_uns,s168,30.0,masculino,right,España,Español,Other,no,no,B,1,what,L1,unsyncopated,s1,r2,14,Online_whatL1//d.ne.ni27.none.none.wav,ta,ri,fa,sil2,be,cho,ro,sil,lu,la,sil1,['-'],,,none,none,,,,ni,4,testWhatL1Uns//dep_viol.r2.s2.0.wav,1.0,what,unsyncopated,b,s2,no_rule,dep,L1,z,3.5497,2.0,0.0,0.8504,2.0,1.0,Catalán,7.0,Inglés,11.0,4.0,2.0,no,no,no,nada,, ,15. No puedo evitar tararear las canciones que me gustan cuando las escucho.,4.0,nada,65.0,yes
15,2024-04-24_10h51.51.516,Experiment4_uns,s168,30.0,masculino,right,España,Español,Other,no,no,B,1,what,L1,unsyncopated,s2,r2,15,Online_whatL1//d.ne.ni24.1332.444.wav,zu,la,ni,sil,ta,ri,ne,sil2,be,fo,sil1,['catch'],[1.2919000000357528],[1.2919000000357528],0.444,no_beat,0.8479000000357528,0.8479000000357528,"[""space""]",ni,4,testWhatL1Uns//r2.s2.1.wav,1.0,what,unsyncopated,b,s2,rule,rule,L1,m,2.9505,1.0,0.0,0.2899,2.0,1.0,Catalán,7.0,Inglés,11.0,4.0,2.0,no,no,no,nada,, ,16. En los conciertos me siento en sintonía con los artistas y el público.,3.0,nada,65.0,yes
16,2024-04-24_10h51.51.516,Experiment4_uns,s168,30.0,masculino,right,España,Español,Other,no,no,B,1,what,L1,unsyncopated,s2,r1,16,Online_whatL1//d.ne.ni1.none.none.wav,ze,lu,zu,sil,pu,fa,ri,sil2,ki,la,sil1,['-'],,,none,none,,,,ni,4,testWhatL1Uns//r2.s1.1.wav,1.0,what,unsyncopated,b,s1,rule,rule,L1,z,6.649,1.0,1.0,1.1167,2.0,1.0,Catalán,7.0,Inglés,11.0,4.0,2.0,no,no,no,nada,, ,17. Me gasto bastante dinero en música y cosas relacionadas con la música.,1.0,nada,65.0,yes
17,2024-04-24_10h51.51.516,Experiment4_uns,s168,30.0,masculino,right,España,Español,Other,no,no,B,1,what,L1,unsyncopated,s2,r1,17,Online_whatL1//d.ne.ni0.0.1332.wav,ne,zu,fo,sil2,pu,ni,cho,sil,ki,ro,sil1,['catch'],[1.8571999999880973],[1.8571999999880973],1.332,no_beat,0.5251999999880972,0.5251999999880972,"[""space""]",ni,4,testWhatL1Uns//r2.s2.2.wav,1.0,what,unsyncopated,b,s2,rule,rule,L1,m,3.6337,1.0,0.0,0.8338,2.0,1.0,Catalán,7.0,Inglés,11.0,4.0,2.0,no,no,no,nada,, ,18. Siento escalofríos cuando escucho una melodía que me gusta.,2.0,nada,65.0,yes
18,2024-04-24_10h51.51.516,Experiment4_uns,s168,30.0,masculino,right,España,Español,Other,no,no,B,1,what,L1,unsyncopated,s2,r2,18,Online_whatL1//d.ne.ni3.none.none.wav,ro,lu,la,sil,ta,ri,fa,sil1,be,ze,sil2,['-'],,,none,none,,,,ni,4,testWhatL1Uns//r1.s2.1.wav,1.0,what,unsyncopated,a,s2,rule,rule,L1,z,0.6172,7.0,1.0,1.6066,2.0,1.0,Catalán,7.0,Inglés,11.0,4.0,2.0,no,no,no,nada,, ,19. Con la música me puedo desahogar.,3.0,nada,65.0,yes
19,2024-04-24_10h51.51.516,Experiment4_uns,s168,30.0,masculino,right,España,Español,Other,no,no,B,1,what,L1,unsyncopated,s2,r1,19,Online_whatL1//d.ne.ni2.444.0.wav,ni,fa,ne,sil,pu,la,ze,sil2,ki,fo,sil1,['catch'],[0.7093000000119218],[0.7093000000119218],0.0,beat,0.7093000000119218,0.7093000000119218,"[""space""]",ni,4,testWhatL1Uns//r1.s1.0.wav,1.0,what,unsyncopated,a,s1,rule,rule,L1,z,1.7504,4.0,1.0,1.4668,2.0,1.0,Catalán,7.0,Inglés,11.0,4.0,2.0,no,no,no,nada,, ,20. Cuando escucho una melodía que me gusta mucho no puedo evitar mover el cuerpo.,3.0,nada,65.0,yes
20,2024-04-24_10h51.51.516,Experiment4_uns,s168,30.0,masculino,right,España,Español,Other,no,no,B,1,what,L1,unsyncopated,s1,r1,20,Online_whatL1//d.ne.ni28.1332.222.wav,pu,ni,lu,sil2,ki,ne,cho,sil,fo,zu,sil1,['miss'],,,0.222,no_beat,,,,ni,4,testWhatL1Uns//time_viol.r1.s1.0.wav,1.0,what,unsyncopated,a,s1,no_rule,time,L1,z,2.8666,2.0,0.0,1.35,2.0,1.0,Catalán,7.0,Inglés,11.0,4.0,2.0,no,no,no,nada,, ,,,nada,65.0,yes
21,2024-04-24_10h51.51.516,Experiment4_uns,s168,30.0,masculino,right,España,Español,Other,no,no,B,1,what,L1,unsyncopated,s1,r1,21,Online_whatL1//d.ne.ni31.1998.1332.wav,pu,la,cho,sil2,ki,ni,lu,sil,ne,fa,sil1,['catch'],[2.210699999988151],[2.210699999988151],1.332,no_beat,0.8786999999881508,0.8786999999881508,"[""space""]",ni,4,testWhatL1Uns//time_viol.r2.s1.0.wav,1.0,what,unsyncopated,b,s1,no_rule,time,L1,z,2.3688,2.0,0.0,1.0439,2.0,1.0,Catalán,7.0,Inglés,11.0,4.0,2.0,no,no,no,nada,, ,,,nada,65.0,yes
22,2024-04-24_10h51.51.516,Experiment4_uns,s168,30.0,masculino,right,España,Español,Other,no,no,B,1,what,L1,unsyncopated,s1,r2,22,Online_whatL1//d.ne.ni29.none.none.wav,ta,la,zu,sil2,be,fo,ri,sil,fa,ro,sil1,['-'],,,none,none,,,,ni,4,testWhatL1Uns//cat_viol.r2.s2.0.wav,1.0,what,unsyncopated,b,s2,no_rule,cat,L1,m,1.5339,2.0,1.0,1.1072,2.0,1.0,Catalán,7.0,Inglés,11.0,4.0,2.0,no,no,no,nada,, ,,,nada,65.0,yes
23,2024-04-24_10h51.51.516,Experiment4_uns,s168,30.0,masculino,right,España,Español,Other,no,no,B,1,what,L1,unsyncopated,s1,r2,23,Online_whatL1//d.ne.ni30.444.1332.wav,ta,lu,ne,sil,be,fo,ni,sil2,ro,cho,sil1,['catch'],[2.2046999999880654],[2.2046999999880654],1.332,no_beat,0.8726999999880654,0.8726999999880654,"[""space""]",ni,4,testWhatL1Uns//time_viol.r2.s2.0.wav,1.0,what,unsyncopated,b,s2,no_rule,time,L1,z,3.95,4.0,0.0,1.5518,2.0,1.0,Catalán,7.0,Inglés,11.0,4.0,2.0,no,no,no,nada,, ,,,nada,65.0,yes
24,2024-04-24_10h51.51.516,Experiment4_uns,s168,30.0,masculino,right,España,Español,Other,no,no,B,1,what,L1,unsyncopated,s2,r1,24,Online_whatL1//b.ta.be9.none.none.wav,ze,zu,ni,sil,pu,fa,ne,sil1,ki,fo,sil2,['-'],,,none,none,,,,be,2,testWhenL2Uns//r1.s1.2.wav,2.0,when,unsyncopated,a,s1,rule,rule,L2,z,4.191,5.0,1.0,1.0636,2.0,1.0,Catalán,7.0,Inglés,11.0,4.0,2.0,no,no,no,nada,, ,,,nada,65.0,yes
25,2024-04-24_10h51.51.516,Experiment4_uns,s168,30.0,masculino,right,España,Español,Other,no,no,B,1,what,L1,unsyncopated,s1,r1,25,Online_whatL1//b.ta.be10.none.none.wav,pu,fo,fa,sil,ki,zu,cho,sil1,la,ri,sil2,['-'],,,none,none,,,,be,2,testWhenL2Uns//cat_viol.r1.s1.0.wav,2.0,when,unsyncopated,a,s1,no_rule,cat,L2,z,1.7501,4.0,1.0,0.7903,2.0,1.0,Catalán,7.0,Inglés,11.0,4.0,2.0,no,no,no,nada,, ,,,nada,65.0,yes
26,2024-04-24_10h51.51.516,Experiment4_uns,s168,30.0,masculino,right,España,Español,Other,no,no,B,1,what,L1,unsyncopated,s1,r2,26,Online_whatL1//b.ta.be8.0.1110.wav,ta,la,zu,sil2,be,fo,ri,sil,ne,ze,sil1,['catch'],[1.6868000000119991],[1.6868000000119991],1.11,no_beat,0.576800000011999,0.576800000011999,"[""space""]",be,2,testWhenL2Uns//dep_viol.r1.s2.0.wav,2.0,when,unsyncopated,a,s2,no_rule,dep,L2,z,0.7511,4.0,1.0,0.7608,2.0,1.0,Catalán,7.0,Inglés,11.0,4.0,2.0,no,no,no,nada,, ,,,nada,65.0,yes
27,2024-04-24_10h51.51.516,Experiment4_uns,s168,30.0,masculino,right,España,Español,Other,no,no,B,1,what,L1,unsyncopated,s1,r2,27,Online_whatL1//b.ta.be11.0.888.wav,ta,ne,fa,sil,be,ri,fo,sil2,cho,ni,sil1,['catch'],[1.5270000000000437],[1.5270000000000437],0.888,beat,0.6390000000000436,0.6390000000000436,"[""space""]",be,2,testWhenL2Uns//time_viol.r1.s1.0.wav,2.0,when,unsyncopated,a,s1,no_rule,time,L2,m,2.5173,3.0,0.0,2.9658,2.0,1.0,Catalán,7.0,Inglés,11.0,4.0,2.0,no,no,no,nada,, ,,,nada,65.0,yes
28,2024-04-24_10h51.51.516,Experiment4_uns,s168,30.0,masculino,right,España,Español,Other,no,no,B,1,what,L1,unsyncopated,s1,r1,28,Online_whatL1//c.ro.fo24.none.none.wav,pu,la,ri,sil,ki,fa,ne,sil1,ni,lu,sil2,['-'],,,none,none,,,,fo,3,testWhenL2Uns//time_viol.r2.s1.0.wav,2.0,when,unsyncopated,b,s1,no_rule,time,L2,m,0.1677,2.0,0.0,0.831,2.0,1.0,Catalán,7.0,Inglés,11.0,4.0,2.0,no,no,no,nada,, ,,,nada,65.0,yes
29,2024-04-24_10h51.51.516,Experiment4_uns,s168,30.0,masculino,right,España,Español,Other,no,no,B,1,what,L1,unsyncopated,s1,r2,29,Online_whatL1//c.ro.fo25.222.1110.wav,ta,ro,lu,sil,be,fo,ri,sil2,ni,zu,sil1,['catch'],[1.5059000000356946],[1.5059000000356946],1.11,no_beat,0.3959000000356945,0.3959000000356945,"[""space""]",fo,3,testWhenL2Uns//dep_viol.r2.s1.0.wav,2.0,when,unsyncopated,b,s1,no_rule,dep,L2,m,8.3823,3.0,0.0,0.1666,2.0,1.0,Catalán,7.0,Inglés,11.0,4.0,2.0,no,no,no,nada,, ,,,nada,65.0,yes
30,2024-04-24_10h51.51.516,Experiment4_uns,s168,30.0,masculino,right,España,Español,Other,no,no,B,1,what,L1,unsyncopated,s1,r2,30,Online_whatL1//c.ro.fo26.1332.1554.wav,ta,fa,ri,sil2,be,ro,fo,sil,ze,zu,sil1,"['false alarm', 'catch']","[0.2793999999762491, 2.2633999999761727]",[2.2633999999761727],1.554,no_beat,0.7093999999761726,0.7093999999761726,"[""space"",""space""]",fo,3,testWhenL2Uns//time_viol.r1.s2.0.wav,2.0,when,unsyncopated,a,s2,no_rule,time,L2,m,1.2488,3.0,0.0,0.3671,2.0,1.0,Catalán,7.0,Inglés,11.0,4.0,2.0,no,no,no,nada,, ,,,nada,65.0,yes
31,2024-04-24_10h51.51.516,Experiment4_uns,s168,30.0,masculino,right,España,Español,Other,no,no,B,1,what,L1,unsyncopated,s1,r1,31,Online_whatL1//c.ro.fo27.none.none.wav,pu,lu,ze,sil,ki,ne,fa,sil2,cho,zu,sil1,['-'],,,none,none,,,,fo,3,testWhenL2Uns//r1.s1.0.wav,2.0,when,unsyncopated,a,s1,rule,rule,L2,z,2.3524,1.0,1.0,2.5401,2.0,1.0,Catalán,7.0,Inglés,11.0,4.0,2.0,no,no,no,nada,, ,,,nada,65.0,yes
32,2024-04-24_10h51.51.516,Experiment4_uns,s168,30.0,masculino,right,España,Español,Other,no,no,B,1,what,L1,unsyncopated,s2,r2,32,Online_whatL1//d.ne.ni6.none.none.wav,fa,fo,ri,sil,ta,lu,zu,sil1,be,ro,sil2,['false alarm'],[1.115299999952299],[1.115299999952299],none,none,,,"[""space""]",ni,4,testWhenL2Uns//r1.s2.0.wav,2.0,when,unsyncopated,a,s2,rule,rule,L2,m,0.6175,2.0,0.0,0.4671,2.0,1.0,Catalán,7.0,Inglés,11.0,4.0,2.0,no,no,no,nada,, ,,,nada,65.0,yes
33,2024-04-24_10h51.51.516,Experiment4_uns,s168,30.0,masculino,right,España,Español,Other,no,no,B,1,what,L1,unsyncopated,s1,r2,33,Online_whatL1//d.ne.ni4.none.none.wav,ta,cho,lu,sil,be,fa,zu,sil1,ro,ze,sil2,['-'],,,none,none,,,,ni,4,testWhenL2Uns//r2.s1.2.wav,2.0,when,unsyncopated,b,s1,rule,rule,L2,z,0.3071,6.0,1.0,0.7341,2.0,1.0,Catalán,7.0,Inglés,11.0,4.0,2.0,no,no,no,nada,, ,,,nada,65.0,yes
34,2024-04-24_10h51.51.516,Experiment4_uns,s168,30.0,masculino,right,España,Español,Other,no,no,B,1,what,L1,unsyncopated,s2,r2,34,Online_whatL1//d.ne.ni7.none.none.wav,ze,lu,fa,sil,ta,cho,ri,sil1,be,ro,sil2,['-'],,,none,none,,,,ni,4,testWhenL2Uns//r1.s2.2.wav,2.0,when,unsyncopated,a,s2,rule,rule,L2,z,1.2336,5.0,1.0,0.5505,2.0,1.0,Catalán,7.0,Inglés,11.0,4.0,2.0,no,no,no,nada,, ,,,nada,65.0,yes
35,2024-04-24_10h51.51.516,Experiment4_uns,s168,30.0,masculino,right,España,Español,Other,no,no,B,1,what,L1,unsyncopated,s1,r1,35,Online_whatL1//d.ne.ni5.none.none.wav,pu,cho,fo,sil,ki,zu,ro,sil2,fa,la,sil1,['-'],,,none,none,,,,ni,4,testWhenL2Uns//time_viol.r2.s2.0.wav,2.0,when,unsyncopated,b,s2,no_rule,time,L2,z,1.2374,6.0,1.0,0.6169,2.0,1.0,Catalán,7.0,Inglés,11.0,4.0,2.0,no,no,no,nada,, ,,,nada,65.0,yes
36,2024-04-24_10h51.51.516,Experiment4_uns,s168,30.0,masculino,right,España,Español,Other,no,no,B,1,what,L1,unsyncopated,s2,r1,36,Online_whatL1//b.ta.be3.none.none.wav,ze,ri,la,sil,pu,ni,fo,sil1,ki,cho,sil2,['-'],,,none,none,,,,be,2,testWhenL2Uns//r2.s1.0.wav,2.0,when,unsyncopated,b,s1,rule,rule,L2,z,0.5973,5.0,1.0,0.451,2.0,1.0,Catalán,7.0,Inglés,11.0,4.0,2.0,no,no,no,nada,, ,,,nada,65.0,yes
37,2024-04-24_10h51.51.516,Experiment4_uns,s168,30.0,masculino,right,España,Español,Other,no,no,B,1,what,L1,unsyncopated,s1,r1,37,Online_whatL1//b.ta.be1.none.none.wav,pu,fa,fo,sil2,ki,la,zu,sil,ze,ri,sil1,['-'],,,none,none,,,,be,2,testWhenL2Uns//r2.s2.0.wav,2.0,when,unsyncopated,b,s2,rule,rule,L2,z,4.4657,3.0,1.0,1.122,2.0,1.0,Catalán,7.0,Inglés,11.0,4.0,2.0,no,no,no,nada,, ,,,nada,65.0,yes
38,2024-04-24_10h51.51.516,Experiment4_uns,s168,30.0,masculino,right,España,Español,Other,no,no,B,1,what,L1,unsyncopated,s2,r2,38,Online_whatL1//b.ta.be2.1110.1998.wav,ze,fa,lu,sil2,ta,ne,cho,sil,be,ri,sil1,['catch_delay'],[0.8368000000119229],[0.8368000000119229],1.998,no_beat,0.8368000000119229,0.8368000000119229,,be,2,testWhenL2Uns//cat_viol.r2.s2.0.wav,2.0,when,unsyncopated,b,s2,no_rule,cat,L2,z,0.7264,4.0,1.0,0.3673,2.0,1.0,Catalán,7.0,Inglés,11.0,4.0,2.0,no,no,no,nada,, ,,,nada,65.0,yes
39,2024-04-24_10h51.51.516,Experiment4_uns,s168,30.0,masculino,right,España,Español,Other,no,no,B,1,what,L1,unsyncopated,s2,r2,39,Online_whatL1//b.ta.be0.888.1776.wav,ni,lu,ne,sil,ta,ze,zu,sil1,be,la,sil2,['miss'],[0.17080000001192275],[0.17080000001192275],1.776,beat,,,"[""space""]",be,2,testWhenL2Uns//dep_viol.r2.s2.0.wav,2.0,when,unsyncopated,b,s2,no_rule,dep,L2,z,0.3338,4.0,1.0,1.1045,2.0,1.0,Catalán,7.0,Inglés,11.0,4.0,2.0,no,no,no,nada,, ,,,nada,65.0,yes
40,2024-04-24_10h51.51.516,Experiment4_uns,s168,30.0,masculino,right,España,Español,Other,no,no,B,1,what,L1,unsyncopated,s1,r1,40,Online_whatL1//d.ne.ni9.222.444.wav,pu,ne,ni,sil,ki,fa,zu,sil2,fo,ro,sil1,['catch'],[1.1414999999999509],[1.1414999999999509],0.444,no_beat,0.6974999999999509,0.6974999999999509,"[""space""]",ni,4,testWhenL2Uns//r1.s2.1.wav,2.0,when,unsyncopated,a,s2,rule,rule,L2,z,1.9174,4.0,1.0,0.1996,2.0,1.0,Catalán,7.0,Inglés,11.0,4.0,2.0,no,no,no,nada,, ,,,nada,65.0,yes
41,2024-04-24_10h51.51.516,Experiment4_uns,s168,30.0,masculino,right,España,Español,Other,no,no,B,1,what,L1,unsyncopated,s2,r2,41,Online_whatL1//d.ne.ni11.none.none.wav,lu,fa,ze,sil,ta,ri,la,sil1,be,fo,sil2,['-'],,,none,none,,,,ni,4,testWhenL2Uns//cat_viol.r2.s1.0.wav,2.0,when,unsyncopated,b,s1,no_rule,cat,L2,z,9.0212,3.0,1.0,1.3748,2.0,1.0,Catalán,7.0,Inglés,11.0,4.0,2.0,no,no,no,nada,, ,,,nada,65.0,yes
42,2024-04-24_10h51.51.516,Experiment4_uns,s168,30.0,masculino,right,España,Español,Other,no,no,B,1,what,L1,unsyncopated,s2,r1,42,Online_whatL1//d.ne.ni10.none.none.wav,ri,fa,ro,sil2,pu,zu,ze,sil,ki,la,sil1,['-'],,,none,none,,,,ni,4,testWhenL2Uns//r1.s1.1.wav,2.0,when,unsyncopated,a,s1,rule,rule,L2,m,0.3171,2.0,0.0,0.2012,2.0,1.0,Catalán,7.0,Inglés,11.0,4.0,2.0,no,no,no,nada,, ,,,nada,65.0,yes
