Unnamed: 0,date,expName,participant,age,sex,hand,residence,native_lang,education_level,lang_deficit,aud_deficit,group,block,condition,language,rhythm,rule structure online,rule type online,order_trial_on,trial_online,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,catch_syll_resp,rts_syll_catch,clean_rts,time_syll,beat_no_beat,catch_rtsTR,catch_rts,syllable_catch.keys,cond_syll,syll_to_catch,test_offline,block_off,condition_off,rhythm_off,rule,rule_str_off,rule_norule,conds_offline,language_off,Partz_no_partm.keys,Partz_no_partm.rt,security_1_7.keys,accuracy,security_1_7.rt,n_lang,n_lang_used,lang_1,age_l1,lang_2,age_l2,ability_learn_l2,tendence_mix_lan,music_experience,muisc_use,partiture,instr_1,age_M1,preguntas_musica1,BMRQ_answer.response,final comment,BMRQ_Score,bilingual
0,2023-09-21_16h13.37.688,Unsyncopated1,s24,30.0,masculino,right,España,Castellano,Doctorate,no,no,B,1,when,L3,unsyncopated,when,when,0,Online_whenL3//b.ñe24.none.wav,sa,je,ga,sil,mo,fu,ji,sil1,di,gu,sil2,['-'],,,none,none,,,,60:64,2,testWhenL3Uns//dep_viol.r1.s1.0.wav,1.0,when,unsyncopated,a,s1,no_rule,dep,L3,z,3.7683,6.0,1.0,113.665,2.0,2.0,Castellano,0.0,Inglés,9.0,2.0,3.0,yes,yes,no,Guitarra flamenca,15,1. Cuando comparto música con alguien siento una complicidad especial con aquella persona.,4.0,"He cometido el error de pinchar con el botón del ratón en vez de pulsar la barra de espacio para responder durante la Fase de Sílabas del primer lenguaje (L1). Después, al leer con atención las instrucciones durante la misma prueba del lenguaje 2 (L2), he sido consciente de mi fallo. Saludos",68.0,yes
1,2023-09-21_16h13.37.688,Unsyncopated1,s24,30.0,masculino,right,España,Castellano,Doctorate,no,no,B,1,when,L3,unsyncopated,when,when,1,Online_whenL3//b.ñe27.none.wav,di,ko,do,sil,fu,chu,ji,sil1,ka,sa,sil2,['-'],,,none,none,,,,60:64,2,testWhenL3Uns//time_viol.r2.s2.0.wav,1.0,when,unsyncopated,b,s2,no_rule,time,L3,z,5.7513,5.0,1.0,2.7012,2.0,2.0,Castellano,0.0,Inglés,9.0,2.0,3.0,yes,yes,no,Guitarra flamenca,15,2. En mi tiempo libre apenas escucho música.,5.0,"He cometido el error de pinchar con el botón del ratón en vez de pulsar la barra de espacio para responder durante la Fase de Sílabas del primer lenguaje (L1). Después, al leer con atención las instrucciones durante la misma prueba del lenguaje 2 (L2), he sido consciente de mi fallo. Saludos",68.0,yes
2,2023-09-21_16h13.37.688,Unsyncopated1,s24,30.0,masculino,right,España,Castellano,Doctorate,no,no,B,1,when,L3,unsyncopated,when,when,2,Online_whenL3//b.ñe26.none.wav,ko,mo,ji,sil,di,le,sa,sil1,fu,ka,sil2,['-'],,,none,none,,,,60:64,2,testWhenL3Uns//r1.s2.1.wav,1.0,when,unsyncopated,a,s2,rule,rule,L3,z,3.9985,7.0,1.0,1.5,2.0,2.0,Castellano,0.0,Inglés,9.0,2.0,3.0,yes,yes,no,Guitarra flamenca,15,3. Algunas canciones me ponen los pelos de punta,3.0,"He cometido el error de pinchar con el botón del ratón en vez de pulsar la barra de espacio para responder durante la Fase de Sílabas del primer lenguaje (L1). Después, al leer con atención las instrucciones durante la misma prueba del lenguaje 2 (L2), he sido consciente de mi fallo. Saludos",68.0,yes
3,2023-09-21_16h13.37.688,Unsyncopated1,s24,30.0,masculino,right,España,Castellano,Doctorate,no,no,B,1,when,L3,unsyncopated,when,when,3,Online_whenL3//b.ñe25.222.wav,je,ñe,ji,sil,ko,gu,fu,sil1,li,mo,sil2,['miss'],,,0.222,no_beat,,,,60:64,2,testWhenL3Uns//time_viol.r2.s1.0.wav,1.0,when,unsyncopated,b,s1,no_rule,time,L3,z,1.6794,7.0,1.0,1.6503,2.0,2.0,Castellano,0.0,Inglés,9.0,2.0,3.0,yes,yes,no,Guitarra flamenca,15,4. La música me hace compañía cuando estoy solo,4.0,"He cometido el error de pinchar con el botón del ratón en vez de pulsar la barra de espacio para responder durante la Fase de Sílabas del primer lenguaje (L1). Después, al leer con atención las instrucciones durante la misma prueba del lenguaje 2 (L2), he sido consciente de mi fallo. Saludos",68.0,yes
4,2023-09-21_16h13.37.688,Unsyncopated1,s24,30.0,masculino,right,España,Castellano,Doctorate,no,no,B,1,when,L3,unsyncopated,when,when,4,Online_whenL3//b.ñe33.none.wav,gu,li,ka,sil,sa,fu,le,sil1,di,chu,sil2,['-'],,,none,none,,,,68:72,2,testWhenL3Uns//r2.s2.2.wav,1.0,when,unsyncopated,b,s2,rule,rule,L3,z,1.4175,7.0,1.0,1.652,2.0,2.0,Castellano,0.0,Inglés,9.0,2.0,3.0,yes,yes,no,Guitarra flamenca,15,5. No me apetece bailar ni con la música que más me gusta,5.0,"He cometido el error de pinchar con el botón del ratón en vez de pulsar la barra de espacio para responder durante la Fase de Sílabas del primer lenguaje (L1). Después, al leer con atención las instrucciones durante la misma prueba del lenguaje 2 (L2), he sido consciente de mi fallo. Saludos",68.0,yes
5,2023-09-21_16h13.37.688,Unsyncopated1,s24,30.0,masculino,right,España,Castellano,Doctorate,no,no,B,1,when,L3,unsyncopated,when,when,5,Online_whenL3//b.ñe34.444.wav,fu,ka,ñe,sil,ko,do,chu,sil1,ga,je,sil2,['miss'],,,0.444,no_beat,,,,68:72,2,testWhenL3Uns//r2.s1.2.wav,1.0,when,unsyncopated,b,s1,rule,rule,L3,z,3.5805,6.0,1.0,1.7828,2.0,2.0,Castellano,0.0,Inglés,9.0,2.0,3.0,yes,yes,no,Guitarra flamenca,15,6. La música me hace conectar con la gente,3.0,"He cometido el error de pinchar con el botón del ratón en vez de pulsar la barra de espacio para responder durante la Fase de Sílabas del primer lenguaje (L1). Después, al leer con atención las instrucciones durante la misma prueba del lenguaje 2 (L2), he sido consciente de mi fallo. Saludos",68.0,yes
6,2023-09-21_16h13.37.688,Unsyncopated1,s24,30.0,masculino,right,España,Castellano,Doctorate,no,no,B,1,when,L3,unsyncopated,when,when,6,Online_whenL3//b.ñe32.none.wav,li,fu,mo,sil,ko,ji,chu,sil1,gu,do,sil2,['-'],,,none,none,,,,68:72,2,testWhenL3Uns//cat_viol.r1.s1.0.wav,1.0,when,unsyncopated,a,s1,no_rule,cat,L3,z,2.0208,7.0,1.0,0.953,2.0,2.0,Castellano,0.0,Inglés,9.0,2.0,3.0,yes,yes,no,Guitarra flamenca,15,7. Me informo sobre la música que me gusta.,3.0,"He cometido el error de pinchar con el botón del ratón en vez de pulsar la barra de espacio para responder durante la Fase de Sílabas del primer lenguaje (L1). Después, al leer con atención las instrucciones durante la misma prueba del lenguaje 2 (L2), he sido consciente de mi fallo. Saludos",68.0,yes
7,2023-09-21_16h13.37.688,Unsyncopated1,s24,30.0,masculino,right,España,Castellano,Doctorate,no,no,B,1,when,L3,unsyncopated,when,when,7,Online_whenL3//b.ñe35.1776.wav,le,ka,do,sil,chu,ga,ji,sil1,ñe,gu,sil2,['miss'],,,1.776,beat,,,,68:72,2,testWhenL3Uns//r2.s2.0.wav,1.0,when,unsyncopated,b,s2,rule,rule,L3,z,1.499,5.0,1.0,1.8027,2.0,2.0,Castellano,0.0,Inglés,9.0,2.0,3.0,yes,yes,no,Guitarra flamenca,15,8.Me emociono escuchando ciertas canciones.,4.0,"He cometido el error de pinchar con el botón del ratón en vez de pulsar la barra de espacio para responder durante la Fase de Sílabas del primer lenguaje (L1). Después, al leer con atención las instrucciones durante la misma prueba del lenguaje 2 (L2), he sido consciente de mi fallo. Saludos",68.0,yes
8,2023-09-21_16h13.37.688,Unsyncopated1,s24,30.0,masculino,right,España,Castellano,Doctorate,no,no,B,1,when,L3,unsyncopated,when,when,8,Online_whenL3//c.gu19.1998.wav,ka,sa,je,sil,chu,do,ji,sil1,le,gu,sil2,['miss'],,,1.998,no_beat,,,,88:92,3,testWhenL3Uns//cat_viol.r1.s2.0.wav,1.0,when,unsyncopated,a,s2,no_rule,cat,L3,z,2.7154,5.0,1.0,4.4342,2.0,2.0,Castellano,0.0,Inglés,9.0,2.0,3.0,yes,yes,no,Guitarra flamenca,15,9.La música me tranquiliza y me relaja.,3.0,"He cometido el error de pinchar con el botón del ratón en vez de pulsar la barra de espacio para responder durante la Fase de Sílabas del primer lenguaje (L1). Después, al leer con atención las instrucciones durante la misma prueba del lenguaje 2 (L2), he sido consciente de mi fallo. Saludos",68.0,yes
9,2023-09-21_16h13.37.688,Unsyncopated1,s24,30.0,masculino,right,España,Castellano,Doctorate,no,no,B,1,when,L3,unsyncopated,when,when,9,Online_whenL3//c.gu16.1332.wav,do,ji,ñe,sil,ka,ga,gu,sil1,mo,di,sil2,['miss'],,,1.332,no_beat,,,,88:92,3,testWhenL3Uns//cat_viol.r2.s1.0.wav,1.0,when,unsyncopated,b,s1,no_rule,cat,L3,m,4.6331,3.0,0.0,3.5794,2.0,2.0,Castellano,0.0,Inglés,9.0,2.0,3.0,yes,yes,no,Guitarra flamenca,15,10.La música me hace bailar,3.0,"He cometido el error de pinchar con el botón del ratón en vez de pulsar la barra de espacio para responder durante la Fase de Sílabas del primer lenguaje (L1). Después, al leer con atención las instrucciones durante la misma prueba del lenguaje 2 (L2), he sido consciente de mi fallo. Saludos",68.0,yes
