Unnamed: 0,date,expName,participant,age,sex,hand,residence,native_lang,education_level,lang_deficit,aud_deficit,group,block,condition,language,rhythm,rule structure online,rule type online,order_trial_on,trial_online,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,catch_syll_resp,rts_syll_catch,clean_rts,time_syll,beat_no_beat,catch_rtsTR,catch_rts,syllable_catch.keys,cond_syll,syll_to_catch,test_offline,block_off,condition_off,rhythm_off,rule,rule_str_off,rule_norule,conds_offline,language_off,Partz_no_partm.keys,Partz_no_partm.rt,security_1_7.keys,accuracy,security_1_7.rt,n_lang,n_lang_used,lang_1,age_l1,lang_2,age_l2,lang_3,age_l3,lang_4,age_l4,ability_learn_l2,tendence_mix_lan,music_experience,muisc_use,partiture,instr_1,age_M1,instr_2,age_M2,instr_3,age_M3,preguntas_musica1,BMRQ_answer.response,final comment,BMRQ_Score,bilingual
0,2024-02-04_09h03.30.783,Unsyncopated_study2,s109,21.0,masculino,right,España,CastellanoCatalán,Bachelor degree,no,no,B,1,when,L4,unsyncopated,when,when,0,Online_whenL4//c.bu6.none.wav,nu,de,ci,sil,ru,zi,ña,sil1,po,ñi,sil2,['-'],,,none,none,,,,bu,3,testWhenL4Uns//r1.s1.0.wav,1.0,when,unsyncopated,a,s1,rule,rule,L4,z,5.6103,6.0,1.0,7.8801,4 ,3.0,catalán,0.0,castellano,0.0,inglés,5.0,francés,10.0,4.0,1.0,yes,no,no,flauta,9,canto,9,guitarra,9,1. Cuando comparto música con alguien siento una complicidad especial con aquella persona.,2.0,"En la fase 1 del experimento 1, creía que todo el rato iba a ser la misma sílaba, así que cerraba los ojos para concentrarme mejor, creyendo que la sílaba de la pantalla no iba a cambiar. En poco tiempo los he abierto y visto que cambiaba.",17.0,yes
1,2024-02-04_09h03.30.783,Unsyncopated_study2,s109,21.0,masculino,right,España,CastellanoCatalán,Bachelor degree,no,no,B,1,when,L4,unsyncopated,when,when,1,Online_whenL4//c.bu5.444.wav,ci,ñi,bu,sil,po,nu,ña,sil1,pe,zi,sil2,['catch'],[1.292900000095301],[1.292900000095301],0.444,no_beat,0.8489000000953011,0.8489000000953011,"[""space""]",bu,3,testWhenL4Uns//cat_viol.r2.s2.0.wav,1.0,when,unsyncopated,b,s2,no_rule,cat,L4,z,3.1913,5.0,1.0,4.5324,4 ,3.0,catalán,0.0,castellano,0.0,inglés,5.0,francés,10.0,4.0,1.0,yes,no,no,flauta,9,canto,9,guitarra,9,2. En mi tiempo libre apenas escucho música.,2.0,"En la fase 1 del experimento 1, creía que todo el rato iba a ser la misma sílaba, así que cerraba los ojos para concentrarme mejor, creyendo que la sílaba de la pantalla no iba a cambiar. En poco tiempo los he abierto y visto que cambiaba.",17.0,yes
2,2024-02-04_09h03.30.783,Unsyncopated_study2,s109,21.0,masculino,right,España,CastellanoCatalán,Bachelor degree,no,no,B,1,when,L4,unsyncopated,when,when,2,Online_whenL4//c.bu4.none.wav,ru,ña,ja,sil,ñi,de,ci,sil1,po,zi,sil2,['-'],,,none,none,,,,bu,3,testWhenL4Uns//time_viol.r2.s1.0.wav,1.0,when,unsyncopated,b,s1,no_rule,time,L4,z,1.3168,5.0,1.0,4.7334,4 ,3.0,catalán,0.0,castellano,0.0,inglés,5.0,francés,10.0,4.0,1.0,yes,no,no,flauta,9,canto,9,guitarra,9,3. Algunas canciones me ponen los pelos de punta,1.0,"En la fase 1 del experimento 1, creía que todo el rato iba a ser la misma sílaba, así que cerraba los ojos para concentrarme mejor, creyendo que la sílaba de la pantalla no iba a cambiar. En poco tiempo los he abierto y visto que cambiaba.",17.0,yes
3,2024-02-04_09h03.30.783,Unsyncopated_study2,s109,21.0,masculino,right,España,CastellanoCatalán,Bachelor degree,no,no,B,1,when,L4,unsyncopated,when,when,3,Online_whenL4//c.bu7.none.wav,lo,ci,ja,sil,pe,ñi,da,sil1,re,ru,sil2,['-'],,,none,none,,,,bu,3,testWhenL4Uns//dep_viol.r1.s1.0.wav,1.0,when,unsyncopated,a,s1,no_rule,dep,L4,z,2.4177,4.0,1.0,2.1387,4 ,3.0,catalán,0.0,castellano,0.0,inglés,5.0,francés,10.0,4.0,1.0,yes,no,no,flauta,9,canto,9,guitarra,9,4. La música me hace compañía cuando estoy solo,0.0,"En la fase 1 del experimento 1, creía que todo el rato iba a ser la misma sílaba, así que cerraba los ojos para concentrarme mejor, creyendo que la sílaba de la pantalla no iba a cambiar. En poco tiempo los he abierto y visto que cambiaba.",17.0,yes
4,2024-02-04_09h03.30.783,Unsyncopated_study2,s109,21.0,masculino,right,España,CastellanoCatalán,Bachelor degree,no,no,B,1,when,L4,unsyncopated,when,when,4,Online_whenL4//a.lo33.888.wav,ñi,bu,nu,sil,lo,de,ña,sil1,ci,po,sil2,['miss'],,,0.888,beat,,,,lo,1,testWhenL4Uns//r1.s1.1.wav,1.0,when,unsyncopated,a,s1,rule,rule,L4,z,1.5021,3.0,1.0,4.0676,4 ,3.0,catalán,0.0,castellano,0.0,inglés,5.0,francés,10.0,4.0,1.0,yes,no,no,flauta,9,canto,9,guitarra,9,5. No me apetece bailar ni con la música que más me gusta,3.0,"En la fase 1 del experimento 1, creía que todo el rato iba a ser la misma sílaba, así que cerraba los ojos para concentrarme mejor, creyendo que la sílaba de la pantalla no iba a cambiar. En poco tiempo los he abierto y visto que cambiaba.",17.0,yes
5,2024-02-04_09h03.30.783,Unsyncopated_study2,s109,21.0,masculino,right,España,CastellanoCatalán,Bachelor degree,no,no,B,1,when,L4,unsyncopated,when,when,5,Online_whenL4//a.lo32.1776.wav,bu,pe,ru,sil,ñi,po,ci,sil1,lo,ja,sil2,['false alarm'],[0.8937000000476019],[0.8937000000476019],1.776,beat,,,"[""space""]",lo,1,testWhenL4Uns//time_viol.r2.s2.0.wav,1.0,when,unsyncopated,b,s2,no_rule,time,L4,z,0.9869,6.0,1.0,0.803,4 ,3.0,catalán,0.0,castellano,0.0,inglés,5.0,francés,10.0,4.0,1.0,yes,no,no,flauta,9,canto,9,guitarra,9,6. La música me hace conectar con la gente,0.0,"En la fase 1 del experimento 1, creía que todo el rato iba a ser la misma sílaba, así que cerraba los ojos para concentrarme mejor, creyendo que la sílaba de la pantalla no iba a cambiar. En poco tiempo los he abierto y visto que cambiaba.",17.0,yes
6,2024-02-04_09h03.30.783,Unsyncopated_study2,s109,21.0,masculino,right,España,CastellanoCatalán,Bachelor degree,no,no,B,1,when,L4,unsyncopated,when,when,6,Online_whenL4//a.lo34.0.wav,lo,po,ña,sil,de,ci,pe,sil1,ñi,nu,sil2,['miss'],,,0.0,beat,,,,lo,1,testWhenL4Uns//r2.s1.1.wav,1.0,when,unsyncopated,b,s1,rule,rule,L4,z,1.9558,2.0,1.0,2.0336,4 ,3.0,catalán,0.0,castellano,0.0,inglés,5.0,francés,10.0,4.0,1.0,yes,no,no,flauta,9,canto,9,guitarra,9,7. Me informo sobre la música que me gusta.,3.0,"En la fase 1 del experimento 1, creía que todo el rato iba a ser la misma sílaba, así que cerraba los ojos para concentrarme mejor, creyendo que la sílaba de la pantalla no iba a cambiar. En poco tiempo los he abierto y visto que cambiaba.",17.0,yes
7,2024-02-04_09h03.30.783,Unsyncopated_study2,s109,21.0,masculino,right,España,CastellanoCatalán,Bachelor degree,no,no,B,1,when,L4,unsyncopated,when,when,7,Online_whenL4//a.lo35.none.wav,zi,pe,ru,sil,bu,ñi,ja,sil1,ña,po,sil2,['false alarm'],[1.7736999998093097],[1.7736999998093097],none,none,,,"[""space""]",lo,1,testWhenL4Uns//dep_viol.r1.s2.0.wav,1.0,when,unsyncopated,a,s2,no_rule,dep,L4,z,0.8499,5.0,1.0,1.6338,4 ,3.0,catalán,0.0,castellano,0.0,inglés,5.0,francés,10.0,4.0,1.0,yes,no,no,flauta,9,canto,9,guitarra,9,8.Me emociono escuchando ciertas canciones.,0.0,"En la fase 1 del experimento 1, creía que todo el rato iba a ser la misma sílaba, así que cerraba los ojos para concentrarme mejor, creyendo que la sílaba de la pantalla no iba a cambiar. En poco tiempo los he abierto y visto que cambiaba.",17.0,yes
8,2024-02-04_09h03.30.783,Unsyncopated_study2,s109,21.0,masculino,right,España,CastellanoCatalán,Bachelor degree,no,no,B,1,when,L4,unsyncopated,when,when,8,Online_whenL4//a.lo6.none.wav,ñi,ja,ña,sil,de,re,po,sil1,nu,bo,sil2,['-'],,,none,none,,,,lo,1,testWhenL4Uns//r1.s2.1.wav,1.0,when,unsyncopated,a,s2,rule,rule,L4,z,0.8492,3.0,1.0,1.2499,4 ,3.0,catalán,0.0,castellano,0.0,inglés,5.0,francés,10.0,4.0,1.0,yes,no,no,flauta,9,canto,9,guitarra,9,9.La música me tranquiliza y me relaja.,0.0,"En la fase 1 del experimento 1, creía que todo el rato iba a ser la misma sílaba, así que cerraba los ojos para concentrarme mejor, creyendo que la sílaba de la pantalla no iba a cambiar. En poco tiempo los he abierto y visto que cambiaba.",17.0,yes
9,2024-02-04_09h03.30.783,Unsyncopated_study2,s109,21.0,masculino,right,España,CastellanoCatalán,Bachelor degree,no,no,B,1,when,L4,unsyncopated,when,when,9,Online_whenL4//a.lo5.1998.wav,ci,bu,zi,sil,ru,bo,pe,sil1,de,lo,sil2,['false alarm'],[1.5644999999999527],[1.5644999999999527],1.998,no_beat,,,"[""space""]",lo,1,testWhenL4Uns//r1.s2.2.wav,1.0,when,unsyncopated,a,s2,rule,rule,L4,z,1.1873,6.0,1.0,1.4083,4 ,3.0,catalán,0.0,castellano,0.0,inglés,5.0,francés,10.0,4.0,1.0,yes,no,no,flauta,9,canto,9,guitarra,9,10.La música me hace bailar,1.0,"En la fase 1 del experimento 1, creía que todo el rato iba a ser la misma sílaba, así que cerraba los ojos para concentrarme mejor, creyendo que la sílaba de la pantalla no iba a cambiar. En poco tiempo los he abierto y visto que cambiaba.",17.0,yes
