Unnamed: 0,date,expName,participant,age,sex,hand,residence,native_lang,education_level,lang_deficit,aud_deficit,group,block,condition,language,rhythm,rule structure online,rule type online,order_trial_on,trial_online,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,catch_syll_resp,rts_syll_catch,clean_rts,time_syll,beat_no_beat,catch_rtsTR,catch_rts,syllable_catch.keys,cond_syll,syll_to_catch,test_offline,block_off,condition_off,rhythm_off,rule,rule_str_off,rule_norule,conds_offline,language_off,Partz_no_partm.keys,Partz_no_partm.rt,security_1_7.keys,accuracy,security_1_7.rt,n_lang,n_lang_used,lang_1,age_l1,lang_2,age_l2,lang_3,age_l3,ability_learn_l2,tendence_mix_lan,music_experience,muisc_use,partiture,instr_1,age_M1,preguntas_musica1,BMRQ_answer.response,final comment,BMRQ_Score,bilingual
0,2024-02-21_21h26.50.451,Unsyncopated_study2,s117,23.0,feminino,right,España,Catalán y castellano,Master degree,no,no,B,1,conjunction_un,L2,unsyncopated,s2,r1,0,Online_conjL2_un//a.go.du23.888.1776.wav,su,te,mi,sil,go,ñu,bi,sil1,du,me,sil2,['catch'],[1.5620999999047172],[1.5620999999047172],0.888,beat,0.6740999999047171,0.6740999999047171,"[""space""]",go,1,testConjL2Uns//time_viol.r1.s1.0.wav,1.0,conjunction_un,unsyncopated,a,s1,no_rule,time,L2,z,1.4939,5.0,0.0,1.6832,3.0,3.0,Català,0.0,Castellano,0.0,Inglés,6.0,4.0,5.0,yes,no,no,Flauta dulce,10,1. Cuando comparto música con alguien siento una complicidad especial con aquella persona.,4.0,Nada ,71.0,yes
1,2024-02-21_21h26.50.451,Unsyncopated_study2,s117,23.0,feminino,right,España,Catalán y castellano,Master degree,no,no,B,1,conjunction_un,L2,unsyncopated,s1,r2,1,Online_conjL2_un//a.go.du22.none.none.wav,fe,bi,ñi,sil,ra,mi,me,sil1,su,ñu,sil2,['-'],,,none,none,,,,go,1,testConjL2Uns//r2.s2.0.wav,1.0,conjunction_un,unsyncopated,b,s2,rule,rule,L2,m,1.17,4.0,0.0,1.8103,3.0,3.0,Català,0.0,Castellano,0.0,Inglés,6.0,4.0,5.0,yes,no,no,Flauta dulce,10,2. En mi tiempo libre apenas escucho música.,5.0,Nada ,71.0,yes
2,2024-02-21_21h26.50.451,Unsyncopated_study2,s117,23.0,feminino,right,España,Catalán y castellano,Master degree,no,no,B,1,conjunction_un,L2,unsyncopated,s1,r1,2,Online_conjL2_un//a.go.du20.0.888.wav,go,ñi,si,sil,du,mi,me,sil1,bi,te,sil2,['catch'],[0.7161999998093052],[0.7161999998093052],0.0,beat,0.7161999998093052,0.7161999998093052,"[""space""]",go,1,testConjL2Uns//dep_viol.r2.s1.0.wav,1.0,conjunction_un,unsyncopated,b,s1,no_rule,dep,L2,z,1.067,4.0,0.0,1.8667,3.0,3.0,Català,0.0,Castellano,0.0,Inglés,6.0,4.0,5.0,yes,no,no,Flauta dulce,10,3. Algunas canciones me ponen los pelos de punta,4.0,Nada ,71.0,yes
3,2024-02-21_21h26.50.451,Unsyncopated_study2,s117,23.0,feminino,right,España,Catalán y castellano,Master degree,no,no,B,1,conjunction_un,L2,unsyncopated,s2,r1,3,Online_conjL2_un//a.go.du21.888.1776.wav,ba,cha,si,sil,go,to,ñi,sil1,du,te,sil2,['catch'],[1.6813000001907312],[1.6813000001907312],0.888,beat,0.7933000001907312,0.7933000001907312,"[""space""]",go,1,testConjL2Uns//dep_viol.r1.s2.0.wav,1.0,conjunction_un,unsyncopated,a,s2,no_rule,dep,L2,z,2.2331,6.0,0.0,1.5829,3.0,3.0,Català,0.0,Castellano,0.0,Inglés,6.0,4.0,5.0,yes,no,no,Flauta dulce,10,4. La música me hace compañía cuando estoy solo,3.0,Nada ,71.0,yes
4,2024-02-21_21h26.50.451,Unsyncopated_study2,s117,23.0,feminino,right,España,Catalán y castellano,Master degree,no,no,B,1,conjunction_un,L2,unsyncopated,s2,r2,4,Online_conjL2_un//a.go.du15.none.none.wav,me,mi,ñu,sil,fe,si,ñi,sil1,ra,su,sil2,['-'],,,none,none,,,,go,1,testConjL2Uns//time_viol.r1.s2.0.wav,1.0,conjunction_un,unsyncopated,a,s2,no_rule,time,L2,m,1.0506,5.0,1.0,1.4434,3.0,3.0,Català,0.0,Castellano,0.0,Inglés,6.0,4.0,5.0,yes,no,no,Flauta dulce,10,5. No me apetece bailar ni con la música que más me gusta,5.0,Nada ,71.0,yes
5,2024-02-21_21h26.50.451,Unsyncopated_study2,s117,23.0,feminino,right,España,Catalán y castellano,Master degree,no,no,B,1,conjunction_un,L2,unsyncopated,s1,r1,5,Online_conjL2_un//a.go.du14.0.888.wav,go,su,to,sil,du,te,ba,sil1,ñi,me,sil2,['catch'],[0.6650999999045553],[0.6650999999045553],0.0,beat,0.6650999999045553,0.6650999999045553,"[""space""]",go,1,testConjL2Uns//r1.s1.0.wav,1.0,conjunction_un,unsyncopated,a,s1,rule,rule,L2,z,0.7839,6.0,1.0,2.4708,3.0,3.0,Català,0.0,Castellano,0.0,Inglés,6.0,4.0,5.0,yes,no,no,Flauta dulce,10,6. La música me hace conectar con la gente,4.0,Nada ,71.0,yes
6,2024-02-21_21h26.50.451,Unsyncopated_study2,s117,23.0,feminino,right,España,Catalán y castellano,Master degree,no,no,B,1,conjunction_un,L2,unsyncopated,s2,r1,6,Online_conjL2_un//a.go.du13.888.1776.wav,mi,bi,ba,sil,go,ñu,to,sil1,du,te,sil2,['catch'],[1.6193000001907194],[1.6193000001907194],0.888,beat,0.7313000001907194,0.7313000001907194,"[""space""]",go,1,testConjL2Uns//r2.s1.2.wav,1.0,conjunction_un,unsyncopated,b,s1,rule,rule,L2,m,1.1741,5.0,0.0,1.0367,3.0,3.0,Català,0.0,Castellano,0.0,Inglés,6.0,4.0,5.0,yes,no,no,Flauta dulce,10,7. Me informo sobre la música que me gusta.,3.0,Nada ,71.0,yes
7,2024-02-21_21h26.50.451,Unsyncopated_study2,s117,23.0,feminino,right,España,Catalán y castellano,Master degree,no,no,B,1,conjunction_un,L2,unsyncopated,s2,r2,7,Online_conjL2_un//a.go.du12.none.none.wav,bi,su,mi,sil,fe,ñi,te,sil1,ra,si,sil2,['-'],,,none,none,,,,go,1,testConjL2Uns//r1.s1.1.wav,1.0,conjunction_un,unsyncopated,a,s1,rule,rule,L2,m,2.1991,4.0,0.0,2.2355,3.0,3.0,Català,0.0,Castellano,0.0,Inglés,6.0,4.0,5.0,yes,no,no,Flauta dulce,10,8.Me emociono escuchando ciertas canciones.,4.0,Nada ,71.0,yes
8,2024-02-21_21h26.50.451,Unsyncopated_study2,s117,23.0,feminino,right,España,Catalán y castellano,Master degree,no,no,B,1,conjunction_un,L2,unsyncopated,s2,r2,8,Online_conjL2_un//b.fe.ra15.888.1776.wav,si,me,to,sil,fe,su,ba,sil1,ra,bi,sil2,"['false alarm', 'catch']","[0.8757999997138768, 2.508799999713915]",[2.508799999713915],1.776,beat,0.732799999713915,0.732799999713915,"[""space"",""space""]",ra,2,testConjL2Uns//r2.s1.0.wav,1.0,conjunction_un,unsyncopated,b,s1,rule,rule,L2,z,1.9066,4.0,1.0,1.2189,3.0,3.0,Català,0.0,Castellano,0.0,Inglés,6.0,4.0,5.0,yes,no,no,Flauta dulce,10,9.La música me tranquiliza y me relaja.,3.0,Nada ,71.0,yes
9,2024-02-21_21h26.50.451,Unsyncopated_study2,s117,23.0,feminino,right,España,Catalán y castellano,Master degree,no,no,B,1,conjunction_un,L2,unsyncopated,s1,r2,9,Online_conjL2_un//b.fe.ra14.0.888.wav,fe,si,ñu,sil,ra,mi,to,sil1,me,bi,sil2,['catch'],[1.648600000381407],[1.648600000381407],0.888,beat,0.760600000381407,0.760600000381407,"[""space""]",ra,2,testConjL2Uns//r2.s2.2.wav,1.0,conjunction_un,unsyncopated,b,s2,rule,rule,L2,z,0.5849,5.0,1.0,1.2538,3.0,3.0,Català,0.0,Castellano,0.0,Inglés,6.0,4.0,5.0,yes,no,no,Flauta dulce,10,10.La música me hace bailar,3.0,Nada ,71.0,yes
