Unnamed: 0,date,expName,participant,age,sex,hand,residence,native_lang,education_level,lang_deficit,aud_deficit,group,block,condition,language,rhythm,rule structure online,rule type online,order_trial_on,trial_online,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,catch_syll_resp,rts_syll_catch,clean_rts,time_syll,beat_no_beat,catch_rtsTR,catch_rts,syllable_catch.keys,cond_syll,syll_to_catch,test_offline,block_off,condition_off,rhythm_off,rule,rule_str_off,rule_norule,conds_offline,language_off,Partz_no_partm.keys,Partz_no_partm.rt,security_1_7.keys,accuracy,security_1_7.rt,n_lang,n_lang_used,lang_1,age_l1,lang_2,age_l2,lang_3,age_l3,lang_4,age_l4,ability_learn_l2,tendence_mix_lan,music_experience,muisc_use,partiture,instr_1,age_M1,preguntas_musica1,BMRQ_answer.response,final comment,BMRQ_Score,bilingual
0,2024-02-12_15h09.35.233,Unsyncopated_study2,s104,23.0,masculino,right,España,Castellano,Master degree,no,no,B,1,conjunction_syn,L1,syncopated,s1,r1,0,Online_conjL1_syn//c.ro.fo9.1554.1110.wav,pu,ni,lu,ki,sil,fo,fa,ro,sil1,ne,sil2,['miss'],,,1.11,no_beat,,,,72:76,3,testConjL1Syn//r1.s2.0.wav,1.0,conjunction_syn,syncopated,a,s2,rule,rule,L1,z,3.9008,5.0,1.0,11.914,4.0,2.0,Castellano,0.0,Inglés,6.0,Francés,6.0,Valenciano,22.0,4.0,4.0,no,no,no,Nada,,1. Cuando comparto música con alguien siento una complicidad especial con aquella persona.,4.0,Nada,72.0,yes
1,2024-02-12_15h09.35.233,Unsyncopated_study2,s104,23.0,masculino,right,España,Castellano,Master degree,no,no,B,1,conjunction_syn,L1,syncopated,s1,r2,1,Online_conjL1_syn//c.ro.fo8.444.1332.wav,ta,lu,ro,be,sil,ni,fo,zu,sil1,fa,sil2,['miss'],,,1.332,no_beat,,,,72:76,3,testConjL1Syn//time_viol.r1.s2.0.wav,1.0,conjunction_syn,syncopated,a,s2,no_rule,time,L1,z,5.3675,4.0,0.0,2.968,4.0,2.0,Castellano,0.0,Inglés,6.0,Francés,6.0,Valenciano,22.0,4.0,4.0,no,no,no,Nada,,2. En mi tiempo libre apenas escucho música.,5.0,Nada,72.0,yes
2,2024-02-12_15h09.35.233,Unsyncopated_study2,s104,23.0,masculino,right,España,Castellano,Master degree,no,no,B,1,conjunction_syn,L1,syncopated,s2,r2,2,Online_conjL1_syn//c.ro.fo10.222.444.wav,zu,ro,fo,ta,sil,ni,cho,be,sil1,ze,sil2,['miss'],,,0.444,no_beat,,,,72:76,3,testConjL1Syn//cat_viol.r2.s2.0.wav,1.0,conjunction_syn,syncopated,b,s2,no_rule,cat,L1,m,1.4698,5.0,1.0,2.8849,4.0,2.0,Castellano,0.0,Inglés,6.0,Francés,6.0,Valenciano,22.0,4.0,4.0,no,no,no,Nada,,3. Algunas canciones me ponen los pelos de punta,4.0,Nada,72.0,yes
3,2024-02-12_15h09.35.233,Unsyncopated_study2,s104,23.0,masculino,right,España,Castellano,Master degree,no,no,B,1,conjunction_syn,L1,syncopated,s2,r1,3,Online_conjL1_syn//c.ro.fo11.none.none.wav,ze,zu,ni,pu,sil,la,cho,ki,sil1,ne,sil2,['-'],,,none,none,,,,72:76,3,testConjL1Syn//r2.s1.2.wav,1.0,conjunction_syn,syncopated,b,s1,rule,rule,L1,z,1.9012,5.0,1.0,3.1844,4.0,2.0,Castellano,0.0,Inglés,6.0,Francés,6.0,Valenciano,22.0,4.0,4.0,no,no,no,Nada,,4. La música me hace compañía cuando estoy solo,4.0,Nada,72.0,yes
4,2024-02-12_15h09.35.233,Unsyncopated_study2,s104,23.0,masculino,right,España,Castellano,Master degree,no,no,B,1,conjunction_syn,L1,syncopated,s1,r2,4,Online_conjL1_syn//b.ta.be8.0.666.wav,ta,la,zu,be,sil,ro,cho,ze,sil1,lu,sil2,['miss'],,,0.666,no_beat,,,,40:44,2,testConjL1Syn//r1.s1.0.wav,1.0,conjunction_syn,syncopated,a,s1,rule,rule,L1,m,0.9173,6.0,0.0,1.9676,4.0,2.0,Castellano,0.0,Inglés,6.0,Francés,6.0,Valenciano,22.0,4.0,4.0,no,no,no,Nada,,5. No me apetece bailar ni con la música que más me gusta,5.0,Nada,72.0,yes
5,2024-02-12_15h09.35.233,Unsyncopated_study2,s104,23.0,masculino,right,España,Castellano,Master degree,no,no,B,1,conjunction_syn,L1,syncopated,s2,r2,5,Online_conjL1_syn//b.ta.be9.666.1554.wav,la,lu,ne,ta,sil,ze,fo,be,sil1,zu,sil2,['catch'],[1.9325000000000045],[1.9325000000000045],1.554,no_beat,0.3785000000000045,0.3785000000000045,"[""space""]",40:44,2,testConjL1Syn//r2.s2.2.wav,1.0,conjunction_syn,syncopated,b,s2,rule,rule,L1,m,10.4832,4.0,0.0,3.9177,4.0,2.0,Castellano,0.0,Inglés,6.0,Francés,6.0,Valenciano,22.0,4.0,4.0,no,no,no,Nada,,6. La música me hace conectar con la gente,4.0,Nada,72.0,yes
6,2024-02-12_15h09.35.233,Unsyncopated_study2,s104,23.0,masculino,right,España,Castellano,Master degree,no,no,B,1,conjunction_syn,L1,syncopated,s1,r2,6,Online_conjL1_syn//b.ta.be11.0.666.wav,ta,zu,lu,be,sil,ni,ro,cho,sil1,fo,sil2,['miss'],,,0.666,no_beat,,,,40:44,2,testConjL1Syn//r1.s2.1.wav,1.0,conjunction_syn,syncopated,a,s2,rule,rule,L1,m,2.864,6.0,0.0,1.8532,4.0,2.0,Castellano,0.0,Inglés,6.0,Francés,6.0,Valenciano,22.0,4.0,4.0,no,no,no,Nada,,7. Me informo sobre la música que me gusta.,3.0,Nada,72.0,yes
7,2024-02-12_15h09.35.233,Unsyncopated_study2,s104,23.0,masculino,right,España,Castellano,Master degree,no,no,B,1,conjunction_syn,L1,syncopated,s1,r2,7,Online_conjL1_syn//b.ta.be10.0.666.wav,ta,cho,ri,be,sil,ni,zu,ze,sil1,ne,sil2,['catch'],[1.3651000001431157],[1.3651000001431157],0.666,no_beat,0.6991000001431157,0.6991000001431157,"[""space""]",40:44,2,testConjL1Syn//time_viol.r2.s1.0.wav,1.0,conjunction_syn,syncopated,b,s1,no_rule,time,L1,m,0.6121,7.0,1.0,1.4252,4.0,2.0,Castellano,0.0,Inglés,6.0,Francés,6.0,Valenciano,22.0,4.0,4.0,no,no,no,Nada,,8.Me emociono escuchando ciertas canciones.,4.0,Nada,72.0,yes
8,2024-02-12_15h09.35.233,Unsyncopated_study2,s104,23.0,masculino,right,España,Castellano,Master degree,no,no,B,1,conjunction_syn,L1,syncopated,s1,r1,8,Online_conjL1_syn//b.ta.be29.none.none.wav,pu,ro,fa,ki,sil,zu,ni,la,sil1,ze,sil2,['-'],,,none,none,,,,60:64,2,testConjL1Syn//cat_viol.r1.s2.0.wav,1.0,conjunction_syn,syncopated,a,s2,no_rule,cat,L1,z,3.1681,5.0,0.0,0.5435,4.0,2.0,Castellano,0.0,Inglés,6.0,Francés,6.0,Valenciano,22.0,4.0,4.0,no,no,no,Nada,,9.La música me tranquiliza y me relaja.,4.0,Nada,72.0,yes
9,2024-02-12_15h09.35.233,Unsyncopated_study2,s104,23.0,masculino,right,España,Castellano,Master degree,no,no,B,1,conjunction_syn,L1,syncopated,s1,r2,9,Online_conjL1_syn//b.ta.be31.0.666.wav,ta,fo,cho,be,sil,lu,ri,zu,sil1,la,sil2,['catch'],[1.5662000000477292],[1.5662000000477292],0.666,no_beat,0.9002000000477292,0.9002000000477292,"[""space""]",60:64,2,testConjL1Syn//r1.s1.1.wav,1.0,conjunction_syn,syncopated,a,s1,rule,rule,L1,m,0.6031,7.0,0.0,1.2945,4.0,2.0,Castellano,0.0,Inglés,6.0,Francés,6.0,Valenciano,22.0,4.0,4.0,no,no,no,Nada,,10.La música me hace bailar,4.0,Nada,72.0,yes
