Unnamed: 0,date,expName,participant,age,sex,hand,residence,native_lang,education_level,lang_deficit,aud_deficit,group,block,condition,language,rhythm,rule structure online,rule type online,order_trial_on,trial_online,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,catch_syll_resp,rts_syll_catch,clean_rts,time_syll,beat_no_beat,catch_rtsTR,catch_rts,syllable_catch.keys,cond_syll,syll_to_catch,test_offline,block_off,condition_off,rhythm_off,rule,rule_str_off,rule_norule,conds_offline,language_off,Partz_no_partm.keys,Partz_no_partm.rt,security_1_7.keys,accuracy,security_1_7.rt,n_lang,n_lang_used,lang_1,age_l1,lang_2,age_l2,ability_learn_l2,tendence_mix_lan,music_experience,muisc_use,partiture,instr_1,age_M1,instr_2,age_M2,instr_3,age_M3,instr_4,age_M4,preguntas_musica1,BMRQ_answer.response,final comment,BMRQ_Score,bilingual
0,2023-10-01_18h53.04.363,Unsyncopated1,s26,27.0,feminino,right,ESPAÑA,CASTELLANO Y CATALÁN,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s1,r1,0,Online_whatL2//d.si.ñu16.222.1332.wav,go,si,ba,sil2,du,ñu,te,sil,me,ño,sil1,['miss'],,,1.332,no_beat,,,,ñu,4,testWhatL2Uns//time_viol.r1.s2.0.wav,1.0,what,unsyncopated,a,s2,no_rule,time,L2,z,2.0436,6.0,0.0,18.2555,2.0,3.0,CASTELLANO,0.0,CATALÁN,0.0,3.0,4.0,yes,no,no,PIANO,6,GUITARRA,6,CANTO,6,FLAUTA,6.0,1. Cuando comparto música con alguien siento una complicidad especial con aquella persona.,3.0,Ya lo hiceeee wii,67.0,yes
1,2023-10-01_18h53.04.363,Unsyncopated1,s26,27.0,feminino,right,ESPAÑA,CASTELLANO Y CATALÁN,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s2,r1,1,Online_whatL2//d.si.ñu17.0.444.wav,si,me,ñu,sil,go,mi,cha,sil2,du,bi,sil1,['miss'],,,0.444,no_beat,,,,ñu,4,testWhatL2Uns//r2.s1.0.wav,1.0,what,unsyncopated,b,s1,rule,rule,L2,z,0.9155,6.0,1.0,1.8651,2.0,3.0,CASTELLANO,0.0,CATALÁN,0.0,3.0,4.0,yes,no,no,PIANO,6,GUITARRA,6,CANTO,6,FLAUTA,6.0,2. En mi tiempo libre apenas escucho música.,4.0,Ya lo hiceeee wii,67.0,yes
2,2023-10-01_18h53.04.363,Unsyncopated1,s26,27.0,feminino,right,ESPAÑA,CASTELLANO Y CATALÁN,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s2,r1,2,Online_whatL2//d.si.ñu19.1110.0.wav,ñu,mi,me,sil,go,si,su,sil2,du,cha,sil1,['miss'],,,0.0,beat,,,,ñu,4,testWhatL2Uns//dep_viol.r1.s1.0.wav,1.0,what,unsyncopated,a,s1,no_rule,dep,L2,z,0.6493,6.0,0.0,2.9593,2.0,3.0,CASTELLANO,0.0,CATALÁN,0.0,3.0,4.0,yes,no,no,PIANO,6,GUITARRA,6,CANTO,6,FLAUTA,6.0,3. Algunas canciones me ponen los pelos de punta,4.0,Ya lo hiceeee wii,67.0,yes
3,2023-10-01_18h53.04.363,Unsyncopated1,s26,27.0,feminino,right,ESPAÑA,CASTELLANO Y CATALÁN,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s2,r1,3,Online_whatL2//d.si.ñu18.222.444.wav,su,si,ñu,sil,go,te,me,sil2,du,ba,sil1,['catch'],[1.490800000011859],[1.490800000011859],0.444,no_beat,1.0468000000118591,1.0468000000118591,"[""space""]",ñu,4,testWhatL2Uns//r1.s1.0.wav,1.0,what,unsyncopated,a,s1,rule,rule,L2,z,0.9342,6.0,1.0,2.2951,2.0,3.0,CASTELLANO,0.0,CATALÁN,0.0,3.0,4.0,yes,no,no,PIANO,6,GUITARRA,6,CANTO,6,FLAUTA,6.0,4. La música me hace compañía cuando estoy solo,2.0,Ya lo hiceeee wii,67.0,yes
4,2023-10-01_18h53.04.363,Unsyncopated1,s26,27.0,feminino,right,ESPAÑA,CASTELLANO Y CATALÁN,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s1,r2,4,Online_whatL2//c.cha.me0.1998.222.wav,fe,me,ño,sil,ra,su,si,sil2,cha,mi,sil1,['miss'],,,0.222,no_beat,,,,me,3,testWhatL2Uns//r1.s2.0.wav,1.0,what,unsyncopated,a,s2,rule,rule,L2,z,2.2613,6.0,1.0,1.0967,2.0,3.0,CASTELLANO,0.0,CATALÁN,0.0,3.0,4.0,yes,no,no,PIANO,6,GUITARRA,6,CANTO,6,FLAUTA,6.0,5. No me apetece bailar ni con la música que más me gusta,5.0,Ya lo hiceeee wii,67.0,yes
5,2023-10-01_18h53.04.363,Unsyncopated1,s26,27.0,feminino,right,ESPAÑA,CASTELLANO Y CATALÁN,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s1,r1,5,Online_whatL2//c.cha.me3.1332.444.wav,go,to,me,sil,du,si,cha,sil2,ño,te,sil1,['false alarm'],[0.1434999999999036],[0.1434999999999036],0.444,no_beat,,,"[""space""]",me,3,testWhatL2Uns//r2.s2.1.wav,1.0,what,unsyncopated,b,s2,rule,rule,L2,z,1.9143,6.0,1.0,0.4829,2.0,3.0,CASTELLANO,0.0,CATALÁN,0.0,3.0,4.0,yes,no,no,PIANO,6,GUITARRA,6,CANTO,6,FLAUTA,6.0,6. La música me hace conectar con la gente,3.0,Ya lo hiceeee wii,67.0,yes
6,2023-10-01_18h53.04.363,Unsyncopated1,s26,27.0,feminino,right,ESPAÑA,CASTELLANO Y CATALÁN,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s2,r2,6,Online_whatL2//c.cha.me1.1110.0.wav,me,mi,ba,sil,fe,cha,su,sil2,ra,ñu,sil1,['miss'],,,0.0,beat,,,,me,3,testWhatL2Uns//r1.s1.1.wav,1.0,what,unsyncopated,a,s1,rule,rule,L2,m,2.196,4.0,0.0,2.312,2.0,3.0,CASTELLANO,0.0,CATALÁN,0.0,3.0,4.0,yes,no,no,PIANO,6,GUITARRA,6,CANTO,6,FLAUTA,6.0,7. Me informo sobre la música que me gusta.,3.0,Ya lo hiceeee wii,67.0,yes
7,2023-10-01_18h53.04.363,Unsyncopated1,s26,27.0,feminino,right,ESPAÑA,CASTELLANO Y CATALÁN,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s1,r1,7,Online_whatL2//c.cha.me2.none.none.wav,go,ba,si,sil2,du,mi,ñu,sil,bi,ño,sil1,['-'],,,none,none,,,,me,3,testWhatL2Uns//time_viol.r2.s1.0.wav,1.0,what,unsyncopated,b,s1,no_rule,time,L2,z,1.5477,6.0,0.0,1.9964,2.0,3.0,CASTELLANO,0.0,CATALÁN,0.0,3.0,4.0,yes,no,no,PIANO,6,GUITARRA,6,CANTO,6,FLAUTA,6.0,8.Me emociono escuchando ciertas canciones.,4.0,Ya lo hiceeee wii,67.0,yes
8,2023-10-01_18h53.04.363,Unsyncopated1,s26,27.0,feminino,right,ESPAÑA,CASTELLANO Y CATALÁN,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s2,r2,8,Online_whatL2//d.si.ñu3.0.444.wav,si,ba,ñu,sil2,fe,te,cha,sil,ra,ño,sil1,['false alarm'],[0.09100000000000819],[0.09100000000000819],0.444,no_beat,,,"[""space""]",ñu,4,testWhatL2Uns//dep_viol.r2.s2.0.wav,1.0,what,unsyncopated,b,s2,no_rule,dep,L2,z,3.2088,6.0,0.0,1.7127,2.0,3.0,CASTELLANO,0.0,CATALÁN,0.0,3.0,4.0,yes,no,no,PIANO,6,GUITARRA,6,CANTO,6,FLAUTA,6.0,9.La música me tranquiliza y me relaja.,4.0,Ya lo hiceeee wii,67.0,yes
9,2023-10-01_18h53.04.363,Unsyncopated1,s26,27.0,feminino,right,ESPAÑA,CASTELLANO Y CATALÁN,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s2,r1,9,Online_whatL2//d.si.ñu0.0.444.wav,si,mi,ñu,sil,go,ba,te,sil2,du,to,sil1,['catch'],[0.9585999999642354],[0.9585999999642354],0.444,no_beat,0.5145999999642354,0.5145999999642354,"[""space""]",ñu,4,testWhatL2Uns//r2.s2.2.wav,1.0,what,unsyncopated,b,s2,rule,rule,L2,m,0.6164,4.0,0.0,0.982,2.0,3.0,CASTELLANO,0.0,CATALÁN,0.0,3.0,4.0,yes,no,no,PIANO,6,GUITARRA,6,CANTO,6,FLAUTA,6.0,10.La música me hace bailar,4.0,Ya lo hiceeee wii,67.0,yes
10,2023-10-01_18h53.04.363,Unsyncopated1,s26,27.0,feminino,right,ESPAÑA,CASTELLANO Y CATALÁN,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s2,r1,10,Online_whatL2//d.si.ñu2.none.none.wav,mi,ño,ba,sil,go,te,cha,sil1,du,su,sil2,['false alarm'],[1.0623000000119873],[1.0623000000119873],none,none,,,"[""space""]",ñu,4,testWhatL2Uns//dep_viol.r2.s1.0.wav,1.0,what,unsyncopated,b,s1,no_rule,dep,L2,m,0.9327,4.0,1.0,1.5475,2.0,3.0,CASTELLANO,0.0,CATALÁN,0.0,3.0,4.0,yes,no,no,PIANO,6,GUITARRA,6,CANTO,6,FLAUTA,6.0,11.Busco novedades musicales continuamente,3.0,Ya lo hiceeee wii,67.0,yes
11,2023-10-01_18h53.04.363,Unsyncopated1,s26,27.0,feminino,right,ESPAÑA,CASTELLANO Y CATALÁN,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s2,r2,11,Online_whatL2//d.si.ñu1.none.none.wav,te,ño,bi,sil,fe,cha,to,sil1,ra,mi,sil2,['-'],,,none,none,,,,ñu,4,testWhatL2Uns//time_viol.r1.s1.0.wav,1.0,what,unsyncopated,a,s1,no_rule,time,L2,m,0.4491,4.0,1.0,1.5146,2.0,3.0,CASTELLANO,0.0,CATALÁN,0.0,3.0,4.0,yes,no,no,PIANO,6,GUITARRA,6,CANTO,6,FLAUTA,6.0,12. Puedo llorar cuando escucho algunas melodías que me gustan mucho.,3.0,Ya lo hiceeee wii,67.0,yes
12,2023-10-01_18h53.04.363,Unsyncopated1,s26,27.0,feminino,right,ESPAÑA,CASTELLANO Y CATALÁN,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s1,r1,12,Online_whatL2//b.fe.ra13.none.none.wav,go,mi,te,sil2,du,to,si,sil,ñu,me,sil1,['-'],,,none,none,,,,ra,2,testWhatL2Uns//r1.s2.2.wav,1.0,what,unsyncopated,a,s2,rule,rule,L2,m,1.4648,5.0,0.0,1.4653,2.0,3.0,CASTELLANO,0.0,CATALÁN,0.0,3.0,4.0,yes,no,no,PIANO,6,GUITARRA,6,CANTO,6,FLAUTA,6.0,13. Me gusta cantar o tocar un instrumento con más gente,2.0,Ya lo hiceeee wii,67.0,yes
13,2023-10-01_18h53.04.363,Unsyncopated1,s26,27.0,feminino,right,ESPAÑA,CASTELLANO Y CATALÁN,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s1,r1,13,Online_whatL2//b.fe.ra14.none.none.wav,go,bi,su,sil,du,me,te,sil2,to,cha,sil1,['-'],,,none,none,,,,ra,2,testWhatL2Uns//cat_viol.r1.s2.0.wav,1.0,what,unsyncopated,a,s2,no_rule,cat,L2,m,0.732,5.0,1.0,4.5045,2.0,3.0,CASTELLANO,0.0,CATALÁN,0.0,3.0,4.0,yes,no,no,PIANO,6,GUITARRA,6,CANTO,6,FLAUTA,6.0,14. La música me ayuda a desconectar.,3.0,Ya lo hiceeee wii,67.0,yes
14,2023-10-01_18h53.04.363,Unsyncopated1,s26,27.0,feminino,right,ESPAÑA,CASTELLANO Y CATALÁN,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s2,r1,14,Online_whatL2//b.fe.ra12.none.none.wav,te,mi,ñu,sil,go,bi,to,sil2,du,cha,sil1,['-'],,,none,none,,,,ra,2,testWhatL2Uns//r2.s1.1.wav,1.0,what,unsyncopated,b,s1,rule,rule,L2,m,0.9134,4.0,0.0,1.0989,2.0,3.0,CASTELLANO,0.0,CATALÁN,0.0,3.0,4.0,yes,no,no,PIANO,6,GUITARRA,6,CANTO,6,FLAUTA,6.0,15. No puedo evitar tararear las canciones que me gustan cuando las escucho.,4.0,Ya lo hiceeee wii,67.0,yes
15,2023-10-01_18h53.04.363,Unsyncopated1,s26,27.0,feminino,right,ESPAÑA,CASTELLANO Y CATALÁN,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s2,r2,15,Online_whatL2//b.fe.ra15.888.1998.wav,to,ñu,cha,sil,fe,me,ba,sil2,ra,si,sil1,['catch_delay'],[0.6886999999880492],[0.6886999999880492],1.998,no_beat,0.6886999999880492,0.6886999999880492,,ra,2,testWhatL2Uns//cat_viol.r1.s1.0.wav,1.0,what,unsyncopated,a,s1,no_rule,cat,L2,z,0.749,5.0,0.0,1.2496,2.0,3.0,CASTELLANO,0.0,CATALÁN,0.0,3.0,4.0,yes,no,no,PIANO,6,GUITARRA,6,CANTO,6,FLAUTA,6.0,16. En los conciertos me siento en sintonía con los artistas y el público.,4.0,Ya lo hiceeee wii,67.0,yes
16,2023-10-01_18h53.04.363,Unsyncopated1,s26,27.0,feminino,right,ESPAÑA,CASTELLANO Y CATALÁN,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s1,r2,16,Online_whatL2//c.cha.me20.444.1332.wav,fe,si,cha,sil,ra,bi,me,sil2,ño,mi,sil1,['catch'],"[0.022699999988049058, 2.1654000000357883]",[2.1654000000357883],1.332,no_beat,0.8334000000357882,0.8334000000357882,"[""space"",""space""]",me,3,testWhatL2Uns//r1.s1.2.wav,1.0,what,unsyncopated,a,s1,rule,rule,L2,m,0.5991,5.0,0.0,2.1123,2.0,3.0,CASTELLANO,0.0,CATALÁN,0.0,3.0,4.0,yes,no,no,PIANO,6,GUITARRA,6,CANTO,6,FLAUTA,6.0,17. Me gasto bastante dinero en música y cosas relacionadas con la música.,2.0,Ya lo hiceeee wii,67.0,yes
17,2023-10-01_18h53.04.363,Unsyncopated1,s26,27.0,feminino,right,ESPAÑA,CASTELLANO Y CATALÁN,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s2,r1,17,Online_whatL2//c.cha.me22.0.1110.wav,cha,to,su,sil,go,me,ño,sil1,du,ba,sil2,['miss'],,,1.11,no_beat,,,,me,3,testWhatL2Uns//cat_viol.r2.s1.0.wav,1.0,what,unsyncopated,b,s1,no_rule,cat,L2,z,0.7657,6.0,0.0,0.7804,2.0,3.0,CASTELLANO,0.0,CATALÁN,0.0,3.0,4.0,yes,no,no,PIANO,6,GUITARRA,6,CANTO,6,FLAUTA,6.0,18. Siento escalofríos cuando escucho una melodía que me gusta.,3.0,Ya lo hiceeee wii,67.0,yes
18,2023-10-01_18h53.04.363,Unsyncopated1,s26,27.0,feminino,right,ESPAÑA,CASTELLANO Y CATALÁN,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s2,r2,18,Online_whatL2//c.cha.me23.none.none.wav,si,ñu,te,sil,fe,ba,su,sil2,ra,to,sil1,['-'],,,none,none,,,,me,3,testWhatL2Uns//cat_viol.r2.s2.0.wav,1.0,what,unsyncopated,b,s2,no_rule,cat,L2,m,0.749,6.0,1.0,0.6495,2.0,3.0,CASTELLANO,0.0,CATALÁN,0.0,3.0,4.0,yes,no,no,PIANO,6,GUITARRA,6,CANTO,6,FLAUTA,6.0,19. Con la música me puedo desahogar.,3.0,Ya lo hiceeee wii,67.0,yes
19,2023-10-01_18h53.04.363,Unsyncopated1,s26,27.0,feminino,right,ESPAÑA,CASTELLANO Y CATALÁN,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s1,r1,19,Online_whatL2//c.cha.me21.none.none.wav,go,mi,bi,sil,du,si,su,sil2,te,ba,sil1,['-'],,,none,none,,,,me,3,testWhatL2Uns//time_viol.r2.s2.0.wav,1.0,what,unsyncopated,b,s2,no_rule,time,L2,z,0.6985,6.0,0.0,0.6829,2.0,3.0,CASTELLANO,0.0,CATALÁN,0.0,3.0,4.0,yes,no,no,PIANO,6,GUITARRA,6,CANTO,6,FLAUTA,6.0,20. Cuando escucho una melodía que me gusta mucho no puedo evitar mover el cuerpo.,4.0,Ya lo hiceeee wii,67.0,yes
20,2023-10-01_18h53.04.363,Unsyncopated1,s26,27.0,feminino,right,ESPAÑA,CASTELLANO Y CATALÁN,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s1,r2,20,Online_whatL2//a.go.du1.none.none.wav,fe,cha,me,sil2,ra,to,ñu,sil,ño,mi,sil1,['-'],,,none,none,,,,go,1,testWhatL2Uns//r2.s1.2.wav,1.0,what,unsyncopated,b,s1,rule,rule,L2,m,0.3329,5.0,0.0,1.2805,2.0,3.0,CASTELLANO,0.0,CATALÁN,0.0,3.0,4.0,yes,no,no,PIANO,6,GUITARRA,6,CANTO,6,FLAUTA,6.0,,,Ya lo hiceeee wii,67.0,yes
21,2023-10-01_18h53.04.363,Unsyncopated1,s26,27.0,feminino,right,ESPAÑA,CASTELLANO Y CATALÁN,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s1,r2,21,Online_whatL2//a.go.du0.none.none.wav,fe,ñu,to,sil2,ra,ño,su,sil,ba,bi,sil1,['-'],,,none,none,,,,go,1,testWhatL2Uns//r2.s2.0.wav,1.0,what,unsyncopated,b,s2,rule,rule,L2,z,1.3985,6.0,1.0,1.0655,2.0,3.0,CASTELLANO,0.0,CATALÁN,0.0,3.0,4.0,yes,no,no,PIANO,6,GUITARRA,6,CANTO,6,FLAUTA,6.0,,,Ya lo hiceeee wii,67.0,yes
22,2023-10-01_18h53.04.363,Unsyncopated1,s26,27.0,feminino,right,ESPAÑA,CASTELLANO Y CATALÁN,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s1,r1,22,Online_whatL2//a.go.du3.0.888.wav,go,te,me,sil,du,mi,cha,sil2,ba,ño,sil1,['miss'],,,0.0,beat,,,,go,1,testWhatL2Uns//r1.s2.1.wav,1.0,what,unsyncopated,a,s2,rule,rule,L2,z,2.5951,4.0,1.0,0.8992,2.0,3.0,CASTELLANO,0.0,CATALÁN,0.0,3.0,4.0,yes,no,no,PIANO,6,GUITARRA,6,CANTO,6,FLAUTA,6.0,,,Ya lo hiceeee wii,67.0,yes
23,2023-10-01_18h53.04.363,Unsyncopated1,s26,27.0,feminino,right,ESPAÑA,CASTELLANO Y CATALÁN,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s2,r1,23,Online_whatL2//a.go.du2.1110.1998.wav,te,bi,ñu,sil2,go,cha,mi,sil,du,to,sil1,['miss'],,,1.11,no_beat,,,,go,1,testWhatL2Uns//dep_viol.r1.s2.0.wav,1.0,what,unsyncopated,a,s2,no_rule,dep,L2,m,0.8164,4.0,1.0,0.9002,2.0,3.0,CASTELLANO,0.0,CATALÁN,0.0,3.0,4.0,yes,no,no,PIANO,6,GUITARRA,6,CANTO,6,FLAUTA,6.0,,,Ya lo hiceeee wii,67.0,yes
24,2023-10-01_18h53.04.363,Unsyncopated1,s26,27.0,feminino,right,ESPAÑA,CASTELLANO Y CATALÁN,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s2,r1,24,Online_whatL2//a.go.du6.888.1776.wav,bi,su,cha,sil,go,te,ñu,sil1,du,me,sil2,['miss'],,,0.888,beat,,,,go,1,testConjL1Uns//cat_viol.r2.s1.0.wav,2.0,conjunction_un,unsyncopated,b,s1,no_rule,cat,L1,z,3.5286,5.0,0.0,1.1237,2.0,3.0,CASTELLANO,0.0,CATALÁN,0.0,3.0,4.0,yes,no,no,PIANO,6,GUITARRA,6,CANTO,6,FLAUTA,6.0,,,Ya lo hiceeee wii,67.0,yes
25,2023-10-01_18h53.04.363,Unsyncopated1,s26,27.0,feminino,right,ESPAÑA,CASTELLANO Y CATALÁN,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s1,r2,25,Online_whatL2//a.go.du5.none.none.wav,fe,su,bi,sil,ra,te,to,sil1,ño,ñu,sil2,['-'],,,none,none,,,,go,1,testConjL1Uns//r1.s1.0.wav,2.0,conjunction_un,unsyncopated,a,s1,rule,rule,L1,m,1.2318,6.0,0.0,0.6998,2.0,3.0,CASTELLANO,0.0,CATALÁN,0.0,3.0,4.0,yes,no,no,PIANO,6,GUITARRA,6,CANTO,6,FLAUTA,6.0,,,Ya lo hiceeee wii,67.0,yes
26,2023-10-01_18h53.04.363,Unsyncopated1,s26,27.0,feminino,right,ESPAÑA,CASTELLANO Y CATALÁN,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s2,r2,26,Online_whatL2//a.go.du4.none.none.wav,te,mi,cha,sil,fe,bi,ñu,sil1,ra,ba,sil2,['-'],,,none,none,,,,go,1,testConjL1Uns//r1.s2.1.wav,2.0,conjunction_un,unsyncopated,a,s2,rule,rule,L1,z,1.0796,6.0,1.0,0.1352,2.0,3.0,CASTELLANO,0.0,CATALÁN,0.0,3.0,4.0,yes,no,no,PIANO,6,GUITARRA,6,CANTO,6,FLAUTA,6.0,,,Ya lo hiceeee wii,67.0,yes
27,2023-10-01_18h53.04.363,Unsyncopated1,s26,27.0,feminino,right,ESPAÑA,CASTELLANO Y CATALÁN,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s1,r2,27,Online_whatL2//a.go.du7.none.none.wav,fe,ñu,me,sil,ra,cha,to,sil1,si,su,sil2,['-'],,,none,none,,,,go,1,testConjL1Uns//time_viol.r1.s2.0.wav,2.0,conjunction_un,unsyncopated,a,s2,no_rule,time,L1,m,2.1341,4.0,1.0,2.6748,2.0,3.0,CASTELLANO,0.0,CATALÁN,0.0,3.0,4.0,yes,no,no,PIANO,6,GUITARRA,6,CANTO,6,FLAUTA,6.0,,,Ya lo hiceeee wii,67.0,yes
28,2023-10-01_18h53.04.363,Unsyncopated1,s26,27.0,feminino,right,ESPAÑA,CASTELLANO Y CATALÁN,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s2,r2,28,Online_whatL2//d.si.ñu13.444.0.wav,ñu,te,si,sil,fe,bi,cha,sil1,ra,ba,sil2,['catch'],[0.7035999999642399],[0.7035999999642399],0.0,beat,0.7035999999642399,0.7035999999642399,"[""space""]",ñu,4,testConjL1Uns//dep_viol.r1.s1.0.wav,2.0,conjunction_un,unsyncopated,a,s1,no_rule,dep,L1,m,1.8144,4.0,1.0,0.9837,2.0,3.0,CASTELLANO,0.0,CATALÁN,0.0,3.0,4.0,yes,no,no,PIANO,6,GUITARRA,6,CANTO,6,FLAUTA,6.0,,,Ya lo hiceeee wii,67.0,yes
29,2023-10-01_18h53.04.363,Unsyncopated1,s26,27.0,feminino,right,ESPAÑA,CASTELLANO Y CATALÁN,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s1,r2,29,Online_whatL2//d.si.ñu14.none.none.wav,fe,te,cha,sil,ra,mi,ba,sil1,bi,ño,sil2,['-'],,,none,none,,,,ñu,4,testConjL1Uns//time_viol.r1.s1.0.wav,2.0,conjunction_un,unsyncopated,a,s1,no_rule,time,L1,m,2.4493,4.0,1.0,1.1622,2.0,3.0,CASTELLANO,0.0,CATALÁN,0.0,3.0,4.0,yes,no,no,PIANO,6,GUITARRA,6,CANTO,6,FLAUTA,6.0,,,Ya lo hiceeee wii,67.0,yes
30,2023-10-01_18h53.04.363,Unsyncopated1,s26,27.0,feminino,right,ESPAÑA,CASTELLANO Y CATALÁN,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s1,r1,30,Online_whatL2//d.si.ñu12.222.444.wav,go,si,ñu,sil,du,ba,me,sil1,bi,to,sil2,['miss'],,,0.444,no_beat,,,,ñu,4,testConjL1Uns//r2.s2.0.wav,2.0,conjunction_un,unsyncopated,b,s2,rule,rule,L1,z,0.5653,5.0,1.0,2.6783,2.0,3.0,CASTELLANO,0.0,CATALÁN,0.0,3.0,4.0,yes,no,no,PIANO,6,GUITARRA,6,CANTO,6,FLAUTA,6.0,,,Ya lo hiceeee wii,67.0,yes
31,2023-10-01_18h53.04.363,Unsyncopated1,s26,27.0,feminino,right,ESPAÑA,CASTELLANO Y CATALÁN,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s2,r2,31,Online_whatL2//d.si.ñu15.none.none.wav,su,te,mi,sil2,fe,ño,bi,sil,ra,cha,sil1,['-'],,,none,none,,,,ñu,4,testConjL1Uns//r2.s2.1.wav,2.0,conjunction_un,unsyncopated,b,s2,rule,rule,L1,m,0.5328,5.0,0.0,1.0334,2.0,3.0,CASTELLANO,0.0,CATALÁN,0.0,3.0,4.0,yes,no,no,PIANO,6,GUITARRA,6,CANTO,6,FLAUTA,6.0,,,Ya lo hiceeee wii,67.0,yes
32,2023-10-01_18h53.04.363,Unsyncopated1,s26,27.0,feminino,right,ESPAÑA,CASTELLANO Y CATALÁN,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s2,r2,32,Online_whatL2//b.fe.ra29.1110.1998.wav,ñu,si,cha,sil2,fe,ba,ño,sil,ra,me,sil1,['miss'],,,1.998,no_beat,,,,ra,2,testConjL1Uns//cat_viol.r1.s2.0.wav,2.0,conjunction_un,unsyncopated,a,s2,no_rule,cat,L1,z,1.4805,5.0,0.0,1.0369,2.0,3.0,CASTELLANO,0.0,CATALÁN,0.0,3.0,4.0,yes,no,no,PIANO,6,GUITARRA,6,CANTO,6,FLAUTA,6.0,,,Ya lo hiceeee wii,67.0,yes
33,2023-10-01_18h53.04.363,Unsyncopated1,s26,27.0,feminino,right,ESPAÑA,CASTELLANO Y CATALÁN,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s2,r1,33,Online_whatL2//b.fe.ra30.none.none.wav,si,cha,bi,sil,go,ba,to,sil1,du,me,sil2,['-'],,,none,none,,,,ra,2,testConjL1Uns//dep_viol.r2.s2.0.wav,2.0,conjunction_un,unsyncopated,b,s2,no_rule,dep,L1,m,2.9778,5.0,1.0,1.8323,2.0,3.0,CASTELLANO,0.0,CATALÁN,0.0,3.0,4.0,yes,no,no,PIANO,6,GUITARRA,6,CANTO,6,FLAUTA,6.0,,,Ya lo hiceeee wii,67.0,yes
34,2023-10-01_18h53.04.363,Unsyncopated1,s26,27.0,feminino,right,ESPAÑA,CASTELLANO Y CATALÁN,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s1,r2,34,Online_whatL2//b.fe.ra31.0.888.wav,fe,bi,to,sil,ra,ño,me,sil1,su,te,sil2,['miss'],,,0.888,beat,,,,ra,2,testConjL1Uns//r2.s1.1.wav,2.0,conjunction_un,unsyncopated,b,s1,rule,rule,L1,m,0.7689,5.0,0.0,0.9998,2.0,3.0,CASTELLANO,0.0,CATALÁN,0.0,3.0,4.0,yes,no,no,PIANO,6,GUITARRA,6,CANTO,6,FLAUTA,6.0,,,Ya lo hiceeee wii,67.0,yes
35,2023-10-01_18h53.04.363,Unsyncopated1,s26,27.0,feminino,right,ESPAÑA,CASTELLANO Y CATALÁN,Bachelor degree,no,no,B,1,what,L2,unsyncopated,s1,r2,35,Online_whatL2//b.fe.ra28.0.888.wav,fe,me,mi,sil,ra,cha,bi,sil2,su,to,sil1,['miss'],,,0.888,beat,,,,ra,2,testConjL1Uns//r1.s2.0.wav,2.0,conjunction_un,unsyncopated,a,s2,rule,rule,L1,m,1.4308,5.0,0.0,1.3818,2.0,3.0,CASTELLANO,0.0,CATALÁN,0.0,3.0,4.0,yes,no,no,PIANO,6,GUITARRA,6,CANTO,6,FLAUTA,6.0,,,Ya lo hiceeee wii,67.0,yes
