Unnamed: 0,date,expName,participant,age,sex,hand,residence,native_lang,education_level,lang_deficit,aud_deficit,group,block,condition,language,rhythm,rule structure online,rule type online,order_trial_on,trial_online,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,catch_syll_resp,rts_syll_catch,clean_rts,time_syll,beat_no_beat,catch_rtsTR,catch_rts,syllable_catch.keys,cond_syll,syll_to_catch,test_offline,block_off,condition_off,rhythm_off,rule,rule_str_off,rule_norule,conds_offline,language_off,Partz_no_partm.keys,Partz_no_partm.rt,security_1_7.keys,accuracy,security_1_7.rt,n_lang,n_lang_used,lang_1,age_l1,lang_2,age_l2,lang_3,age_l3,lang_4,age_l4,lang_5,age_l5,lang_6,age_l6,ability_learn_l2,tendence_mix_lan,music_experience,muisc_use,partiture,instr_1,age_M1,preguntas_musica1,BMRQ_answer.response,final comment,BMRQ_Score,bilingual
10,2024-02-10_15h45.25.365,Unsyncopated_study2,s97,22.0,feminino,left,"España
","Catalán y español
",Master degree,no,no,B,1,conjunction_syn,L1,syncopated,s1,r1,10,Online_conjL1_syn//d.ne.ni21.none.none.wav,pu,lu,fo,ki,sil,ze,cho,ro,sil1,zu,sil2,['-'],,,none,none,,,,116:120,4,testConjL1Syn//r1.s1.1.wav,1.0,conjunction_syn,syncopated,a,s1,rule,rule,L1,m,0.352,5.0,0.0,0.692,6 ,4 ,Catalán,0.0,Español,0.0,Inglés,5.0,Francés,14.0,Alemán,18.0,Italiano,21.0,5.0,5.0,yes,no,no,Canto,6,11.Busco novedades musicales continuamente,1.0,Me gustó pero me pareció muy larga y iba perdiendo la concentración a medida que avanzaba la tarea ,55.0,yes
11,2024-02-10_15h45.25.365,Unsyncopated_study2,s97,22.0,feminino,left,"España
","Catalán y español
",Master degree,no,no,B,1,conjunction_syn,L1,syncopated,s2,r2,11,Online_conjL1_syn//d.ne.ni22.1110.0.wav,ni,ze,lu,ta,sil,ne,cho,be,sil1,zu,sil2,['miss'],,,0.0,beat,,,,116:120,4,testConjL1Syn//r1.s1.2.wav,1.0,conjunction_syn,syncopated,a,s1,rule,rule,L1,z,0.398,5.0,1.0,0.581,6 ,4 ,Catalán,0.0,Español,0.0,Inglés,5.0,Francés,14.0,Alemán,18.0,Italiano,21.0,5.0,5.0,yes,no,no,Canto,6,12. Puedo llorar cuando escucho algunas melodías que me gustan mucho.,2.0,Me gustó pero me pareció muy larga y iba perdiendo la concentración a medida que avanzaba la tarea ,55.0,yes
12,2024-02-10_15h45.25.365,Unsyncopated_study2,s97,22.0,feminino,left,"España
","Catalán y español
",Master degree,no,no,B,1,conjunction_syn,L1,syncopated,s2,r2,12,Online_conjL1_syn//d.ne.ni29.0.444.wav,ne,fa,ni,ta,sil,ri,zu,be,sil1,lu,sil2,['miss'],,,0.444,no_beat,,,,124:128,4,testConjL1Syn//time_viol.r2.s1.0.wav,1.0,conjunction_syn,syncopated,b,s1,no_rule,time,L1,m,0.313,5.0,1.0,0.599,6 ,4 ,Catalán,0.0,Español,0.0,Inglés,5.0,Francés,14.0,Alemán,18.0,Italiano,21.0,5.0,5.0,yes,no,no,Canto,6,13. Me gusta cantar o tocar un instrumento con más gente,3.0,Me gustó pero me pareció muy larga y iba perdiendo la concentración a medida que avanzaba la tarea ,55.0,yes
13,2024-02-10_15h45.25.365,Unsyncopated_study2,s97,22.0,feminino,left,"España
","Catalán y español
",Master degree,no,no,B,1,conjunction_syn,L1,syncopated,s1,r2,13,Online_conjL1_syn//d.ne.ni28.none.none.wav,ta,lu,zu,be,sil,fa,la,ro,sil1,ri,sil2,['-'],,,none,none,,,,124:128,4,testConjL1Syn//cat_viol.r1.s2.0.wav,1.0,conjunction_syn,syncopated,a,s2,no_rule,cat,L1,m,0.294,5.0,1.0,0.497,6 ,4 ,Catalán,0.0,Español,0.0,Inglés,5.0,Francés,14.0,Alemán,18.0,Italiano,21.0,5.0,5.0,yes,no,no,Canto,6,14. La música me ayuda a desconectar.,3.0,Me gustó pero me pareció muy larga y iba perdiendo la concentración a medida que avanzaba la tarea ,55.0,yes
14,2024-02-10_15h45.25.365,Unsyncopated_study2,s97,22.0,feminino,left,"España
","Catalán y español
",Master degree,no,no,B,1,conjunction_syn,L1,syncopated,s2,r2,14,Online_conjL1_syn//d.ne.ni30.222.1110.wav,fa,ne,lu,ta,sil,ni,ri,be,sil1,ze,sil2,['miss'],,,1.11,no_beat,,,,124:128,4,testConjL1Syn//time_viol.r1.s2.0.wav,1.0,conjunction_syn,syncopated,a,s2,no_rule,time,L1,m,0.303,5.0,1.0,0.488,6 ,4 ,Catalán,0.0,Español,0.0,Inglés,5.0,Francés,14.0,Alemán,18.0,Italiano,21.0,5.0,5.0,yes,no,no,Canto,6,15. No puedo evitar tararear las canciones que me gustan cuando las escucho.,3.0,Me gustó pero me pareció muy larga y iba perdiendo la concentración a medida que avanzaba la tarea ,55.0,yes
15,2024-02-10_15h45.25.365,Unsyncopated_study2,s97,22.0,feminino,left,"España
","Catalán y español
",Master degree,no,no,B,1,conjunction_syn,L1,syncopated,s2,r1,15,Online_conjL1_syn//d.ne.ni31.0.1110.wav,ne,zu,fa,pu,sil,ni,lu,ki,sil1,ro,sil2,['miss'],,,1.11,no_beat,,,,124:128,4,testConjL1Syn//time_viol.r1.s1.0.wav,1.0,conjunction_syn,syncopated,a,s1,no_rule,time,L1,z,0.353,3.0,0.0,1.158,6 ,4 ,Catalán,0.0,Español,0.0,Inglés,5.0,Francés,14.0,Alemán,18.0,Italiano,21.0,5.0,5.0,yes,no,no,Canto,6,16. En los conciertos me siento en sintonía con los artistas y el público.,3.0,Me gustó pero me pareció muy larga y iba perdiendo la concentración a medida que avanzaba la tarea ,55.0,yes
16,2024-02-10_15h45.25.365,Unsyncopated_study2,s97,22.0,feminino,left,"España
","Catalán y español
",Master degree,no,no,B,1,conjunction_syn,L1,syncopated,s1,r2,16,Online_conjL1_syn//a.pu.ki14.none.none.wav,ta,ri,ze,be,sil,lu,fa,cho,sil1,fo,sil2,['-'],,,none,none,,,,12:16,1,testConjL1Syn//r1.s2.0.wav,1.0,conjunction_syn,syncopated,a,s2,rule,rule,L1,m,0.567,3.0,0.0,0.829,6 ,4 ,Catalán,0.0,Español,0.0,Inglés,5.0,Francés,14.0,Alemán,18.0,Italiano,21.0,5.0,5.0,yes,no,no,Canto,6,17. Me gasto bastante dinero en música y cosas relacionadas con la música.,0.0,Me gustó pero me pareció muy larga y iba perdiendo la concentración a medida que avanzaba la tarea ,55.0,yes
17,2024-02-10_15h45.25.365,Unsyncopated_study2,s97,22.0,feminino,left,"España
","Catalán y español
",Master degree,no,no,B,1,conjunction_syn,L1,syncopated,s2,r1,17,Online_conjL1_syn//a.pu.ki13.666.1554.wav,fa,ro,ne,pu,sil,fo,lu,ki,sil1,ni,sil2,['miss'],,,0.666,no_beat,,,,12:16,1,testConjL1Syn//r2.s2.1.wav,1.0,conjunction_syn,syncopated,b,s2,rule,rule,L1,m,0.567,3.0,0.0,0.856,6 ,4 ,Catalán,0.0,Español,0.0,Inglés,5.0,Francés,14.0,Alemán,18.0,Italiano,21.0,5.0,5.0,yes,no,no,Canto,6,18. Siento escalofríos cuando escucho una melodía que me gusta.,3.0,Me gustó pero me pareció muy larga y iba perdiendo la concentración a medida que avanzaba la tarea ,55.0,yes
18,2024-02-10_15h45.25.365,Unsyncopated_study2,s97,22.0,feminino,left,"España
","Catalán y español
",Master degree,no,no,B,1,conjunction_syn,L1,syncopated,s1,r2,18,Online_conjL1_syn//a.pu.ki15.none.none.wav,ta,fo,ne,be,sil,la,ze,fa,sil1,cho,sil2,['-'],,,none,none,,,,12:16,1,testConjL1Syn//r2.s1.1.wav,1.0,conjunction_syn,syncopated,b,s1,rule,rule,L1,m,0.328,3.0,0.0,0.501,6 ,4 ,Catalán,0.0,Español,0.0,Inglés,5.0,Francés,14.0,Alemán,18.0,Italiano,21.0,5.0,5.0,yes,no,no,Canto,6,19. Con la música me puedo desahogar.,2.0,Me gustó pero me pareció muy larga y iba perdiendo la concentración a medida que avanzaba la tarea ,55.0,yes
19,2024-02-10_15h45.25.365,Unsyncopated_study2,s97,22.0,feminino,left,"España
","Catalán y español
",Master degree,no,no,B,1,conjunction_syn,L1,syncopated,s1,r1,19,Online_conjL1_syn//a.pu.ki12.0.666.wav,pu,zu,ni,ki,sil,ne,ro,fo,sil1,cho,sil2,['miss'],,,0.0,beat,,,,12:16,1,testConjL1Syn//dep_viol.r1.s1.0.wav,1.0,conjunction_syn,syncopated,a,s1,no_rule,dep,L1,m,0.398,3.0,1.0,0.386,6 ,4 ,Catalán,0.0,Español,0.0,Inglés,5.0,Francés,14.0,Alemán,18.0,Italiano,21.0,5.0,5.0,yes,no,no,Canto,6,20. Cuando escucho una melodía que me gusta mucho no puedo evitar mover el cuerpo.,4.0,Me gustó pero me pareció muy larga y iba perdiendo la concentración a medida que avanzaba la tarea ,55.0,yes
20,2024-02-10_15h45.25.365,Unsyncopated_study2,s97,22.0,feminino,left,"España
","Catalán y español
",Master degree,no,no,B,1,conjunction_syn,L1,syncopated,s1,r2,20,Online_conjL1_syn//a.pu.ki4.none.none.wav,ta,ze,ri,be,sil,zu,fo,ne,sil1,lu,sil2,['-'],,,none,none,,,,4:8,1,testConjL1Syn//cat_viol.r1.s1.0.wav,1.0,conjunction_syn,syncopated,a,s1,no_rule,cat,L1,m,0.334,3.0,1.0,0.308,6 ,4 ,Catalán,0.0,Español,0.0,Inglés,5.0,Francés,14.0,Alemán,18.0,Italiano,21.0,5.0,5.0,yes,no,no,Canto,6,,,Me gustó pero me pareció muy larga y iba perdiendo la concentración a medida que avanzaba la tarea ,55.0,yes
21,2024-02-10_15h45.25.365,Unsyncopated_study2,s97,22.0,feminino,left,"España
","Catalán y español
",Master degree,no,no,B,1,conjunction_syn,L1,syncopated,s1,r1,21,Online_conjL1_syn//a.pu.ki7.0.666.wav,pu,ri,zu,ki,sil,ne,ze,cho,sil1,la,sil2,['miss'],,,0.0,beat,,,,4:8,1,testConjL1Syn//r2.s2.2.wav,1.0,conjunction_syn,syncopated,b,s2,rule,rule,L1,m,0.348,2.0,0.0,0.732,6 ,4 ,Catalán,0.0,Español,0.0,Inglés,5.0,Francés,14.0,Alemán,18.0,Italiano,21.0,5.0,5.0,yes,no,no,Canto,6,,,Me gustó pero me pareció muy larga y iba perdiendo la concentración a medida que avanzaba la tarea ,55.0,yes
22,2024-02-10_15h45.25.365,Unsyncopated_study2,s97,22.0,feminino,left,"España
","Catalán y español
",Master degree,no,no,B,1,conjunction_syn,L1,syncopated,s2,r2,22,Online_conjL1_syn//a.pu.ki6.none.none.wav,ne,ni,la,ta,sil,zu,cho,be,sil1,ze,sil2,['-'],,,none,none,,,,4:8,1,testConjL1Syn//r1.s2.2.wav,1.0,conjunction_syn,syncopated,a,s2,rule,rule,L1,m,0.466,2.0,0.0,0.451,6 ,4 ,Catalán,0.0,Español,0.0,Inglés,5.0,Francés,14.0,Alemán,18.0,Italiano,21.0,5.0,5.0,yes,no,no,Canto,6,,,Me gustó pero me pareció muy larga y iba perdiendo la concentración a medida que avanzaba la tarea ,55.0,yes
23,2024-02-10_15h45.25.365,Unsyncopated_study2,s97,22.0,feminino,left,"España
","Catalán y español
",Master degree,no,no,B,1,conjunction_syn,L1,syncopated,s1,r1,23,Online_conjL1_syn//a.pu.ki5.0.666.wav,pu,ne,ro,ki,sil,cho,ri,fa,sil1,lu,sil2,['miss'],,,0.0,beat,,,,4:8,1,testConjL1Syn//time_viol.r2.s2.0.wav,1.0,conjunction_syn,syncopated,b,s2,no_rule,time,L1,m,0.291,2.0,1.0,0.435,6 ,4 ,Catalán,0.0,Español,0.0,Inglés,5.0,Francés,14.0,Alemán,18.0,Italiano,21.0,5.0,5.0,yes,no,no,Canto,6,,,Me gustó pero me pareció muy larga y iba perdiendo la concentración a medida que avanzaba la tarea ,55.0,yes
24,2024-02-10_15h45.25.365,Unsyncopated_study2,s97,22.0,feminino,left,"España
","Catalán y español
",Master degree,no,no,B,1,conjunction_syn,L1,syncopated,s2,r2,24,Online_conjL1_syn//a.pu.ki21.none.none.wav,ro,fa,ni,ta,sil,ri,la,be,sil1,lu,sil2,['-'],,,none,none,,,,20:24,1,testWhenL4Uns//time_viol.r1.s1.0.wav,2.0,when,unsyncopated,a,s1,no_rule,time,L4,m,0.879,2.0,0.0,1.329,6 ,4 ,Catalán,0.0,Español,0.0,Inglés,5.0,Francés,14.0,Alemán,18.0,Italiano,21.0,5.0,5.0,yes,no,no,Canto,6,,,Me gustó pero me pareció muy larga y iba perdiendo la concentración a medida que avanzaba la tarea ,55.0,yes
25,2024-02-10_15h45.25.365,Unsyncopated_study2,s97,22.0,feminino,left,"España
","Catalán y español
",Master degree,no,no,B,1,conjunction_syn,L1,syncopated,s2,r2,25,Online_conjL1_syn//a.pu.ki22.none.none.wav,fo,ri,ni,ta,sil,lu,la,be,sil1,cho,sil2,['-'],,,none,none,,,,20:24,1,testWhenL4Uns//cat_viol.r1.s1.0.wav,2.0,when,unsyncopated,a,s1,no_rule,cat,L4,m,0.357,2.0,0.0,0.75,6 ,4 ,Catalán,0.0,Español,0.0,Inglés,5.0,Francés,14.0,Alemán,18.0,Italiano,21.0,5.0,5.0,yes,no,no,Canto,6,,,Me gustó pero me pareció muy larga y iba perdiendo la concentración a medida que avanzaba la tarea ,55.0,yes
26,2024-02-10_15h45.25.365,Unsyncopated_study2,s97,22.0,feminino,left,"España
","Catalán y español
",Master degree,no,no,B,1,conjunction_syn,L1,syncopated,s2,r1,26,Online_conjL1_syn//a.pu.ki20.666.1554.wav,ro,lu,ni,pu,sil,la,fo,ki,sil1,cho,sil2,['miss'],,,0.666,no_beat,,,,20:24,1,testWhenL4Uns//r2.s1.2.wav,2.0,when,unsyncopated,b,s1,rule,rule,L4,m,0.363,2.0,0.0,0.692,6 ,4 ,Catalán,0.0,Español,0.0,Inglés,5.0,Francés,14.0,Alemán,18.0,Italiano,21.0,5.0,5.0,yes,no,no,Canto,6,,,Me gustó pero me pareció muy larga y iba perdiendo la concentración a medida que avanzaba la tarea ,55.0,yes
27,2024-02-10_15h45.25.365,Unsyncopated_study2,s97,22.0,feminino,left,"España
","Catalán y español
",Master degree,no,no,B,1,conjunction_syn,L1,syncopated,s2,r1,27,Online_conjL1_syn//a.pu.ki23.666.1554.wav,ni,la,ro,pu,sil,fo,zu,ki,sil1,ze,sil2,['miss'],,,0.666,no_beat,,,,20:24,1,testWhenL4Uns//r2.s1.0.wav,2.0,when,unsyncopated,b,s1,rule,rule,L4,m,0.282,3.0,0.0,0.525,6 ,4 ,Catalán,0.0,Español,0.0,Inglés,5.0,Francés,14.0,Alemán,18.0,Italiano,21.0,5.0,5.0,yes,no,no,Canto,6,,,Me gustó pero me pareció muy larga y iba perdiendo la concentración a medida que avanzaba la tarea ,55.0,yes
28,2024-02-10_15h45.25.365,Unsyncopated_study2,s97,22.0,feminino,left,"España
","Catalán y español
",Master degree,no,no,B,1,conjunction_syn,L1,syncopated,s2,r1,28,Online_conjL1_syn//d.ne.ni19.none.none.wav,la,ro,cho,pu,sil,ri,zu,ki,sil1,fo,sil2,['-'],,,none,none,,,,112:116,4,testWhenL4Uns//cat_viol.r2.s1.0.wav,2.0,when,unsyncopated,b,s1,no_rule,cat,L4,m,0.395,3.0,0.0,0.651,6 ,4 ,Catalán,0.0,Español,0.0,Inglés,5.0,Francés,14.0,Alemán,18.0,Italiano,21.0,5.0,5.0,yes,no,no,Canto,6,,,Me gustó pero me pareció muy larga y iba perdiendo la concentración a medida que avanzaba la tarea ,55.0,yes
29,2024-02-10_15h45.25.365,Unsyncopated_study2,s97,22.0,feminino,left,"España
","Catalán y español
",Master degree,no,no,B,1,conjunction_syn,L1,syncopated,s2,r2,29,Online_conjL1_syn//d.ne.ni18.none.none.wav,lu,ri,cho,ta,sil,ze,ro,be,sil1,fo,sil2,['-'],,,none,none,,,,112:116,4,testWhenL4Uns//r2.s1.1.wav,2.0,when,unsyncopated,b,s1,rule,rule,L4,z,0.287,4.0,1.0,1.256,6 ,4 ,Catalán,0.0,Español,0.0,Inglés,5.0,Francés,14.0,Alemán,18.0,Italiano,21.0,5.0,5.0,yes,no,no,Canto,6,,,Me gustó pero me pareció muy larga y iba perdiendo la concentración a medida que avanzaba la tarea ,55.0,yes
30,2024-02-10_15h45.25.365,Unsyncopated_study2,s97,22.0,feminino,left,"España
","Catalán y español
",Master degree,no,no,B,1,conjunction_syn,L1,syncopated,s2,r2,30,Online_conjL1_syn//d.ne.ni17.none.none.wav,ze,lu,ri,ta,sil,fo,cho,be,sil1,fa,sil2,['-'],,,none,none,,,,112:116,4,testWhenL4Uns//r1.s1.1.wav,2.0,when,unsyncopated,a,s1,rule,rule,L4,z,0.318,4.0,1.0,0.534,6 ,4 ,Catalán,0.0,Español,0.0,Inglés,5.0,Francés,14.0,Alemán,18.0,Italiano,21.0,5.0,5.0,yes,no,no,Canto,6,,,Me gustó pero me pareció muy larga y iba perdiendo la concentración a medida que avanzaba la tarea ,55.0,yes
31,2024-02-10_15h45.25.365,Unsyncopated_study2,s97,22.0,feminino,left,"España
","Catalán y español
",Master degree,no,no,B,1,conjunction_syn,L1,syncopated,s1,r2,31,Online_conjL1_syn//d.ne.ni16.1332.222.wav,ta,ni,lu,be,sil,ri,ne,fo,sil1,ze,sil2,['miss'],,,0.222,no_beat,,,,112:116,4,testWhenL4Uns//time_viol.r2.s2.0.wav,2.0,when,unsyncopated,b,s2,no_rule,time,L4,m,0.809,2.0,0.0,0.851,6 ,4 ,Catalán,0.0,Español,0.0,Inglés,5.0,Francés,14.0,Alemán,18.0,Italiano,21.0,5.0,5.0,yes,no,no,Canto,6,,,Me gustó pero me pareció muy larga y iba perdiendo la concentración a medida que avanzaba la tarea ,55.0,yes
32,2024-02-10_15h45.25.365,Unsyncopated_study2,s97,22.0,feminino,left,"España
","Catalán y español
",Master degree,no,no,B,1,conjunction_syn,L1,syncopated,s1,r2,32,Online_conjL1_syn//d.ne.ni14.none.none.wav,ta,ri,cho,be,sil,ze,lu,zu,sil1,la,sil2,['-'],,,none,none,,,,108:112,4,testWhenL4Uns//r1.s2.0.wav,2.0,when,unsyncopated,a,s2,rule,rule,L4,m,0.372,3.0,0.0,0.434,6 ,4 ,Catalán,0.0,Español,0.0,Inglés,5.0,Francés,14.0,Alemán,18.0,Italiano,21.0,5.0,5.0,yes,no,no,Canto,6,,,Me gustó pero me pareció muy larga y iba perdiendo la concentración a medida que avanzaba la tarea ,55.0,yes
