Unnamed: 0,date,expName,participant,age,sex,hand,residence,native_lang,education_level,lang_deficit,aud_deficit,group,block,condition,language,rhythm,rule structure online,rule type online,order_trial_on,trial_online,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,catch_syll_resp,rts_syll_catch,clean_rts,time_syll,beat_no_beat,catch_rtsTR,catch_rts,syllable_catch.keys,cond_syll,syll_to_catch,test_offline,block_off,condition_off,rhythm_off,rule,rule_str_off,rule_norule,conds_offline,language_off,Partz_no_partm.keys,Partz_no_partm.rt,security_1_7.keys,accuracy,security_1_7.rt,n_lang,n_lang_used,lang_1,age_l1,lang_2,age_l2,lang_3,age_l3,ability_learn_l2,tendence_mix_lan,music_experience,muisc_use,partiture,instr_1,age_M1,preguntas_musica1,BMRQ_answer.response,final comment,BMRQ_Score,bilingual
0,2024-01-18_20h20.33.689,Unsyncopated_study2,s92,20.0,feminino,right,españa ,castellano y catalán,Upper secondary,no,no,A,1,conjunction_syn,L1,syncopated,s1,r1,0,Online_conjL1_syn//b.ta.be12.none.none.wav,pu,ro,lu,ki,sil,ri,fa,ni,sil1,cho,sil2,['-'],,,none,none,,,,ta,1,testConjL1Syn//r1.s1.2.wav,1.0,conjunction_syn,syncopated,a,s1,rule,rule,L1,z,2.7186,4.0,1.0,8.6991,3.0,2.0,catalan,0.0,castellano,0.0,ingles,4.0,4.0,2.0,no,no,no,nada,,1. Cuando comparto música con alguien siento una complicidad especial con aquella persona.,3.0,nada ,49.0,yes
1,2024-01-18_20h20.33.689,Unsyncopated_study2,s92,20.0,feminino,right,españa ,castellano y catalán,Upper secondary,no,no,A,1,conjunction_syn,L1,syncopated,s1,r2,1,Online_conjL1_syn//b.ta.be13.0.666.wav,ta,ni,fo,be,sil,ze,ne,fa,sil1,ri,sil2,"['catch', 'false alarm']","[0.46289999997623, 1.5628999999762527]",[0.46289999997623],0.0,beat,0.46289999997623,0.46289999997623,"[""space"",""space""]",ta,1,testConjL1Syn//time_viol.r1.s2.0.wav,1.0,conjunction_syn,syncopated,a,s2,no_rule,time,L1,m,0.8524,5.0,1.0,2.4195,3.0,2.0,catalan,0.0,castellano,0.0,ingles,4.0,4.0,2.0,no,no,no,nada,,2. En mi tiempo libre apenas escucho música.,3.0,nada ,49.0,yes
2,2024-01-18_20h20.33.689,Unsyncopated_study2,s92,20.0,feminino,right,españa ,castellano y catalán,Upper secondary,no,no,A,1,conjunction_syn,L1,syncopated,s2,r1,2,Online_conjL1_syn//b.ta.be15.none.none.wav,la,ni,lu,pu,sil,ri,cho,ki,sil1,fa,sil2,"['false alarm', 'false alarm', 'false alarm', 'false alarm']","[1.8806999999284244, 2.0983999999760954, 2.380999999999972, 2.631100000023821]",[1.8806999999284244],none,none,,,"[""space"",""space"",""space"",""space""]",ta,1,testConjL1Syn//dep_viol.r2.s1.0.wav,1.0,conjunction_syn,syncopated,b,s1,no_rule,dep,L1,m,0.6519,3.0,1.0,1.3862,3.0,2.0,catalan,0.0,castellano,0.0,ingles,4.0,4.0,2.0,no,no,no,nada,,3. Algunas canciones me ponen los pelos de punta,3.0,nada ,49.0,yes
3,2024-01-18_20h20.33.689,Unsyncopated_study2,s92,20.0,feminino,right,españa ,castellano y catalán,Upper secondary,no,no,A,1,conjunction_syn,L1,syncopated,s1,r2,3,Online_conjL1_syn//b.ta.be14.0.666.wav,ta,la,fa,be,sil,ni,fo,ro,sil1,lu,sil2,['miss'],,,0.0,beat,,,,ta,1,testConjL1Syn//r2.s1.0.wav,1.0,conjunction_syn,syncopated,b,s1,rule,rule,L1,m,1.2694,3.0,0.0,0.9696,3.0,2.0,catalan,0.0,castellano,0.0,ingles,4.0,4.0,2.0,no,no,no,nada,,4. La música me hace compañía cuando estoy solo,1.0,nada ,49.0,yes
4,2024-01-18_20h20.33.689,Unsyncopated_study2,s92,20.0,feminino,right,españa ,castellano y catalán,Upper secondary,no,no,A,1,conjunction_syn,L1,syncopated,s1,r2,4,Online_conjL1_syn//a.pu.ki24.none.none.wav,ta,ne,la,be,sil,ri,fa,ze,sil1,zu,sil2,['-'],,,none,none,,,,ki,2,testConjL1Syn//dep_viol.r2.s2.0.wav,1.0,conjunction_syn,syncopated,b,s2,no_rule,dep,L1,m,1.3895,5.0,1.0,0.5537,3.0,2.0,catalan,0.0,castellano,0.0,ingles,4.0,4.0,2.0,no,no,no,nada,,5. No me apetece bailar ni con la música que más me gusta,5.0,nada ,49.0,yes
5,2024-01-18_20h20.33.689,Unsyncopated_study2,s92,20.0,feminino,right,españa ,castellano y catalán,Upper secondary,no,no,A,1,conjunction_syn,L1,syncopated,s1,r1,5,Online_conjL1_syn//a.pu.ki27.0.666.wav,pu,ze,lu,ki,sil,cho,fa,fo,sil1,ni,sil2,['catch'],[1.1478999999761754],[1.1478999999761754],0.666,no_beat,0.4818999999761754,0.4818999999761754,"[""space""]",ki,2,testConjL1Syn//r1.s1.0.wav,1.0,conjunction_syn,syncopated,a,s1,rule,rule,L1,z,0.3863,3.0,1.0,1.5839,3.0,2.0,catalan,0.0,castellano,0.0,ingles,4.0,4.0,2.0,no,no,no,nada,,6. La música me hace conectar con la gente,3.0,nada ,49.0,yes
6,2024-01-18_20h20.33.689,Unsyncopated_study2,s92,20.0,feminino,right,españa ,castellano y catalán,Upper secondary,no,no,A,1,conjunction_syn,L1,syncopated,s1,r2,6,Online_conjL1_syn//a.pu.ki26.none.none.wav,ta,zu,lu,be,sil,ro,la,ri,sil1,fa,sil2,['-'],,,none,none,,,,ki,2,testConjL1Syn//time_viol.r2.s1.0.wav,1.0,conjunction_syn,syncopated,b,s1,no_rule,time,L1,m,1.2672,4.0,1.0,0.908,3.0,2.0,catalan,0.0,castellano,0.0,ingles,4.0,4.0,2.0,no,no,no,nada,,7. Me informo sobre la música que me gusta.,2.0,nada ,49.0,yes
7,2024-01-18_20h20.33.689,Unsyncopated_study2,s92,20.0,feminino,right,españa ,castellano y catalán,Upper secondary,no,no,A,1,conjunction_syn,L1,syncopated,s2,r1,7,Online_conjL1_syn//a.pu.ki25.666.1554.wav,cho,la,ro,pu,sil,ze,ne,ki,sil1,ri,sil2,['miss'],,,1.554,no_beat,,,,ki,2,testConjL1Syn//r2.s2.0.wav,1.0,conjunction_syn,syncopated,b,s2,rule,rule,L1,z,0.4183,6.0,1.0,1.653,3.0,2.0,catalan,0.0,castellano,0.0,ingles,4.0,4.0,2.0,no,no,no,nada,,8.Me emociono escuchando ciertas canciones.,3.0,nada ,49.0,yes
8,2024-01-18_20h20.33.689,Unsyncopated_study2,s92,20.0,feminino,right,españa ,castellano y catalán,Upper secondary,no,no,A,1,conjunction_syn,L1,syncopated,s1,r1,8,Online_conjL1_syn//b.ta.be6.none.none.wav,pu,cho,fo,ki,sil,ni,ro,ri,sil1,lu,sil2,['-'],,,none,none,,,,ta,1,testConjL1Syn//r2.s1.2.wav,1.0,conjunction_syn,syncopated,b,s1,rule,rule,L1,m,1.0527,4.0,0.0,1.0195,3.0,2.0,catalan,0.0,castellano,0.0,ingles,4.0,4.0,2.0,no,no,no,nada,,9.La música me tranquiliza y me relaja.,2.0,nada ,49.0,yes
9,2024-01-18_20h20.33.689,Unsyncopated_study2,s92,20.0,feminino,right,españa ,castellano y catalán,Upper secondary,no,no,A,1,conjunction_syn,L1,syncopated,s1,r1,9,Online_conjL1_syn//b.ta.be4.none.none.wav,pu,la,fo,ki,sil,cho,ze,lu,sil1,ri,sil2,['-'],,,none,none,,,,ta,1,testConjL1Syn//r1.s2.2.wav,1.0,conjunction_syn,syncopated,a,s2,rule,rule,L1,z,1.2028,3.0,1.0,1.1434,3.0,2.0,catalan,0.0,castellano,0.0,ingles,4.0,4.0,2.0,no,no,no,nada,,10.La música me hace bailar,4.0,nada ,49.0,yes
10,2024-01-18_20h20.33.689,Unsyncopated_study2,s92,20.0,feminino,right,españa ,castellano y catalán,Upper secondary,no,no,A,1,conjunction_syn,L1,syncopated,s2,r1,10,Online_conjL1_syn//b.ta.be7.none.none.wav,fa,ne,lu,pu,sil,zu,fo,ki,sil1,cho,sil2,['-'],,,none,none,,,,ta,1,testConjL1Syn//r1.s2.1.wav,1.0,conjunction_syn,syncopated,a,s2,rule,rule,L1,z,0.7027,5.0,1.0,1.2868,3.0,2.0,catalan,0.0,castellano,0.0,ingles,4.0,4.0,2.0,no,no,no,nada,,11.Busco novedades musicales continuamente,1.0,nada ,49.0,yes
11,2024-01-18_20h20.33.689,Unsyncopated_study2,s92,20.0,feminino,right,españa ,castellano y catalán,Upper secondary,no,no,A,1,conjunction_syn,L1,syncopated,s2,r1,11,Online_conjL1_syn//b.ta.be5.none.none.wav,la,ro,cho,pu,sil,fa,ne,ki,sil1,ze,sil2,['-'],,,none,none,,,,ta,1,testConjL1Syn//dep_viol.r1.s2.0.wav,1.0,conjunction_syn,syncopated,a,s2,no_rule,dep,L1,m,0.8367,2.0,1.0,0.9513,3.0,2.0,catalan,0.0,castellano,0.0,ingles,4.0,4.0,2.0,no,no,no,nada,,12. Puedo llorar cuando escucho algunas melodías que me gustan mucho.,1.0,nada ,49.0,yes
12,2024-01-18_20h20.33.689,Unsyncopated_study2,s92,20.0,feminino,right,españa ,castellano y catalán,Upper secondary,no,no,A,1,conjunction_syn,L1,syncopated,s1,r1,12,Online_conjL1_syn//c.ro.fo22.none.none.wav,pu,fa,cho,ki,sil,ne,la,ni,sil1,ze,sil2,['-'],,,none,none,,,,ro,3,testConjL1Syn//r1.s1.1.wav,1.0,conjunction_syn,syncopated,a,s1,rule,rule,L1,m,0.9732,5.0,0.0,0.6835,3.0,2.0,catalan,0.0,castellano,0.0,ingles,4.0,4.0,2.0,no,no,no,nada,,13. Me gusta cantar o tocar un instrumento con más gente,0.0,nada ,49.0,yes
13,2024-01-18_20h20.33.689,Unsyncopated_study2,s92,20.0,feminino,right,españa ,castellano y catalán,Upper secondary,no,no,A,1,conjunction_syn,L1,syncopated,s2,r1,13,Online_conjL1_syn//c.ro.fo20.none.none.wav,lu,ne,la,pu,sil,zu,cho,ki,sil1,ni,sil2,['-'],,,none,none,,,,ro,3,testConjL1Syn//r2.s2.1.wav,1.0,conjunction_syn,syncopated,b,s2,rule,rule,L1,m,0.4188,5.0,0.0,0.5376,3.0,2.0,catalan,0.0,castellano,0.0,ingles,4.0,4.0,2.0,no,no,no,nada,,14. La música me ayuda a desconectar.,2.0,nada ,49.0,yes
