Unnamed: 0,date,expName,participant,age,sex,hand,residence,native_lang,education_level,lang_deficit,aud_deficit,group,block,condition,language,rhythm,rule structure online,rule type online,order_trial_on,trial_online,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,catch_syll_resp,rts_syll_catch,clean_rts,time_syll,beat_no_beat,catch_rtsTR,catch_rts,syllable_catch.keys,cond_syll,syll_to_catch,test_offline,block_off,condition_off,rhythm_off,rule,rule_str_off,rule_norule,conds_offline,language_off,Partz_no_partm.keys,Partz_no_partm.rt,security_1_7.keys,accuracy,security_1_7.rt,n_lang,n_lang_used,lang_1,age_l1,lang_2,age_l2,ability_learn_l2,tendence_mix_lan,music_experience,muisc_use,partiture,instr_1,age_M1,instr_2,age_M2,preguntas_musica1,BMRQ_answer.response,final comment,BMRQ_Score,bilingual
10,2023-11-21_21h37.14.803,Unsyncopated1,s81,21.0,feminino,right,España,2.0,Bachelor degree,no,no,B,1,conjunction_un,L1,unsyncopated,s2,r1,10,Online_conjL1_un//b.ta.be9.none.none.wav,fa,ne,lu,sil,pu,ri,la,sil1,ki,ni,sil2,['-'],,,none,none,,,,be,2,testConjL1Uns//r1.s2.0.wav,1.0,conjunction_un,unsyncopated,a,s2,rule,rule,L1,z,1.6997,6.0,1.0,1.8004,2 ,2.0,catalan,0.0,castellano,1.0,0.0,3.0,no,no,no,nada,0,nada,0,11.Busco novedades musicales continuamente,4.0,nada ,78.0,yes
11,2023-11-21_21h37.14.803,Unsyncopated1,s81,21.0,feminino,right,España,2.0,Bachelor degree,no,no,B,1,conjunction_un,L1,unsyncopated,s2,r1,11,Online_conjL1_un//b.ta.be10.none.none.wav,ni,lu,cho,sil,pu,fa,zu,sil1,ki,fo,sil2,['-'],,,none,none,,,,be,2,testConjL1Uns//dep_viol.r2.s1.0.wav,1.0,conjunction_un,unsyncopated,b,s1,no_rule,dep,L1,m,0.8203,6.0,1.0,0.7826,2 ,2.0,catalan,0.0,castellano,1.0,0.0,3.0,no,no,no,nada,0,nada,0,12. Puedo llorar cuando escucho algunas melodías que me gustan mucho.,4.0,nada ,78.0,yes
12,2023-11-21_21h37.14.803,Unsyncopated1,s81,21.0,feminino,right,España,2.0,Bachelor degree,no,no,B,1,conjunction_un,L1,unsyncopated,s2,r2,12,Online_conjL1_un//d.ne.ni18.none.none.wav,fa,ro,fo,sil,ta,ri,lu,sil1,be,la,sil2,['-'],,,none,none,,,,ni,4,testConjL1Uns//r2.s1.0.wav,1.0,conjunction_un,unsyncopated,b,s1,rule,rule,L1,z,0.4834,5.0,1.0,1.4516,2 ,2.0,catalan,0.0,castellano,1.0,0.0,3.0,no,no,no,nada,0,nada,0,13. Me gusta cantar o tocar un instrumento con más gente,4.0,nada ,78.0,yes
13,2023-11-21_21h37.14.803,Unsyncopated1,s81,21.0,feminino,right,España,2.0,Bachelor degree,no,no,B,1,conjunction_un,L1,unsyncopated,s2,r1,13,Online_conjL1_un//d.ne.ni19.none.none.wav,zu,fa,ri,sil,pu,lu,la,sil1,ki,ze,sil2,['false alarm'],[1.473699999999269],[1.473699999999269],none,none,,,"[""space""]",ni,4,testConjL1Uns//time_viol.r2.s1.0.wav,1.0,conjunction_un,unsyncopated,b,s1,no_rule,time,L1,m,0.9871,5.0,1.0,1.1344,2 ,2.0,catalan,0.0,castellano,1.0,0.0,3.0,no,no,no,nada,0,nada,0,14. La música me ayuda a desconectar.,4.0,nada ,78.0,yes
14,2023-11-21_21h37.14.803,Unsyncopated1,s81,21.0,feminino,right,España,2.0,Bachelor degree,no,no,B,1,conjunction_un,L1,unsyncopated,s2,r2,14,Online_conjL1_un//d.ne.ni16.444.1110.wav,ze,zu,ne,sil,ta,ni,fo,sil1,be,cho,sil2,['miss'],,,1.11,no_beat,,,,ni,4,testConjL1Uns//r2.s2.0.wav,1.0,conjunction_un,unsyncopated,b,s2,rule,rule,L1,z,0.8984,5.0,1.0,1.2148,2 ,2.0,catalan,0.0,castellano,1.0,0.0,3.0,no,no,no,nada,0,nada,0,15. No puedo evitar tararear las canciones que me gustan cuando las escucho.,4.0,nada ,78.0,yes
15,2023-11-21_21h37.14.803,Unsyncopated1,s81,21.0,feminino,right,España,2.0,Bachelor degree,no,no,B,1,conjunction_un,L1,unsyncopated,s2,r2,15,Online_conjL1_un//d.ne.ni17.0.1110.wav,ne,la,ro,sil,ta,ni,ri,sil1,be,cho,sil2,['miss'],,,1.11,no_beat,,,,ni,4,testConjL1Uns//dep_viol.r2.s2.0.wav,1.0,conjunction_un,unsyncopated,b,s2,no_rule,dep,L1,z,0.4511,6.0,0.0,1.2883,2 ,2.0,catalan,0.0,castellano,1.0,0.0,3.0,no,no,no,nada,0,nada,0,16. En los conciertos me siento en sintonía con los artistas y el público.,4.0,nada ,78.0,yes
16,2023-11-21_21h37.14.803,Unsyncopated1,s81,21.0,feminino,right,España,2.0,Bachelor degree,no,no,B,1,conjunction_un,L1,unsyncopated,s2,r2,16,Online_conjL1_un//b.ta.be27.888.1776.wav,fo,ni,lu,sil,ta,ne,ro,sil1,be,fa,sil2,['catch'],[2.2386999999992554],[2.2386999999992554],1.776,beat,0.4626999999992554,0.4626999999992554,"[""space""]",be,2,testConjL1Uns//time_viol.r2.s2.0.wav,1.0,conjunction_un,unsyncopated,b,s2,no_rule,time,L1,m,0.416,5.0,1.0,1.4055,2 ,2.0,catalan,0.0,castellano,1.0,0.0,3.0,no,no,no,nada,0,nada,0,17. Me gasto bastante dinero en música y cosas relacionadas con la música.,3.0,nada ,78.0,yes
17,2023-11-21_21h37.14.803,Unsyncopated1,s81,21.0,feminino,right,España,2.0,Bachelor degree,no,no,B,1,conjunction_un,L1,unsyncopated,s1,r2,17,Online_conjL1_un//b.ta.be25.0.888.wav,ta,la,lu,sil,be,cho,zu,sil1,ne,ro,sil2,"['catch', 'false alarm']","[1.4880999999996334, 2.4892999999988774]",[1.4880999999996334],0.888,beat,0.6000999999996334,0.6000999999996334,"[""space"",""space""]",be,2,testConjL1Uns//r1.s2.2.wav,1.0,conjunction_un,unsyncopated,a,s2,rule,rule,L1,m,1.3987,4.0,0.0,1.3003,2 ,2.0,catalan,0.0,castellano,1.0,0.0,3.0,no,no,no,nada,0,nada,0,18. Siento escalofríos cuando escucho una melodía que me gusta.,4.0,nada ,78.0,yes
18,2023-11-21_21h37.14.803,Unsyncopated1,s81,21.0,feminino,right,España,2.0,Bachelor degree,no,no,B,1,conjunction_un,L1,unsyncopated,s2,r2,18,Online_conjL1_un//b.ta.be26.888.1776.wav,ni,ri,fa,sil,ta,zu,lu,sil1,be,ze,sil2,['catch'],[2.2069999999999936],[2.2069999999999936],1.776,beat,0.4309999999999936,0.4309999999999936,"[""space""]",be,2,testConjL1Uns//cat_viol.r2.s1.0.wav,1.0,conjunction_un,unsyncopated,b,s1,no_rule,cat,L1,z,0.5169,6.0,0.0,2.3906,2 ,2.0,catalan,0.0,castellano,1.0,0.0,3.0,no,no,no,nada,0,nada,0,19. Con la música me puedo desahogar.,4.0,nada ,78.0,yes
19,2023-11-21_21h37.14.803,Unsyncopated1,s81,21.0,feminino,right,España,2.0,Bachelor degree,no,no,B,1,conjunction_un,L1,unsyncopated,s2,r2,19,Online_conjL1_un//b.ta.be24.888.1776.wav,ze,ne,ri,sil,ta,fa,la,sil1,be,fo,sil2,['catch'],[2.2205999999995925],[2.2205999999995925],1.776,beat,0.4445999999995924,0.4445999999995924,"[""space""]",be,2,testConjL1Uns//dep_viol.r1.s2.0.wav,1.0,conjunction_un,unsyncopated,a,s2,no_rule,dep,L1,z,0.882,6.0,0.0,0.7389,2 ,2.0,catalan,0.0,castellano,1.0,0.0,3.0,no,no,no,nada,0,nada,0,20. Cuando escucho una melodía que me gusta mucho no puedo evitar mover el cuerpo.,4.0,nada ,78.0,yes
20,2023-11-21_21h37.14.803,Unsyncopated1,s81,21.0,feminino,right,España,2.0,Bachelor degree,no,no,B,1,conjunction_un,L1,unsyncopated,s2,r2,20,Online_conjL1_un//d.ne.ni7.none.none.wav,cho,ro,la,sil,ta,ze,fa,sil1,be,lu,sil2,['-'],,,none,none,,,,ni,4,testConjL1Uns//r2.s2.2.wav,1.0,conjunction_un,unsyncopated,b,s2,rule,rule,L1,m,1.0187,3.0,0.0,2.1829,2 ,2.0,catalan,0.0,castellano,1.0,0.0,3.0,no,no,no,nada,0,nada,0,,,nada ,78.0,yes
21,2023-11-21_21h37.14.803,Unsyncopated1,s81,21.0,feminino,right,España,2.0,Bachelor degree,no,no,B,1,conjunction_un,L1,unsyncopated,s2,r1,21,Online_conjL1_un//d.ne.ni6.0.1110.wav,ne,ro,ze,sil,pu,ni,ri,sil1,ki,zu,sil2,['catch'],[1.872699999999213],[1.872699999999213],1.11,no_beat,0.762699999999213,0.762699999999213,"[""space""]",ni,4,testConjL1Uns//r1.s1.1.wav,1.0,conjunction_un,unsyncopated,a,s1,rule,rule,L1,m,0.4577,6.0,0.0,1.268,2 ,2.0,catalan,0.0,castellano,1.0,0.0,3.0,no,no,no,nada,0,nada,0,,,nada ,78.0,yes
22,2023-11-21_21h37.14.803,Unsyncopated1,s81,21.0,feminino,right,España,2.0,Bachelor degree,no,no,B,1,conjunction_un,L1,unsyncopated,s1,r2,22,Online_conjL1_un//d.ne.ni5.1332.444.wav,ta,fa,ni,sil,be,cho,ne,sil1,ri,lu,sil2,['catch'],[2.30499999999995],[2.30499999999995],0.444,no_beat,,1.86099999999995,"[""space""]",ni,4,testConjL1Uns//r1.s2.1.wav,1.0,conjunction_un,unsyncopated,a,s2,rule,rule,L1,z,0.5679,5.0,1.0,1.0593,2 ,2.0,catalan,0.0,castellano,1.0,0.0,3.0,no,no,no,nada,0,nada,0,,,nada ,78.0,yes
23,2023-11-21_21h37.14.803,Unsyncopated1,s81,21.0,feminino,right,España,2.0,Bachelor degree,no,no,B,1,conjunction_un,L1,unsyncopated,s1,r2,23,Online_conjL1_un//d.ne.ni4.1110.1332.wav,ta,lu,la,sil,be,ne,ni,sil1,fa,fo,sil2,['miss'],,,1.332,no_beat,,,,ni,4,testConjL1Uns//r1.s1.2.wav,1.0,conjunction_un,unsyncopated,a,s1,rule,rule,L1,z,1.6337,5.0,1.0,1.334,2 ,2.0,catalan,0.0,castellano,1.0,0.0,3.0,no,no,no,nada,0,nada,0,,,nada ,78.0,yes
24,2023-11-21_21h37.14.803,Unsyncopated1,s81,21.0,feminino,right,España,2.0,Bachelor degree,no,no,B,1,conjunction_un,L1,unsyncopated,s2,r1,24,Online_conjL1_un//a.pu.ki17.888.1776.wav,ne,ro,ze,sil,pu,fo,lu,sil1,ki,zu,sil2,['catch'],[1.5317000000011376],[1.5317000000011376],0.888,beat,0.6437000000011376,0.6437000000011376,"[""space""]",pu,1,testWhatL2Uns//r1.s1.0.wav,2.0,what,unsyncopated,a,s1,rule,rule,L2,z,1.304,7.0,1.0,1.1602,2 ,2.0,catalan,0.0,castellano,1.0,0.0,3.0,no,no,no,nada,0,nada,0,,,nada ,78.0,yes
25,2023-11-21_21h37.14.803,Unsyncopated1,s81,21.0,feminino,right,España,2.0,Bachelor degree,no,no,B,1,conjunction_un,L1,unsyncopated,s2,r2,25,Online_conjL1_un//a.pu.ki18.none.none.wav,zu,ro,ze,sil,ta,fa,cho,sil1,be,ne,sil2,['-'],,,none,none,,,,pu,1,testWhatL2Uns//time_viol.r2.s1.0.wav,2.0,what,unsyncopated,b,s1,no_rule,time,L2,m,1.4673,6.0,1.0,0.934,2 ,2.0,catalan,0.0,castellano,1.0,0.0,3.0,no,no,no,nada,0,nada,0,,,nada ,78.0,yes
26,2023-11-21_21h37.14.803,Unsyncopated1,s81,21.0,feminino,right,España,2.0,Bachelor degree,no,no,B,1,conjunction_un,L1,unsyncopated,s2,r2,26,Online_conjL1_un//a.pu.ki16.none.none.wav,ze,zu,ni,sil,ta,lu,ne,sil1,be,ri,sil2,['false alarm'],[1.5433000000007837],[1.5433000000007837],none,none,,,"[""space""]",pu,1,testWhatL2Uns//r1.s2.2.wav,2.0,what,unsyncopated,a,s2,rule,rule,L2,m,2.352,3.0,0.0,0.7823,2 ,2.0,catalan,0.0,castellano,1.0,0.0,3.0,no,no,no,nada,0,nada,0,,,nada ,78.0,yes
27,2023-11-21_21h37.14.803,Unsyncopated1,s81,21.0,feminino,right,España,2.0,Bachelor degree,no,no,B,1,conjunction_un,L1,unsyncopated,s2,r2,27,Online_conjL1_un//a.pu.ki19.none.none.wav,ze,fo,cho,sil,ta,fa,lu,sil1,be,ne,sil2,['false alarm'],[0.20809999999960382],[0.20809999999960382],none,none,,,"[""space""]",pu,1,testWhatL2Uns//r2.s1.0.wav,2.0,what,unsyncopated,b,s1,rule,rule,L2,z,0.4503,6.0,1.0,0.7876,2 ,2.0,catalan,0.0,castellano,1.0,0.0,3.0,no,no,no,nada,0,nada,0,,,nada ,78.0,yes
28,2023-11-21_21h37.14.803,Unsyncopated1,s81,21.0,feminino,right,España,2.0,Bachelor degree,no,no,B,1,conjunction_un,L1,unsyncopated,s2,r2,28,Online_conjL1_un//d.ne.ni11.none.none.wav,ro,zu,la,sil,ta,ze,cho,sil1,be,fa,sil2,['-'],,,none,none,,,,ni,4,testWhatL2Uns//r1.s2.1.wav,2.0,what,unsyncopated,a,s2,rule,rule,L2,z,0.5016,6.0,1.0,0.9894,2 ,2.0,catalan,0.0,castellano,1.0,0.0,3.0,no,no,no,nada,0,nada,0,,,nada ,78.0,yes
29,2023-11-21_21h37.14.803,Unsyncopated1,s81,21.0,feminino,right,España,2.0,Bachelor degree,no,no,B,1,conjunction_un,L1,unsyncopated,s1,r2,29,Online_conjL1_un//d.ne.ni8.1776.222.wav,ta,ni,ri,sil,be,zu,lu,sil1,ne,fa,sil2,['catch'],[0.8763000000006969],[0.8763000000006969],0.222,no_beat,0.6543000000006969,0.6543000000006969,"[""space""]",ni,4,testWhatL2Uns//cat_viol.r2.s2.0.wav,2.0,what,unsyncopated,b,s2,no_rule,cat,L2,m,0.7519,4.0,1.0,0.9535,2 ,2.0,catalan,0.0,castellano,1.0,0.0,3.0,no,no,no,nada,0,nada,0,,,nada ,78.0,yes
30,2023-11-21_21h37.14.803,Unsyncopated1,s81,21.0,feminino,right,España,2.0,Bachelor degree,no,no,B,1,conjunction_un,L1,unsyncopated,s1,r2,30,Online_conjL1_un//d.ne.ni9.none.none.wav,ta,ro,fo,sil,be,zu,cho,sil1,lu,ze,sil2,['-'],,,none,none,,,,ni,4,testWhatL2Uns//cat_viol.r2.s1.0.wav,2.0,what,unsyncopated,b,s1,no_rule,cat,L2,z,0.9487,4.0,0.0,0.8161,2 ,2.0,catalan,0.0,castellano,1.0,0.0,3.0,no,no,no,nada,0,nada,0,,,nada ,78.0,yes
31,2023-11-21_21h37.14.803,Unsyncopated1,s81,21.0,feminino,right,España,2.0,Bachelor degree,no,no,B,1,conjunction_un,L1,unsyncopated,s2,r1,31,Online_conjL1_un//d.ne.ni10.1110.222.wav,la,ni,cho,sil,pu,ne,lu,sil1,ki,zu,sil2,['miss'],,,0.222,no_beat,,,,ni,4,testWhatL2Uns//time_viol.r2.s2.0.wav,2.0,what,unsyncopated,b,s2,no_rule,time,L2,z,0.4679,6.0,0.0,0.6892,2 ,2.0,catalan,0.0,castellano,1.0,0.0,3.0,no,no,no,nada,0,nada,0,,,nada ,78.0,yes
32,2023-11-21_21h37.14.803,Unsyncopated1,s81,21.0,feminino,right,España,2.0,Bachelor degree,no,no,B,1,conjunction_un,L1,unsyncopated,s2,r1,32,Online_conjL1_un//b.ta.be15.none.none.wav,fa,ri,cho,sil,pu,ne,la,sil1,ki,zu,sil2,['-'],,,none,none,,,,be,2,testWhatL2Uns//r2.s1.1.wav,2.0,what,unsyncopated,b,s1,rule,rule,L2,m,0.9638,4.0,0.0,1.1155,2 ,2.0,catalan,0.0,castellano,1.0,0.0,3.0,no,no,no,nada,0,nada,0,,,nada ,78.0,yes
33,2023-11-21_21h37.14.803,Unsyncopated1,s81,21.0,feminino,right,España,2.0,Bachelor degree,no,no,B,1,conjunction_un,L1,unsyncopated,s1,r1,33,Online_conjL1_un//b.ta.be14.none.none.wav,pu,ri,la,sil,ki,cho,fo,sil1,lu,ze,sil2,['false alarm'],[2.2772999999988883],[2.2772999999988883],none,none,,,"[""space""]",be,2,testWhatL2Uns//time_viol.r1.s2.0.wav,2.0,what,unsyncopated,a,s2,no_rule,time,L2,z,2.3679,4.0,0.0,0.5178,2 ,2.0,catalan,0.0,castellano,1.0,0.0,3.0,no,no,no,nada,0,nada,0,,,nada ,78.0,yes
34,2023-11-21_21h37.14.803,Unsyncopated1,s81,21.0,feminino,right,España,2.0,Bachelor degree,no,no,B,1,conjunction_un,L1,unsyncopated,s1,r1,34,Online_conjL1_un//b.ta.be13.none.none.wav,pu,zu,fo,sil,ki,fa,ri,sil1,ro,ne,sil2,['-'],,,none,none,,,,be,2,testWhatL2Uns//cat_viol.r1.s2.0.wav,2.0,what,unsyncopated,a,s2,no_rule,cat,L2,m,0.4506,6.0,1.0,1.2875,2 ,2.0,catalan,0.0,castellano,1.0,0.0,3.0,no,no,no,nada,0,nada,0,,,nada ,78.0,yes
35,2023-11-21_21h37.14.803,Unsyncopated1,s81,21.0,feminino,right,España,2.0,Bachelor degree,no,no,B,1,conjunction_un,L1,unsyncopated,s1,r2,35,Online_conjL1_un//b.ta.be12.0.888.wav,ta,lu,fa,sil,be,ri,la,sil1,fo,zu,sil2,['catch'],[1.4123000000006982],[1.4123000000006982],0.888,beat,0.5243000000006982,0.5243000000006982,"[""space""]",be,2,testWhatL2Uns//r2.s2.0.wav,2.0,what,unsyncopated,b,s2,rule,rule,L2,m,0.9996,3.0,0.0,0.6841,2 ,2.0,catalan,0.0,castellano,1.0,0.0,3.0,no,no,no,nada,0,nada,0,,,nada ,78.0,yes
36,2023-11-21_21h37.14.803,Unsyncopated1,s81,21.0,feminino,right,España,2.0,Bachelor degree,no,no,B,1,conjunction_un,L1,unsyncopated,s1,r2,36,Online_conjL1_un//a.pu.ki24.none.none.wav,ta,lu,ri,sil,be,la,zu,sil1,fa,ze,sil2,['-'],,,none,none,,,,pu,1,testWhatL2Uns//dep_viol.r2.s1.0.wav,2.0,what,unsyncopated,b,s1,no_rule,dep,L2,z,0.9188,5.0,0.0,0.9403,2 ,2.0,catalan,0.0,castellano,1.0,0.0,3.0,no,no,no,nada,0,nada,0,,,nada ,78.0,yes
37,2023-11-21_21h37.14.803,Unsyncopated1,s81,21.0,feminino,right,España,2.0,Bachelor degree,no,no,B,1,conjunction_un,L1,unsyncopated,s2,r1,37,Online_conjL1_un//a.pu.ki26.888.1776.wav,zu,ze,cho,sil,pu,ni,ne,sil1,ki,fo,sil2,['catch'],[1.6560999999996397],[1.6560999999996397],0.888,beat,0.7680999999996397,0.7680999999996397,"[""space""]",pu,1,testWhatL2Uns//r2.s2.1.wav,2.0,what,unsyncopated,b,s2,rule,rule,L2,z,1.0489,4.0,1.0,1.0685,2 ,2.0,catalan,0.0,castellano,1.0,0.0,3.0,no,no,no,nada,0,nada,0,,,nada ,78.0,yes
38,2023-11-21_21h37.14.803,Unsyncopated1,s81,21.0,feminino,right,España,2.0,Bachelor degree,no,no,B,1,conjunction_un,L1,unsyncopated,s1,r2,38,Online_conjL1_un//a.pu.ki27.none.none.wav,ta,fa,ro,sil,be,ze,ni,sil1,lu,fo,sil2,['-'],,,none,none,,,,pu,1,testWhatL2Uns//dep_viol.r1.s2.0.wav,2.0,what,unsyncopated,a,s2,no_rule,dep,L2,m,0.5821,6.0,1.0,1.8071,2 ,2.0,catalan,0.0,castellano,1.0,0.0,3.0,no,no,no,nada,0,nada,0,,,nada ,78.0,yes
