Unnamed: 0,date,expName,participant,age,sex,hand,residence,native_lang,education_level,lang_deficit,aud_deficit,group,block,condition,language,rhythm,rule structure online,rule type online,order_trial_on,trial_online,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,catch_syll_resp,rts_syll_catch,clean_rts,time_syll,beat_no_beat,catch_rtsTR,catch_rts,syllable_catch.keys,cond_syll,syll_to_catch,test_offline,block_off,condition_off,rhythm_off,rule,rule_str_off,rule_norule,conds_offline,language_off,Partz_no_partm.keys,Partz_no_partm.rt,security_1_7.keys,accuracy,security_1_7.rt,n_lang,n_lang_used,lang_1,age_l1,lang_2,age_l2,lang_3,age_l3,lang_4,age_l4,lang_5,age_l5,ability_learn_l2,tendence_mix_lan,music_experience,muisc_use,partiture,instr_1,age_M1,preguntas_musica1,BMRQ_answer.response,final comment,BMRQ_Score,bilingual
0,2024-03-02_10h51.58.474,Unsyncopated_study3,s130,19.0,feminino,right,España,"Árabe, catalán y castellano",Bachelor degree,no,no,A,1,when,L1,unsyncopated,when,when,0,Online_whenL1//b.ta3.222.wav,ri,ta,fo,sil,ro,ni,pu,sil1,zu,ne,sil2,['catch'],[0.8492000000477447],[0.8492000000477447],0.222,no_beat,0.6272000000477447,0.6272000000477447,"[""space""]",ta,1,testWhenL1Uns//dep_viol.r1.s2.0.wav,1.0,when,unsyncopated,a,s2,no_rule,dep,L1,z,1.4022,6.0,1.0,1.5529,5.0,3.0,Árabe,0.0,Catalán,0.0,Castellano,0.0,Inglés,10.0,Japonés,12.0,3.0,5.0,yes,no,no,Canto,12,1. Cuando comparto música con alguien siento una complicidad especial con aquella persona.,3.0,He perdido un poco la concentración durante el cuarto idioma en la tarea de las sílabas.,70.0,yes
1,2024-03-02_10h51.58.474,Unsyncopated_study3,s130,19.0,feminino,right,España,"Árabe, catalán y castellano",Bachelor degree,no,no,A,1,when,L1,unsyncopated,when,when,1,Online_whenL1//b.ta1.none.wav,ki,cho,fa,sil,ne,ze,ri,sil1,be,la,sil2,['-'],,,none,none,,,,ta,1,testWhenL1Uns//dep_viol.r1.s1.0.wav,1.0,when,unsyncopated,a,s1,no_rule,dep,L1,m,1.1325,4.0,0.0,1.9796,5.0,3.0,Árabe,0.0,Catalán,0.0,Castellano,0.0,Inglés,10.0,Japonés,12.0,3.0,5.0,yes,no,no,Canto,12,2. En mi tiempo libre apenas escucho música.,5.0,He perdido un poco la concentración durante el cuarto idioma en la tarea de las sílabas.,70.0,yes
2,2024-03-02_10h51.58.474,Unsyncopated_study3,s130,19.0,feminino,right,España,"Árabe, catalán y castellano",Bachelor degree,no,no,A,1,when,L1,unsyncopated,when,when,2,Online_whenL1//b.ta2.1332.wav,zu,ni,pu,sil,ri,ne,ta,sil1,ze,fa,sil2,['catch'],[1.9380999999046935],[1.9380999999046935],1.332,no_beat,0.6060999999046934,0.6060999999046934,"[""space""]",ta,1,testWhenL1Uns//time_viol.r1.s2.0.wav,1.0,when,unsyncopated,a,s2,no_rule,time,L1,z,2.17,3.0,1.0,0.9603,5.0,3.0,Árabe,0.0,Catalán,0.0,Castellano,0.0,Inglés,10.0,Japonés,12.0,3.0,5.0,yes,no,no,Canto,12,3. Algunas canciones me ponen los pelos de punta,4.0,He perdido un poco la concentración durante el cuarto idioma en la tarea de las sílabas.,70.0,yes
3,2024-03-02_10h51.58.474,Unsyncopated_study3,s130,19.0,feminino,right,España,"Árabe, catalán y castellano",Bachelor degree,no,no,A,1,when,L1,unsyncopated,when,when,3,Online_whenL1//b.ta0.none.wav,ri,lu,ze,sil,zu,la,pu,sil1,cho,be,sil2,['-'],,,none,none,,,,ta,1,testWhenL1Uns//cat_viol.r2.s2.0.wav,1.0,when,unsyncopated,b,s2,no_rule,cat,L1,m,2.7042,1.0,0.0,0.9721,5.0,3.0,Árabe,0.0,Catalán,0.0,Castellano,0.0,Inglés,10.0,Japonés,12.0,3.0,5.0,yes,no,no,Canto,12,4. La música me hace compañía cuando estoy solo,4.0,He perdido un poco la concentración durante el cuarto idioma en la tarea de las sílabas.,70.0,yes
4,2024-03-02_10h51.58.474,Unsyncopated_study3,s130,19.0,feminino,right,España,"Árabe, catalán y castellano",Bachelor degree,no,no,A,1,when,L1,unsyncopated,when,when,4,Online_whenL1//a.ki2.none.wav,zu,ne,ta,sil,ri,be,ni,sil1,fo,lu,sil2,['-'],,,none,none,,,,ki,2,testWhenL1Uns//cat_viol.r2.s1.0.wav,1.0,when,unsyncopated,b,s1,no_rule,cat,L1,m,0.8881,4.0,0.0,1.1043,5.0,3.0,Árabe,0.0,Catalán,0.0,Castellano,0.0,Inglés,10.0,Japonés,12.0,3.0,5.0,yes,no,no,Canto,12,5. No me apetece bailar ni con la música que más me gusta,5.0,He perdido un poco la concentración durante el cuarto idioma en la tarea de las sílabas.,70.0,yes
5,2024-03-02_10h51.58.474,Unsyncopated_study3,s130,19.0,feminino,right,España,"Árabe, catalán y castellano",Bachelor degree,no,no,A,1,when,L1,unsyncopated,when,when,5,Online_whenL1//a.ki0.none.wav,zu,ta,ri,sil,ro,ne,cho,sil1,pu,la,sil2,['-'],,,none,none,,,,ki,2,testWhenL1Uns//r2.s2.0.wav,1.0,when,unsyncopated,b,s2,rule,rule,L1,m,1.9446,3.0,0.0,1.2931,5.0,3.0,Árabe,0.0,Catalán,0.0,Castellano,0.0,Inglés,10.0,Japonés,12.0,3.0,5.0,yes,no,no,Canto,12,6. La música me hace conectar con la gente,3.0,He perdido un poco la concentración durante el cuarto idioma en la tarea de las sílabas.,70.0,yes
6,2024-03-02_10h51.58.474,Unsyncopated_study3,s130,19.0,feminino,right,España,"Árabe, catalán y castellano",Bachelor degree,no,no,A,1,when,L1,unsyncopated,when,when,6,Online_whenL1//a.ki1.1776.wav,zu,ri,ni,sil,ne,be,ro,sil1,ki,fa,sil2,['catch'],[2.351399999976252],[2.351399999976252],1.776,beat,0.5753999999762518,0.5753999999762518,"[""space""]",ki,2,testWhenL1Uns//cat_viol.r1.s2.0.wav,1.0,when,unsyncopated,a,s2,no_rule,cat,L1,z,0.8837,6.0,1.0,1.3778,5.0,3.0,Árabe,0.0,Catalán,0.0,Castellano,0.0,Inglés,10.0,Japonés,12.0,3.0,5.0,yes,no,no,Canto,12,7. Me informo sobre la música que me gusta.,3.0,He perdido un poco la concentración durante el cuarto idioma en la tarea de las sílabas.,70.0,yes
7,2024-03-02_10h51.58.474,Unsyncopated_study3,s130,19.0,feminino,right,España,"Árabe, catalán y castellano",Bachelor degree,no,no,A,1,when,L1,unsyncopated,when,when,7,Online_whenL1//a.ki3.1110.wav,ri,ni,fa,sil,cho,ki,ze,sil1,fo,ta,sil2,['miss'],,,1.11,no_beat,,,,ki,2,testWhenL1Uns//r1.s1.0.wav,1.0,when,unsyncopated,a,s1,rule,rule,L1,z,1.5047,3.0,1.0,0.6887,5.0,3.0,Árabe,0.0,Catalán,0.0,Castellano,0.0,Inglés,10.0,Japonés,12.0,3.0,5.0,yes,no,no,Canto,12,8.Me emociono escuchando ciertas canciones.,4.0,He perdido un poco la concentración durante el cuarto idioma en la tarea de las sílabas.,70.0,yes
8,2024-03-02_10h51.58.474,Unsyncopated_study3,s130,19.0,feminino,right,España,"Árabe, catalán y castellano",Bachelor degree,no,no,A,1,when,L1,unsyncopated,when,when,8,Online_whenL1//a.ki14.444.wav,fo,ni,ki,sil,ri,zu,la,sil1,ro,pu,sil2,['catch'],[1.1562999999523527],[1.1562999999523527],0.444,no_beat,0.7122999999523527,0.7122999999523527,"[""space""]",ki,2,testWhenL1Uns//time_viol.r1.s1.0.wav,1.0,when,unsyncopated,a,s1,no_rule,time,L1,z,1.4063,2.0,1.0,0.9166,5.0,3.0,Árabe,0.0,Catalán,0.0,Castellano,0.0,Inglés,10.0,Japonés,12.0,3.0,5.0,yes,no,no,Canto,12,9.La música me tranquiliza y me relaja.,3.0,He perdido un poco la concentración durante el cuarto idioma en la tarea de las sílabas.,70.0,yes
9,2024-03-02_10h51.58.474,Unsyncopated_study3,s130,19.0,feminino,right,España,"Árabe, catalán y castellano",Bachelor degree,no,no,A,1,when,L1,unsyncopated,when,when,9,Online_whenL1//a.ki12.222.wav,pu,ki,zu,sil,cho,ne,fo,sil1,ni,ze,sil2,['miss'],,,0.222,no_beat,,,,ki,2,testWhenL1Uns//time_viol.r2.s1.0.wav,1.0,when,unsyncopated,b,s1,no_rule,time,L1,z,0.2694,7.0,1.0,1.0281,5.0,3.0,Árabe,0.0,Catalán,0.0,Castellano,0.0,Inglés,10.0,Japonés,12.0,3.0,5.0,yes,no,no,Canto,12,10.La música me hace bailar,4.0,He perdido un poco la concentración durante el cuarto idioma en la tarea de las sílabas.,70.0,yes
