Unnamed: 0,date,expName,participant,age,sex,hand,residence,native_lang,education_level,lang_deficit,aud_deficit,group,block,condition,language,rhythm,rule structure online,rule type online,order_trial_on,trial_online,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,catch_syll_resp,rts_syll_catch,clean_rts,time_syll,beat_no_beat,catch_rtsTR,catch_rts,syllable_catch.keys,cond_syll,syll_to_catch,test_offline,block_off,condition_off,rhythm_off,rule,rule_str_off,rule_norule,conds_offline,language_off,Partz_no_partm.keys,Partz_no_partm.rt,security_1_7.keys,accuracy,security_1_7.rt,n_lang,n_lang_used,lang_1,age_l1,lang_2,age_l2,lang_3,age_l3,ability_learn_l2,tendence_mix_lan,music_experience,muisc_use,partiture,instr_1,age_M1,instr_2,age_M2,preguntas_musica1,BMRQ_answer.response,final comment,BMRQ_Score,bilingual
0,2024-03-17_18h21.30.304,Unsyncopated_study3,s134,19,feminino,right,España,Español,Upper secondary,no,no,B,1,conjunction_un,L3,unsyncopated,s2,r2,0,Online_conjL3_un//a.chu.mo24.none.none.wav,je,ka,ga,sil,ñe,do,fu,sil1,sa,gu,sil2,['-'],,,none,none,,,,chu,1,testConjL3Uns//r2.s1.2.wav,1.0,conjunction_un,unsyncopated,b,s1,rule,rule,L3,z,1.6471,5.0,1.0,29.5274,3,2,Español,0,Inglés,3,Alemán,8,5,2,yes,yes,yes,Flauta travesera,6,Piano,6,1. Cuando comparto música con alguien siento una complicidad especial con aquella persona.,3.0,"Hola! Realicé las primeras preguntas previas al experimento un día antes del experimento, lo demás en orden",73.0,yes
1,2024-03-17_18h21.30.304,Unsyncopated_study3,s134,19,feminino,right,España,Español,Upper secondary,no,no,B,1,conjunction_un,L3,unsyncopated,s2,r1,1,Online_conjL3_un//a.chu.mo27.888.1776.wav,ji,le,ga,sil,chu,je,ko,sil1,mo,li,sil2,['catch'],[1.5616000000236454],[1.5616000000236454],0.888,beat,0.6736000000236454,0.6736000000236454,"[""space""]",chu,1,testConjL3Uns//r1.s2.2.wav,1.0,conjunction_un,unsyncopated,a,s2,rule,rule,L3,z,1.3851,7.0,1.0,2.2031,3,2,Español,0,Inglés,3,Alemán,8,5,2,yes,yes,yes,Flauta travesera,6,Piano,6,2. En mi tiempo libre apenas escucho música.,5.0,"Hola! Realicé las primeras preguntas previas al experimento un día antes del experimento, lo demás en orden",73.0,yes
2,2024-03-17_18h21.30.304,Unsyncopated_study3,s134,19,feminino,right,España,Español,Upper secondary,no,no,B,1,conjunction_un,L3,unsyncopated,s1,r1,2,Online_conjL3_un//a.chu.mo25.0.888.wav,chu,li,ka,sil,mo,ga,ko,sil1,je,ji,sil2,['catch'],[0.5933999999760999],[0.5933999999760999],0,beat,0.5933999999760999,0.5933999999760999,"[""space""]",chu,1,testConjL3Uns//r2.s1.1.wav,1.0,conjunction_un,unsyncopated,b,s1,rule,rule,L3,z,1.7535,5.0,1.0,2.3395,3,2,Español,0,Inglés,3,Alemán,8,5,2,yes,yes,yes,Flauta travesera,6,Piano,6,3. Algunas canciones me ponen los pelos de punta,4.0,"Hola! Realicé las primeras preguntas previas al experimento un día antes del experimento, lo demás en orden",73.0,yes
3,2024-03-17_18h21.30.304,Unsyncopated_study3,s134,19,feminino,right,España,Español,Upper secondary,no,no,B,1,conjunction_un,L3,unsyncopated,s2,r1,3,Online_conjL3_un//a.chu.mo26.888.1776.wav,le,ko,fu,sil,chu,di,li,sil1,mo,ga,sil2,['catch'],[1.2632999999523236],[1.2632999999523236],0.888,beat,0.3752999999523235,0.3752999999523235,"[""space""]",chu,1,testConjL3Uns//r2.s2.2.wav,1.0,conjunction_un,unsyncopated,b,s2,rule,rule,L3,z,1.3686,7.0,1.0,1.919,3,2,Español,0,Inglés,3,Alemán,8,5,2,yes,yes,yes,Flauta travesera,6,Piano,6,4. La música me hace compañía cuando estoy solo,4.0,"Hola! Realicé las primeras preguntas previas al experimento un día antes del experimento, lo demás en orden",73.0,yes
4,2024-03-17_18h21.30.304,Unsyncopated_study3,s134,19,feminino,right,España,Español,Upper secondary,no,no,B,1,conjunction_un,L3,unsyncopated,s2,r2,4,Online_conjL3_un//a.chu.mo12.none.none.wav,di,fu,gu,sil,ñe,ji,ko,sil1,sa,li,sil2,['-'],,,none,none,,,,chu,1,testConjL3Uns//r1.s1.1.wav,1.0,conjunction_un,unsyncopated,a,s1,rule,rule,L3,z,1.1511,4.0,1.0,1.3355,3,2,Español,0,Inglés,3,Alemán,8,5,2,yes,yes,yes,Flauta travesera,6,Piano,6,5. No me apetece bailar ni con la música que más me gusta,4.0,"Hola! Realicé las primeras preguntas previas al experimento un día antes del experimento, lo demás en orden",73.0,yes
5,2024-03-17_18h21.30.304,Unsyncopated_study3,s134,19,feminino,right,España,Español,Upper secondary,no,no,B,1,conjunction_un,L3,unsyncopated,s1,r1,5,Online_conjL3_un//a.chu.mo13.0.888.wav,chu,gu,ji,sil,mo,li,ko,sil1,ga,le,sil2,['catch'],[0.4622999999523927],[0.4622999999523927],0,beat,0.4622999999523927,0.4622999999523927,"[""space""]",chu,1,testConjL3Uns//r1.s1.0.wav,1.0,conjunction_un,unsyncopated,a,s1,rule,rule,L3,m,6.921,4.0,0.0,2.4349,3,2,Español,0,Inglés,3,Alemán,8,5,2,yes,yes,yes,Flauta travesera,6,Piano,6,6. La música me hace conectar con la gente,3.0,"Hola! Realicé las primeras preguntas previas al experimento un día antes del experimento, lo demás en orden",73.0,yes
6,2024-03-17_18h21.30.304,Unsyncopated_study3,s134,19,feminino,right,España,Español,Upper secondary,no,no,B,1,conjunction_un,L3,unsyncopated,s2,r1,6,Online_conjL3_un//a.chu.mo14.888.1776.wav,je,ka,li,sil,chu,di,fu,sil1,mo,le,sil2,['catch'],[1.279899999976351],[1.279899999976351],0.888,beat,0.3918999999763509,0.3918999999763509,"[""space""]",chu,1,testConjL3Uns//dep_viol.r2.s1.0.wav,1.0,conjunction_un,unsyncopated,b,s1,no_rule,dep,L3,z,256.9382,4.0,0.0,3.6714,3,2,Español,0,Inglés,3,Alemán,8,5,2,yes,yes,yes,Flauta travesera,6,Piano,6,7. Me informo sobre la música que me gusta.,3.0,"Hola! Realicé las primeras preguntas previas al experimento un día antes del experimento, lo demás en orden",73.0,yes
7,2024-03-17_18h21.30.304,Unsyncopated_study3,s134,19,feminino,right,España,Español,Upper secondary,no,no,B,1,conjunction_un,L3,unsyncopated,s2,r2,7,Online_conjL3_un//a.chu.mo15.none.none.wav,fu,ko,di,sil,ñe,gu,je,sil1,sa,le,sil2,['-'],,,none,none,,,,chu,1,testConjL3Uns//r1.s2.1.wav,1.0,conjunction_un,unsyncopated,a,s2,rule,rule,L3,z,2.1301,7.0,1.0,1.9145,3,2,Español,0,Inglés,3,Alemán,8,5,2,yes,yes,yes,Flauta travesera,6,Piano,6,8.Me emociono escuchando ciertas canciones.,4.0,"Hola! Realicé las primeras preguntas previas al experimento un día antes del experimento, lo demás en orden",73.0,yes
8,2024-03-17_18h21.30.304,Unsyncopated_study3,s134,19,feminino,right,España,Español,Upper secondary,no,no,B,1,conjunction_un,L3,unsyncopated,s1,r1,8,Online_conjL3_un//c.gu.je22.222.1332.wav,chu,gu,di,sil,mo,ga,je,sil1,do,le,sil2,"['false alarm', 'catch']","[0.5561000000238892, 1.7573999999758598]",[1.7573999999758598],1.332,no_beat,0.4253999999758597,0.4253999999758597,"[""space"",""space""]",je,3,testConjL3Uns//cat_viol.r1.s2.0.wav,1.0,conjunction_un,unsyncopated,a,s2,no_rule,cat,L3,z,2.0654,4.0,0.0,1.4349,3,2,Español,0,Inglés,3,Alemán,8,5,2,yes,yes,yes,Flauta travesera,6,Piano,6,9.La música me tranquiliza y me relaja.,4.0,"Hola! Realicé las primeras preguntas previas al experimento un día antes del experimento, lo demás en orden",73.0,yes
9,2024-03-17_18h21.30.304,Unsyncopated_study3,s134,19,feminino,right,España,Español,Upper secondary,no,no,B,1,conjunction_un,L3,unsyncopated,s2,r1,9,Online_conjL3_un//c.gu.je20.none.none.wav,li,fu,ji,sil,chu,ga,di,sil1,mo,ko,sil2,['-'],,,none,none,,,,je,3,testConjL3Uns//time_viol.r1.s2.0.wav,1.0,conjunction_un,unsyncopated,a,s2,no_rule,time,L3,m,3.1734,5.0,1.0,2.0743,3,2,Español,0,Inglés,3,Alemán,8,5,2,yes,yes,yes,Flauta travesera,6,Piano,6,10.La música me hace bailar,3.0,"Hola! Realicé las primeras preguntas previas al experimento un día antes del experimento, lo demás en orden",73.0,yes
