Unnamed: 0,date,expName,participant,age,sex,hand,residence,native_lang,education_level,lang_deficit,aud_deficit,group,block,condition,language,rhythm,rule structure online,rule type online,order_trial_on,trial_online,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,catch_syll_resp,rts_syll_catch,clean_rts,time_syll,beat_no_beat,catch_rtsTR,catch_rts,syllable_catch.keys,cond_syll,syll_to_catch,test_offline,block_off,condition_off,rhythm_off,rule,rule_str_off,rule_norule,conds_offline,language_off,Partz_no_partm.keys,Partz_no_partm.rt,security_1_7.keys,accuracy,security_1_7.rt,n_lang,n_lang_used,lang_1,age_l1,lang_2,age_l2,lang_3,age_l3,ability_learn_l2,tendence_mix_lan,music_experience,muisc_use,partiture,instr_1,age_M1,instr_2,age_M2,age_M5,preguntas_musica1,BMRQ_answer.response,final comment,BMRQ_Score,bilingual
261,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,2,conjunction_syn,L4,syncopated,s2,r1,125,Online_conjL4_syn//b.ja.nu29.none.none.wav,da,po,ña,zi,sil,pe,re,lo,sil1,bo,sil2,['-'],,,none,none,,,,nu,2,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
262,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,2,conjunction_syn,L4,syncopated,s2,r1,126,Online_conjL4_syn//b.ja.nu30.none.none.wav,ci,ña,ru,zi,sil,bo,pe,lo,sil1,bu,sil2,['false alarm'],[1.2318000000007032],[1.2318000000007032],none,none,,,"[""space""]",nu,2,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
263,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,2,conjunction_syn,L4,syncopated,s1,r1,127,Online_conjL4_syn//b.ja.nu28.none.none.wav,zi,ña,bu,lo,sil,re,de,ci,sil1,pe,sil2,['-'],,,none,none,,,,nu,2,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
264,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s1,r1,0,Online_whatL2//b.fe.ra14.none.none.wav,go,bi,su,sil,du,me,te,sil2,to,cha,sil1,['-'],,,none,none,,,,ra,2,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
265,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s2,r2,1,Online_whatL2//b.fe.ra15.888.1998.wav,to,ñu,cha,sil,fe,me,ba,sil2,ra,si,sil1,['catch'],[2.5968000000007123],[2.5968000000007123],1.998,no_beat,0.5988000000007123,0.5988000000007123,"[""space""]",ra,2,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
266,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s2,r1,2,Online_whatL2//b.fe.ra12.none.none.wav,te,mi,ñu,sil,go,bi,to,sil2,du,cha,sil1,['-'],,,none,none,,,,ra,2,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
267,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s1,r1,3,Online_whatL2//b.fe.ra13.none.none.wav,go,mi,te,sil2,du,to,si,sil,ñu,me,sil1,['-'],,,none,none,,,,ra,2,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
268,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s1,r1,4,Online_whatL2//a.go.du10.0.888.wav,go,to,ño,sil,du,si,ba,sil2,ñu,me,sil1,['catch'],[0.6655000000000655],[0.6655000000000655],0.0,beat,0.6655000000000655,0.6655000000000655,"[""space""]",go,1,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
269,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s1,r1,5,Online_whatL2//a.go.du8.0.888.wav,go,su,mi,sil,du,ñu,ño,sil1,to,si,sil2,['catch'],[0.5589999999999691],[0.5589999999999691],0.0,beat,0.5589999999999691,0.5589999999999691,"[""space""]",go,1,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
270,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s1,r2,6,Online_whatL2//a.go.du9.none.none.wav,fe,ba,to,sil2,ra,mi,ño,sil,si,ñu,sil1,['-'],,,none,none,,,,go,1,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
271,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s2,r1,7,Online_whatL2//a.go.du11.1110.1998.wav,si,me,to,sil2,go,su,te,sil,du,mi,sil1,['catch'],[1.6977999999969597],[1.6977999999969597],1.11,no_beat,0.5877999999969596,0.5877999999969596,"[""space""]",go,1,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
272,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s2,r2,8,Online_whatL2//b.fe.ra26.1110.1998.wav,si,me,bi,sil2,fe,cha,te,sil,ra,to,sil1,['catch'],[2.456899999998541],[2.456899999998541],1.998,no_beat,0.4588999999985408,0.4588999999985408,"[""space""]",ra,2,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
273,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s2,r1,9,Online_whatL2//b.fe.ra24.none.none.wav,si,cha,su,sil2,go,mi,me,sil,du,bi,sil1,['-'],,,none,none,,,,ra,2,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
274,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s2,r1,10,Online_whatL2//b.fe.ra27.none.none.wav,mi,me,su,sil,go,cha,ño,sil2,du,te,sil1,['-'],,,none,none,,,,ra,2,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
275,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s1,r2,11,Online_whatL2//b.fe.ra25.0.888.wav,fe,to,si,sil,ra,mi,su,sil2,cha,ño,sil1,['catch'],[1.4468000000008487],[1.4468000000008487],0.888,beat,0.5588000000008487,0.5588000000008487,"[""space""]",ra,2,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
276,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s1,r2,12,Online_whatL2//c.cha.me0.1998.222.wav,fe,me,ño,sil,ra,su,si,sil2,cha,mi,sil1,['catch'],[0.7763000000006741],[0.7763000000006741],0.222,no_beat,0.5543000000006741,0.5543000000006741,"[""space""]",me,3,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
277,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s2,r2,13,Online_whatL2//c.cha.me1.1110.0.wav,me,mi,ba,sil,fe,cha,su,sil2,ra,ñu,sil1,['catch'],[0.6820999999977175],[0.6820999999977175],0.0,beat,0.6820999999977175,0.6820999999977175,"[""space""]",me,3,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
278,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s1,r1,14,Online_whatL2//c.cha.me3.1332.444.wav,go,to,me,sil,du,si,cha,sil2,ño,te,sil1,['catch'],[0.998199999999315],[0.998199999999315],0.444,no_beat,0.554199999999315,0.554199999999315,"[""space""]",me,3,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
279,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s1,r1,15,Online_whatL2//c.cha.me2.none.none.wav,go,ba,si,sil2,du,mi,ñu,sil,bi,ño,sil1,['-'],,,none,none,,,,me,3,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
280,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s2,r1,16,Online_whatL2//c.cha.me22.0.1110.wav,cha,to,su,sil,go,me,ño,sil1,du,ba,sil2,['catch'],[1.5420000000001437],[1.5420000000001437],1.11,no_beat,0.4320000000001436,0.4320000000001436,"[""space""]",me,3,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
281,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s1,r2,17,Online_whatL2//c.cha.me20.444.1332.wav,fe,si,cha,sil,ra,bi,me,sil2,ño,mi,sil1,['catch'],[1.9301000000014028],[1.9301000000014028],1.332,no_beat,0.5981000000014027,0.5981000000014027,"[""space""]",me,3,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
282,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s1,r1,18,Online_whatL2//c.cha.me21.none.none.wav,go,mi,bi,sil,du,si,su,sil2,te,ba,sil1,['-'],,,none,none,,,,me,3,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
283,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s2,r2,19,Online_whatL2//c.cha.me23.none.none.wav,si,ñu,te,sil,fe,ba,su,sil2,ra,to,sil1,['-'],,,none,none,,,,me,3,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
284,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s1,r1,20,Online_whatL2//b.fe.ra4.none.none.wav,go,te,to,sil2,du,ño,me,sil,su,cha,sil1,['-'],,,none,none,,,,ra,2,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
285,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s2,r2,21,Online_whatL2//b.fe.ra5.888.1776.wav,ñu,ño,mi,sil,fe,me,ba,sil1,ra,te,sil2,['catch'],[2.196300000000747],[2.196300000000747],1.776,beat,0.4203000000007468,0.4203000000007468,"[""space""]",ra,2,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
286,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s2,r1,22,Online_whatL2//b.fe.ra6.none.none.wav,si,su,te,sil2,go,ba,mi,sil,du,ñu,sil1,['-'],,,none,none,,,,ra,2,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
287,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s1,r1,23,Online_whatL2//b.fe.ra7.none.none.wav,go,cha,me,sil,du,bi,te,sil1,ñu,su,sil2,['-'],,,none,none,,,,ra,2,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
288,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s1,r1,24,Online_whatL2//c.cha.me8.1998.1332.wav,go,ñu,ño,sil2,du,me,mi,sil,cha,su,sil1,['catch'],[1.8955000000000837],[1.8955000000000837],1.332,no_beat,0.5635000000000836,0.5635000000000836,"[""space""]",me,3,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
289,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s1,r2,25,Online_whatL2//c.cha.me10.222.1110.wav,fe,cha,ño,sil,ra,me,su,sil1,si,to,sil2,['catch'],[1.7692000000031385],[1.7692000000031385],1.11,no_beat,0.6592000000031384,0.6592000000031384,"[""space""]",me,3,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
290,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s2,r2,26,Online_whatL2//c.cha.me9.none.none.wav,te,to,si,sil2,fe,su,ñu,sil,ra,bi,sil1,['-'],,,none,none,,,,me,3,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
291,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s2,r2,27,Online_whatL2//c.cha.me11.1332.0.wav,me,ba,si,sil2,fe,cha,ñu,sil,ra,bi,sil1,['catch'],[0.5818999999985408],[0.5818999999985408],0.0,beat,0.5818999999985408,0.5818999999985408,"[""space""]",me,3,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
292,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s2,r2,28,Online_whatL2//d.si.ñu1.none.none.wav,te,ño,bi,sil,fe,cha,to,sil1,ra,mi,sil2,['false alarm'],[0.8401000000014847],[0.8401000000014847],none,none,,,"[""space""]",ñu,4,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
293,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s2,r2,29,Online_whatL2//d.si.ñu3.0.444.wav,si,ba,ñu,sil2,fe,te,cha,sil,ra,ño,sil1,['catch'],[0.9153000000005704],[0.9153000000005704],0.444,no_beat,0.4713000000005704,0.4713000000005704,"[""space""]",ñu,4,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
294,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s2,r1,30,Online_whatL2//d.si.ñu0.0.444.wav,si,mi,ñu,sil,go,ba,te,sil2,du,to,sil1,"['false alarm', 'catch']","[0.10030000000074324, 0.9653999999986809]",[0.9653999999986809],0.444,no_beat,0.5213999999986809,0.5213999999986809,"[""space"",""space""]",ñu,4,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
295,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s2,r1,31,Online_whatL2//d.si.ñu2.none.none.wav,mi,ño,ba,sil,go,te,cha,sil1,du,su,sil2,['false alarm'],[0.6986000000015338],[0.6986000000015338],none,none,,,"[""space""]",ñu,4,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
296,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s1,r2,32,Online_whatL2//d.si.ñu20.none.none.wav,fe,cha,me,sil2,ra,to,bi,sil,mi,ba,sil1,['-'],,,none,none,,,,ñu,4,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
297,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s1,r2,33,Online_whatL2//d.si.ñu22.444.1332.wav,fe,to,si,sil,ra,bi,ñu,sil2,ba,me,sil1,['catch'],[1.8976000000013755],[1.8976000000013755],1.332,no_beat,0.5656000000013754,0.5656000000013754,"[""space""]",ñu,4,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
298,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s1,r1,34,Online_whatL2//d.si.ñu21.none.none.wav,go,cha,ño,sil,du,su,bi,sil2,ba,te,sil1,['false alarm'],[0.9820999999978994],[0.9820999999978994],none,none,,,"[""space""]",ñu,4,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
299,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s2,r2,35,Online_whatL2//d.si.ñu23.none.none.wav,me,to,ño,sil2,fe,cha,su,sil,ra,mi,sil1,['false alarm'],[0.8151999999993222],[0.8151999999993222],none,none,,,"[""space""]",ñu,4,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
300,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s1,r2,36,Online_whatL2//c.cha.me27.none.none.wav,fe,si,ñu,sil2,ra,ño,ba,sil,te,bi,sil1,['-'],,,none,none,,,,me,3,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
301,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s1,r2,37,Online_whatL2//c.cha.me25.none.none.wav,fe,te,mi,sil,ra,ñu,si,sil2,ba,bi,sil1,['-'],,,none,none,,,,me,3,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
302,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s2,r1,38,Online_whatL2//c.cha.me24.0.444.wav,cha,te,me,sil,go,ba,ño,sil2,du,si,sil1,['catch'],[0.8488999999983662],[0.8488999999983662],0.444,no_beat,0.4048999999983662,0.4048999999983662,"[""space""]",me,3,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
303,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s2,r1,39,Online_whatL2//c.cha.me26.444.1110.wav,mi,bi,cha,sil,go,me,ño,sil1,du,te,sil2,['catch'],[1.680400000002237],[1.680400000002237],1.11,no_beat,0.5704000000022369,0.5704000000022369,"[""space""]",me,3,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
304,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s2,r2,40,Online_whatL2//b.fe.ra29.1110.1998.wav,ñu,si,cha,sil2,fe,ba,ño,sil,ra,me,sil1,['catch'],[2.4084000000023025],[2.4084000000023025],1.998,no_beat,0.4104000000023025,0.4104000000023025,"[""space""]",ra,2,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
305,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s1,r2,41,Online_whatL2//b.fe.ra28.0.888.wav,fe,me,mi,sil,ra,cha,bi,sil2,su,to,sil1,['catch'],[1.4473000000007232],[1.4473000000007232],0.888,beat,0.5593000000007232,0.5593000000007232,"[""space""]",ra,2,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
306,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s2,r1,42,Online_whatL2//b.fe.ra30.none.none.wav,si,cha,bi,sil,go,ba,to,sil1,du,me,sil2,['-'],,,none,none,,,,ra,2,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
307,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s1,r2,43,Online_whatL2//b.fe.ra31.0.888.wav,fe,bi,to,sil,ra,ño,me,sil1,su,te,sil2,['catch'],[1.7975999999978285],[1.7975999999978285],0.888,beat,0.9095999999978284,0.9095999999978284,"[""space""]",ra,2,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
308,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s1,r1,44,Online_whatL2//a.go.du12.0.888.wav,go,su,cha,sil,du,to,te,sil2,me,mi,sil1,['catch'],[0.7422999999969306],[0.7422999999969306],0.0,beat,0.7422999999969306,0.7422999999969306,"[""space""]",go,1,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
309,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s2,r2,45,Online_whatL2//a.go.du14.none.none.wav,bi,me,mi,sil2,fe,to,ñu,sil,ra,su,sil1,['-'],,,none,none,,,,go,1,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
310,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s2,r2,46,Online_whatL2//a.go.du13.none.none.wav,te,si,ño,sil2,fe,su,ñu,sil,ra,mi,sil1,['-'],,,none,none,,,,go,1,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
311,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,3,what,L2,unsyncopated,s1,r1,47,Online_whatL2//a.go.du15.0.888.wav,go,cha,mi,sil,du,ñu,to,sil1,ba,ño,sil2,['catch'],[0.5154999999999745],[0.5154999999999745],0.0,beat,0.5154999999999745,0.5154999999999745,"[""space""]",go,1,,,,,,,,,,,,,,,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
