Unnamed: 0,date,expName,participant,age,sex,hand,residence,native_lang,education_level,lang_deficit,aud_deficit,group,block,condition,language,rhythm,rule structure online,rule type online,order_trial_on,trial_online,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,catch_syll_resp,rts_syll_catch,clean_rts,time_syll,beat_no_beat,catch_rtsTR,catch_rts,syllable_catch.keys,cond_syll,syll_to_catch,test_offline,block_off,condition_off,rhythm_off,rule,rule_str_off,rule_norule,conds_offline,language_off,Partz_no_partm.keys,Partz_no_partm.rt,security_1_7.keys,accuracy,security_1_7.rt,n_lang,n_lang_used,lang_1,age_l1,lang_2,age_l2,lang_3,age_l3,ability_learn_l2,tendence_mix_lan,music_experience,muisc_use,partiture,instr_1,age_M1,instr_2,age_M2,age_M5,preguntas_musica1,BMRQ_answer.response,final comment,BMRQ_Score,bilingual
0,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,1,when,L3,unsyncopated,when,when,0,Online_whenL3//a.mo13.1776.wav,chu,ji,do,sil,gu,le,fu,sil1,mo,ka,sil2,['catch'],[2.1603000000006887],[2.1603000000006887],1.776,beat,0.3843000000006886,0.3843000000006886,"[""space""]",mo,1,testWhenL3Uns//r1.s1.0.wav,1.0,when,unsyncopated,a,s1,rule,rule,L3,z,2.5313,7.0,1.0,4.78,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,1. Cuando comparto música con alguien siento una complicidad especial con aquella persona.,3.0,nada ,70.0,yes
1,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,1,when,L3,unsyncopated,when,when,1,Online_whenL3//a.mo15.1110.wav,ga,le,do,sil,ñe,mo,fu,sil1,di,li,sil2,['catch'],[1.6803000000007842],[1.6803000000007842],1.11,no_beat,0.5703000000007841,0.5703000000007841,"[""space""]",mo,1,testWhenL3Uns//r1.s2.0.wav,1.0,when,unsyncopated,a,s2,rule,rule,L3,m,0.7545,5.0,0.0,3.8139,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,2. En mi tiempo libre apenas escucho música.,4.0,nada ,70.0,yes
2,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,1,when,L3,unsyncopated,when,when,2,Online_whenL3//a.mo12.none.wav,je,ji,ñe,sil,le,do,gu,sil1,ga,sa,sil2,['false alarm'],[1.398300000000745],[1.398300000000745],none,none,,,"[""space""]",mo,1,testWhenL3Uns//r1.s2.2.wav,1.0,when,unsyncopated,a,s2,rule,rule,L3,z,0.6088,6.0,1.0,1.403,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,3. Algunas canciones me ponen los pelos de punta,4.0,nada ,70.0,yes
3,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,1,when,L3,unsyncopated,when,when,3,Online_whenL3//a.mo14.none.wav,di,ko,ga,sil,gu,do,sa,sil1,ka,chu,sil2,['-'],,,none,none,,,,mo,1,testWhenL3Uns//dep_viol.r2.s2.0.wav,1.0,when,unsyncopated,b,s2,no_rule,dep,L3,z,0.6503,4.0,1.0,2.5818,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,4. La música me hace compañía cuando estoy solo,3.0,nada ,70.0,yes
4,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,1,when,L3,unsyncopated,when,when,4,Online_whenL3//b.ñe16.1110.wav,do,je,li,sil,gu,ñe,sa,sil1,ji,ko,sil2,['catch'],[1.6043999999985772],[1.6043999999985772],1.11,no_beat,0.4943999999985771,0.4943999999985771,"[""space""]",ñe,2,testWhenL3Uns//dep_viol.r2.s1.0.wav,1.0,when,unsyncopated,b,s1,no_rule,dep,L3,z,0.8833,5.0,1.0,2.1994,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,5. No me apetece bailar ni con la música que más me gusta,5.0,nada ,70.0,yes
5,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,1,when,L3,unsyncopated,when,when,5,Online_whenL3//b.ñe17.1998.wav,fu,ga,ka,sil,ji,chu,di,sil1,je,ñe,sil2,['catch'],[2.4971000000015238],[2.4971000000015238],1.998,no_beat,0.4991000000015237,0.4991000000015237,"[""space""]",ñe,2,testWhenL3Uns//dep_viol.r1.s2.0.wav,1.0,when,unsyncopated,a,s2,no_rule,dep,L3,z,1.0834,5.0,1.0,1.3376,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,6. La música me hace conectar con la gente,4.0,nada ,70.0,yes
6,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,1,when,L3,unsyncopated,when,when,6,Online_whenL3//b.ñe19.1776.wav,ji,mo,li,sil,le,ko,fu,sil1,ñe,do,sil2,['catch'],[2.2300999999977194],[2.2300999999977194],1.776,beat,0.4540999999977193,0.4540999999977193,"[""space""]",ñe,2,testWhenL3Uns//cat_viol.r1.s1.0.wav,1.0,when,unsyncopated,a,s1,no_rule,cat,L3,z,0.7358,4.0,1.0,1.9523,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,7. Me informo sobre la música que me gusta.,3.0,nada ,70.0,yes
7,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,1,when,L3,unsyncopated,when,when,7,Online_whenL3//b.ñe18.none.wav,sa,di,chu,sil,do,fu,ko,sil1,gu,ji,sil2,['-'],,,none,none,,,,ñe,2,testWhenL3Uns//time_viol.r2.s2.0.wav,1.0,when,unsyncopated,b,s2,no_rule,time,L3,z,0.5165,6.0,1.0,3.9037,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,8.Me emociono escuchando ciertas canciones.,4.0,nada ,70.0,yes
8,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,1,when,L3,unsyncopated,when,when,8,Online_whenL3//d.ji24.1998.wav,do,sa,gu,sil,li,chu,ka,sil1,ko,ji,sil2,['catch'],[2.4388000000008105],[2.4388000000008105],1.998,no_beat,0.4408000000008105,0.4408000000008105,"[""space""]",ji,4,testWhenL3Uns//r1.s1.2.wav,1.0,when,unsyncopated,a,s1,rule,rule,L3,m,0.5171,4.0,0.0,1.6098,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,9.La música me tranquiliza y me relaja.,3.0,nada ,70.0,yes
9,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,1,when,L3,unsyncopated,when,when,9,Online_whenL3//d.ji27.none.wav,chu,ka,di,sil,ñe,je,fu,sil1,do,gu,sil2,['-'],,,none,none,,,,ji,4,testWhenL3Uns//r2.s2.2.wav,1.0,when,unsyncopated,b,s2,rule,rule,L3,m,1.7993,4.0,0.0,1.5998,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,10.La música me hace bailar,4.0,nada ,70.0,yes
10,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,1,when,L3,unsyncopated,when,when,10,Online_whenL3//d.ji26.none.wav,chu,fu,je,sil,ko,gu,ka,sil1,mo,di,sil2,['-'],,,none,none,,,,ji,4,testWhenL3Uns//r1.s2.1.wav,1.0,when,unsyncopated,a,s2,rule,rule,L3,m,0.5838,4.0,0.0,0.9328,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,11.Busco novedades musicales continuamente,3.0,nada ,70.0,yes
11,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,1,when,L3,unsyncopated,when,when,11,Online_whenL3//d.ji25.none.wav,do,li,je,sil,fu,ka,mo,sil1,ñe,di,sil2,['-'],,,none,none,,,,ji,4,testWhenL3Uns//time_viol.r1.s1.0.wav,1.0,when,unsyncopated,a,s1,no_rule,time,L3,z,0.7061,4.0,1.0,1.0004,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,12. Puedo llorar cuando escucho algunas melodías que me gustan mucho.,4.0,nada ,70.0,yes
12,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,1,when,L3,unsyncopated,when,when,12,Online_whenL3//d.ji22.1332.wav,gu,di,mo,sil,fu,ñe,ji,sil1,ko,le,sil2,['catch'],[1.8578999999984944],[1.8578999999984944],1.332,no_beat,0.5258999999984943,0.5258999999984943,"[""space""]",ji,4,testWhenL3Uns//cat_viol.r2.s2.0.wav,1.0,when,unsyncopated,b,s2,no_rule,cat,L3,m,1.3161,4.0,0.0,0.7501,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,13. Me gusta cantar o tocar un instrumento con más gente,3.0,nada ,70.0,yes
13,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,1,when,L3,unsyncopated,when,when,13,Online_whenL3//d.ji20.none.wav,mo,gu,chu,sil,do,je,fu,sil1,di,le,sil2,['-'],,,none,none,,,,ji,4,testWhenL3Uns//cat_viol.r1.s2.0.wav,1.0,when,unsyncopated,a,s2,no_rule,cat,L3,z,0.3172,6.0,1.0,1.6162,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,14. La música me ayuda a desconectar.,3.0,nada ,70.0,yes
14,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,1,when,L3,unsyncopated,when,when,14,Online_whenL3//d.ji23.none.wav,mo,ñe,je,sil,fu,ko,le,sil1,li,ka,sil2,['-'],,,none,none,,,,ji,4,testWhenL3Uns//time_viol.r1.s2.0.wav,1.0,when,unsyncopated,a,s2,no_rule,time,L3,z,0.4668,5.0,1.0,1.0502,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,15. No puedo evitar tararear las canciones que me gustan cuando las escucho.,4.0,nada ,70.0,yes
15,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,1,when,L3,unsyncopated,when,when,15,Online_whenL3//d.ji21.888.wav,ko,li,ñe,sil,ji,ka,fu,sil1,ga,sa,sil2,['miss'],,,0.888,beat,,,,ji,4,testWhenL3Uns//r2.s2.0.wav,1.0,when,unsyncopated,b,s2,rule,rule,L3,z,0.5848,6.0,1.0,1.9168,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,16. En los conciertos me siento en sintonía con los artistas y el público.,4.0,nada ,70.0,yes
16,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,1,when,L3,unsyncopated,when,when,16,Online_whenL3//c.gu2.1998.wav,ji,ga,je,sil,le,ñe,di,sil1,sa,gu,sil2,['catch'],[2.56149999999991],[2.56149999999991],1.998,no_beat,0.56349999999991,0.56349999999991,"[""space""]",gu,3,testWhenL3Uns//r2.s1.1.wav,1.0,when,unsyncopated,b,s1,rule,rule,L3,z,0.3001,6.0,1.0,1.2999,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,17. Me gasto bastante dinero en música y cosas relacionadas con la música.,3.0,nada ,70.0,yes
17,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,1,when,L3,unsyncopated,when,when,17,Online_whenL3//c.gu3.1110.wav,li,mo,ko,sil,je,gu,chu,sil1,fu,ka,sil2,['miss'],,,1.11,no_beat,,,,gu,3,testWhenL3Uns//dep_viol.r1.s1.0.wav,1.0,when,unsyncopated,a,s1,no_rule,dep,L3,z,0.4171,5.0,1.0,1.3835,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,18. Siento escalofríos cuando escucho una melodía que me gusta.,3.0,nada ,70.0,yes
18,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,1,when,L3,unsyncopated,when,when,18,Online_whenL3//c.gu1.none.wav,sa,ka,ñe,sil,je,di,ji,sil1,ko,le,sil2,['-'],,,none,none,,,,gu,3,testWhenL3Uns//time_viol.r2.s1.0.wav,1.0,when,unsyncopated,b,s1,no_rule,time,L3,m,0.3338,4.0,0.0,1.0293,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,19. Con la música me puedo desahogar.,2.0,nada ,70.0,yes
19,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,1,when,L3,unsyncopated,when,when,19,Online_whenL3//c.gu0.none.wav,ko,le,ka,sil,mo,di,fu,sil1,ñe,ji,sil2,['false alarm'],[1.7643000000007305],[1.7643000000007305],none,none,,,"[""space""]",gu,3,testWhenL3Uns//cat_viol.r2.s1.0.wav,1.0,when,unsyncopated,b,s1,no_rule,cat,L3,z,0.3177,5.0,1.0,1.3996,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,20. Cuando escucho una melodía que me gusta mucho no puedo evitar mover el cuerpo.,4.0,nada ,70.0,yes
20,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,1,when,L3,unsyncopated,when,when,20,Online_whenL3//b.ñe2.888.wav,ji,li,do,sil,ñe,mo,ga,sil1,le,fu,sil2,['miss'],,,0.888,beat,,,,ñe,2,testWhenL3Uns//r2.s2.1.wav,1.0,when,unsyncopated,b,s2,rule,rule,L3,z,0.5003,4.0,1.0,1.2117,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
21,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,1,when,L3,unsyncopated,when,when,21,Online_whenL3//b.ñe3.none.wav,chu,ko,mo,sil,li,je,ji,sil1,fu,do,sil2,['-'],,,none,none,,,,ñe,2,testWhenL3Uns//r1.s1.1.wav,1.0,when,unsyncopated,a,s1,rule,rule,L3,z,0.3005,6.0,1.0,1.1339,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
22,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,1,when,L3,unsyncopated,when,when,22,Online_whenL3//b.ñe1.1998.wav,ka,ko,je,sil,ga,gu,di,sil1,sa,ñe,sil2,['catch'],[2.429400000002147],[2.429400000002147],1.998,no_beat,0.4314000000021469,0.4314000000021469,"[""space""]",ñe,2,testWhenL3Uns//r2.s1.0.wav,1.0,when,unsyncopated,b,s1,rule,rule,L3,z,5.5634,4.0,1.0,0.8657,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
23,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,1,when,L3,unsyncopated,when,when,23,Online_whenL3//b.ñe0.222.wav,ka,ñe,gu,sil,ga,le,chu,sil1,fu,do,sil2,['catch'],[1.0533000000007178],[1.0533000000007178],0.222,no_beat,0.8313000000007178,0.8313000000007178,"[""space""]",ñe,2,testWhenL3Uns//r2.s1.2.wav,1.0,when,unsyncopated,b,s1,rule,rule,L3,z,0.3005,4.0,1.0,0.9662,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
24,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,1,when,L3,unsyncopated,when,when,24,Online_whenL3//a.mo3.none.wav,chu,sa,gu,sil,ka,le,je,sil1,ga,di,sil2,['-'],,,none,none,,,,mo,1,testConjL4Syn//time_viol.r1.s2.0.wav,2.0,conjunction_syn,syncopated,a,s2,no_rule,time,L4,z,0.5672,6.0,0.0,1.3164,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
25,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,1,when,L3,unsyncopated,when,when,25,Online_whenL3//a.mo0.222.wav,do,mo,fu,sil,le,ji,gu,sil1,ka,ñe,sil2,['catch'],[0.8306999999991831],[0.8306999999991831],0.222,no_beat,0.6086999999991831,0.6086999999991831,"[""space""]",mo,1,testConjL4Syn//r2.s2.1.wav,2.0,conjunction_syn,syncopated,b,s2,rule,rule,L4,z,1.4497,4.0,1.0,0.8412,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
26,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,1,when,L3,unsyncopated,when,when,26,Online_whenL3//a.mo2.none.wav,ko,li,ji,sil,je,sa,ñe,sil1,gu,ka,sil2,['-'],,,none,none,,,,mo,1,testConjL4Syn//time_viol.r2.s2.0.wav,2.0,conjunction_syn,syncopated,b,s2,no_rule,time,L4,z,0.284,5.0,0.0,0.9987,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
27,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,1,when,L3,unsyncopated,when,when,27,Online_whenL3//a.mo1.888.wav,do,ka,fu,sil,mo,ñe,le,sil1,ko,ji,sil2,['catch'],[1.447800000000825],[1.447800000000825],0.888,beat,0.5598000000008251,0.5598000000008251,"[""space""]",mo,1,testConjL4Syn//cat_viol.r1.s2.0.wav,2.0,conjunction_syn,syncopated,a,s2,no_rule,cat,L4,z,0.4244,4.0,0.0,0.8342,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
28,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,1,when,L3,unsyncopated,when,when,28,Online_whenL3//a.mo31.1776.wav,li,gu,ñe,sil,ga,ji,le,sil1,mo,je,sil2,['catch'],[2.239800000000855],[2.239800000000855],1.776,beat,0.4638000000008551,0.4638000000008551,"[""space""]",mo,1,testConjL4Syn//r2.s2.2.wav,2.0,conjunction_syn,syncopated,b,s2,rule,rule,L4,z,0.4176,5.0,1.0,0.9008,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
29,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,1,when,L3,unsyncopated,when,when,29,Online_whenL3//a.mo28.0.wav,mo,sa,ka,sil,ga,ko,fu,sil1,gu,do,sil2,['catch'],[0.6525000000000318],[0.6525000000000318],0.0,beat,0.6525000000000318,0.6525000000000318,"[""space""]",mo,1,testConjL4Syn//cat_viol.r1.s1.0.wav,2.0,conjunction_syn,syncopated,a,s1,no_rule,cat,L4,m,0.3509,4.0,1.0,1.316,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
30,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,1,when,L3,unsyncopated,when,when,30,Online_whenL3//a.mo29.none.wav,sa,di,je,sil,li,ko,ji,sil1,ga,ñe,sil2,['-'],,,none,none,,,,mo,1,testConjL4Syn//r1.s2.0.wav,2.0,conjunction_syn,syncopated,a,s2,rule,rule,L4,z,0.3008,5.0,1.0,0.9995,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
31,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,1,when,L3,unsyncopated,when,when,31,Online_whenL3//a.mo30.none.wav,ga,li,gu,sil,chu,le,fu,sil1,ka,ñe,sil2,['-'],,,none,none,,,,mo,1,testConjL4Syn//time_viol.r2.s1.0.wav,2.0,conjunction_syn,syncopated,b,s1,no_rule,time,L4,m,0.3057,4.0,1.0,0.9657,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
32,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,1,when,L3,unsyncopated,when,when,32,Online_whenL3//d.ji17.none.wav,ñe,ga,di,sil,sa,ka,li,sil1,le,fu,sil2,['-'],,,none,none,,,,ji,4,testConjL4Syn//dep_viol.r1.s1.0.wav,2.0,conjunction_syn,syncopated,a,s1,no_rule,dep,L4,m,0.2841,4.0,1.0,0.6003,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
33,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,1,when,L3,unsyncopated,when,when,33,Online_whenL3//d.ji16.none.wav,ka,je,di,sil,sa,fu,chu,sil1,do,li,sil2,['-'],,,none,none,,,,ji,4,testConjL4Syn//r1.s2.2.wav,2.0,conjunction_syn,syncopated,a,s2,rule,rule,L4,z,0.2838,4.0,1.0,1.6828,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
34,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,1,when,L3,unsyncopated,when,when,34,Online_whenL3//d.ji19.1776.wav,gu,ñe,chu,sil,li,di,le,sil1,ji,fu,sil2,['miss'],,,1.776,beat,,,,ji,4,testConjL4Syn//r2.s1.1.wav,2.0,conjunction_syn,syncopated,b,s1,rule,rule,L4,z,0.2839,5.0,1.0,0.9009,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
35,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,1,when,L3,unsyncopated,when,when,35,Online_whenL3//d.ji18.none.wav,gu,do,ko,sil,di,chu,mo,sil1,ga,le,sil2,['-'],,,none,none,,,,ji,4,testConjL4Syn//r2.s1.2.wav,2.0,conjunction_syn,syncopated,b,s1,rule,rule,L4,z,0.2682,5.0,1.0,0.8504,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
36,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,1,when,L3,unsyncopated,when,when,36,Online_whenL3//b.ñe8.none.wav,le,do,ko,sil,gu,mo,fu,sil1,ji,sa,sil2,['-'],,,none,none,,,,ñe,2,testConjL4Syn//cat_viol.r2.s1.0.wav,2.0,conjunction_syn,syncopated,b,s1,no_rule,cat,L4,z,0.3343,5.0,0.0,0.7443,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
37,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,1,when,L3,unsyncopated,when,when,37,Online_whenL3//b.ñe11.none.wav,ka,ji,li,sil,ko,ga,sa,sil1,mo,di,sil2,['-'],,,none,none,,,,ñe,2,testConjL4Syn//r2.s2.0.wav,2.0,conjunction_syn,syncopated,b,s2,rule,rule,L4,z,0.2843,5.0,1.0,0.7871,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
38,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,1,when,L3,unsyncopated,when,when,38,Online_whenL3//b.ñe9.1110.wav,fu,do,ka,sil,li,ñe,chu,sil1,ko,ji,sil2,['catch'],[1.6308000000007041],[1.6308000000007041],1.11,no_beat,0.520800000000704,0.520800000000704,"[""space""]",ñe,2,testConjL4Syn//r1.s1.0.wav,2.0,conjunction_syn,syncopated,a,s1,rule,rule,L4,m,0.3003,4.0,0.0,0.7669,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
39,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,1,when,L3,unsyncopated,when,when,39,Online_whenL3//b.ñe10.none.wav,ga,fu,le,sil,chu,ko,ka,sil1,mo,je,sil2,['-'],,,none,none,,,,ñe,2,testConjL4Syn//r1.s1.1.wav,2.0,conjunction_syn,syncopated,a,s1,rule,rule,L4,m,0.2683,4.0,0.0,0.6669,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
40,2023-09-15_18h41.27.242,Unsyncopated1,s21,26.0,feminino,right,España,Español,Master degree,no,no,B,1,when,L3,unsyncopated,when,when,40,Online_whenL3//c.gu29.1110.wav,mo,je,ko,sil,ñe,gu,ka,sil1,li,ga,sil2,['catch'],[1.58400000000006],[1.58400000000006],1.11,no_beat,0.4740000000000599,0.4740000000000599,"[""space""]",gu,3,testConjL4Syn//r1.s2.1.wav,2.0,conjunction_syn,syncopated,a,s2,rule,rule,L4,z,0.3336,4.0,1.0,1.3162,3 ,3.0,Español,0.0,Catalán,0.0,Inlés,4 ,3.0,4.0,no,no,no,nada,0,nada  ,0, ,,,nada ,70.0,yes
