Unnamed: 0,date,expName,participant,age,sex,hand,residence,native_lang,education_level,lang_deficit,aud_deficit,group,block,condition,language,rhythm,rule structure online,rule type online,order_trial_on,trial_online,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,catch_syll_resp,rts_syll_catch,clean_rts,time_syll,beat_no_beat,catch_rtsTR,catch_rts,syllable_catch.keys,cond_syll,syll_to_catch,test_offline,block_off,condition_off,rhythm_off,rule,rule_str_off,rule_norule,conds_offline,language_off,Partz_no_partm.keys,Partz_no_partm.rt,security_1_7.keys,accuracy,security_1_7.rt,n_lang,n_lang_used,lang_1,age_l1,lang_2,age_l2,ability_learn_l2,tendence_mix_lan,music_experience,muisc_use,partiture,instr_1,age_M1,preguntas_musica1,BMRQ_answer.response,final comment,BMRQ_Score,bilingual
0,2024-02-07_13h41.04.986,Unsyncopated_study2,s110,25.0,feminino,right,ESPAÑA,Español,Bachelor degree,no,no,B,1,when,L4,unsyncopated,when,when,0,Online_whenL4//d.pe11.none.wav,re,da,zi,sil,bu,lo,ña,sil1,ci,po,sil2,['-'],,,none,none,,,,pe,4,testWhenL4Uns//cat_viol.r1.s1.0.wav,1.0,when,unsyncopated,a,s1,no_rule,cat,L4,m,6.0636,6.0,0.0,1.8174,2.0,1.0,Español,0.0,Inglés,10.0,4.0,3.0,no,no,yes,Nada,,1. Cuando comparto música con alguien siento una complicidad especial con aquella persona.,3.0,Nada,68.0,yes
1,2024-02-07_13h41.04.986,Unsyncopated_study2,s110,25.0,feminino,right,ESPAÑA,Español,Bachelor degree,no,no,B,1,when,L4,unsyncopated,when,when,1,Online_whenL4//d.pe8.1998.wav,bo,ru,ña,sil,nu,ñi,ja,sil1,po,pe,sil2,['catch'],[2.5756999999991876],[2.5756999999991876],1.998,no_beat,0.5776999999991876,0.5776999999991876,"[""space""]",pe,4,testWhenL4Uns//time_viol.r2.s1.0.wav,1.0,when,unsyncopated,b,s1,no_rule,time,L4,z,0.855,5.0,1.0,2.0259,2.0,1.0,Español,0.0,Inglés,10.0,4.0,3.0,no,no,yes,Nada,,2. En mi tiempo libre apenas escucho música.,5.0,Nada,68.0,yes
2,2024-02-07_13h41.04.986,Unsyncopated_study2,s110,25.0,feminino,right,ESPAÑA,Español,Bachelor degree,no,no,B,1,when,L4,unsyncopated,when,when,2,Online_whenL4//d.pe10.888.wav,da,zi,po,sil,pe,lo,ru,sil1,ci,re,sil2,['catch'],[1.760299999999802],[1.760299999999802],0.888,beat,0.8722999999998019,0.8722999999998019,"[""space""]",pe,4,testWhenL4Uns//r1.s1.1.wav,1.0,when,unsyncopated,a,s1,rule,rule,L4,m,1.1911,4.0,0.0,1.4621,2.0,1.0,Español,0.0,Inglés,10.0,4.0,3.0,no,no,yes,Nada,,3. Algunas canciones me ponen los pelos de punta,4.0,Nada,68.0,yes
3,2024-02-07_13h41.04.986,Unsyncopated_study2,s110,25.0,feminino,right,ESPAÑA,Español,Bachelor degree,no,no,B,1,when,L4,unsyncopated,when,when,3,Online_whenL4//d.pe9.none.wav,de,bu,da,sil,zi,ña,nu,sil1,ci,re,sil2,['-'],,,none,none,,,,pe,4,testWhenL4Uns//r1.s2.0.wav,1.0,when,unsyncopated,a,s2,rule,rule,L4,m,0.9107,4.0,0.0,2.0961,2.0,1.0,Español,0.0,Inglés,10.0,4.0,3.0,no,no,yes,Nada,,4. La música me hace compañía cuando estoy solo,4.0,Nada,68.0,yes
4,2024-02-07_13h41.04.986,Unsyncopated_study2,s110,25.0,feminino,right,ESPAÑA,Español,Bachelor degree,no,no,B,1,when,L4,unsyncopated,when,when,4,Online_whenL4//a.lo21.1998.wav,ñi,zi,bu,sil,de,ru,po,sil1,ña,lo,sil2,['catch'],[2.5315999999996848],[2.5315999999996848],1.998,no_beat,0.5335999999996848,0.5335999999996848,"[""space""]",lo,1,testWhenL4Uns//dep_viol.r1.s1.0.wav,1.0,when,unsyncopated,a,s1,no_rule,dep,L4,m,2.4842,3.0,0.0,2.2545,2.0,1.0,Español,0.0,Inglés,10.0,4.0,3.0,no,no,yes,Nada,,5. No me apetece bailar ni con la música que más me gusta,5.0,Nada,68.0,yes
5,2024-02-07_13h41.04.986,Unsyncopated_study2,s110,25.0,feminino,right,ESPAÑA,Español,Bachelor degree,no,no,B,1,when,L4,unsyncopated,when,when,5,Online_whenL4//a.lo23.1332.wav,nu,ña,ci,sil,re,ñi,lo,sil1,pe,bu,sil2,['catch'],[1.9153999999994085],[1.9153999999994085],1.332,no_beat,0.5833999999994084,0.5833999999994084,"[""space""]",lo,1,testWhenL4Uns//time_viol.r1.s2.0.wav,1.0,when,unsyncopated,a,s2,no_rule,time,L4,m,1.2725,3.0,0.0,2.1632,2.0,1.0,Español,0.0,Inglés,10.0,4.0,3.0,no,no,yes,Nada,,6. La música me hace conectar con la gente,3.0,Nada,68.0,yes
6,2024-02-07_13h41.04.986,Unsyncopated_study2,s110,25.0,feminino,right,ESPAÑA,Español,Bachelor degree,no,no,B,1,when,L4,unsyncopated,when,when,6,Online_whenL4//a.lo20.none.wav,re,po,ja,sil,de,ña,nu,sil1,pe,ru,sil2,['-'],,,none,none,,,,lo,1,testWhenL4Uns//cat_viol.r2.s2.0.wav,1.0,when,unsyncopated,b,s2,no_rule,cat,L4,z,1.6734,5.0,1.0,1.5398,2.0,1.0,Español,0.0,Inglés,10.0,4.0,3.0,no,no,yes,Nada,,7. Me informo sobre la música que me gusta.,4.0,Nada,68.0,yes
7,2024-02-07_13h41.04.986,Unsyncopated_study2,s110,25.0,feminino,right,ESPAÑA,Español,Bachelor degree,no,no,B,1,when,L4,unsyncopated,when,when,7,Online_whenL4//a.lo22.444.wav,pe,ña,lo,sil,re,ñi,bo,sil1,ru,ja,sil2,['catch'],[1.0319000000004053],[1.0319000000004053],0.444,no_beat,0.5879000000004053,0.5879000000004053,"[""space""]",lo,1,testWhenL4Uns//cat_viol.r1.s2.0.wav,1.0,when,unsyncopated,a,s2,no_rule,cat,L4,z,1.1211,6.0,1.0,0.9374,2.0,1.0,Español,0.0,Inglés,10.0,4.0,3.0,no,no,yes,Nada,,8.Me emociono escuchando ciertas canciones.,4.0,Nada,68.0,yes
8,2024-02-07_13h41.04.986,Unsyncopated_study2,s110,25.0,feminino,right,ESPAÑA,Español,Bachelor degree,no,no,B,1,when,L4,unsyncopated,when,when,8,Online_whenL4//c.bu30.none.wav,ña,ru,lo,sil,bo,ci,ñi,sil1,nu,po,sil2,['-'],,,none,none,,,,bu,3,testWhenL4Uns//r2.s2.1.wav,1.0,when,unsyncopated,b,s2,rule,rule,L4,z,1.6878,5.0,1.0,1.0406,2.0,1.0,Español,0.0,Inglés,10.0,4.0,3.0,no,no,yes,Nada,,9.La música me tranquiliza y me relaja.,3.0,Nada,68.0,yes
9,2024-02-07_13h41.04.986,Unsyncopated_study2,s110,25.0,feminino,right,ESPAÑA,Español,Bachelor degree,no,no,B,1,when,L4,unsyncopated,when,when,9,Online_whenL4//c.bu31.none.wav,ru,bo,ci,sil,lo,po,pe,sil1,zi,ña,sil2,['-'],,,none,none,,,,bu,3,testWhenL4Uns//dep_viol.r1.s2.0.wav,1.0,when,unsyncopated,a,s2,no_rule,dep,L4,m,1.8413,4.0,0.0,1.0091,2.0,1.0,Español,0.0,Inglés,10.0,4.0,3.0,no,no,yes,Nada,,10.La música me hace bailar,4.0,Nada,68.0,yes
