Unnamed: 0,date,expName,participant,age,sex,hand,residence,native_lang,education_level,lang_deficit,aud_deficit,group,block,condition,language,rhythm,rule structure online,rule type online,order_trial_on,trial_online,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,catch_syll_resp,rts_syll_catch,clean_rts,time_syll,beat_no_beat,catch_rtsTR,catch_rts,syllable_catch.keys,cond_syll,syll_to_catch,test_offline,block_off,condition_off,rhythm_off,rule,rule_str_off,rule_norule,conds_offline,language_off,Partz_no_partm.keys,Partz_no_partm.rt,security_1_7.keys,accuracy,security_1_7.rt,n_lang,n_lang_used,lang_1,age_l1,lang_2,age_l2,lang_3,age_l3,ability_learn_l2,tendence_mix_lan,music_experience,muisc_use,partiture,instr_1,age_M1,instr_2,age_M2,preguntas_musica1,BMRQ_answer.response,final comment,BMRQ_Score,bilingual
0,2024-02-22_20h01.24.323,Unsyncopated_study3,s124,20 ,feminino,right,españa,castellano y catalán,Upper secondary,no,no,A,1,what,L4,unsyncopated,s1,r1,0,Online_whatL4//a.zi.lo1.0.888.wav,zi,ru,po,sil,lo,ñi,da,sil2,de,bu,sil1,['catch'],[1.662700000047721],[1.662700000047721],0.888,beat,0.774700000047721,0.774700000047721,"[""space""]",lo,2,testWhatL4Uns//r2.s1.2.wav,1.0,what,unsyncopated,b,s1,rule,rule,L4,z,3.029,5.0,1.0,11.4924,3 ,2.0,Castellano,0.0,Catalán,0.0,Inglés,5.0,3.0,3.0,yes,no,yes,Canto,6,Flauta travesera,6,1. Cuando comparto música con alguien siento una complicidad especial con aquella persona.,3.0,nada ,68.0,yes
1,2024-02-22_20h01.24.323,Unsyncopated_study3,s124,20 ,feminino,right,españa,castellano y catalán,Upper secondary,no,no,A,1,what,L4,unsyncopated,s2,r1,1,Online_whatL4//a.zi.lo3.888.1998.wav,po,re,ñi,sil,zi,de,ña,sil2,lo,ci,sil1,['false alarm'],[1.8940000000000055],[1.8940000000000055],1.998,no_beat,,,"[""space""]",lo,2,testWhatL4Uns//r1.s1.2.wav,1.0,what,unsyncopated,a,s1,rule,rule,L4,z,0.7656,5.0,1.0,4.3984,3 ,2.0,Castellano,0.0,Catalán,0.0,Inglés,5.0,3.0,3.0,yes,no,yes,Canto,6,Flauta travesera,6,2. En mi tiempo libre apenas escucho música.,5.0,nada ,68.0,yes
2,2024-02-22_20h01.24.323,Unsyncopated_study3,s124,20 ,feminino,right,españa,castellano y catalán,Upper secondary,no,no,A,1,what,L4,unsyncopated,s1,r1,2,Online_whatL4//a.zi.lo2.0.1110.wav,zi,ñi,po,sil2,lo,re,bu,sil,de,da,sil1,['catch'],[1.9859000000952847],[1.9859000000952847],1.11,no_beat,0.8759000000952846,0.8759000000952846,"[""space""]",lo,2,testWhatL4Uns//cat_viol.r2.s1.0.wav,1.0,what,unsyncopated,b,s1,no_rule,cat,L4,m,1.1506,2.0,1.0,3.8854,3 ,2.0,Castellano,0.0,Catalán,0.0,Inglés,5.0,3.0,3.0,yes,no,yes,Canto,6,Flauta travesera,6,3. Algunas canciones me ponen los pelos de punta,3.0,nada ,68.0,yes
3,2024-02-22_20h01.24.323,Unsyncopated_study3,s124,20 ,feminino,right,españa,castellano y catalán,Upper secondary,no,no,A,1,what,L4,unsyncopated,s1,r1,3,Online_whatL4//a.zi.lo0.0.888.wav,zi,re,bo,sil,lo,pe,ña,sil1,de,bu,sil2,['false alarm'],[0.25559999990468896],[0.25559999990468896],0.888,beat,,,"[""space""]",lo,2,testWhatL4Uns//r1.s2.0.wav,1.0,what,unsyncopated,a,s2,rule,rule,L4,z,1.1171,6.0,1.0,1.6872,3 ,2.0,Castellano,0.0,Catalán,0.0,Inglés,5.0,3.0,3.0,yes,no,yes,Canto,6,Flauta travesera,6,4. La música me hace compañía cuando estoy solo,3.0,nada ,68.0,yes
4,2024-02-22_20h01.24.323,Unsyncopated_study3,s124,20 ,feminino,right,españa,castellano y catalán,Upper secondary,no,no,A,1,what,L4,unsyncopated,s2,r2,4,Online_whatL4//b.ja.nu23.888.1776.wav,bo,ci,ña,sil,ja,de,ru,sil1,nu,pe,sil2,['miss'],,,0.888,beat,,,,ja,1,testWhatL4Uns//cat_viol.r2.s2.0.wav,1.0,what,unsyncopated,b,s2,no_rule,cat,L4,m,1.5735,3.0,1.0,3.5712,3 ,2.0,Castellano,0.0,Catalán,0.0,Inglés,5.0,3.0,3.0,yes,no,yes,Canto,6,Flauta travesera,6,5. No me apetece bailar ni con la música que más me gusta,4.0,nada ,68.0,yes
5,2024-02-22_20h01.24.323,Unsyncopated_study3,s124,20 ,feminino,right,españa,castellano y catalán,Upper secondary,no,no,A,1,what,L4,unsyncopated,s1,r2,5,Online_whatL4//b.ja.nu20.0.888.wav,ja,ñi,ci,sil,nu,bo,de,sil2,po,pe,sil1,['miss'],,,0.0,beat,,,,ja,1,testWhatL4Uns//cat_viol.r1.s1.0.wav,1.0,what,unsyncopated,a,s1,no_rule,cat,L4,z,1.2756,5.0,0.0,1.9004,3 ,2.0,Castellano,0.0,Catalán,0.0,Inglés,5.0,3.0,3.0,yes,no,yes,Canto,6,Flauta travesera,6,6. La música me hace conectar con la gente,3.0,nada ,68.0,yes
6,2024-02-22_20h01.24.323,Unsyncopated_study3,s124,20 ,feminino,right,españa,castellano y catalán,Upper secondary,no,no,A,1,what,L4,unsyncopated,s2,r2,6,Online_whatL4//b.ja.nu21.1110.1998.wav,po,da,ci,sil2,ja,bu,re,sil,nu,pe,sil1,['miss'],,,1.11,no_beat,,,,ja,1,testWhatL4Uns//time_viol.r1.s1.0.wav,1.0,what,unsyncopated,a,s1,no_rule,time,L4,m,0.4872,3.0,1.0,1.4862,3 ,2.0,Castellano,0.0,Catalán,0.0,Inglés,5.0,3.0,3.0,yes,no,yes,Canto,6,Flauta travesera,6,7. Me informo sobre la música que me gusta.,3.0,nada ,68.0,yes
7,2024-02-22_20h01.24.323,Unsyncopated_study3,s124,20 ,feminino,right,españa,castellano y catalán,Upper secondary,no,no,A,1,what,L4,unsyncopated,s1,r1,7,Online_whatL4//b.ja.nu22.none.none.wav,zi,ñi,ci,sil,lo,da,pe,sil2,po,bo,sil1,['false alarm'],[1.2792999999522863],[1.2792999999522863],none,none,,,"[""space""]",ja,1,testWhatL4Uns//r2.s1.0.wav,1.0,what,unsyncopated,b,s1,rule,rule,L4,z,0.5672,5.0,1.0,1.8924,3 ,2.0,Castellano,0.0,Catalán,0.0,Inglés,5.0,3.0,3.0,yes,no,yes,Canto,6,Flauta travesera,6,8.Me emociono escuchando ciertas canciones.,4.0,nada ,68.0,yes
8,2024-02-22_20h01.24.323,Unsyncopated_study3,s124,20 ,feminino,right,españa,castellano y catalán,Upper secondary,no,no,A,1,what,L4,unsyncopated,s2,r1,8,Online_whatL4//b.ja.nu1.none.none.wav,pe,re,de,sil2,zi,ñi,da,sil,lo,po,sil1,['-'],,,none,none,,,,ja,1,testWhatL4Uns//cat_viol.r1.s2.0.wav,1.0,what,unsyncopated,a,s2,no_rule,cat,L4,m,0.304,2.0,1.0,2.825,3 ,2.0,Castellano,0.0,Catalán,0.0,Inglés,5.0,3.0,3.0,yes,no,yes,Canto,6,Flauta travesera,6,9.La música me tranquiliza y me relaja.,4.0,nada ,68.0,yes
9,2024-02-22_20h01.24.323,Unsyncopated_study3,s124,20 ,feminino,right,españa,castellano y catalán,Upper secondary,no,no,A,1,what,L4,unsyncopated,s2,r1,9,Online_whatL4//b.ja.nu2.none.none.wav,ña,re,ru,sil2,zi,de,bu,sil,lo,pe,sil1,['-'],,,none,none,,,,ja,1,testWhatL4Uns//time_viol.r1.s2.0.wav,1.0,what,unsyncopated,a,s2,no_rule,time,L4,m,0.9675,3.0,1.0,1.193,3 ,2.0,Castellano,0.0,Catalán,0.0,Inglés,5.0,3.0,3.0,yes,no,yes,Canto,6,Flauta travesera,6,10.La música me hace bailar,3.0,nada ,68.0,yes
10,2024-02-22_20h01.24.323,Unsyncopated_study3,s124,20 ,feminino,right,españa,castellano y catalán,Upper secondary,no,no,A,1,what,L4,unsyncopated,s1,r2,10,Online_whatL4//b.ja.nu0.0.888.wav,ja,pe,da,sil,nu,po,ña,sil1,ci,de,sil2,['miss'],,,0.0,beat,,,,ja,1,testWhatL4Uns//r1.s2.1.wav,1.0,what,unsyncopated,a,s2,rule,rule,L4,z,0.3187,4.0,1.0,1.3184,3 ,2.0,Castellano,0.0,Catalán,0.0,Inglés,5.0,3.0,3.0,yes,no,yes,Canto,6,Flauta travesera,6,11.Busco novedades musicales continuamente,3.0,nada ,68.0,yes
11,2024-02-22_20h01.24.323,Unsyncopated_study3,s124,20 ,feminino,right,españa,castellano y catalán,Upper secondary,no,no,A,1,what,L4,unsyncopated,s1,r1,11,Online_whatL4//b.ja.nu3.none.none.wav,zi,ci,pe,sil,lo,da,bu,sil2,bo,re,sil1,['-'],,,none,none,,,,ja,1,testWhatL4Uns//time_viol.r2.s1.0.wav,1.0,what,unsyncopated,b,s1,no_rule,time,L4,m,0.4172,4.0,1.0,1.9393,3 ,2.0,Castellano,0.0,Catalán,0.0,Inglés,5.0,3.0,3.0,yes,no,yes,Canto,6,Flauta travesera,6,12. Puedo llorar cuando escucho algunas melodías que me gustan mucho.,3.0,nada ,68.0,yes
12,2024-02-22_20h01.24.323,Unsyncopated_study3,s124,20 ,feminino,right,españa,castellano y catalán,Upper secondary,no,no,A,1,what,L4,unsyncopated,s2,r1,12,Online_whatL4//c.bu.da14.222.444.wav,po,bu,da,sil,zi,pe,re,sil2,lo,ña,sil1,['catch'],[0.7438000001907312],[0.7438000001907312],0.222,no_beat,0.5218000001907313,0.5218000001907313,"[""space""]",bu,3,testWhatL4Uns//dep_viol.r1.s2.0.wav,1.0,what,unsyncopated,a,s2,no_rule,dep,L4,z,1.2746,4.0,0.0,1.4068,3 ,2.0,Castellano,0.0,Catalán,0.0,Inglés,5.0,3.0,3.0,yes,no,yes,Canto,6,Flauta travesera,6,13. Me gusta cantar o tocar un instrumento con más gente,3.0,nada ,68.0,yes
13,2024-02-22_20h01.24.323,Unsyncopated_study3,s124,20 ,feminino,right,españa,castellano y catalán,Upper secondary,no,no,A,1,what,L4,unsyncopated,s1,r2,13,Online_whatL4//c.bu.da13.1332.444.wav,ja,de,da,sil,nu,ci,bu,sil1,ña,po,sil2,['miss'],,,1.332,no_beat,,,,bu,3,testWhatL4Uns//dep_viol.r1.s1.0.wav,1.0,what,unsyncopated,a,s1,no_rule,dep,L4,z,1.2738,2.0,0.0,1.686,3 ,2.0,Castellano,0.0,Catalán,0.0,Inglés,5.0,3.0,3.0,yes,no,yes,Canto,6,Flauta travesera,6,14. La música me ayuda a desconectar.,4.0,nada ,68.0,yes
14,2024-02-22_20h01.24.323,Unsyncopated_study3,s124,20 ,feminino,right,españa,castellano y catalán,Upper secondary,no,no,A,1,what,L4,unsyncopated,s1,r1,14,Online_whatL4//c.bu.da15.1110.222.wav,zi,da,ru,sil,lo,bu,bo,sil1,ñi,ci,sil2,['miss'],,,1.11,no_beat,,,,bu,3,testWhatL4Uns//r2.s1.1.wav,1.0,what,unsyncopated,b,s1,rule,rule,L4,m,2.2257,1.0,0.0,1.9344,3 ,2.0,Castellano,0.0,Catalán,0.0,Inglés,5.0,3.0,3.0,yes,no,yes,Canto,6,Flauta travesera,6,15. No puedo evitar tararear las canciones que me gustan cuando las escucho.,4.0,nada ,68.0,yes
