Unnamed: 0,date,expName,participant,age,sex,hand,residence,native_lang,education_level,lang_deficit,aud_deficit,group,block,condition,language,rhythm,rule structure online,rule type online,order_trial_on,trial_online,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,catch_syll_resp,rts_syll_catch,clean_rts,time_syll,beat_no_beat,catch_rtsTR,catch_rts,syllable_catch.keys,cond_syll,syll_to_catch,test_offline,block_off,condition_off,rhythm_off,rule,rule_str_off,rule_norule,conds_offline,language_off,Partz_no_partm.keys,Partz_no_partm.rt,security_1_7.keys,accuracy,security_1_7.rt,n_lang,n_lang_used,lang_1,age_l1,lang_2,age_l2,ability_learn_l2,tendence_mix_lan,music_experience,muisc_use,partiture,instr_1,age_M1,instr_2,age_M2,preguntas_musica1,BMRQ_answer.response,final comment,BMRQ_Score,bilingual
10,2024-02-17_04h32.41.610,Unsyncopated_study2,s113,29.0,feminino,right,España,Castellano,Bachelor degree,no,no,A,1,when,L4,unsyncopated,when,when,10,Online_whenL4//b.ja4.none.wav,ñi,nu,ru,sil,po,de,da,sil1,re,lo,sil2,['-'],,,none,none,,,,ja,1,testWhenL4Uns//dep_viol.r1.s2.0.wav,1.0,when,unsyncopated,a,s2,no_rule,dep,L4,z,2.8378,6.0,1.0,0.7378,2.0,2.0,Castellano,0.0,Inglés,12.0,4.0,1.0,yes,no,yes,Flauta,12,Órgano,12,11.Busco novedades musicales continuamente,2.0,Todo ha ido bien gracias,62.0,yes
11,2024-02-17_04h32.41.610,Unsyncopated_study2,s113,29.0,feminino,right,España,Castellano,Bachelor degree,no,no,A,1,when,L4,unsyncopated,when,when,11,Online_whenL4//b.ja7.none.wav,de,bo,zi,sil,ru,pe,da,sil1,po,nu,sil2,['-'],,,none,none,,,,ja,1,testWhenL4Uns//time_viol.r1.s2.0.wav,1.0,when,unsyncopated,a,s2,no_rule,time,L4,z,2.2487,4.0,1.0,0.6949,2.0,2.0,Castellano,0.0,Inglés,12.0,4.0,1.0,yes,no,yes,Flauta,12,Órgano,12,12. Puedo llorar cuando escucho algunas melodías que me gustan mucho.,3.0,Todo ha ido bien gracias,62.0,yes
12,2024-02-17_04h32.41.610,Unsyncopated_study2,s113,29.0,feminino,right,España,Castellano,Bachelor degree,no,no,A,1,when,L4,unsyncopated,when,when,12,Online_whenL4//c.bu3.none.wav,ja,de,pe,sil,ña,ñi,bo,sil1,nu,po,sil2,['-'],,,none,none,,,,bu,3,testWhenL4Uns//cat_viol.r1.s1.0.wav,1.0,when,unsyncopated,a,s1,no_rule,cat,L4,m,3.1911,3.0,0.0,2.3884,2.0,2.0,Castellano,0.0,Inglés,12.0,4.0,1.0,yes,no,yes,Flauta,12,Órgano,12,13. Me gusta cantar o tocar un instrumento con más gente,4.0,Todo ha ido bien gracias,62.0,yes
13,2024-02-17_04h32.41.610,Unsyncopated_study2,s113,29.0,feminino,right,España,Castellano,Bachelor degree,no,no,A,1,when,L4,unsyncopated,when,when,13,Online_whenL4//c.bu0.888.wav,ci,ñi,ja,sil,bu,da,ru,sil1,po,nu,sil2,['miss'],,,0.888,beat,,,,bu,3,testWhenL4Uns//r2.s1.1.wav,1.0,when,unsyncopated,b,s1,rule,rule,L4,m,7.3534,4.0,0.0,0.6681,2.0,2.0,Castellano,0.0,Inglés,12.0,4.0,1.0,yes,no,yes,Flauta,12,Órgano,12,14. La música me ayuda a desconectar.,3.0,Todo ha ido bien gracias,62.0,yes
14,2024-02-17_04h32.41.610,Unsyncopated_study2,s113,29.0,feminino,right,España,Castellano,Bachelor degree,no,no,A,1,when,L4,unsyncopated,when,when,14,Online_whenL4//c.bu2.1110.wav,lo,bo,ci,sil,da,bu,ñi,sil1,ja,de,sil2,['false alarm'],[0.3100999999940086],[0.3100999999940086],1.11,no_beat,,,"[""space""]",bu,3,testWhenL4Uns//r2.s1.2.wav,1.0,when,unsyncopated,b,s1,rule,rule,L4,m,3.5297,4.0,0.0,0.6779,2.0,2.0,Castellano,0.0,Inglés,12.0,4.0,1.0,yes,no,yes,Flauta,12,Órgano,12,15. No puedo evitar tararear las canciones que me gustan cuando las escucho.,3.0,Todo ha ido bien gracias,62.0,yes
15,2024-02-17_04h32.41.610,Unsyncopated_study2,s113,29.0,feminino,right,España,Castellano,Bachelor degree,no,no,A,1,when,L4,unsyncopated,when,when,15,Online_whenL4//c.bu1.none.wav,lo,pe,po,sil,ci,ja,de,sil1,bo,ru,sil2,['-'],,,none,none,,,,bu,3,testWhenL4Uns//r1.s2.1.wav,1.0,when,unsyncopated,a,s2,rule,rule,L4,z,1.6066,5.0,1.0,0.6756,2.0,2.0,Castellano,0.0,Inglés,12.0,4.0,1.0,yes,no,yes,Flauta,12,Órgano,12,16. En los conciertos me siento en sintonía con los artistas y el público.,4.0,Todo ha ido bien gracias,62.0,yes
16,2024-02-17_04h32.41.610,Unsyncopated_study2,s113,29.0,feminino,right,España,Castellano,Bachelor degree,no,no,A,1,when,L4,unsyncopated,when,when,16,Online_whenL4//d.pe20.none.wav,bu,lo,po,sil,ru,ñi,ja,sil1,ña,de,sil2,['false alarm'],[0.6266999999879772],[0.6266999999879772],none,none,,,"[""space""]",pe,4,testWhenL4Uns//cat_viol.r2.s2.0.wav,1.0,when,unsyncopated,b,s2,no_rule,cat,L4,m,1.2932,5.0,0.0,0.6692,2.0,2.0,Castellano,0.0,Inglés,12.0,4.0,1.0,yes,no,yes,Flauta,12,Órgano,12,17. Me gasto bastante dinero en música y cosas relacionadas con la música.,2.0,Todo ha ido bien gracias,62.0,yes
17,2024-02-17_04h32.41.610,Unsyncopated_study2,s113,29.0,feminino,right,España,Castellano,Bachelor degree,no,no,A,1,when,L4,unsyncopated,when,when,17,Online_whenL4//d.pe23.444.wav,po,ja,pe,sil,de,ru,re,sil1,lo,bo,sil2,['miss'],,,0.444,no_beat,,,,pe,4,testWhenL4Uns//r2.s1.0.wav,1.0,when,unsyncopated,b,s1,rule,rule,L4,z,0.6478,6.0,1.0,0.6729,2.0,2.0,Castellano,0.0,Inglés,12.0,4.0,1.0,yes,no,yes,Flauta,12,Órgano,12,18. Siento escalofríos cuando escucho una melodía que me gusta.,2.0,Todo ha ido bien gracias,62.0,yes
18,2024-02-17_04h32.41.610,Unsyncopated_study2,s113,29.0,feminino,right,España,Castellano,Bachelor degree,no,no,A,1,when,L4,unsyncopated,when,when,18,Online_whenL4//d.pe22.0.wav,pe,zi,ña,sil,lo,ci,ñi,sil1,re,da,sil2,['catch'],[0.960599999993974],[0.960599999993974],0.0,beat,0.960599999993974,0.960599999993974,"[""space""]",pe,4,testWhenL4Uns//cat_viol.r2.s1.0.wav,1.0,when,unsyncopated,b,s1,no_rule,cat,L4,z,0.9783,6.0,1.0,0.3756,2.0,2.0,Castellano,0.0,Inglés,12.0,4.0,1.0,yes,no,yes,Flauta,12,Órgano,12,19. Con la música me puedo desahogar.,3.0,Todo ha ido bien gracias,62.0,yes
19,2024-02-17_04h32.41.610,Unsyncopated_study2,s113,29.0,feminino,right,España,Castellano,Bachelor degree,no,no,A,1,when,L4,unsyncopated,when,when,19,Online_whenL4//d.pe21.none.wav,ci,lo,bu,sil,ña,po,ja,sil1,bo,ru,sil2,['-'],,,none,none,,,,pe,4,testWhenL4Uns//r2.s2.1.wav,1.0,when,unsyncopated,b,s2,rule,rule,L4,z,0.9642,6.0,1.0,1.0206,2.0,2.0,Castellano,0.0,Inglés,12.0,4.0,1.0,yes,no,yes,Flauta,12,Órgano,12,20. Cuando escucho una melodía que me gusta mucho no puedo evitar mover el cuerpo.,4.0,Todo ha ido bien gracias,62.0,yes
20,2024-02-17_04h32.41.610,Unsyncopated_study2,s113,29.0,feminino,right,España,Castellano,Bachelor degree,no,no,A,1,when,L4,unsyncopated,when,when,20,Online_whenL4//b.ja15.444.wav,da,ci,ja,sil,bo,ru,pe,sil1,zi,bu,sil2,['miss'],,,0.444,no_beat,,,,ja,1,testWhenL4Uns//r2.s2.0.wav,1.0,when,unsyncopated,b,s2,rule,rule,L4,z,1.2921,6.0,1.0,0.689,2.0,2.0,Castellano,0.0,Inglés,12.0,4.0,1.0,yes,no,yes,Flauta,12,Órgano,12,,,Todo ha ido bien gracias,62.0,yes
21,2024-02-17_04h32.41.610,Unsyncopated_study2,s113,29.0,feminino,right,España,Castellano,Bachelor degree,no,no,A,1,when,L4,unsyncopated,when,when,21,Online_whenL4//b.ja12.444.wav,nu,ñi,ja,sil,pe,da,ña,sil1,re,ru,sil2,['miss'],,,0.444,no_beat,,,,ja,1,testWhenL4Uns//r1.s2.2.wav,1.0,when,unsyncopated,a,s2,rule,rule,L4,z,5.0782,5.0,1.0,0.6646,2.0,2.0,Castellano,0.0,Inglés,12.0,4.0,1.0,yes,no,yes,Flauta,12,Órgano,12,,,Todo ha ido bien gracias,62.0,yes
22,2024-02-17_04h32.41.610,Unsyncopated_study2,s113,29.0,feminino,right,España,Castellano,Bachelor degree,no,no,A,1,when,L4,unsyncopated,when,when,22,Online_whenL4//b.ja13.none.wav,bo,de,ña,sil,re,bu,lo,sil1,pe,zi,sil2,['-'],,,none,none,,,,ja,1,testWhenL4Uns//r2.s2.2.wav,1.0,when,unsyncopated,b,s2,rule,rule,L4,z,0.9661,6.0,1.0,1.6741,2.0,2.0,Castellano,0.0,Inglés,12.0,4.0,1.0,yes,no,yes,Flauta,12,Órgano,12,,,Todo ha ido bien gracias,62.0,yes
23,2024-02-17_04h32.41.610,Unsyncopated_study2,s113,29.0,feminino,right,España,Castellano,Bachelor degree,no,no,A,1,when,L4,unsyncopated,when,when,23,Online_whenL4//b.ja14.888.wav,zi,ña,po,sil,ja,bu,de,sil1,bo,ru,sil2,['miss'],,,0.888,beat,,,,ja,1,testWhenL4Uns//time_viol.r2.s2.0.wav,1.0,when,unsyncopated,b,s2,no_rule,time,L4,z,4.4555,4.0,1.0,0.6693,2.0,2.0,Castellano,0.0,Inglés,12.0,4.0,1.0,yes,no,yes,Flauta,12,Órgano,12,,,Todo ha ido bien gracias,62.0,yes
24,2024-02-17_04h32.41.610,Unsyncopated_study2,s113,29.0,feminino,right,España,Castellano,Bachelor degree,no,no,A,1,when,L4,unsyncopated,when,when,24,Online_whenL4//c.bu28.1998.wav,ñi,re,ru,sil,ja,zi,ña,sil1,pe,bu,sil2,['miss'],,,1.998,no_beat,,,,bu,3,testConjL1Syn//time_viol.r1.s1.0.wav,2.0,conjunction_syn,syncopated,a,s1,no_rule,time,L1,z,1.2864,7.0,0.0,1.0038,2.0,2.0,Castellano,0.0,Inglés,12.0,4.0,1.0,yes,no,yes,Flauta,12,Órgano,12,,,Todo ha ido bien gracias,62.0,yes
25,2024-02-17_04h32.41.610,Unsyncopated_study2,s113,29.0,feminino,right,España,Castellano,Bachelor degree,no,no,A,1,when,L4,unsyncopated,when,when,25,Online_whenL4//c.bu31.none.wav,ru,bo,ci,sil,lo,po,pe,sil1,zi,ña,sil2,['-'],,,none,none,,,,bu,3,testConjL1Syn//time_viol.r2.s1.0.wav,2.0,conjunction_syn,syncopated,b,s1,no_rule,time,L1,z,4.0763,6.0,0.0,0.6541,2.0,2.0,Castellano,0.0,Inglés,12.0,4.0,1.0,yes,no,yes,Flauta,12,Órgano,12,,,Todo ha ido bien gracias,62.0,yes
26,2024-02-17_04h32.41.610,Unsyncopated_study2,s113,29.0,feminino,right,España,Castellano,Bachelor degree,no,no,A,1,when,L4,unsyncopated,when,when,26,Online_whenL4//c.bu30.none.wav,ña,ru,lo,sil,bo,ci,ñi,sil1,nu,po,sil2,['-'],,,none,none,,,,bu,3,testConjL1Syn//r2.s1.0.wav,2.0,conjunction_syn,syncopated,b,s1,rule,rule,L1,z,1.5953,6.0,1.0,2.2825,2.0,2.0,Castellano,0.0,Inglés,12.0,4.0,1.0,yes,no,yes,Flauta,12,Órgano,12,,,Todo ha ido bien gracias,62.0,yes
27,2024-02-17_04h32.41.610,Unsyncopated_study2,s113,29.0,feminino,right,España,Castellano,Bachelor degree,no,no,A,1,when,L4,unsyncopated,when,when,27,Online_whenL4//c.bu29.none.wav,ja,nu,po,sil,da,re,de,sil1,ru,ci,sil2,['-'],,,none,none,,,,bu,3,testConjL1Syn//dep_viol.r2.s1.0.wav,2.0,conjunction_syn,syncopated,b,s1,no_rule,dep,L1,z,0.9664,7.0,0.0,0.6853,2.0,2.0,Castellano,0.0,Inglés,12.0,4.0,1.0,yes,no,yes,Flauta,12,Órgano,12,,,Todo ha ido bien gracias,62.0,yes
28,2024-02-17_04h32.41.610,Unsyncopated_study2,s113,29.0,feminino,right,España,Castellano,Bachelor degree,no,no,A,1,when,L4,unsyncopated,when,when,28,Online_whenL4//d.pe12.none.wav,ru,zi,ñi,sil,bu,de,ña,sil1,lo,re,sil2,['-'],,,none,none,,,,pe,4,testConjL1Syn//cat_viol.r2.s1.0.wav,2.0,conjunction_syn,syncopated,b,s1,no_rule,cat,L1,m,2.8471,4.0,1.0,0.6822,2.0,2.0,Castellano,0.0,Inglés,12.0,4.0,1.0,yes,no,yes,Flauta,12,Órgano,12,,,Todo ha ido bien gracias,62.0,yes
29,2024-02-17_04h32.41.610,Unsyncopated_study2,s113,29.0,feminino,right,España,Castellano,Bachelor degree,no,no,A,1,when,L4,unsyncopated,when,when,29,Online_whenL4//d.pe15.888.wav,po,lo,de,sil,pe,ja,bo,sil1,ña,bu,sil2,['catch'],[1.5483000000119773],[1.5483000000119773],0.888,beat,0.6603000000119773,0.6603000000119773,"[""space""]",pe,4,testConjL1Syn//r2.s2.1.wav,2.0,conjunction_syn,syncopated,b,s2,rule,rule,L1,z,1.2671,6.0,1.0,0.3388,2.0,2.0,Castellano,0.0,Inglés,12.0,4.0,1.0,yes,no,yes,Flauta,12,Órgano,12,,,Todo ha ido bien gracias,62.0,yes
30,2024-02-17_04h32.41.610,Unsyncopated_study2,s113,29.0,feminino,right,España,Castellano,Bachelor degree,no,no,A,1,when,L4,unsyncopated,when,when,30,Online_whenL4//d.pe13.none.wav,da,ja,nu,sil,ru,ci,ñi,sil1,bu,po,sil2,['-'],,,none,none,,,,pe,4,testConjL1Syn//cat_viol.r2.s2.0.wav,2.0,conjunction_syn,syncopated,b,s2,no_rule,cat,L1,m,1.5567,3.0,1.0,0.6644,2.0,2.0,Castellano,0.0,Inglés,12.0,4.0,1.0,yes,no,yes,Flauta,12,Órgano,12,,,Todo ha ido bien gracias,62.0,yes
31,2024-02-17_04h32.41.610,Unsyncopated_study2,s113,29.0,feminino,right,España,Castellano,Bachelor degree,no,no,A,1,when,L4,unsyncopated,when,when,31,Online_whenL4//d.pe14.none.wav,po,ña,bu,sil,de,ru,nu,sil1,ci,zi,sil2,['-'],,,none,none,,,,pe,4,testConjL1Syn//r1.s2.2.wav,2.0,conjunction_syn,syncopated,a,s2,rule,rule,L1,z,0.6554,6.0,1.0,0.6713,2.0,2.0,Castellano,0.0,Inglés,12.0,4.0,1.0,yes,no,yes,Flauta,12,Órgano,12,,,Todo ha ido bien gracias,62.0,yes
32,2024-02-17_04h32.41.610,Unsyncopated_study2,s113,29.0,feminino,right,España,Castellano,Bachelor degree,no,no,A,1,when,L4,unsyncopated,when,when,32,Online_whenL4//c.bu5.444.wav,ci,ñi,bu,sil,po,nu,ña,sil1,pe,zi,sil2,['catch'],[2.158999999999878],[2.158999999999878],0.444,no_beat,,1.7149999999998782,"[""space""]",bu,3,testConjL1Syn//r1.s1.2.wav,2.0,conjunction_syn,syncopated,a,s1,rule,rule,L1,z,1.2528,6.0,1.0,0.3445,2.0,2.0,Castellano,0.0,Inglés,12.0,4.0,1.0,yes,no,yes,Flauta,12,Órgano,12,,,Todo ha ido bien gracias,62.0,yes
33,2024-02-17_04h32.41.610,Unsyncopated_study2,s113,29.0,feminino,right,España,Castellano,Bachelor degree,no,no,A,1,when,L4,unsyncopated,when,when,33,Online_whenL4//c.bu7.none.wav,lo,ci,ja,sil,pe,ñi,da,sil1,re,ru,sil2,['-'],,,none,none,,,,bu,3,testConjL1Syn//r1.s2.0.wav,2.0,conjunction_syn,syncopated,a,s2,rule,rule,L1,z,0.3518,7.0,1.0,0.9864,2.0,2.0,Castellano,0.0,Inglés,12.0,4.0,1.0,yes,no,yes,Flauta,12,Órgano,12,,,Todo ha ido bien gracias,62.0,yes
34,2024-02-17_04h32.41.610,Unsyncopated_study2,s113,29.0,feminino,right,España,Castellano,Bachelor degree,no,no,A,1,when,L4,unsyncopated,when,when,34,Online_whenL4//c.bu6.none.wav,nu,de,ci,sil,ru,zi,ña,sil1,po,ñi,sil2,['-'],,,none,none,,,,bu,3,testConjL1Syn//cat_viol.r1.s1.0.wav,2.0,conjunction_syn,syncopated,a,s1,no_rule,cat,L1,z,0.6273,6.0,0.0,0.6837,2.0,2.0,Castellano,0.0,Inglés,12.0,4.0,1.0,yes,no,yes,Flauta,12,Órgano,12,,,Todo ha ido bien gracias,62.0,yes
35,2024-02-17_04h32.41.610,Unsyncopated_study2,s113,29.0,feminino,right,España,Castellano,Bachelor degree,no,no,A,1,when,L4,unsyncopated,when,when,35,Online_whenL4//c.bu4.none.wav,ru,ña,ja,sil,ñi,de,ci,sil1,po,zi,sil2,['-'],,,none,none,,,,bu,3,testConjL1Syn//r2.s1.2.wav,2.0,conjunction_syn,syncopated,b,s1,rule,rule,L1,z,0.0142,7.0,1.0,0.6573,2.0,2.0,Castellano,0.0,Inglés,12.0,4.0,1.0,yes,no,yes,Flauta,12,Órgano,12,,,Todo ha ido bien gracias,62.0,yes
36,2024-02-17_04h32.41.610,Unsyncopated_study2,s113,29.0,feminino,right,España,Castellano,Bachelor degree,no,no,A,1,when,L4,unsyncopated,when,when,36,Online_whenL4//a.lo8.0.wav,lo,ñi,nu,sil,de,bo,pe,sil1,da,bu,sil2,['miss'],,,0.0,beat,,,,lo,2,testConjL1Syn//time_viol.r2.s2.0.wav,2.0,conjunction_syn,syncopated,b,s2,no_rule,time,L1,m,4.3807,3.0,1.0,0.334,2.0,2.0,Castellano,0.0,Inglés,12.0,4.0,1.0,yes,no,yes,Flauta,12,Órgano,12,,,Todo ha ido bien gracias,62.0,yes
37,2024-02-17_04h32.41.610,Unsyncopated_study2,s113,29.0,feminino,right,España,Castellano,Bachelor degree,no,no,A,1,when,L4,unsyncopated,when,when,37,Online_whenL4//a.lo11.0.wav,lo,ci,pe,sil,ñi,de,zi,sil1,ru,da,sil2,['catch'],[0.6290000000001328],[0.6290000000001328],0.0,beat,0.6290000000001328,0.6290000000001328,"[""space""]",lo,2,testConjL1Syn//r2.s2.2.wav,2.0,conjunction_syn,syncopated,b,s2,rule,rule,L1,z,0.6247,6.0,1.0,0.3387,2.0,2.0,Castellano,0.0,Inglés,12.0,4.0,1.0,yes,no,yes,Flauta,12,Órgano,12,,,Todo ha ido bien gracias,62.0,yes
38,2024-02-17_04h32.41.610,Unsyncopated_study2,s113,29.0,feminino,right,España,Castellano,Bachelor degree,no,no,A,1,when,L4,unsyncopated,when,when,38,Online_whenL4//a.lo9.none.wav,bo,ci,po,sil,de,zi,ñi,sil1,ja,ña,sil2,['-'],,,none,none,,,,lo,2,testConjL1Syn//r1.s2.1.wav,2.0,conjunction_syn,syncopated,a,s2,rule,rule,L1,z,0.9317,6.0,1.0,0.3321,2.0,2.0,Castellano,0.0,Inglés,12.0,4.0,1.0,yes,no,yes,Flauta,12,Órgano,12,,,Todo ha ido bien gracias,62.0,yes
39,2024-02-17_04h32.41.610,Unsyncopated_study2,s113,29.0,feminino,right,España,Castellano,Bachelor degree,no,no,A,1,when,L4,unsyncopated,when,when,39,Online_whenL4//a.lo10.none.wav,pe,da,re,sil,de,ja,zi,sil1,bu,po,sil2,['-'],,,none,none,,,,lo,2,testConjL1Syn//r1.s1.1.wav,2.0,conjunction_syn,syncopated,a,s1,rule,rule,L1,z,0.3191,6.0,1.0,0.3366,2.0,2.0,Castellano,0.0,Inglés,12.0,4.0,1.0,yes,no,yes,Flauta,12,Órgano,12,,,Todo ha ido bien gracias,62.0,yes
