Unnamed: 0,date,expName,participant,age,sex,hand,residence,native_lang,education_level,lang_deficit,aud_deficit,group,block,condition,language,rhythm,rule structure online,rule type online,order_trial_on,trial_online,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,catch_syll_resp,rts_syll_catch,clean_rts,time_syll,beat_no_beat,catch_rtsTR,catch_rts,syllable_catch.keys,cond_syll,syll_to_catch,test_offline,block_off,condition_off,rhythm_off,rule,rule_str_off,rule_norule,conds_offline,language_off,Partz_no_partm.keys,Partz_no_partm.rt,security_1_7.keys,accuracy,security_1_7.rt,n_lang,n_lang_used,lang_1,age_l1,lang_2,age_l2,ability_learn_l2,tendence_mix_lan,music_experience,muisc_use,partiture,instr_1,age_M1,preguntas_musica1,BMRQ_answer.response,final comment,BMRQ_Score,bilingual
0,2024-05-08_17h24.01.915,Unsyncopated_study3,s150,29.0,masculino,right,España,Español,Master degree,no,no,A,1,conjunction_syn,L2,syncopated,s2,r1,0,Online_conjL2_syn//b.fe.ra23.none.none.wav,me,su,bi,go,sil,ñu,mi,du,sil1,si,sil2,['-'],,,none,none,,,,fe,1,testConjL2Syn//r1.s2.2.wav,1.0,conjunction_syn,syncopated,a,s2,rule,rule,L2,z,1.4195,7.0,1.0,6.6176,2.0,2.0,Español,0.0,Inglés,6.0,4.0,1.0,no,no,no,Flauta ,5,1. Cuando comparto música con alguien siento una complicidad especial con aquella persona.,3.0,EL cuarto lenguaje ha costado un poco más estar atento por la cantidad de estímulo abstracto,61.0,yes
1,2024-05-08_17h24.01.915,Unsyncopated_study3,s150,29.0,masculino,right,España,Español,Master degree,no,no,A,1,conjunction_syn,L2,syncopated,s2,r2,1,Online_conjL2_syn//b.fe.ra20.666.1554.wav,si,ño,cha,fe,sil,to,me,ra,sil1,su,sil2,['catch'],[1.2190999999046426],[1.2190999999046426],0.666,no_beat,0.5530999999046425,0.5530999999046425,"[""space""]",fe,1,testConjL2Syn//time_viol.r1.s1.0.wav,1.0,conjunction_syn,syncopated,a,s1,no_rule,time,L2,z,0.8342,7.0,0.0,2.2684,2.0,2.0,Español,0.0,Inglés,6.0,4.0,1.0,no,no,no,Flauta ,5,2. En mi tiempo libre apenas escucho música.,4.0,EL cuarto lenguaje ha costado un poco más estar atento por la cantidad de estímulo abstracto,61.0,yes
2,2024-05-08_17h24.01.915,Unsyncopated_study3,s150,29.0,masculino,right,España,Español,Master degree,no,no,A,1,conjunction_syn,L2,syncopated,s2,r1,2,Online_conjL2_syn//b.fe.ra22.none.none.wav,cha,ño,me,go,sil,ñu,to,du,sil1,mi,sil2,['-'],,,none,none,,,,fe,1,testConjL2Syn//r2.s2.1.wav,1.0,conjunction_syn,syncopated,b,s2,rule,rule,L2,z,2.3019,7.0,1.0,2.4677,2.0,2.0,Español,0.0,Inglés,6.0,4.0,1.0,no,no,no,Flauta ,5,3. Algunas canciones me ponen los pelos de punta,4.0,EL cuarto lenguaje ha costado un poco más estar atento por la cantidad de estímulo abstracto,61.0,yes
3,2024-05-08_17h24.01.915,Unsyncopated_study3,s150,29.0,masculino,right,España,Español,Master degree,no,no,A,1,conjunction_syn,L2,syncopated,s1,r1,3,Online_conjL2_syn//b.fe.ra21.none.none.wav,go,bi,cha,du,sil,te,me,mi,sil1,ba,sil2,['-'],,,none,none,,,,fe,1,testConjL2Syn//r2.s1.1.wav,1.0,conjunction_syn,syncopated,b,s1,rule,rule,L2,z,0.9504,7.0,1.0,2.499,2.0,2.0,Español,0.0,Inglés,6.0,4.0,1.0,no,no,no,Flauta ,5,4. La música me hace compañía cuando estoy solo,4.0,EL cuarto lenguaje ha costado un poco más estar atento por la cantidad de estímulo abstracto,61.0,yes
4,2024-05-08_17h24.01.915,Unsyncopated_study3,s150,29.0,masculino,right,España,Español,Master degree,no,no,A,1,conjunction_syn,L2,syncopated,s1,r2,4,Online_conjL2_syn//d.si.ñu11.none.none.wav,fe,me,ño,ra,sil,su,to,cha,sil1,bi,sil2,['false alarm'],[0.7182999999523645],[0.7182999999523645],none,none,,,"[""space""]",si,4,testConjL2Syn//r2.s2.2.wav,1.0,conjunction_syn,syncopated,b,s2,rule,rule,L2,z,1.5165,6.0,1.0,2.7344,2.0,2.0,Español,0.0,Inglés,6.0,4.0,1.0,no,no,no,Flauta ,5,5. No me apetece bailar ni con la música que más me gusta,4.0,EL cuarto lenguaje ha costado un poco más estar atento por la cantidad de estímulo abstracto,61.0,yes
5,2024-05-08_17h24.01.915,Unsyncopated_study3,s150,29.0,masculino,right,España,Español,Master degree,no,no,A,1,conjunction_syn,L2,syncopated,s1,r2,5,Online_conjL2_syn//d.si.ñu8.none.none.wav,fe,ba,bi,ra,sil,cha,ño,te,sil1,mi,sil2,['-'],,,none,none,,,,si,4,testConjL2Syn//r2.s1.0.wav,1.0,conjunction_syn,syncopated,b,s1,rule,rule,L2,z,1.0522,6.0,1.0,2.1175,2.0,2.0,Español,0.0,Inglés,6.0,4.0,1.0,no,no,no,Flauta ,5,6. La música me hace conectar con la gente,3.0,EL cuarto lenguaje ha costado un poco más estar atento por la cantidad de estímulo abstracto,61.0,yes
6,2024-05-08_17h24.01.915,Unsyncopated_study3,s150,29.0,masculino,right,España,Español,Master degree,no,no,A,1,conjunction_syn,L2,syncopated,s1,r2,6,Online_conjL2_syn//d.si.ñu9.1110.1332.wav,fe,te,ño,ra,sil,si,ñu,bi,sil1,cha,sil2,['catch'],[1.64520000004768],[1.64520000004768],1.11,no_beat,0.53520000004768,0.53520000004768,"[""space""]",si,4,testConjL2Syn//dep_viol.r1.s2.0.wav,1.0,conjunction_syn,syncopated,a,s2,no_rule,dep,L2,z,1.6489,5.0,0.0,2.5163,2.0,2.0,Español,0.0,Inglés,6.0,4.0,1.0,no,no,no,Flauta ,5,7. Me informo sobre la música que me gusta.,3.0,EL cuarto lenguaje ha costado un poco más estar atento por la cantidad de estímulo abstracto,61.0,yes
7,2024-05-08_17h24.01.915,Unsyncopated_study3,s150,29.0,masculino,right,España,Español,Master degree,no,no,A,1,conjunction_syn,L2,syncopated,s2,r1,7,Online_conjL2_syn//d.si.ñu10.none.none.wav,ño,te,me,go,sil,su,to,du,sil1,ba,sil2,['-'],,,none,none,,,,si,4,testConjL2Syn//r2.s1.2.wav,1.0,conjunction_syn,syncopated,b,s1,rule,rule,L2,m,1.9267,5.0,0.0,2.4854,2.0,2.0,Español,0.0,Inglés,6.0,4.0,1.0,no,no,no,Flauta ,5,8.Me emociono escuchando ciertas canciones.,4.0,EL cuarto lenguaje ha costado un poco más estar atento por la cantidad de estímulo abstracto,61.0,yes
8,2024-05-08_17h24.01.915,Unsyncopated_study3,s150,29.0,masculino,right,España,Español,Master degree,no,no,A,1,conjunction_syn,L2,syncopated,s1,r2,8,Online_conjL2_syn//a.go.du5.none.none.wav,fe,ñu,cha,ra,sil,te,ño,ba,sil1,si,sil2,['-'],,,none,none,,,,du,2,testConjL2Syn//r2.s2.0.wav,1.0,conjunction_syn,syncopated,b,s2,rule,rule,L2,z,0.6053,6.0,1.0,2.0855,2.0,2.0,Español,0.0,Inglés,6.0,4.0,1.0,no,no,no,Flauta ,5,9.La música me tranquiliza y me relaja.,3.0,EL cuarto lenguaje ha costado un poco más estar atento por la cantidad de estímulo abstracto,61.0,yes
9,2024-05-08_17h24.01.915,Unsyncopated_study3,s150,29.0,masculino,right,España,Español,Master degree,no,no,A,1,conjunction_syn,L2,syncopated,s1,r2,9,Online_conjL2_syn//a.go.du7.none.none.wav,fe,mi,ñu,ra,sil,ño,ba,me,sil1,su,sil2,['-'],,,none,none,,,,du,2,testConjL2Syn//cat_viol.r2.s2.0.wav,1.0,conjunction_syn,syncopated,b,s2,no_rule,cat,L2,z,0.6522,6.0,0.0,1.3689,2.0,2.0,Español,0.0,Inglés,6.0,4.0,1.0,no,no,no,Flauta ,5,10.La música me hace bailar,3.0,EL cuarto lenguaje ha costado un poco más estar atento por la cantidad de estímulo abstracto,61.0,yes
