Unnamed: 0,date,expName,participant,age,sex,hand,residence,native_lang,education_level,lang_deficit,aud_deficit,group,block,condition,language,rhythm,rule structure online,rule type online,order_trial_on,trial_online,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,catch_syll_resp,rts_syll_catch,clean_rts,time_syll,beat_no_beat,catch_rtsTR,catch_rts,syllable_catch.keys,cond_syll,syll_to_catch,test_offline,block_off,condition_off,rhythm_off,rule,rule_str_off,rule_norule,conds_offline,language_off,Partz_no_partm.keys,Partz_no_partm.rt,security_1_7.keys,accuracy,security_1_7.rt,n_lang,n_lang_used,lang_1,age_l1,lang_2,age_l2,ability_learn_l2,tendence_mix_lan,music_experience,muisc_use,partiture,instr_1,age_M1,preguntas_musica1,BMRQ_answer.response,final comment,BMRQ_Score,bilingual
0,2024-04-14_13h16.07.122,Experiment4_uns,s180,24.0,masculino,right,España,Catalan Castellano,Bachelor degree,no,no,B,1,when,L2,unsyncopated,when,when,0,Online_whenL2//a.du31.222.wav,ba,du,go,sil,to,si,cha,sil1,mi,bi,sil2,['catch'],[0.8339999999999463],[0.8339999999999463],0.222,no_beat,0.6119999999999464,0.6119999999999464,"[""space""]",du,1,testWhenL2Uns//r2.s1.0.wav,1.0,when,unsyncopated,b,s1,rule,rule,L2,z,1.911,7.0,1.0,3.29,2.0,2.0,Catalan,0.0,Castellano,0.0,2.0,3.0,yes,no,no,Flauta,8,1. Cuando comparto música con alguien siento una complicidad especial con aquella persona.,4.0,  ,72.0,yes
1,2024-04-14_13h16.07.122,Experiment4_uns,s180,24.0,masculino,right,España,Catalan Castellano,Bachelor degree,no,no,B,1,when,L2,unsyncopated,when,when,1,Online_whenL2//a.du28.none.wav,ño,te,to,sil,go,ba,ra,sil1,su,bi,sil2,['-'],,,none,none,,,,du,1,testWhenL2Uns//r1.s1.0.wav,1.0,when,unsyncopated,a,s1,rule,rule,L2,z,1.018,7.0,1.0,1.273,2.0,2.0,Catalan,0.0,Castellano,0.0,2.0,3.0,yes,no,no,Flauta,8,2. En mi tiempo libre apenas escucho música.,5.0,  ,72.0,yes
2,2024-04-14_13h16.07.122,Experiment4_uns,s180,24.0,masculino,right,España,Catalan Castellano,Bachelor degree,no,no,B,1,when,L2,unsyncopated,when,when,2,Online_whenL2//a.du30.none.wav,fe,bi,to,sil,cha,su,ra,sil1,ño,ba,sil2,['-'],,,none,none,,,,du,1,testWhenL2Uns//cat_viol.r1.s2.0.wav,1.0,when,unsyncopated,a,s2,no_rule,cat,L2,z,1.774,7.0,1.0,1.155,2.0,2.0,Catalan,0.0,Castellano,0.0,2.0,3.0,yes,no,no,Flauta,8,3. Algunas canciones me ponen los pelos de punta,4.0,  ,72.0,yes
3,2024-04-14_13h16.07.122,Experiment4_uns,s180,24.0,masculino,right,España,Catalan Castellano,Bachelor degree,no,no,B,1,when,L2,unsyncopated,when,when,3,Online_whenL2//a.du29.1998.wav,ra,ño,su,sil,bi,si,mi,sil1,me,du,sil2,['catch'],[2.641999999999939],[2.641999999999939],1.998,no_beat,0.6439999999999391,0.6439999999999391,"[""space""]",du,1,testWhenL2Uns//r2.s2.2.wav,1.0,when,unsyncopated,b,s2,rule,rule,L2,z,1.207,7.0,1.0,1.101,2.0,2.0,Catalan,0.0,Castellano,0.0,2.0,3.0,yes,no,no,Flauta,8,4. La música me hace compañía cuando estoy solo,4.0,  ,72.0,yes
4,2024-04-14_13h16.07.122,Experiment4_uns,s180,24.0,masculino,right,España,Catalan Castellano,Bachelor degree,no,no,B,1,when,L2,unsyncopated,when,when,4,Online_whenL2//d.si23.none.wav,to,mi,ba,sil,go,du,ñu,sil1,te,ño,sil2,['-'],,,none,none,,,,si,4,testWhenL2Uns//dep_viol.r1.s1.0.wav,1.0,when,unsyncopated,a,s1,no_rule,dep,L2,z,0.834,6.0,1.0,1.435,2.0,2.0,Catalan,0.0,Castellano,0.0,2.0,3.0,yes,no,no,Flauta,8,5. No me apetece bailar ni con la música que más me gusta,5.0,  ,72.0,yes
5,2024-04-14_13h16.07.122,Experiment4_uns,s180,24.0,masculino,right,España,Catalan Castellano,Bachelor degree,no,no,B,1,when,L2,unsyncopated,when,when,5,Online_whenL2//d.si21.none.wav,te,me,bi,sil,go,ñu,to,sil1,ra,ño,sil2,['-'],,,none,none,,,,si,4,testWhenL2Uns//cat_viol.r2.s1.0.wav,1.0,when,unsyncopated,b,s1,no_rule,cat,L2,z,0.785,7.0,1.0,2.636,2.0,2.0,Catalan,0.0,Castellano,0.0,2.0,3.0,yes,no,no,Flauta,8,6. La música me hace conectar con la gente,4.0,  ,72.0,yes
6,2024-04-14_13h16.07.122,Experiment4_uns,s180,24.0,masculino,right,España,Catalan Castellano,Bachelor degree,no,no,B,1,when,L2,unsyncopated,when,when,6,Online_whenL2//d.si20.1998.wav,ba,mi,ñu,sil,cha,to,go,sil1,ra,si,sil2,['catch'],[2.5370000000000346],[2.5370000000000346],1.998,no_beat,0.5390000000000346,0.5390000000000346,"[""space""]",si,4,testWhenL2Uns//dep_viol.r2.s2.0.wav,1.0,when,unsyncopated,b,s2,no_rule,dep,L2,z,0.87,7.0,1.0,1.952,2.0,2.0,Catalan,0.0,Castellano,0.0,2.0,3.0,yes,no,no,Flauta,8,7. Me informo sobre la música que me gusta.,3.0,  ,72.0,yes
7,2024-04-14_13h16.07.122,Experiment4_uns,s180,24.0,masculino,right,España,Catalan Castellano,Bachelor degree,no,no,B,1,when,L2,unsyncopated,when,when,7,Online_whenL2//d.si22.none.wav,te,du,fe,sil,cha,su,ñu,sil1,me,ba,sil2,['-'],,,none,none,,,,si,4,testWhenL2Uns//time_viol.r1.s1.0.wav,1.0,when,unsyncopated,a,s1,no_rule,time,L2,z,0.935,6.0,1.0,1.419,2.0,2.0,Catalan,0.0,Castellano,0.0,2.0,3.0,yes,no,no,Flauta,8,8.Me emociono escuchando ciertas canciones.,4.0,  ,72.0,yes
8,2024-04-14_13h16.07.122,Experiment4_uns,s180,24.0,masculino,right,España,Catalan Castellano,Bachelor degree,no,no,B,1,when,L2,unsyncopated,when,when,8,Online_whenL2//d.si25.none.wav,ño,ra,me,sil,to,go,te,sil1,su,mi,sil2,['-'],,,none,none,,,,si,4,testWhenL2Uns//r1.s1.1.wav,1.0,when,unsyncopated,a,s1,rule,rule,L2,z,0.802,7.0,1.0,1.026,2.0,2.0,Catalan,0.0,Castellano,0.0,2.0,3.0,yes,no,no,Flauta,8,9.La música me tranquiliza y me relaja.,4.0,  ,72.0,yes
9,2024-04-14_13h16.07.122,Experiment4_uns,s180,24.0,masculino,right,España,Catalan Castellano,Bachelor degree,no,no,B,1,when,L2,unsyncopated,when,when,9,Online_whenL2//d.si24.1332.wav,me,du,bi,sil,ñu,cha,si,sil1,ra,su,sil2,['catch'],[1.9039999999999964],[1.9039999999999964],1.332,no_beat,0.5719999999999963,0.5719999999999963,"[""space""]",si,4,testWhenL2Uns//r2.s2.1.wav,1.0,when,unsyncopated,b,s2,rule,rule,L2,z,1.252,5.0,1.0,1.859,2.0,2.0,Catalan,0.0,Castellano,0.0,2.0,3.0,yes,no,no,Flauta,8,10.La música me hace bailar,4.0,  ,72.0,yes
