Unnamed: 0,date,expName,participant,age,sex,hand,residence,native_lang,education_level,lang_deficit,aud_deficit,group,block,condition,language,rhythm,rule structure online,rule type online,order_trial_on,trial_online,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,catch_syll_resp,rts_syll_catch,clean_rts,time_syll,beat_no_beat,catch_rtsTR,catch_rts,syllable_catch.keys,cond_syll,syll_to_catch,test_offline,block_off,condition_off,rhythm_off,rule,rule_str_off,rule_norule,conds_offline,language_off,Partz_no_partm.keys,Partz_no_partm.rt,security_1_7.keys,accuracy,security_1_7.rt,n_lang,n_lang_used,lang_1,age_l1,lang_2,age_l2,lang_3,age_l3,lang_4,age_l4,ability_learn_l2,tendence_mix_lan,music_experience,muisc_use,partiture,instr_1,age_M1,preguntas_musica1,BMRQ_answer.response,final comment,BMRQ_Score,bilingual
0,2024-02-25_24h18.06.660,Unsyncopated_study3,s123,24.0,masculino,right,Catalunya - Espanya,Català,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,0,Online_whenL1//c.ro23.1998.wav,cho,la,pu,sil,ri,fo,ta,sil1,lu,ro,sil2,['catch'],[2.5756000000001222],[2.5756000000001222],1.998,no_beat,0.5776000000001222,0.5776000000001222,"[""space""]",ro,3,testWhenL1Uns//cat_viol.r2.s2.0.wav,1.0,when,unsyncopated,b,s2,no_rule,cat,L1,m,19.107,5.0,0.0,3.9011,4.0,2.0,Català,0.0,Castellà,6.0,Inglés,6.0,Francés,14.0,5.0,3.0,yes,no,yes,Saxo,10,1. Cuando comparto música con alguien siento una complicidad especial con aquella persona.,4.0,"Mientras tanto me iba apareciendo a la mente pensamientos. No estaba 100% concentrado. He intentado estarlo todo lo posible, pero mi mente me iba diciendo ""tienes que comprar eso"" o me acordaba de citas con chicos etc. Pero me ha gustado mucho el experimento, repetiría y si queréis se lo paso a conocides. Gracias!",66.0,yes
1,2024-02-25_24h18.06.660,Unsyncopated_study3,s123,24.0,masculino,right,Catalunya - Espanya,Català,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,1,Online_whenL1//c.ro21.none.wav,ni,ta,ki,sil,fo,lu,cho,sil1,la,ne,sil2,['-'],,,none,none,,,,ro,3,testWhenL1Uns//r2.s2.2.wav,1.0,when,unsyncopated,b,s2,rule,rule,L1,z,1.7027,7.0,1.0,2.0999,4.0,2.0,Català,0.0,Castellà,6.0,Inglés,6.0,Francés,14.0,5.0,3.0,yes,no,yes,Saxo,10,2. En mi tiempo libre apenas escucho música.,5.0,"Mientras tanto me iba apareciendo a la mente pensamientos. No estaba 100% concentrado. He intentado estarlo todo lo posible, pero mi mente me iba diciendo ""tienes que comprar eso"" o me acordaba de citas con chicos etc. Pero me ha gustado mucho el experimento, repetiría y si queréis se lo paso a conocides. Gracias!",66.0,yes
2,2024-02-25_24h18.06.660,Unsyncopated_study3,s123,24.0,masculino,right,Catalunya - Espanya,Català,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,2,Online_whenL1//c.ro22.none.wav,cho,la,zu,sil,fa,fo,ta,sil1,ni,be,sil2,['-'],,,none,none,,,,ro,3,testWhenL1Uns//r1.s2.2.wav,1.0,when,unsyncopated,a,s2,rule,rule,L1,z,2.7234,3.0,1.0,2.0342,4.0,2.0,Català,0.0,Castellà,6.0,Inglés,6.0,Francés,14.0,5.0,3.0,yes,no,yes,Saxo,10,3. Algunas canciones me ponen los pelos de punta,4.0,"Mientras tanto me iba apareciendo a la mente pensamientos. No estaba 100% concentrado. He intentado estarlo todo lo posible, pero mi mente me iba diciendo ""tienes que comprar eso"" o me acordaba de citas con chicos etc. Pero me ha gustado mucho el experimento, repetiría y si queréis se lo paso a conocides. Gracias!",66.0,yes
3,2024-02-25_24h18.06.660,Unsyncopated_study3,s123,24.0,masculino,right,Catalunya - Espanya,Català,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,3,Online_whenL1//c.ro20.none.wav,cho,zu,ri,sil,la,be,ne,sil1,fa,ta,sil2,['-'],,,none,none,,,,ro,3,testWhenL1Uns//r2.s2.0.wav,1.0,when,unsyncopated,b,s2,rule,rule,L1,z,2.7212,5.0,1.0,2.2088,4.0,2.0,Català,0.0,Castellà,6.0,Inglés,6.0,Francés,14.0,5.0,3.0,yes,no,yes,Saxo,10,4. La música me hace compañía cuando estoy solo,4.0,"Mientras tanto me iba apareciendo a la mente pensamientos. No estaba 100% concentrado. He intentado estarlo todo lo posible, pero mi mente me iba diciendo ""tienes que comprar eso"" o me acordaba de citas con chicos etc. Pero me ha gustado mucho el experimento, repetiría y si queréis se lo paso a conocides. Gracias!",66.0,yes
4,2024-02-25_24h18.06.660,Unsyncopated_study3,s123,24.0,masculino,right,Catalunya - Espanya,Català,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,4,Online_whenL1//d.ne21.1332.wav,la,ro,ki,sil,cho,fo,ne,sil1,ta,ni,sil2,['false alarm'],[0.761299999999892],[0.761299999999892],1.332,no_beat,,,"[""space""]",ne,4,testWhenL1Uns//dep_viol.r2.s1.0.wav,1.0,when,unsyncopated,b,s1,no_rule,dep,L1,z,1.3512,6.0,1.0,1.4536,4.0,2.0,Català,0.0,Castellà,6.0,Inglés,6.0,Francés,14.0,5.0,3.0,yes,no,yes,Saxo,10,5. No me apetece bailar ni con la música que más me gusta,5.0,"Mientras tanto me iba apareciendo a la mente pensamientos. No estaba 100% concentrado. He intentado estarlo todo lo posible, pero mi mente me iba diciendo ""tienes que comprar eso"" o me acordaba de citas con chicos etc. Pero me ha gustado mucho el experimento, repetiría y si queréis se lo paso a conocides. Gracias!",66.0,yes
5,2024-02-25_24h18.06.660,Unsyncopated_study3,s123,24.0,masculino,right,Catalunya - Espanya,Català,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,5,Online_whenL1//d.ne23.none.wav,be,ni,cho,sil,ri,ro,fo,sil1,la,ki,sil2,['false alarm'],[1.8278000000003658],[1.8278000000003658],none,none,,,"[""space""]",ne,4,testWhenL1Uns//time_viol.r2.s2.0.wav,1.0,when,unsyncopated,b,s2,no_rule,time,L1,z,3.5853,4.0,1.0,1.6004,4.0,2.0,Català,0.0,Castellà,6.0,Inglés,6.0,Francés,14.0,5.0,3.0,yes,no,yes,Saxo,10,6. La música me hace conectar con la gente,4.0,"Mientras tanto me iba apareciendo a la mente pensamientos. No estaba 100% concentrado. He intentado estarlo todo lo posible, pero mi mente me iba diciendo ""tienes que comprar eso"" o me acordaba de citas con chicos etc. Pero me ha gustado mucho el experimento, repetiría y si queréis se lo paso a conocides. Gracias!",66.0,yes
6,2024-02-25_24h18.06.660,Unsyncopated_study3,s123,24.0,masculino,right,Catalunya - Espanya,Català,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,6,Online_whenL1//d.ne20.1110.wav,fa,ki,cho,sil,pu,ne,zu,sil1,la,ro,sil2,['catch'],[1.8857999999999038],[1.8857999999999038],1.11,no_beat,0.7757999999999037,0.7757999999999037,"[""space""]",ne,4,testWhenL1Uns//time_viol.r1.s1.0.wav,1.0,when,unsyncopated,a,s1,no_rule,time,L1,z,1.0856,7.0,1.0,1.8427,4.0,2.0,Català,0.0,Castellà,6.0,Inglés,6.0,Francés,14.0,5.0,3.0,yes,no,yes,Saxo,10,7. Me informo sobre la música que me gusta.,2.0,"Mientras tanto me iba apareciendo a la mente pensamientos. No estaba 100% concentrado. He intentado estarlo todo lo posible, pero mi mente me iba diciendo ""tienes que comprar eso"" o me acordaba de citas con chicos etc. Pero me ha gustado mucho el experimento, repetiría y si queréis se lo paso a conocides. Gracias!",66.0,yes
7,2024-02-25_24h18.06.660,Unsyncopated_study3,s123,24.0,masculino,right,Catalunya - Espanya,Català,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,7,Online_whenL1//d.ne22.none.wav,ni,ki,pu,sil,ro,la,cho,sil1,fa,ri,sil2,['-'],,,none,none,,,,ne,4,testWhenL1Uns//dep_viol.r2.s2.0.wav,1.0,when,unsyncopated,b,s2,no_rule,dep,L1,z,0.8693,7.0,1.0,1.1961,4.0,2.0,Català,0.0,Castellà,6.0,Inglés,6.0,Francés,14.0,5.0,3.0,yes,no,yes,Saxo,10,8.Me emociono escuchando ciertas canciones.,4.0,"Mientras tanto me iba apareciendo a la mente pensamientos. No estaba 100% concentrado. He intentado estarlo todo lo posible, pero mi mente me iba diciendo ""tienes que comprar eso"" o me acordaba de citas con chicos etc. Pero me ha gustado mucho el experimento, repetiría y si queréis se lo paso a conocides. Gracias!",66.0,yes
8,2024-02-25_24h18.06.660,Unsyncopated_study3,s123,24.0,masculino,right,Catalunya - Espanya,Català,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,8,Online_whenL1//c.ro19.1332.wav,ze,be,pu,sil,ne,fo,ro,sil1,lu,cho,sil2,['catch'],[1.8629999999999427],[1.8629999999999427],1.332,no_beat,0.5309999999999426,0.5309999999999426,"[""space""]",ro,3,testWhenL1Uns//dep_viol.r1.s2.0.wav,1.0,when,unsyncopated,a,s2,no_rule,dep,L1,z,1.1191,5.0,1.0,1.901,4.0,2.0,Català,0.0,Castellà,6.0,Inglés,6.0,Francés,14.0,5.0,3.0,yes,no,yes,Saxo,10,9.La música me tranquiliza y me relaja.,3.0,"Mientras tanto me iba apareciendo a la mente pensamientos. No estaba 100% concentrado. He intentado estarlo todo lo posible, pero mi mente me iba diciendo ""tienes que comprar eso"" o me acordaba de citas con chicos etc. Pero me ha gustado mucho el experimento, repetiría y si queréis se lo paso a conocides. Gracias!",66.0,yes
9,2024-02-25_24h18.06.660,Unsyncopated_study3,s123,24.0,masculino,right,Catalunya - Espanya,Català,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,9,Online_whenL1//c.ro16.1776.wav,fa,ne,zu,sil,ki,ta,ze,sil1,ro,cho,sil2,['catch'],[2.2391000000001213],[2.2391000000001213],1.776,beat,0.4631000000001213,0.4631000000001213,"[""space""]",ro,3,testWhenL1Uns//r2.s1.0.wav,1.0,when,unsyncopated,b,s1,rule,rule,L1,z,0.8527,5.0,1.0,1.485,4.0,2.0,Català,0.0,Castellà,6.0,Inglés,6.0,Francés,14.0,5.0,3.0,yes,no,yes,Saxo,10,10.La música me hace bailar,4.0,"Mientras tanto me iba apareciendo a la mente pensamientos. No estaba 100% concentrado. He intentado estarlo todo lo posible, pero mi mente me iba diciendo ""tienes que comprar eso"" o me acordaba de citas con chicos etc. Pero me ha gustado mucho el experimento, repetiría y si queréis se lo paso a conocides. Gracias!",66.0,yes
10,2024-02-25_24h18.06.660,Unsyncopated_study3,s123,24.0,masculino,right,Catalunya - Espanya,Català,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,10,Online_whenL1//c.ro17.none.wav,la,ze,pu,sil,ki,cho,zu,sil1,fa,ne,sil2,['-'],,,none,none,,,,ro,3,testWhenL1Uns//dep_viol.r1.s1.0.wav,1.0,when,unsyncopated,a,s1,no_rule,dep,L1,z,1.79,2.0,1.0,1.4199,4.0,2.0,Català,0.0,Castellà,6.0,Inglés,6.0,Francés,14.0,5.0,3.0,yes,no,yes,Saxo,10,11.Busco novedades musicales continuamente,4.0,"Mientras tanto me iba apareciendo a la mente pensamientos. No estaba 100% concentrado. He intentado estarlo todo lo posible, pero mi mente me iba diciendo ""tienes que comprar eso"" o me acordaba de citas con chicos etc. Pero me ha gustado mucho el experimento, repetiría y si queréis se lo paso a conocides. Gracias!",66.0,yes
11,2024-02-25_24h18.06.660,Unsyncopated_study3,s123,24.0,masculino,right,Catalunya - Espanya,Català,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,11,Online_whenL1//c.ro18.none.wav,ki,ri,ni,sil,ne,ta,cho,sil1,fo,ze,sil2,['-'],,,none,none,,,,ro,3,testWhenL1Uns//r1.s1.2.wav,1.0,when,unsyncopated,a,s1,rule,rule,L1,z,0.6687,2.0,1.0,0.6544,4.0,2.0,Català,0.0,Castellà,6.0,Inglés,6.0,Francés,14.0,5.0,3.0,yes,no,yes,Saxo,10,12. Puedo llorar cuando escucho algunas melodías que me gustan mucho.,4.0,"Mientras tanto me iba apareciendo a la mente pensamientos. No estaba 100% concentrado. He intentado estarlo todo lo posible, pero mi mente me iba diciendo ""tienes que comprar eso"" o me acordaba de citas con chicos etc. Pero me ha gustado mucho el experimento, repetiría y si queréis se lo paso a conocides. Gracias!",66.0,yes
12,2024-02-25_24h18.06.660,Unsyncopated_study3,s123,24.0,masculino,right,Catalunya - Espanya,Català,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,12,Online_whenL1//b.ta22.none.wav,be,ri,fo,sil,ne,ki,zu,sil1,fa,lu,sil2,['-'],,,none,none,,,,ta,1,testWhenL1Uns//cat_viol.r2.s1.0.wav,1.0,when,unsyncopated,b,s1,no_rule,cat,L1,m,5.8193,3.0,0.0,2.3736,4.0,2.0,Català,0.0,Castellà,6.0,Inglés,6.0,Francés,14.0,5.0,3.0,yes,no,yes,Saxo,10,13. Me gusta cantar o tocar un instrumento con más gente,0.0,"Mientras tanto me iba apareciendo a la mente pensamientos. No estaba 100% concentrado. He intentado estarlo todo lo posible, pero mi mente me iba diciendo ""tienes que comprar eso"" o me acordaba de citas con chicos etc. Pero me ha gustado mucho el experimento, repetiría y si queréis se lo paso a conocides. Gracias!",66.0,yes
13,2024-02-25_24h18.06.660,Unsyncopated_study3,s123,24.0,masculino,right,Catalunya - Espanya,Català,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,13,Online_whenL1//b.ta20.1110.wav,zu,lu,fo,sil,ki,ta,ne,sil1,ri,la,sil2,['catch'],[1.614799999999832],[1.614799999999832],1.11,no_beat,0.5047999999998318,0.5047999999998318,"[""space""]",ta,1,testWhenL1Uns//r1.s1.0.wav,1.0,when,unsyncopated,a,s1,rule,rule,L1,m,4.0673,4.0,0.0,2.157,4.0,2.0,Català,0.0,Castellà,6.0,Inglés,6.0,Francés,14.0,5.0,3.0,yes,no,yes,Saxo,10,14. La música me ayuda a desconectar.,3.0,"Mientras tanto me iba apareciendo a la mente pensamientos. No estaba 100% concentrado. He intentado estarlo todo lo posible, pero mi mente me iba diciendo ""tienes que comprar eso"" o me acordaba de citas con chicos etc. Pero me ha gustado mucho el experimento, repetiría y si queréis se lo paso a conocides. Gracias!",66.0,yes
14,2024-02-25_24h18.06.660,Unsyncopated_study3,s123,24.0,masculino,right,Catalunya - Espanya,Català,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,14,Online_whenL1//b.ta23.none.wav,ni,fo,ri,sil,ki,la,be,sil1,ze,ne,sil2,['-'],,,none,none,,,,ta,1,testWhenL1Uns//r2.s1.1.wav,1.0,when,unsyncopated,b,s1,rule,rule,L1,z,1.3672,5.0,1.0,1.5501,4.0,2.0,Català,0.0,Castellà,6.0,Inglés,6.0,Francés,14.0,5.0,3.0,yes,no,yes,Saxo,10,15. No puedo evitar tararear las canciones que me gustan cuando las escucho.,4.0,"Mientras tanto me iba apareciendo a la mente pensamientos. No estaba 100% concentrado. He intentado estarlo todo lo posible, pero mi mente me iba diciendo ""tienes que comprar eso"" o me acordaba de citas con chicos etc. Pero me ha gustado mucho el experimento, repetiría y si queréis se lo paso a conocides. Gracias!",66.0,yes
15,2024-02-25_24h18.06.660,Unsyncopated_study3,s123,24.0,masculino,right,Catalunya - Espanya,Català,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,15,Online_whenL1//b.ta21.1998.wav,fa,be,la,sil,zu,cho,fo,sil1,ni,ta,sil2,['catch'],[2.35670000000016],[2.35670000000016],1.998,no_beat,0.3587000000001599,0.3587000000001599,"[""space""]",ta,1,testWhenL1Uns//cat_viol.r1.s1.0.wav,1.0,when,unsyncopated,a,s1,no_rule,cat,L1,z,2.2179,4.0,1.0,0.9897,4.0,2.0,Català,0.0,Castellà,6.0,Inglés,6.0,Francés,14.0,5.0,3.0,yes,no,yes,Saxo,10,16. En los conciertos me siento en sintonía con los artistas y el público.,2.0,"Mientras tanto me iba apareciendo a la mente pensamientos. No estaba 100% concentrado. He intentado estarlo todo lo posible, pero mi mente me iba diciendo ""tienes que comprar eso"" o me acordaba de citas con chicos etc. Pero me ha gustado mucho el experimento, repetiría y si queréis se lo paso a conocides. Gracias!",66.0,yes
16,2024-02-25_24h18.06.660,Unsyncopated_study3,s123,24.0,masculino,right,Catalunya - Espanya,Català,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,16,Online_whenL1//a.ki20.0.wav,ki,ne,zu,sil,ri,ni,cho,sil1,lu,pu,sil2,['miss'],,,0.0,beat,,,,ki,2,testWhenL1Uns//r1.s2.1.wav,1.0,when,unsyncopated,a,s2,rule,rule,L1,m,1.1863,1.0,0.0,0.9853,4.0,2.0,Català,0.0,Castellà,6.0,Inglés,6.0,Francés,14.0,5.0,3.0,yes,no,yes,Saxo,10,17. Me gasto bastante dinero en música y cosas relacionadas con la música.,0.0,"Mientras tanto me iba apareciendo a la mente pensamientos. No estaba 100% concentrado. He intentado estarlo todo lo posible, pero mi mente me iba diciendo ""tienes que comprar eso"" o me acordaba de citas con chicos etc. Pero me ha gustado mucho el experimento, repetiría y si queréis se lo paso a conocides. Gracias!",66.0,yes
17,2024-02-25_24h18.06.660,Unsyncopated_study3,s123,24.0,masculino,right,Catalunya - Espanya,Català,Upper secondary,no,no,A,1,when,L1,unsyncopated,when,when,17,Online_whenL1//a.ki22.444.wav,zu,pu,ki,sil,ze,cho,ne,sil1,ni,ro,sil2,['miss'],,,0.444,no_beat,,,,ki,2,testWhenL1Uns//r1.s1.1.wav,1.0,when,unsyncopated,a,s1,rule,rule,L1,z,1.3386,7.0,1.0,0.5848,4.0,2.0,Català,0.0,Castellà,6.0,Inglés,6.0,Francés,14.0,5.0,3.0,yes,no,yes,Saxo,10,18. Siento escalofríos cuando escucho una melodía que me gusta.,4.0,"Mientras tanto me iba apareciendo a la mente pensamientos. No estaba 100% concentrado. He intentado estarlo todo lo posible, pero mi mente me iba diciendo ""tienes que comprar eso"" o me acordaba de citas con chicos etc. Pero me ha gustado mucho el experimento, repetiría y si queréis se lo paso a conocides. Gracias!",66.0,yes
